Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3314812;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1777,5541778333
3314817;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1250,29529208152
3314819;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;63;1623,11440794346
3314820;1;2;1;80;2;1;3;7; ;2; ;2; ; ; ; ;4;2;1;10;63;1297,81643222401
3314822;1;1;1;80;2;1;4;4; ;2; ;2; ; ;4; ;4;1;1;10;63;2075,76589059324
3314822;1;6;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;63;2075,76589059324
3314823;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1258,83650832781
3314828;1;4;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;10;63;2674,62089712384
3314831;1;2;1;80;2;1;2;3; ;2; ;2; ; ; ; ;8;2;1;10;63;1777,5541778333
3314832;1;7;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;10;63;1762,35951644434
3314832;1;8;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1762,35951644434
3314834;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;10;63;1385,87484323388
3314837;1;4;1;80;2;1;3;1; ;2; ;2; ; ; ; ;9;2;1;10;63;1252,67380312051
3314838;1;2;1;80;2;1;1;9;POR DESPLAZAMIENTO;2; ;2; ; ; ; ;9;2;1;10;63;1785,92958536005
3314841;1;1;1;80;2;1;2;8; ;2; ;2; ; ; ; ;5;2;1;10;63;1777,5541778333
3314842;1;1;1;80;2;1;1;3; ;2; ;1;250000; ;1; ;9;1;1;10;63;1455,44077871858
3314843;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;63;1334,04333799677
3314843;1;2;1;80;2;1;4;9;LA EDAD;2; ;2; ; ; ; ;8;2;1;10;63;1334,04333799677
3314845;1;1;1;80;2;1;3;5; ;3; ;2; ; ; ; ;10;2;1;10;63;1353,9173902988
3314845;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1353,9173902988
3314846;1;1;1;80;2;1;1;9;SE ENCUENTRA CANSADO DE TRABAJADOR;2; ;1;520000; ; ;ESTA CANSADO DE TRABAJAR;12;2;1;10;63;1777,5541778333
3314846;1;2;1;80;2;1;4;9;LA EDAD;2; ;2; ; ; ; ;8;2;1;10;63;1777,5541778333
3314847;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;63;1749,86848830683
3314848;1;1;1;80;2;1;4;9;POR LA EDAD;2; ;2; ; ; ; ;8;2;1;10;63;2149,07464240427
3314849;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1158,30550327025
3314849;1;4;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;10;63;1158,30550327025
3314849;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1158,30550327025
3314849;1;7;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;10;63;1158,30550327025
3314849;1;8;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1158,30550327025
3314853;1;2;1;80;2;1;1;9;LA EDAD;2; ;2; ; ; ; ;8;2;1;10;63;1118,6978578754
3314854;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;63;1798,68388248481
3314854;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1798,68388248481
3314855;1;1;1;80;2;1;1;3; ;2; ;2; ; ;1;EMBARAZO;12;1;1;10;63;1259,78987811631
3314855;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1259,78987811631
3314864;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1450,80031178054
3314864;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1450,80031178054
3314864;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1450,80031178054
3314867;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;63;1271,71616669624
3314868;1;1;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1649,62865321248
3314869;1;1;1;80;2;1;2;5; ;3; ;2; ; ; ; ;10;2;1;10;63;1777,5541778333
3314869;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1777,5541778333
3314870;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;2093,13949304902
3314871;1;4;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;10;63;2222,65977302039
3314872;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1391,85540360293
3314872;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1391,85540360293
3314872;1;4;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;63;1391,85540360293
3314875;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1908,73763229818
3314880;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;11;2;1;10;63;1144,94049424668
3314895;1;2;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;10;63;1764,50871074534
3314895;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1764,50871074534
3314896;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;8;2;1;10;63;2498,57186037221
3314896;1;6;1;80;2;1;4;8; ;2; ;2; ; ; ; ;8;2;1;10;63;2498,57186037221
3314897;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;11;2;1;10;63;1992,48567821343
3314899;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;4;2;1;10;63;2093,13949304902
3314900;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;63;1691,63804570394
3314900;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1691,63804570394
3314900;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;1691,63804570394
3314900;1;6;1;80;2;1;4;9;POR EDAD;2; ;2; ; ; ; ;8;2;1;10;63;1691,63804570394
3314901;1;4;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;63;1438,10199948284
3314903;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;10;63;1506,52171937839
3314904;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1567,30206836624
3314904;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1567,30206836624
3314905;1;2;1;80;2;1;2;6; ;2; ;2; ; ; ; ;7;2;1;10;63;1515,06293562467
3318109;1;2;1;80;2;1;2;6; ;2; ;2; ; ; ; ;9;2;1;10;63;2025,45313064129
3318109;1;3;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;10;63;2025,45313064129
3318109;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;2025,45313064129
3318109;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;2025,45313064129
3318832;1;4;1;80;2;1;2;8; ;2; ;2; ; ; ; ;1;2;1;10;63;851,947085238511
3318854;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;63;1238,96245602578
3318855;1;2;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;10;63;903,979705296959
3318855;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;903,979705296959
3318855;2;2;2;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;63;903,979705296959
3319356;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1056,54256274021
3319357;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;904,892924748816
3319357;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;904,892924748816
3319358;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;724,506822424955
3319358;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;724,506822424955
3319361;1;1;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;10;19;1172,09573328592
3319363;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1328,13774311202
3319367;2;1;2;80;2;1;4;8; ;2; ;2; ; ; ; ;4;2;1;10;19;908,111810615571
3319375;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;941,672025047507
3319377;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1148,53841347571
3319378;1;6;1;80;2;2; ; ; ;2; ;2; ;1;1; ;2; ;1;10;19;784,987326872413
3319391;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1148,53841347571
3319392;1;1;1;80;2;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;19;844,065651524979
3319392;1;2;1;80;2;1;4;8; ;2; ;2; ; ; ; ;11;2;1;10;19;844,065651524979
3319393;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;1;2;1;10;19;1316,12264678949
3319397;1;4;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;10;19;1051,71881264074
3319397;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1051,71881264074
3319398;1;1;1;80;2;1;4;8; ;3; ;2; ; ; ; ;8;2;1;10;19;587,830693964529
3319398;1;3;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;19;587,830693964529
3319398;1;5;1;80;2;1;4;4; ;2; ;2; ; ; ; ;8;2;1;10;19;587,830693964529
3319400;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1562,27119033213
3319400;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1562,27119033213
3319400;1;6;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1562,27119033213
3319401;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1446,57393544786
3319402;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;877,625865956916
3319403;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;968,939083839408
3319403;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;968,939083839408
3319403;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;968,939083839408
3319404;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;8;2;1;10;19;697,239763633054
3319412;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;10;19;1486,209934919
3319413;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;724,506822424955
3319413;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;724,506822424955
3319414;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;956,923987516877
3319414;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;956,923987516877
3319415;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;4;2;1;10;19;1443,00828080472
3319415;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1443,00828080472
3319435;1;3;1;80;2;1;2;2; ;2; ;2; ; ; ; ;2;2;1;10;19;876,983177607915
3319435;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;876,983177607915
3319435;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;876,983177607915
3319438;1;2;1;80;2;2; ; ; ;2; ;2; ;1;2; ;1; ;1;10;19;1251,39385484589
3319438;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1251,39385484589
3319439;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1705,82523100084
3319441;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1264,09158402143
3319442;1;2;1;80;2;1;3;8; ;2; ;2; ; ; ; ;9;2;1;10;19;1351,01243006922
3319443;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;10;19;697,239763633054
3319444;1;1;1;80;2;1;1;8; ;2; ;2; ; ; ; ;8;2;1;10;19;1322,48727582098
3319445;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;904,10615206126
3319446;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;19;697,239763633054
3319470;1;1;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;10;19;992,49640364962
3319470;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;992,49640364962
3319471;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1474,96363100394
3319471;2;2;2;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;19;1474,96363100394
3319474;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;10;19;1443,00828080472
3319475;1;1;1;80;2;1;2;4; ;2; ;2; ; ; ; ;4;2;1;10;19;838,48779518104
3319475;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;2;2;1;10;19;838,48779518104
3319475;1;3;1;80;2;2; ; ; ;2; ;2; ;1;3; ;1; ;1;10;19;838,48779518104
3319475;1;4;1;80;2;1;1;8; ;2; ;2; ; ; ; ;1;2;1;10;19;838,48779518104
3319476;1;1;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;19;697,239763633054
3319477;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;19;1328,13774311202
3319478;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;19;1355,40480190392
3319478;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1355,40480190392
3319478;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;19;1355,40480190392
3319479;1;1;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;10;19;1219,30304595452
3319479;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;10;19;1219,30304595452
