Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3310565;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;63;204,629804833672;63
3310566;1;1;1;80;1;1;1;2; ;2; ;1;1000000; ; ; ;2;2;1;10;15;129,93807169619;15
3310566;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;15;129,93807169619;15
3310566;1;4;1;80;1;1;1;8; ;2; ;2; ; ;1; ;6;1;1;10;15;129,93807169619;15
3310568;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;15;57,7527168860533;15
3310571;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;15;72,2391560115623;15
3310575;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;10;15;104,94082717038;15
3310576;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;10;17;188,055295473917;17
3310576;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;188,055295473917;17
3310577;1;2;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;202,285747750444;17
3310578;1;2;1;80;1;2; ; ; ;2; ;2; ;1;1; ;9; ;1;10;17;168,609424050447;17
3310578;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;168,609424050447;17
3310578;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;168,609424050447;17
3310578;1;5;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;10;17;168,609424050447;17
3310579;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;184,074993976875;17
3310580;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;11;2;1;10;17;184,618711658389;17
3310581;1;3;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;10;17;212,10528266115;17
3310582;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;159,167311324612;17
3310582;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;159,167311324612;17
3310584;1;1;1;80;1;1;2;7; ;3; ;2; ; ; ; ;11;2;1;10;17;185,305642329958;17
3310584;1;2;1;80;1;1;4;7; ;3; ;2; ; ; ; ;9;2;1;10;17;185,305642329958;17
3310585;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;169,269995994214;17
3310585;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;169,269995994214;17
3310587;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;165,833412178686;17
3310589;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;17;184,074993976875;17
3310590;1;2;1;80;1;1;2;3; ;2; ;2; ; ;1; ;9;1;1;10;17;164,665652383688;17
3310591;1;1;1;80;1;1;4;8; ;3; ;2; ; ; ; ;8;2;1;10;17;195,781279887613;17
3310591;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;195,781279887613;17
3310592;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;162,60389514014;17
3310592;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;162,60389514014;17
3310594;1;2;1;80;1;1;4;6; ;2; ;2; ; ; ; ;4;2;1;10;17;165,922659464573;17
3310595;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4; ;7; ;1;10;17;157,999551529614;17
3310595;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;157,999551529614;17
3310595;1;4;1;80;1;2; ; ; ;2; ;2; ;1;1; ;8; ;1;10;17;157,999551529614;17
3310596;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;172,037066561972;17
3310596;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;172,037066561972;17
3310596;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;172,037066561972;17
