Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3031897;1;1;1;80;1;1;4;7; ;3; ;2; ; ; ; ;10;2;1;09;17;312,509529193341;17
3031897;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;312,509529193341;17
3031897;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;312,509529193341;17
3031899;1;2;1;80;1;1;3;8; ;2; ;2; ; ;2; ;5;1;1;09;17;393,405090695086;17
3031900;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;17;130,848741873315;17
3031900;1;2;1;80;1;1;3;6; ;2; ;2; ; ; ; ;8;2;1;09;17;130,848741873315;17
3031900;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;130,848741873315;17
3031900;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;130,848741873315;17
3031900;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;130,848741873315;17
3031901;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;129,189032682382;17
3031907;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;09;17;301,925020183493;17
3031908;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;210,848999880952;17
3031910;1;5;1;80;1;1;3;2; ;2; ;1;50000; ; ; ;2;2;1;09;17;180,452274039936;17
3031911;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;385,843961748494;17
3031911;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;385,843961748494;17
3031911;1;5;1;80;1;1;4;7; ;3; ;2; ; ; ; ;10;2;1;09;17;385,843961748494;17
3031914;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;147,040309920402;17
3031915;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;09;17;154,435241702313;17
3031917;1;2;1;80;1;2; ; ; ;2; ;2; ;1;1; ;4; ;1;09;17;168,957775958348;17
3031921;1;2;1;80;1;1;2;7; ;2; ;2; ; ; ; ;1;2;1;09;17;161,8289600509;17
3031922;1;3;1;80;1;2; ; ; ;2; ;2; ;1;2; ;2; ;1;09;17;161,8289600509;17
3031924;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;09;17;176,351494306936;17
3031925;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;09;17;204,169754520073;17
3031927;1;1;1;80;1;1;4;8; ;2; ;2; ; ;4; ;8;1;1;09;17;139,80640527524;17
3031928;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;127,103393913562;17
3031932;1;1;1;80;1;1;4;8; ;3; ;2; ; ;4; ;10;1;1;09;17;192,588831573211;17
3031932;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;192,588831573211;17
3031932;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;192,588831573211;17
3031933;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;09;17;152,493591562074;17
3031934;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4; ;9; ;1;09;17;82,5976947452147;17
3031937;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;59,5540201005041;63
3031938;1;1;1;80;1;2; ; ; ;1;1;2; ;1;2; ;2; ;1;09;63;81,16141766282;63
3031939;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ; ;8;2;1;09;63;119,909417063027;63
3031939;1;6;1;80;1;2; ; ; ;2; ;2; ;1;1; ;2; ;1;09;63;119,909417063027;63
3031940;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;09;63;77,7089775310732;63
3031941;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;9;2;1;09;63;70,2988362796786;63
3031943;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;102,874312693741;63
3031944;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;131,316777730638;63
3031945;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;63;97,3828774347253;63
3031945;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;97,3828774347253;63
3031946;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;77,2506557841093;63
3031946;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;77,2506557841093;63
3031946;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;77,2506557841093;63
3031948;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;63;166,17841572806;63
3031949;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;79,0946519741297;63
3031951;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;63;124,451415763712;63
3031951;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;124,451415763712;63
3031953;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;63;88,7943284128846;63
3031953;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;63;88,7943284128846;63
3031954;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;66;1127,91850218919;66
3031957;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;09;66;868,839246309563;66
3031958;1;2;1;80;1;1;3;8; ;2; ;2; ; ; ; ;2;2;1;09;66;850,160967111044;66
3031958;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;850,160967111044;66
3031959;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;66;1087,38926964817;66
3031960;1;2;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;09;66;845,250534959063;66
3031961;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;850,160967111044;66
3031962;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;66;845,250534959063;66
3031962;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;845,250534959063;66
3031963;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;952,927625882249;66
3031964;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;798,015358160366;66
3031966;1;1;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;09;66;763,829294431806;66
3031966;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;763,829294431806;66
3031968;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;66;211,312633739766;66
3031968;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;4;2;1;09;66;211,312633739766;66
3031969;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;652,224626733923;66
3031969;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;652,224626733923;66
3031970;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;09;66;506,046958316119;66
3031970;1;4;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;66;506,046958316119;66
3031972;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;893,154409569094;66
3031973;1;1;1;80;1;1;4;5; ;2; ;2; ; ; ; ;11;2;1;09;66;238,231906470562;66
3031977;1;3;1;80;1;1;2;8; ;2; ;2; ; ; ; ;8;2;1;09;66;217,408208911308;66
3031977;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;217,408208911308;66
3031978;1;2;1;80;1;1;1;6; ;2; ;2; ; ; ; ;8;2;1;09;66;250,20787512307;66
3031980;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;66;283,823286064549;66
3031981;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;66;238,231906470562;66
3031985;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;18;70,1212061678381;18
3031986;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;18;65,5442316546128;18
3031989;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;18;50,6676177207054;18
3031989;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;18;50,6676177207054;18
3031990;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;18;48,9719094217034;18
3031990;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;18;48,9719094217034;18
