Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3031897;1;1;1;80;17;1;4;7; ;3; ;2; ; ; ; ;10;2;1;09;17;312,509529193341
3031897;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;312,509529193341
3031897;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;312,509529193341
3031899;1;2;1;80;17;1;3;8; ;2; ;2; ; ;2; ;5;1;1;09;17;393,405090695086
3031900;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;17;130,848741873315
3031900;1;2;1;80;17;1;3;6; ;2; ;2; ; ; ; ;8;2;1;09;17;130,848741873315
3031900;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;130,848741873315
3031900;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;130,848741873315
3031900;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;130,848741873315
3031901;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;129,189032682382
3031907;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;8;2;1;09;17;301,925020183493
3031908;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;210,848999880952
3031910;1;5;1;80;17;1;3;2; ;2; ;1;50000; ; ; ;2;2;1;09;17;180,452274039936
3031911;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;385,843961748494
3031911;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;385,843961748494
3031911;1;5;1;80;17;1;4;7; ;3; ;2; ; ; ; ;10;2;1;09;17;385,843961748494
3031914;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;147,040309920402
3031915;1;1;1;80;17;1;3;4; ;2; ;2; ; ; ; ;4;2;1;09;17;154,435241702313
3031917;1;2;1;80;17;2; ; ; ;2; ;2; ;1;1; ;4; ;1;09;17;168,957775958348
3031921;1;2;1;80;17;1;2;7; ;2; ;2; ; ; ; ;1;2;1;09;17;161,8289600509
3031922;1;3;1;80;17;2; ; ; ;2; ;2; ;1;2; ;2; ;1;09;17;161,8289600509
3031924;1;1;1;80;17;1;4;7; ;2; ;2; ; ; ; ;8;2;1;09;17;176,351494306936
3031925;1;1;1;80;17;1;4;4; ;3; ;2; ; ; ; ;4;2;1;09;17;204,169754520073
3031927;1;1;1;80;17;1;4;8; ;2; ;2; ; ;4; ;8;1;1;09;17;139,80640527524
3031928;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;127,103393913562
3031932;1;1;1;80;17;1;4;8; ;3; ;2; ; ;4; ;10;1;1;09;17;192,588831573211
3031932;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;192,588831573211
3031932;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;17;192,588831573211
