Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3041911;1;1;1;70;2;26;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;34;93;45;1;2;4552;09;73;1932,78619616127
3041915;1;5;1;70;2;3;48;8; ;2;6;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;63;02;1;1;0201;09;73;2656,19792506432
3041948;1;3;1;70;2;4;40;1; ;2;4;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;130000;2;45;53;01;1;1;0114;09;73;2731,34654878059
3041954;1;3;1;70;2;24;48;1; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;71;13;1;2;1320;09;73;2308,71385750571
3042111;1;6;1;70;2;5;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;09;66;1209,30659393811
3042116;1;2;1;70;2;8;50;3; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;1;7493;09;66;830,483320284748
3042116;1;3;1;70;2;32;54;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;09;66;830,483320284748
3042123;1;1;1;70;2;8;60;8; ;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;09;66;857,746894626213
3042126;1;1;1;70;2;4;60;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;09;66;866,644222397327
3042127;1;1;1;70;2;5;54;3; ;2;52;8; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;62;01;1;1;0111;09;66;938,347102872603
3042145;1;2;1;70;2;32;48;1; ;2;32;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;09;66;891,510912866464
3042180;1;2;1;70;2;3;48;3; ;2;3;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;54;54;95;1;1;9500;09;66;594,777923706096
3042220;1;1;1;70;2;28;48;1; ;2;64;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;2;9500;09;66;1425,12082466351
3042237;1;3;1;70;2;8;48;8; ;2;8;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;09;66;927,352308417672
3043050;1;4;1;70;2;48;50;1; ;2;200;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;34;64;1;2;6412;09;63;884,081135524165
3043092;1;1;1;70;2;2;50;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;61;61;01;1;1;0111;09;63;1646,60271263998
3044082;1;2;1;70;2;2;48;8; ;2;2;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;62;62;01;1;1;0121;09;50;459,057944523972
3044122;1;1;1;70;2;2;48;1; ;2;2;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;09;50;1213,82417496126
3044146;1;1;1;70;2;8;40;3; ;2;32;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;59;85;1;1;8512;09;50;601,923475669521
3044154;1;1;1;70;2;1;48;8; ;2;1;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;62;62;01;1;1;0121;09;50;1135,65489252668
3045737;1;2;1;70;2;5;44;3; ;2;4;6; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;62;01;1;1;0118;09;19;691,385783231491
3045737;1;4;1;70;2;4;40;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;15000;2;61;61;01;1;1;0140;09;19;691,385783231491
3045737;1;6;1;70;2;6;40;4; ;2;7;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;09;19;691,385783231491
3045751;1;5;1;70;2;5;40;4; ;2;30;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;1;5262;09;19;1616,11138059492
3045761;1;3;1;70;2;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;09;19;1727,08078615057
3045761;1;5;1;70;2;2;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;09;19;1727,08078615057
3045768;1;3;1;70;2;1;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;61;61;01;1;1;0140;09;19;758,03894056332
3045794;1;2;1;70;2;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;61;61;01;1;1;0140;09;19;1517,0761565731
3045794;1;3;1;70;2;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0140;09;19;1517,0761565731
3045813;1;1;1;70;2;5;48;4; ;2;12;8; ;2;1; ; ; ; ; ; ; ;1; ; ; ;1;50000;2;61;62;01;1;1;0111;09;19;729,545885408366
3045820;1;2;1;70;2;150;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;2; ;09;19;751,0918861996
3045820;1;3;1;70;2;14;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;03; ; ;1;2; ;09;19;751,0918861996
3045830;1;2;1;70;2;100;40;4; ;2;200;1; ;3;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;61;55;55;1;2;5511;09;19;1210,85701727105
3045832;1;2;1;70;2;52;48;1; ;2;250;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;15;1;2;1551;09;19;540,837420978267
3046471;1;2;1;70;2;8;50;8; ;2;8;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;09;17;1183,40371187589
3046477;1;3;1;70;2;8;50;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;1; ;09;17;967,111389200768
3046485;1;1;1;70;2;8;50;3; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;17;926,186792336853
3046492;1;2;1;70;2;8;48;2; ;2;8;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;20;75;1;1;7512;09;17;752,03836166154
3046601;1;2;1;70;2;8;50;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;17;1311,73186559782
3046622;1;3;1;70;2;16;48;1; ;2;20;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;09;17;600,069190627852
3047814;1;2;1;70;2;26;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;2; ;09;19;1614,29997408249
3047881;1;2;1;70;2;4;40;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;71; ; ;1;1; ;09;19;1234,95068075019
3047902;1;3;1;70;2;50;40;2; ;2;50;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8043;09;19;651,119120604577
3047905;1;4;1;70;2;20;40;1; ;2;20;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;55;1;2;5511;09;19;831,529103727574
3047906;1;2;1;70;2;2;48;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;09;19;1729,21842087993
3047907;1;2;1;70;2;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;54;54;95;1;1;9500;09;19;1770,14055654917
3048251;1;2;1;70;2;8;40;3; ;2;300;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;76;2288,51601782583
3048253;1;3;1;70;2;17;40;4; ;2;52;3; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;2;9500;09;76;2615,12769924881
3048254;1;5;1;70;2;5;40;1; ;2;104;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;55;1;1;5530;09;76;2541,87032032041
3048258;1;2;1;70;2;20;40;1; ;2;780;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5261;09;76;1789,28656306008
3048284;1;1;1;70;2;8;44;1; ;2;14;3; ;1;9;TIENE ARS DE OTRO MU; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;76;1498,38612032794
3048318;2;2;2;70;2;1;20;4; ;2;104;3; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;54;95;1;1;9500;09;76;1918,84279564431
3048320;1;1;1;70;2;52;50;4; ;2;48;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;54;95;1;2;9500;09;76;1314,52927855737
3048372;1;1;1;70;2;2;48;1; ;2;4;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;1300000;2;97;16;11;1;1;1110;09;76;3515,5131985322
3048372;1;3;1;70;2;1;48;1; ;2;4;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;97;97;11;1;1;1110;09;76;3515,5131985322
3048379;1;2;1;70;2;28;40;4; ;2;33;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;39;15;1;2;1522;09;76;3929,71695111105
3048413;1;3;1;70;2;4;48;1; ;2;8;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;09;76;4351,13108873965
3048414;1;3;1;70;2;3;54;1; ;2;5;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;1600000;2;95;99;11;1;1;1110;09;76;3715,4984218253
3048415;1;1;1;70;2;52;48;1; ;2;156;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8042;09;76;2422,16878383332
3048417;1;3;1;70;2;33;48;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;39;03;74;1;2;7421;09;76;4090,66413986033
3048474;1;2;1;70;2;4;40;4; ;2;20;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;58;75;1;1;7522;09;41;862,755596807793
3048480;1;4;1;70;2;4;48;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0117;09;41;752,59492470403
3048480;1;5;1;70;2;4;40;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6422;09;41;752,59492470403
3048529;1;2;1;70;2;4;40;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;41;588,444606760338
3048552;1;1;1;70;2;1;42;8; ;2;20;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;62;95;45;1;1;4530;09;41;739,235708305231
3048553;1;2;1;70;2;2;40;1; ;2;3;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;45;59;85;1;1;8512;09;41;826,540875159711
3048553;1;5;1;70;2;3;40;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;97;60;1;1;6021;09;41;826,540875159711
3048561;1;3;1;70;2;12;48;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6022;09;41;849,555155398775
3048607;1;4;1;70;2;8;48;8; ;2;10;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;61;01;1;1;0117;09;41;767,563065508079
3048616;1;5;1;70;2;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;09;41;871,592589763504
3048620;1;2;1;70;2;36;48;4; ;2;100;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;09;41;540,508757255133
3048661;1;2;1;70;2;3;48;4; ;2;60;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;54;95;1;1;9500;09;41;817,607262126116
3048662;1;1;1;70;2;3;48;1; ;2;4;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;95;62;01;1;1;0121;09;41;647,778142826181
3048959;1;1;1;70;2;40;40;4; ;2;5;4; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;71;71;13;1;2;1320;09;27;525,997895425278
3048959;1;3;1;70;2;50;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;09;27;525,997895425278
3048968;1;1;1;70;2;50;50;4; ;2;3;1; ;8;1; ; ; ; ;1; ; ; ; ; ; ;1;600000;2;71;71;13;1;2;1320;09;27;1297,81048899498
3048974;1;2;1;70;2;48;48;4; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;2;5233;09;27;715,808776845819
3049060;1;2;1;70;2;9;72;4; ;2;4;4; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;09;27;525,997895425278
3049060;1;3;1;70;2;8;40;4; ;2;12;4; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;71;71;13;1;1;1320;09;27;525,997895425278
3049061;1;2;1;70;2;8;20;4; ;2;4;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;71;13;1;1;1320;09;27;1240,9901125846
3049140;1;2;1;70;2;2;40;4; ;2;2;3; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;09;27;1174,00648585394
3049149;1;3;1;70;2;3;56;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;71; ; ;1;1; ;09;27;1222,01803161191
3049164;1;1;1;70;2;8;8;4; ;2;4;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;71;71;13;1;1;1320;09;27;827,55058943791
3049367;1;3;1;70;2;13;40;4; ;2;13;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;09;52;1866,27615887993
3049373;1;2;1;70;2;13;40;4; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;09;52;1651,52447125343
3049375;1;1;1;70;2;13;40;4; ;2;13;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;61;01;1;1;0114;09;52;1724,63931742441
3049378;1;4;1;70;2;8;48;3; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;61;01;1;1;0111;09;52;2113,97554786315
3049379;1;1;1;70;2;3;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;61;61;01;1;1;0111;09;52;1644,45190582895
3049380;1;1;1;70;2;6;40;1; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;61;01;1;1;0140;09;52;1919,15243614529
3049398;1;4;1;70;2;26;40;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;09;52;1940,2428129525
3049401;1;2;1;70;2;13;40;4; ;2;26;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;09;52;2155,67023158743
3049402;1;2;1;70;2;26;40;4; ;2;26;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0111;09;52;1343,74820027548
3049403;1;2;1;70;2;17;40;4; ;2;17;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;61;01;1;2;0140;09;52;1724,63931742441
3049404;1;2;1;70;2;13;40;4; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;09;52;1613,00407180379
3049405;1;2;1;70;2;4;40;4; ;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0111;09;52;857,202327957956
3049405;1;4;1;70;2;8;40;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0111;09;52;857,202327957956
3049405;1;6;1;70;2;8;40;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0111;09;52;857,202327957956
3049415;1;1;1;70;2;21;50;4; ;2;21;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0140;09;52;1652,82130995203
3049421;1;2;1;70;2;4;8;4; ;2;24;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;97;15;1;1;1572;09;52;1511,18446849651
3049424;1;3;1;70;2;52;24;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;61;01;1;2;0118;09;52;1625,8201686189
3049430;1;2;1;70;2;2;40;4; ;2;2;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;61;61;01;1;1;0140;09;52;2090,07298163795
3049440;1;2;1;70;2;10;40;4; ;2;10;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;56;56;93;1;1;9301;09;52;857,202327957956
3049446;1;2;1;70;2;208;40;2; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;56;93;1;2;9301;09;52;2314,70942410692
3049446;1;3;1;70;2;156;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;09;52;2314,70942410692
3049446;1;4;1;70;2;52;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;09;52;2314,70942410692
3049450;1;2;1;70;2;10;40;4; ;2;10;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0111;09;52;1847,0355560703
3049459;1;3;1;70;2;17;48;1; ;2;17;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;61;01;1;2;0116;09;52;1539,03741773122
3049476;1;2;1;70;2;4;21;4; ;2;104;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;56;93;1;1;9301;09;52;1502,90483197543
3049478;1;1;1;70;2;2;42;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0118;09;52;1101,78284708153
3049498;1;4;1;70;2;1;45;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;61;61;01;1;1;0140;09;52;1665,83448557556
3049506;1;2;1;70;2;104;45;4; ;2;208;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;01;1;2;0118;09;52;1906,64150709661
3049658;1;1;1;70;2;2;40;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;61;61;01;1;1;0140;09;15;984,617484070243
3049671;1;2;1;70;2;8;40;4; ;2;8;8; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;61;62;01;1;1;0114;09;15;1475,00467162383
3049678;1;1;1;70;2;2;40;4; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;275000;2;61;61;01;1;1;0114;09;15;701,477614405528
3049680;1;2;1;70;2;3;30;4; ;2;3;8; ;3;7; ; ; ; ; ; ; ;1; ; ; ;1;80000;2;61;97;01;1;1;0114;09;15;1322,22634892051
3049695;1;3;1;70;2;2;40;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;61;61;01;1;1;0140;09;15;674,517906333122
3049696;1;2;1;70;2;12;40;8; ;2;12;8; ;4;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;53;53;15;1;1;1572;09;15;1185,86656063881
3049729;1;7;1;70;2;24;40;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;50;55;1;2;5522;09;15;1368,66195513913
3049749;1;2;1;70;2;96;20;4; ;2;96;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;54;85;1;2;8532;09;15;1191,56654033363
