Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;Dpto;Fex_c_2011
3866277;1;1;1;10;1;1;1;10;1972;43;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2706,00168167316
3866277;1;2;1;10;2;2;1;9;1979;36;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;11;68;2706,00168167316
3866277;1;3;1;10;3;1;1;8;1998;17;3;6;1; ; ;3; ; ;2;1;1;1;6;3;3;2;14;11;68;2706,00168167316
3866277;1;4;1;10;4;2;1;8;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;68;2706,00168167316
3866278;1;1;1;10;1;1;1;6;1964;51;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;11;68;3141,80384835188
3866278;1;2;1;10;2;2;1;11;1974;41;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;68;3141,80384835188
3866278;1;3;1;10;3;1;1;7;1992;23;3;6;1; ; ;3; ; ;2;1;1;2;4;7; ;2;7;11;68;3141,80384835188
3866278;1;4;1;10;2;2;1;5;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;11;68;3141,80384835188
3866278;1;5;1;10;2;1;1;11;2011;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;3141,80384835188
3866279;1;1;1;10;1;1;1;4;1968;47;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;11;68;2706,00168167316
3866279;1;2;1;10;2;2;1;12;1970;44;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2706,00168167316
3866279;1;3;1;10;3;2;1;6;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;11;68;2706,00168167316
3866279;1;4;1;10;4;1;1;1;2004;11;3;6;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;11;68;2706,00168167316
3866281;1;1;1;10;1;2;1;4;1950;65;1;5;1; ; ;1;2;144000;2;1;2; ;1;0; ;2;0;11;68;1781,10333647503
3866281;1;2;1;10;2;2;1;4;1989;26;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1781,10333647503
3866281;1;3;1;10;3;1;1;9;2011;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1781,10333647503
3866281;1;4;1;10;2;1;1;11;2014;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;11;68;1781,10333647503
3866281;1;5;1;10;5;1;1;4;1982;33;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;1781,10333647503
3866281;1;6;1;10;5;1;1;8;2007;8;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;11;68;1781,10333647503
3866281;1;7;1;10;5;2;1;2;2011;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1781,10333647503
3866282;1;1;1;10;1;1;1;2;1977;38;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;68;2908,10769681337
3866282;1;2;1;10;2;2;1;10;1984;31;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;2908,10769681337
3866282;1;3;1;10;3;1;1;7;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;11;68;2908,10769681337
3866282;1;4;1;10;2;2;1;3;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;68;2908,10769681337
3866284;1;1;1;10;1;1;1;5;1928;87;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1808,65135516926
3866285;1;1;1;10;1;2;1;2;1937;78;1;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;68;1124,67921451651
3866285;1;2;1;10;2;2;1;4;1939;76;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1124,67921451651
3866294;1;1;1;10;1;2;1;2;1959;56;1;5;1; ; ;1;5; ;2;1;2; ;3;2; ;2;2;11;68;1124,67921451651
3866294;1;2;1;10;2;2;1;2;1980;35;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1124,67921451651
3866294;1;3;1;10;2;1;1;1;2009;6;4; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;11;68;1124,67921451651
3866295;1;1;1;10;1;1;1;9;1972;43;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2706,00168167316
3866295;1;2;1;10;2;2;1;2;1978;37;2;3;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;11;68;2706,00168167316
3866295;1;3;1;10;3;1;1;10;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;68;2706,00168167316
3866295;1;4;1;10;4;2;1;11;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;68;2706,00168167316
3866296;1;1;1;10;1;1;1;1;1967;48;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;3217,46667792266
3866296;1;2;1;10;2;2;1;12;1971;43;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;3217,46667792266
3866296;1;3;1;10;3;2;1;8;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;11;68;3217,46667792266
3866296;1;4;1;10;4;1;1;8;1996;19;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;11;68;3217,46667792266
3866296;1;5;1;10;5;2;1;12;2004;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;68;3217,46667792266
3866297;1;1;1;10;1;1;1;12;1963;51;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2639,29976506249
3866297;1;2;1;10;2;2;1;5;1970;45;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2639,29976506249
3866297;1;3;1;10;3;2;1;4;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;68;2639,29976506249
3866297;1;4;1;10;2;1;1;6;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;11;68;2639,29976506249
3866298;1;1;1;10;1;1;1;4;1971;44;1;3;1; ; ;3; ; ;1;1;2; ;3;4; ;2;4;11;68;2908,10769681337
3866298;1;2;1;10;2;2;1;3;1977;38;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;2908,10769681337
3866298;1;3;1;10;3;1;1;6;1997;18;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2908,10769681337
3866298;1;4;1;10;2;2;1;10;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;11;68;2908,10769681337
3866300;1;1;1;10;1;2;1;10;1944;71;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;1124,67921451651
3866300;1;2;1;10;2;1;1;11;1996;18;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1124,67921451651
3866305;1;1;1;10;1;2;1;5;1964;51;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;1671,67980416075
3866305;1;2;1;10;2;1;1;5;1950;65;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;68;1671,67980416075
3866305;1;3;1;10;3;2;1;4;1996;19;3;6;1; ; ;1;1;25774;2;1;2; ;6;2;3;2;13;11;68;1671,67980416075
3866305;1;4;1;10;4;1;1;5;1998;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1671,67980416075
3866305;1;5;1;10;5;1;1;4;2000;15;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;1671,67980416075
3866306;1;1;1;10;1;1;1;7;1951;64;1;3;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;11;68;1124,67921451651
3866306;1;2;1;10;2;2;1;6;1961;54;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;11;68;1124,67921451651
3866306;1;3;1;10;3;2;1;11;1987;28;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1124,67921451651
3866306;1;4;1;10;4;1;1;4;1989;26;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1124,67921451651
3866306;1;5;1;10;5;2;1;1;1991;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1124,67921451651
3866306;1;6;1;10;6;1;1;2;1995;20;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;11;68;1124,67921451651
3866307;1;1;1;10;1;1;1;6;1942;73;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1124,67921451651
3866307;1;2;1;10;2;2;1;6;1943;72;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;68;1124,67921451651
3866309;1;1;1;10;1;1;1;3;1951;64;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1697,67181483668
3866309;1;2;1;10;2;2;1;11;1958;57;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;68;1697,67181483668
3866309;1;3;1;10;3;2;1;4;2000;15;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;1697,67181483668
3866309;1;4;1;10;4;1;1;4;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;68;1697,67181483668
3866309;1;5;1;10;5;2;1;2;1995;20;3;1;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1697,67181483668
3866309;1;6;1;10;6;1;1;2;1997;18;5;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;1697,67181483668
3866309;1;7;1;10;5;1;1;8;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;11;68;1697,67181483668
3866309;1;8;1;10;8;1;1;6;1923;92;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1697,67181483668
3866310;1;1;1;10;1;1;1;8;1964;51;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;68;3586,56692799071
3866310;1;2;1;10;2;2;1;2;1974;41;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;68;3586,56692799071
3866310;1;3;1;10;3;2;1;4;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;68;3586,56692799071
3866310;1;4;1;10;4;1;1;10;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ;2;0;11;68;3586,56692799071
3866310;1;5;1;10;2;1;1;8;2011;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;3586,56692799071
3866310;1;6;1;10;2;2;1;6;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;11;68;3586,56692799071
3866312;1;1;1;10;1;1;1;8;1935;80;1;4;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;11;68;1808,65135516926
3866313;1;1;1;10;1;1;1;1;1960;55;1;3;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;11;68;1124,67921451651
3866313;1;2;1;10;2;2;1;2;1966;49;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;68;1124,67921451651
3866321;1;1;1;10;1;1;1;9;1957;58;1;4;1; ; ;3; ; ;1;1;2; ;3;1; ;2;1;11;68;1808,65135516926
3866322;1;1;1;10;1;2;1;1;1953;62;1;5;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;11;68;1124,67921451651
3866322;1;2;1;10;2;2;1;2;1973;42;3;6;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;11;68;1124,67921451651
3866322;1;3;1;10;3;2;1;8;1993;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1124,67921451651
3866324;1;1;1;10;1;1;1;9;1961;54;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2194,53668542366
3866324;1;2;1;10;2;2;1;5;1962;53;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;2194,53668542366
3866324;1;3;1;10;3;1;1;5;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;11;68;2194,53668542366
3866332;1;1;1;10;1;1;1;10;1968;47;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;3006,39974982234
3866332;1;2;1;10;2;2;1;2;1970;45;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;68;3006,39974982234
3866332;1;3;1;10;3;1;1;5;1997;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;3006,39974982234
3866332;1;4;1;10;4;1;1;12;1999;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;11;68;3006,39974982234
3866332;1;5;1;10;5;2;1;9;2001;14;4;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;11;68;3006,39974982234
3866333;1;1;1;10;1;1;1;10;1966;49;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;3682,16436087011
3866333;1;2;1;10;2;2;1;3;1961;54;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;3682,16436087011
3866333;1;3;1;10;3;1;1;3;1968;47;5;6;1; ; ;3; ; ;2;1;2; ;6;4;2;2;15;11;68;3682,16436087011
3866333;1;4;1;10;4;1;1;11;1972;42;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;68;3682,16436087011
3866341;1;1;1;10;1;1;1;6;1961;54;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;68;1894,13861727448
3866341;1;2;1;10;2;2;1;10;1962;53;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;68;1894,13861727448
3866342;1;1;1;10;1;1;1;7;1968;47;1;3;1; ; ;1;3;82000;2;1;2; ;3;4; ;2;4;11;68;2494,93475357283
3866342;1;2;1;10;2;2;1;5;1970;45;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;11;68;2494,93475357283
3866342;1;3;1;10;3;1;1;12;1994;20;3;6;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;11;68;2494,93475357283
3866342;1;4;1;10;4;1;1;1;1999;16;3;6;1; ; ;1;5; ;2;1;2; ;4;7; ;2;7;11;68;2494,93475357283
3866343;1;1;1;10;1;2;1;8;1945;70;1;4;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;11;68;1124,67921451651
3866343;1;2;1;10;2;2;1;4;1966;49;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;68;1124,67921451651
3871068;1;1;1;10;1;1;1;6;1968;47;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;450,332221438231
3871068;1;2;1;10;2;1;1;7;1947;68;9;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;450,332221438231
3871069;1;1;1;10;1;1;1;4;1972;43;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;654,166490101953
3871069;1;2;1;10;2;2;1;10;1976;39;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;654,166490101953
3871069;1;3;1;10;3;1;1;1;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;63;654,166490101953
3871069;1;4;1;10;4;1;1;1;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;63;654,166490101953
3871069;1;5;1;10;5;2;1;11;2005;10;3;6;2;1;36; ; ; ;1;1;1;1;3;2; ;2;2;11;63;654,166490101953
3871069;1;6;1;10;6;2;1;8;2010;5;3; ;2;1;36; ; ; ;2;2;2; ;1;0; ;2;0;11;63;654,166490101953
3871070;1;1;1;10;1;2;1;2;1972;43;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;11;63;659,641693965814
3871070;1;2;1;10;2;1;1;1;1971;44;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;63;659,641693965814
3871070;1;3;1;10;3;1;1;2;1998;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;11;63;659,641693965814
3871070;1;4;1;10;4;1;1;8;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;11;63;659,641693965814
3871070;1;5;1;10;5;1;1;3;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;63;659,641693965814
3871070;1;6;1;10;6;1;1;5;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;11;63;659,641693965814
3871070;1;7;1;10;7;2;1;10;2005;10;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;63;659,641693965814
3871070;1;8;1;10;8;1;1;5;1987;28;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;63;659,641693965814
3871070;1;9;1;10;9;1;1;5;1992;23;5;6;2;1;96; ; ; ;2;1;2; ;3;5; ;2;5;11;63;659,641693965814
3871071;1;1;1;10;1;1;1;7;1948;67;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;420,179230303647
3871072;1;1;1;10;1;1;1;7;1950;65;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;11;63;420,179230303647
3871073;1;1;1;10;1;1;1;9;1972;43;1;2;2;1;6; ; ; ;2;1;2; ;3;5; ;2;5;11;63;1132,93367043872
3871073;1;2;1;10;2;2;1;4;1976;39;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;1132,93367043872
3871073;1;3;1;10;3;1;1;12;1998;16;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;63;1132,93367043872
3871073;1;4;1;10;4;1;1;10;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;63;1132,93367043872
3871073;1;5;1;10;5;2;1;8;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;11;63;1132,93367043872
3871073;1;6;1;10;6;2;1;10;1992;23;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;11;11;63;1132,93367043872
3871073;1;7;1;10;2;1;1;8;2011;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;1132,93367043872
3871073;1;8;1;10;8;2;1;4;1994;21;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;11;11;63;1132,93367043872
3871073;1;9;1;10;2;1;1;9;2011;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;63;1132,93367043872
3871074;1;1;1;10;1;1;1;12;1986;28;1;2;2;1;12; ; ; ;2;1;2; ;5;11;2;2;11;11;63;350,848398081101
3871074;1;2;1;10;2;2;1;6;1993;22;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;63;350,848398081101
3871074;1;3;1;10;2;1;1;5;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;11;63;350,848398081101
3871074;1;4;1;10;4;1;1;3;1994;21;9;6;2;1;36; ; ; ;2;1;2; ;4;8; ;2;8;11;63;350,848398081101
3871075;1;1;1;10;1;2;1;8;1967;48;1;6;1; ; ;1;3;80500;2;1;2; ;5;11;2;2;11;11;63;104,294726673031
3871075;1;2;1;10;2;2;1;8;1930;85;5;5;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;11;63;104,294726673031
3871075;1;3;1;10;3;1;1;9;1960;55;5;4;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;11;63;104,294726673031
3871077;1;1;1;10;1;1;1;4;1961;54;1;4;1; ; ;1;4; ;2;1;2; ;3;5; ;2;5;11;63;219,692655769335
3871078;1;1;1;10;1;1;1;12;1974;40;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;168,219873872008
3871078;1;2;1;10;2;2;1;6;1975;40;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;63;168,219873872008
