Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3861721;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;182,411588857107
3861722;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;17;192,111713051649
3861724;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478
3861724;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478
3861726;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;161,665456077344
3861727;1;1;1;80;17;1;2;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478
3861727;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478
3861732;1;1;1;80;17;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;158,668849713478
3861732;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;158,668849713478
3861734;1;1;1;80;17;1;1;8; ;2; ;2; ; ; ; ;9;2;1;11;17;177,623131625145
3861754;1;1;1;80;76;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;76;925,9141463085
3861756;1;1;1;80;76;1;4;4; ;2; ;2; ; ; ; ;8;2;1;11;76;895,273506504873
3861756;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;895,273506504873
3861758;1;2;1;80;76;1;4;2; ;2; ;2; ; ; ; ;9;2;1;11;76;662,423974241121
3861759;1;1;1;80;76;1;9;5; ;3; ;2; ; ; ; ;10;2;1;11;76;1062,80399066406
3861760;1;1;1;80;76;1;4;7; ;2; ;2; ; ; ; ;8;2;1;11;76;848,610018460741
3861760;1;2;1;80;76;1;4;6; ;2; ;2; ; ; ; ;9;2;1;11;76;848,610018460741
3861761;2;2;2;80;76;2; ; ; ; ; ;1;20000;2; ;.; ; ;1;11;76;930,200842021725
3861761;3;1;3;80;76;1;4;4; ;2; ;1;40000; ; ; ;4;2;1;11;76;930,200842021725
3861762;1;1;1;80;76;1;4;7; ;3; ;2; ; ; ; ;11;2;1;11;76;1091,74906736824
3861763;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;1139,46639177019
3861765;1;2;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;820,833833849688
3861765;1;4;1;80;76;1;2;2; ;2; ;2; ; ;1; ;2;1;1;11;76;820,833833849688
3861766;1;2;1;80;76;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;76;1602,85813246765
3861766;1;3;1;80;76;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;76;1602,85813246765
3861768;1;4;1;80;76;1;2;5; ;3; ;2; ; ; ; ;10;2;1;11;76;1128,57142446779
3861770;1;1;1;80;76;1;4;8; ;2; ;2; ; ; ; ;8;2;1;11;76;807,401406294202
3861770;1;3;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;807,401406294202
3861770;1;4;1;80;76;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;807,401406294202
3861771;1;1;1;80;66;1;1;2; ;2; ;2; ; ;1; ;2;1;1;11;66;338,409952960732
3861772;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;310,848237865409
3861772;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;66;310,848237865409
3861773;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;293,898229163147
3861775;1;2;1;80;66;1;1;7; ;2; ;2; ; ; ; ;8;2;1;11;66;234,426111031046
3861775;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;234,426111031046
3861775;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;66;234,426111031046
3861780;1;1;1;80;66;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;66;291,058791566426
3861781;1;2;1;80;66;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;267,120835496076
3861782;1;3;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;233,158933188868
3861782;1;4;1;80;66;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;66;233,158933188868
