Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3861717;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;51,3631754389888;18
3861718;1;2;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;11;18;29,3680957898803;18
3861718;1;3;1;80;1;1;4;3; ;2; ;2; ; ;1; ;9;1;1;11;18;29,3680957898803;18
3861718;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;18;29,3680957898803;18
3861719;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;41;105,046633328725;41
3861720;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;11;41;118,933460071617;41
3861721;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;182,411588857107;17
3861722;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;17;192,111713051649;17
3861724;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478;17
3861724;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478;17
3861726;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;161,665456077344;17
3861727;1;1;1;80;1;1;2;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478;17
3861727;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;17;158,668849713478;17
3861732;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;17;158,668849713478;17
3861732;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;17;158,668849713478;17
3861733;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;15;80,8536740719534;15
3861734;1;1;1;80;1;1;1;8; ;2; ;2; ; ; ; ;9;2;1;11;17;177,623131625145;17
3861735;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;11;15;74,368800531788;15
3861736;1;1;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;15;65,7349121671528;15
3861739;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;11;15;94,1021264131956;15
3861739;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;15;94,1021264131956;15
3861751;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;11;20;137,848182503749;20
3861754;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;76;925,9141463085;76
3861756;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;11;76;895,273506504873;76
3861756;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;895,273506504873;76
3861758;1;2;1;80;1;1;4;2; ;2; ;2; ; ; ; ;9;2;1;11;76;662,423974241121;76
3861759;1;1;1;80;1;1;9;5; ;3; ;2; ; ; ; ;10;2;1;11;76;1062,80399066406;76
3861760;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;11;76;848,610018460741;76
3861760;1;2;1;80;1;1;4;6; ;2; ;2; ; ; ; ;9;2;1;11;76;848,610018460741;76
3861761;2;2;2;80;1;2; ; ; ; ; ;1;20000;2; ;.; ; ;1;11;76;930,200842021725;76
3861761;3;1;3;80;1;1;4;4; ;2; ;1;40000; ; ; ;4;2;1;11;76;930,200842021725;76
3861762;1;1;1;80;1;1;4;7; ;3; ;2; ; ; ; ;11;2;1;11;76;1091,74906736824;76
3861763;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;1139,46639177019;76
3861765;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;820,833833849688;76
3861765;1;4;1;80;1;1;2;2; ;2; ;2; ; ;1; ;2;1;1;11;76;820,833833849688;76
3861766;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;76;1602,85813246765;76
3861766;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;76;1602,85813246765;76
3861768;1;4;1;80;1;1;2;5; ;3; ;2; ; ; ; ;10;2;1;11;76;1128,57142446779;76
3861770;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;8;2;1;11;76;807,401406294202;76
3861770;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;807,401406294202;76
3861770;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;76;807,401406294202;76
3861771;1;1;1;80;1;1;1;2; ;2; ;2; ; ;1; ;2;1;1;11;66;338,409952960732;66
3861772;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;310,848237865409;66
3861772;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;66;310,848237865409;66
3861773;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;293,898229163147;66
3861775;1;2;1;80;1;1;1;7; ;2; ;2; ; ; ; ;8;2;1;11;66;234,426111031046;66
3861775;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;234,426111031046;66
3861775;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;66;234,426111031046;66
3861780;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;66;291,058791566426;66
3861781;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;267,120835496076;66
3861782;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;233,158933188868;66
3861782;1;4;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;66;233,158933188868;66
3861782;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;233,158933188868;66
3861782;1;6;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;66;233,158933188868;66
3861784;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;11;66;547,885581218883;66
3861785;1;1;1;80;1;1;4;1; ;2; ;2; ; ; ; ;4;2;1;11;66;226,71572713739;66
3861786;1;2;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;11;66;390,894123724746;66
3861788;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;11;66;249,355064614832;66
3861788;1;3;1;80;1;1;1;6; ;2; ;1;500000; ;1; ;4;1;1;11;66;249,355064614832;66
3861789;1;2;1;80;1;1;2;8; ;2; ;2; ; ; ; ;9;2;1;11;66;235,695909172487;66
3861789;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;235,695909172487;66
3861792;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;11;66;249,386505365561;66
3861793;1;1;1;80;1;1;4;5; ;2; ;2; ; ; ; ;8;2;1;11;66;267,120835496076;66
3861793;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;11;66;267,120835496076;66
3861794;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;11;66;315,741795031824;66
3861795;1;2;1;80;1;1;1;8; ;2; ;2; ; ; ; ;8;2;1;11;66;228,781296887596;66
