Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3866258;1;3;2;2;1;4;1;1;3;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;3;2;1;1;2;2;1;2; ;1;01;2;11;68;746,279816459072
3866259;1;6;3;2;1;4;1;1;3;2; ;1600000;30000000;500000; ;2;2;1;1;1;2;2;2;2;2;2;1;1;2;2;1;1;1;1;2;2;1;2;2;2; ;6;1;1;1;4;1;1;2;2;1;2; ;1;01;2;11;68;1273,86470555037
3866260;1;3;2;2;1;4;1;1;3;4; ; ; ;400000; ;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;1;2;2;1;2; ;1;01;2;11;68;1804,71392656288
3866261;1;2;1;2;1;4;1;1;3;3; ; ; ; ;50000;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;5;2;1;1;2;2;1;2; ;1;01;2;11;68;1981,13832391856
3866262;1;2;1;2;1;4;1;1;3;1; ; ;120000000;350000; ;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;1;1;2;1;1;2;2;1;2; ;1;01;2;11;68;746,279816459072
3866263;1;4;2;2;1;4;1;1;4;1; ; ;98;98; ;2;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;2;2;2;1;2; ;1;01;2;11;68;1804,71392656288
3866264;1;4;3;2;1;4;1;1;3;3; ; ; ; ;150000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;6;1;1;1;2;1;1;2;2;1;1; ;2;01;2;11;68;1857,3322517368
3866265;1;3;3;2;1;4;1;1;3;3; ; ; ; ;200000;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;8;1;1;1;2;1;1;2;2;1;1; ;1;01;2;11;68;1361,61237913699
3866266;1;4;1;2;1;4;1;1;3;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;2;2;1;1; ;1;01;2;11;68;1148,76175437988
3866267;1;3;2;6; ;4;1;2;4;5; ; ; ;250000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;3;1;1;1;1;1;1;2;2;1;1; ;1;01;2;11;68;746,279816459072
