DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
4307244;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;778,896779227779
4307244;1;2;1;50;2; ; ;2;6;TRABAJADOR FAMILIAR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;04;68;778,896779227779
4307244;1;3;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;778,896779227779
4307245;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;3115,58711691111
4307245;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;3115,58711691111
4307246;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;3115,58711691111
4307246;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;3115,58711691111
4307246;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;3115,58711691111
4307247;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1910,35908374635
4307247;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;1910,35908374635
4307247;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1910,35908374635
4307247;1;4;1;50;2; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;1910,35908374635
4307248;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;2216,03495848692
4307248;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;2216,03495848692
4307249;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1574,45519687999
4307250;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;2017,8994855239
4307250;1;2;1;50;2; ; ;2;6;DESCANSANDO POR MATERNIDAD;2;2;1; ; ; ; ; ; ; ; ; ;04;68;2017,8994855239
4307251;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1574,45519687999
4307252;1;1;1;50;2; ; ;1;6;DESCANSAR POR ENFERMEDAD;2;2;2;2;1;11; ; ; ; ; ; ;04;68;908,048558906049
4307252;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;908,048558906049
4307252;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;908,048558906049
4307253;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1742,95244192074
4307253;1;2;1;50;2; ; ;2;6;TRABAJOR FAMILIAR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;04;68;1742,95244192074
4307253;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1742,95244192074
4307253;1;4;1;50;2; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;1742,95244192074
4307253;1;5;1;50;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1742,95244192074
4307256;1;1;1;50;2; ; ;1;6;DESCANSAR EN LA CASA;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1619,18475556855
4307257;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1619,18475556855
4307258;1;1;1;50;2; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;04;68;1619,18475556855
4307259;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1574,45519687999
4307260;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;846,657361793052
4307260;1;2;1;50;2; ; ;2;6;TRABAJADOR FAMILIAR SIN REMUNERACION;2;2;1; ; ; ; ; ; ; ; ; ;04;68;846,657361793052
4307261;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;778,896779227779
4307261;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;778,896779227779
4307261;1;4;1;50;2;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;04;68;778,896779227779
4307262;1;1;1;50;2; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;04;68;829,995723368617
4307263;1;1;1;50;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1241,37365245915
4307263;1;2;1;50;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1241,37365245915
4307264;1;1;1;50;2; ; ;1;6;DESCANSAR EN LA CASA;2;2;2;2;2; ; ; ; ; ; ; ;04;68;829,995723368617
4307265;1;1;1;50;2; ; ;1;6;DESCANSAR EN LA CASA;1; ; ; ; ; ; ; ; ; ; ; ;04;68;1530,98453335235
4307265;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;1530,98453335235
4307265;1;3;1;50;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1530,98453335235
4307265;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1530,98453335235
4307265;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1530,98453335235
4307265;1;6;1;50;2; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1530,98453335235
4307266;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;2065,28995508574
4307266;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;2065,28995508574
4307266;1;3;1;50;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;2065,28995508574
4307266;1;4;1;50;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;2065,28995508574
4307267;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1742,95244192074
4307267;1;2;1;50;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1742,95244192074
4307267;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1742,95244192074
4307267;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1742,95244192074
4307267;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1742,95244192074
4307268;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;1227,54121685378
4307268;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;1227,54121685378
4307268;1;3;1;50;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;1227,54121685378
4307269;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;786,525059840977
4307269;1;2;1;50;2; ; ;2;6;DESCANSAR EN LA CASA;2;2;2;2;1;11; ; ; ; ; ; ;04;68;786,525059840977
4307269;1;3;1;50;2; ; ;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;786,525059840977
4307269;1;4;1;50;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;786,525059840977
4307269;1;5;1;50;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;786,525059840977
4307269;1;6;1;50;2; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;786,525059840977
4307270;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;3115,58711691111
4307270;1;2;1;50;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;04;68;3115,58711691111
4307271;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;778,896779227779
4307271;1;2;1;50;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;778,896779227779
4307271;1;3;1;50;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;04;68;778,896779227779
4307271;1;4;1;50;2; ; ;4;6;DESCANSAR EN LA CASA;2;2;2;2;2; ; ; ; ; ; ; ;04;68;778,896779227779
4307272;1;1;1;50;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;04;68;782,177760330527
