DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;MES;DPTO;fex_c_2011
2337916;1;3;1;10;1;1;1;10;2007;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;13; ;05;13;304,268123503843
2337916;1;4;1;10;4;1;1;9;1988;21;5;6;2;1;3; ; ; ;2;1;2; ;6;2;3;13;13;05;13;304,268123503843
2337916;1;5;1;10;5;2;1;1;1954;56;6;4;1; ; ;3; ; ;2;2;2; ;1;0; ;13;0;05;13;304,268123503843
2337918;1;1;1;10;1;1;1;5;1960;50;1;3;1; ; ;1;1;98;2;1;2; ;5;11;2;13;11;05;13;349,740764901298
2337918;1;2;1;10;2;2;1;5;1964;45;2;3;1; ; ;1;5; ;2;1;2; ;4;7; ;13;7;05;13;349,740764901298
2337918;1;3;1;10;1;1;1;9;1991;18;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;13;8;05;13;349,740764901298
2337918;1;4;1;10;2;2;1;8;1993;16;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;13;9;05;13;349,740764901298
2337918;1;5;1;10;5;1;1;10;1986;23;3;2;1; ; ;1;1;98;2;1;2; ;5;11;2;13;11;05;13;349,740764901298
2337918;1;6;1;10;6;2;1;7;1989;20;5;2;1; ; ;1;5; ;2;1;1;2;6;1;2;13;12;05;13;349,740764901298
2337918;1;7;1;10;6;2;1;3;2008;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;13; ;05;13;349,740764901298
2338072;1;1;1;10;1;1;1;2;1956;54;1;3;2;1;2; ; ; ;2;1;2; ;3;3; ;05;3;05;05;1103,24476324082
2338072;1;2;1;10;2;2;1;10;1957;52;2;3;2;1;3; ; ; ;2;1;2; ;4;8; ;05;8;05;05;1103,24476324082
2338072;1;3;1;10;3;2;1;3;1980;30;3;6;1; ; ;1;1;30000;2;1;2; ;6;2;3;05;13;05;05;1103,24476324082
2338072;1;4;1;10;2;1;1;3;2002;8;4; ;1; ; ;1;5; ;2;1;1;1;3;2; ;05;2;05;05;1103,24476324082
2338072;1;5;1;10;2;2;1;5;2009;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;05; ;05;05;1103,24476324082
2338072;1;6;1;10;6;1;1;2;1985;25;3;6;1; ; ;1;3;80000;2;1;1;2;6;0;2;05;11;05;05;1103,24476324082
2338072;1;7;1;10;7;1;1;4;1990;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;05;1103,24476324082
2338073;1;1;1;10;1;2;1;1;1986;24;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ;05;9;05;05;887,171577497596
2338073;1;2;1;10;2;1;1;2;1980;30;2;2;1; ; ;3; ; ;2;1;1;1;6;0;2;05;11;05;05;887,171577497596
2338073;1;3;1;10;1;2;1;4;2003;7;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;05;0;05;05;887,171577497596
2338073;1;4;1;10;1;2;1;5;2007;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;05; ;05;05;887,171577497596
2338074;1;1;1;10;1;2;1;4;1961;49;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;05;1;05;05;770,531012829801
2338074;1;2;1;10;2;2;1;8;1992;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;05;10;05;05;770,531012829801
2338074;1;3;1;10;3;2;1;1;1994;16;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;05;9;05;05;770,531012829801
2338074;1;4;1;10;4;1;1;8;1933;76;9;4;1; ; ;1;5; ;2;1;2; ;3;1; ;05;1;05;05;770,531012829801
2338075;1;1;1;10;1;1;1;6;1984;25;1;6;2;1;1; ; ; ;2;1;2; ;4;8; ;05;8;05;05;1047,16662428447
2338076;1;1;1;10;1;2;1;11;1961;48;1;4;1; ; ;1;1;20600;2;1;2; ;3;5; ;05;5;05;05;815,368895298882
2338076;1;2;1;10;2;2;1;2;1986;24;3;6;2;1;1; ; ; ;2;1;2; ;6;2;3;05;13;05;05;815,368895298882
2338076;1;3;1;10;2;2;1;9;2004;5;4; ;1; ; ;1;5; ;2;2;1;1;2;0; ;05;0;05;05;815,368895298882
2338076;1;4;1;10;1;1;1;2;1995;15;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;05;10;05;05;815,368895298882
2338077;1;1;1;10;3;2;1;6;1913;96;1;5;1; ; ;1;2;66000;2;1;2; ;3;5; ;05;5;05;05;835,589716400745
2338077;1;2;1;10;3;2;1;9;1951;58;5;4;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;05;835,589716400745
2338077;1;3;1;10;3;1;1;6;1982;27;5;6;2;1;1; ; ; ;2;1;2; ;6;5;4;05;16;05;05;835,589716400745
2338079;1;1;1;10;1;2;1;7;1933;76;1;5;1; ; ;3; ; ;1;2;2; ;1;0; ;05;0;05;05;1044,22066317091
2338079;2;1;2;10;1;2;1;3;1963;47;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;05;3;05;05;1044,22066317091
2338079;2;2;2;10;2;1;1;1;1996;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;05;8;05;05;1044,22066317091
2338079;2;3;2;10;3;2;1;7;1984;25;3;2;2;1;2; ; ; ;2;1;2; ;4;6; ;05;6;05;05;1044,22066317091
2338079;2;4;2;10;4;1;1;2;1981;29;5;2;2;1;2; ; ; ;2;1;2; ;4;8; ;05;8;05;05;1044,22066317091
2338079;2;5;2;10;4;2;1;2;2001;9;4; ;2;1;2; ; ; ;2;1;1;1;3;3; ;05;3;05;05;1044,22066317091
2338079;2;6;2;10;4;1;1;2;2003;7;4; ;2;1;2; ; ; ;2;1;1;1;3;1; ;05;1;05;05;1044,22066317091
2338079;2;7;2;10;4;2;1;5;2007;3;4; ;2;1;2; ; ; ;2;2;2; ;1;0; ;05;0;05;05;1044,22066317091
2338079;2;8;2;10;4;1;1;4;2009;1;4; ;2;1;2; ; ; ;2; ; ; ; ; ; ;05; ;05;05;1044,22066317091
2338080;1;1;1;10;1;2;1;5;1952;58;1;4;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;05;863,528475305851
2338080;1;2;1;10;2;1;1;6;1983;26;3;6;1; ; ;1;1;19600;2;1;1;1;6;4;2;05;15;05;05;863,528475305851
2338080;1;3;1;10;1;1;1;6;1992;17;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;05;863,528475305851
2338080;1;4;1;10;4;1;1;7;1994;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;05;9;05;05;863,528475305851
2338080;1;5;1;10;5;1;1;6;1988;21;5;6;1; ; ;1;5; ;2;1;1;1;6;6;3;05;17;05;05;863,528475305851
2338081;1;1;1;10;1;1;1;5;1940;69;1;5;2;1;48; ; ; ;1;1;2; ;3;5; ;05;5;05;05;990,015929297854
2338082;1;1;1;10;1;2;1;4;1964;46;1;3;1; ; ;1;1;20600;1;2;1;1;3;0; ;05;0;05;05;848,291421033315
2338082;1;2;1;10;2;1;1;6;1958;51;2;3;1; ; ;1;5; ;2;1;2; ;4;6; ;05;6;05;05;848,291421033315
2338082;1;3;1;10;3;2;1;10;1982;27;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;05;8;05;05;848,291421033315
2338082;1;4;1;10;1;1;1;2;1999;11;4;6;1; ; ;1;5; ;1;1;1;1;3;2; ;05;2;05;05;848,291421033315
2338082;1;5;1;10;1;2;1;6;2007;2;4; ;1; ; ;3; ; ;1; ; ; ; ; ; ;05; ;05;05;848,291421033315
2338082;1;6;1;10;1;2;1;7;1995;14;3;6;1; ; ;1;5; ;1;1;1;1;4;0; ;05;5;05;05;848,291421033315
2338082;1;7;1;10;1;2;1;10;2000;9;3; ;1; ; ;1;5; ;1;1;1;1;3;2; ;05;2;05;05;848,291421033315
2338082;1;8;1;10;1;2;1;12;2003;6;3; ;1; ; ;1;5; ;1;2;1;1;3;0; ;05;0;05;05;848,291421033315
2338083;1;1;1;10;1;1;1;4;1965;45;1;3;1; ; ;3; ; ;1;2;2; ;1;0; ;05;0;05;05;1098,45058922845
2338083;1;2;1;10;2;2;1;3;1963;47;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;05;3;05;05;1098,45058922845
2338083;1;3;1;10;3;1;1;12;1984;25;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;05;1098,45058922845
2338084;1;1;1;10;1;2;1;9;1960;49;1;4;1; ; ;1;1;12017;2;1;1;1;4;6; ;05;6;05;05;780,782921448158
2338084;1;2;1;10;2;2;1;1;1986;24;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ;05;8;05;05;780,782921448158
2338084;1;3;1;10;1;2;1;6;2008;1;4; ;1; ; ;3; ; ;1; ; ; ; ; ; ;05; ;05;05;780,782921448158
2338084;1;4;1;10;4;1;1;4;1995;15;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;05;780,782921448158
2338084;1;5;1;10;1;2;1;6;2000;9;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ;05;3;05;05;780,782921448158
2338084;1;6;1;10;6;2;1;12;1929;80;5;5;1; ; ;3; ; ;1;1;2; ;3;1; ;05;1;05;05;780,782921448158
2338086;1;1;1;10;1;1;1;8;1970;39;1;2;2;1;3; ; ; ;2;1;2; ;3;5; ;05;5;05;05;887,938051226434
2338086;1;2;1;10;2;2;1;9;1974;35;2;2;1; ; ;3; ; ;1;1;1;1;4;9; ;05;9;05;05;887,938051226434
2338086;1;3;1;10;2;2;1;9;1992;17;3;6;1; ; ;3; ; ;1;1;1;1;5;10;1;05;10;05;05;887,938051226434
2338086;1;4;1;10;2;2;1;1;2000;10;3;6;1; ; ;3; ; ;1;1;1;1;3;4; ;05;4;05;05;887,938051226434
2338087;1;1;1;10;1;1;1;8;1960;49;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ;05;2;05;05;866,907588261369
2338087;2;1;2;10;1;2;1;5;1949;60;1;6;1; ; ;3; ; ;2;1;2; ;3;4; ;05;4;05;05;866,907588261369
2338087;2;2;2;10;2;1;1;8;1992;17;4;6;1; ; ;3; ; ;2;1;1;1;4;9; ;05;9;05;05;866,907588261369
2338087;3;1;3;10;1;1;1;11;1947;62;1;4;2;1;10; ; ; ;1;1;2; ;3;3; ;05;3;05;05;866,907588261369
2338088;1;1;1;10;1;1;1;1;1972;38;1;2;1; ; ;1;1;20600;2;1;2; ;3;3; ;05;3;05;05;877,121282001867
2338088;1;2;1;10;2;2;1;1;1974;36;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;05;877,121282001867
2338088;1;3;1;10;3;1;1;6;1994;15;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;05;5;05;05;877,121282001867
2338088;1;4;1;10;2;1;1;3;2007;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;05;877,121282001867
2338088;1;5;1;10;5;1;1;7;1987;22;7;6;1; ; ;1;1;20600;2;1;1;2;4;8; ;05;8;05;05;877,121282001867
2338089;1;1;1;10;1;1;1;11;1977;32;1;1;1; ; ;1;1;20600;2;2;2; ;3;1; ;05;1;05;05;1047,16662428447
2338090;1;1;1;10;1;2;1;7;1973;36;1;2;1; ; ;1;5; ;2;1;2; ;4;7; ;05;7;05;05;803,243581597232
2338090;1;2;1;10;2;2;1;2;1992;18;3;6;1; ; ;1;5; ;2;1;2; ;4;7; ;05;7;05;05;803,243581597232
2338090;1;3;1;10;1;2;1;3;1997;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;05;803,243581597232
2338090;1;4;1;10;1;1;1;1;2000;10;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;05;4;05;05;803,243581597232
2338091;1;1;1;10;1;2;1;3;1943;67;1;6;1; ; ;3; ; ;2;1;2; ;1;0; ;05;0;05;05;929,583398488497
2338091;1;2;1;10;2;2;1;5;1956;54;5;4;1; ; ;1;2;65000;2;1;2; ;4;7; ;05;7;05;05;929,583398488497
2338092;1;1;1;10;1;1;1;11;1985;24;1;2;2;1;1; ; ; ;2;1;1;1;6;0;2;05;11;05;05;1001,44330708171
2338092;1;2;1;10;2;2;1;9;1983;26;2;2;1; ; ;1;1;32000;2;1;1;1;6;1;2;05;12;05;05;1001,44330708171
2338092;1;3;1;10;2;1;1;10;2008;1;3; ;2;1;1; ; ; ;2; ; ; ; ; ; ;05; ;05;05;1001,44330708171
2338093;1;1;1;10;1;1;1;6;1963;46;1;2;2;1;4; ; ; ;2;1;2; ;5;11;2;05;11;05;05;1040,76622855031
2338093;1;2;1;10;2;2;1;3;1975;35;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;05;1040,76622855031
2338093;1;3;1;10;2;2;1;7;2000;9;3; ;1; ; ;3; ; ;1;1;1;2;3;3; ;05;3;05;05;1040,76622855031
2338093;1;4;1;10;2;1;1;6;2006;3;3; ;1; ; ;3; ; ;1;2;2; ;1;0; ;05;0;05;05;1040,76622855031
2338094;1;1;1;10;1;1;1;5;1927;82;1;3;1; ; ;3; ; ;1;2;2; ;1;0; ;05;0;05;05;988,676189906084
2338094;1;2;1;10;2;2;1;12;1927;82;2;3;1; ; ;3; ; ;2;1;2; ;1;0; ;05;0;05;05;988,676189906084
2338095;1;1;1;10;2;1;1;7;1964;45;1;3;1; ; ;1;1;20600;2;1;2; ;5;11;2;05;11;05;05;1065,20435476949
2338095;1;2;1;10;2;2;1;12;1963;46;2;3;1; ; ;2;1;83000;2;1;2; ;6;5;4;05;16;05;05;1065,20435476949
2338095;1;3;1;10;2;2;1;10;2002;7;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;05;1;05;05;1065,20435476949
2338095;1;4;1;10;4;1;1;10;1968;41;5;4;1; ; ;1;1;32000;2;1;2; ;5;11;2;05;11;05;05;1065,20435476949
2338097;1;1;1;10;1;1;1;4;1968;42;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;05;710,350440981147
2338097;1;2;1;10;2;2;1;1;1971;39;2;3;1; ; ;1;1;42000;2;1;2; ;6;2;3;05;13;05;05;710,350440981147
2338097;1;3;1;10;2;2;1;9;2002;7;3; ;1; ; ;1;5; ;2;1;1;2;3;1; ;05;1;05;05;710,350440981147
2338097;1;4;1;10;2;2;1;11;1992;17;5;6;1; ; ;3; ; ;2;1;1;1;5;10;1;05;10;05;05;710,350440981147
2338098;1;1;1;10;1;2;1;9;1955;54;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;05;930,923137880267
2338099;1;1;1;10;1;1;1;3;1947;63;1;3;1; ; ;1;2;65000;2;1;2; ;3;5; ;05;5;05;05;688,223004707369
2338099;1;2;1;10;2;2;1;2;1964;46;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;05;688,223004707369
2338099;1;3;1;10;3;2;1;2;1986;24;3;6;1; ; ;1;1;42000;2;1;1;1;6;3;3;05;14;05;05;688,223004707369
2338099;1;4;1;10;4;2;1;5;1988;21;3;6;1; ; ;1;1;20600;2;1;2; ;6;2;3;05;13;05;05;688,223004707369
2338099;1;5;1;10;5;1;1;6;1990;19;3;6;1; ; ;3; ; ;2;1;2; ;6;2;3;05;13;05;05;688,223004707369
2338099;1;6;1;10;6;2;1;8;1991;18;3;6;1; ; ;1;5; ;2;1;1;2;6;1;2;05;12;05;05;688,223004707369
2338100;1;1;1;10;1;1;1;10;1967;42;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ;05;5;05;05;1168,97075842989
2338100;1;2;1;10;2;2;1;6;1969;40;2;2;1; ; ;3; ; ;1;1;2; ;3;5; ;05;5;05;05;1168,97075842989
2338100;1;3;1;10;2;1;1;5;1995;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;05;8;05;05;1168,97075842989
2338100;1;4;1;10;2;1;1;2;2000;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;05;2;05;05;1168,97075842989
2338100;1;5;1;10;5;1;1;3;1973;37;5;2;1; ; ;1;1;37200;2;1;2; ;3;5; ;05;5;05;05;1168,97075842989
2338101;1;1;1;10;1;1;1;11;1964;45;1;3;1; ; ;1;1;20600;2;1;2; ;5;10;1;05;10;05;05;932,378855431925
2338101;1;2;1;10;2;2;1;3;1964;46;2;3;1; ; ;1;5; ;2;1;2; ;4;8; ;05;8;05;05;932,378855431925
2338101;1;3;1;10;2;2;1;6;1996;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;05;932,378855431925
2338101;1;4;1;10;2;1;1;4;1998;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;05;5;05;05;932,378855431925
2338102;1;1;1;10;1;1;1;12;1965;44;1;3;1; ; ;1;1;41600;2;1;2; ;5;11;2;05;11;05;05;1085,2070327558
2338102;1;2;1;10;2;2;1;12;1972;37;2;3;1; ; ;1;1;60000;2;1;1;1;6;4;3;05;15;05;05;1085,2070327558
2338102;1;3;1;10;2;1;1;12;2002;7;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;05;1;05;05;1085,2070327558
2338102;1;4;1;10;2;1;1;10;1994;15;5;6;1; ; ;1;5; ;2;1;1;1;4;8; ;05;8;05;05;1085,2070327558
2338103;1;1;1;10;1;2;1;4;1982;28;1;6;1; ; ;1;1;72000;2;1;1;1;6;10;4;05;21;05;05;930,923137880267
2338104;1;1;1;10;1;2;1;8;1978;31;1;6;1; ; ;1;1;20600;2;1;2; ;5;11;2;05;11;05;05;990,24873733517
2338104;1;2;1;10;1;1;1;4;2002;8;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;05;1;05;05;990,24873733517
2338105;1;1;1;10;1;2;1;9;1946;63;1;4;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;05;868,560581349643
2338105;1;2;1;10;2;2;1;12;1989;20;5;6;1; ; ;1;5; ;2;1;1;1;6;4;2;05;15;05;05;868,560581349643
2338106;1;1;1;10;1;1;1;6;1955;54;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;05;811,749490843485
2338106;1;2;1;10;2;2;1;4;1962;48;2;3;1; ; ;1;1;20600;2;1;2; ;3;1; ;05;1;05;05;811,749490843485
2338107;1;1;1;10;1;1;1;10;1959;50;1;3;1; ; ;1;1;20600;2;1;2; ;4;6; ;05;6;05;05;819,633355127299
2338107;1;2;1;10;2;2;1;1;1959;51;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;05;819,633355127299
2338107;1;3;1;10;2;1;1;3;1995;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;05;9;05;05;819,633355127299
2338107;1;4;1;10;4;2;1;2;1955;55;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;05;819,633355127299
2338108;1;1;1;10;1;2;1;5;1945;64;1;6;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;05;921,583800047892
2338108;1;2;1;10;2;1;1;1;1956;54;5;1;1; ; ;1;1;20600;2;1;2; ;4;8; ;05;8;05;05;921,583800047892
2338108;1;3;1;10;3;1;1;11;1956;53;5;6;1; ; ;1;2;18960;2;1;2; ;4;7; ;05;7;05;05;921,583800047892
2338108;1;4;1;10;3;1;1;5;1993;17;5;6;1; ; ;3; ; ;2;1;1;2;4;9; ;05;9;05;05;921,583800047892
2338108;1;5;1;10;1;1;1;6;1996;13;5;6;1; ; ;3; ; ;2;1;1;1;4;8; ;05;8;05;05;921,583800047892
2338109;1;1;1;10;1;2;1;1;1961;49;1;6;1; ; ;1;1;20600;2;1;2; ;5;11;2;05;11;05;05;744,738510304213
2338110;1;1;1;10;1;1;1;12;1929;80;1;3;1; ; ;1;2;61500;2;2;2; ;1;0; ;05;0;05;05;999,870759652621
2338110;1;2;1;10;2;2;1;7;1930;79;2;3;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;05;999,870759652621
2338110;1;3;1;10;3;1;1;2;1993;17;4;6;1; ; ;3; ; ;1;1;1;1;5;10;1;05;10;05;05;999,870759652621
2338111;1;1;1;10;1;1;1;11;1950;59;1;3;1; ; ;1;1;20600;2;1;2; ;3;5; ;05;5;05;05;947,797316372859
2338111;1;2;1;10;2;2;1;7;1960;49;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;05;5;05;05;947,797316372859
2338111;1;3;1;10;2;1;1;3;1981;29;3;6;1; ; ;3; ; ;1;1;2; ;4;9; ;05;9;05;05;947,797316372859
2338111;1;4;1;10;2;2;1;4;1995;15;3;6;1; ; ;3; ; ;1;1;1;1;4;8; ;05;8;05;05;947,797316372859
2338112;1;1;1;10;1;1;1;8;1968;41;1;1;1; ; ;1;1;20600;2;1;2; ;3;5; ;05;5;05;05;991,704454886828
2338112;1;2;1;10;2;2;1;11;1973;36;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;05;5;05;05;991,704454886828
2338112;1;3;1;10;1;2;1;12;1995;14;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;05;7;05;05;991,704454886828
2338112;1;4;1;10;1;1;1;11;1997;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;05;5;05;05;991,704454886828
2338112;1;5;1;10;1;1;1;9;2000;9;3; ;1; ; ;1;5; ;2;2;1;1;3;1; ;05;1;05;05;991,704454886828
2338113;1;1;1;10;1;1;1;3;1949;61;1;3;1; ; ;1;2;20600;2;2;2; ;1;0; ;05;0;05;05;1006,7139203911
2338113;1;2;1;10;2;2;1;11;1958;51;2;3;1; ; ;1;1;16800;2;1;2; ;3;5; ;05;5;05;05;1006,7139203911
2338113;1;3;1;10;3;1;1;6;1981;28;3;6;1; ; ;2;4; ;2;1;2; ;4;6; ;05;6;05;05;1006,7139203911
2338113;1;4;1;10;1;2;1;10;1933;76;5;5;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;05;1006,7139203911
2338113;1;5;1;10;1;2;1;7;2006;3;5; ;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;05;1006,7139203911
2338114;1;1;1;10;1;1;1;2;1988;22;1;1;1; ; ;1;1;20600;1;1;2; ;6;4;3;05;15;05;05;847,848656028997
2338114;1;2;1;10;2;2;1;12;1990;19;2;1;1; ; ;1;1;20600;2;1;2; ;6;2;3;05;13;05;05;847,848656028997
2338114;1;3;1;10;1;2;1;12;2006;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;05;0;05;05;847,848656028997
2338115;1;1;1;10;1;1;1;6;1972;37;1;2;1; ; ;1;1;20600;1;1;2; ;5;11;2;05;11;05;05;1047,16662428447
2338118;1;1;1;10;1;2;1;7;1991;18;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2;05;11;05;05;869,900320741413
2338119;1;1;1;10;1;1;1;12;1979;30;1;2;1; ; ;1;1;46000;2;1;1;2;5;11;2;05;11;05;05;920,417811956549
2338119;1;2;1;10;2;2;1;1;1986;24;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;05;11;05;05;920,417811956549
2338119;1;3;1;10;2;2;1;12;2003;6;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ;05;0;05;05;920,417811956549
2338120;1;1;1;10;1;1;1;9;1971;38;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ;05;9;05;05;1074,01246300926
2338120;1;2;1;10;2;2;1;5;1983;26;2;3;1; ; ;3; ; ;2;1;2; ;4;7; ;05;7;05;05;1074,01246300926
2338120;1;3;1;10;2;1;1;1;1999;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;05;4;05;05;1074,01246300926
2338121;1;1;1;10;1;1;1;10;1965;44;1;1;1; ; ;1;3;64400;2;1;2; ;4;6; ;05;6;05;05;1007,51999409135
2338121;1;2;1;10;2;2;1;8;1984;25;2;1;1; ; ;3; ; ;2;1;2; ;4;6; ;05;6;05;05;1007,51999409135
2338121;1;3;1;10;2;2;1;1;1999;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;05;5;05;05;1007,51999409135
2338121;1;4;1;10;2;2;1;8;2000;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;05;3;05;05;1007,51999409135
2338121;1;5;1;10;2;1;1;7;2003;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;05;0;05;05;1007,51999409135
