DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2332482;1;2;1;70;13;52;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;2; ;05;13;340,377861374553
2337916;1;4;1;70;13;12;48;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;64;1;1;6421;05;13;304,268123503843
2337918;1;2;1;70;13;104;40;1; ;2;104;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;85;1;2;8532;05;13;349,740764901298
2338072;1;7;1;70;05;16;48;1; ;2;50;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;93;45;1;2;4552;05;05;1103,24476324082
2338073;1;2;1;70;05;20;24;1; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;99;50;1;2;5020;05;05;887,171577497596
2338075;1;1;1;70;05;1;48;1; ;2;2;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;97;97;45;1;1;4521;05;05;1047,16662428447
2338076;1;2;1;70;05;3;48;1; ;2;3;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;273000;2;45;45;52;1;1;5211;05;05;815,368895298882
2338082;1;2;1;70;05;24;72;1; ;2;104;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;45;1;2;4530;05;05;848,291421033315
2338086;1;2;1;70;05;20;48;1; ;2;98;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;79;18;1;2;1810;05;05;887,938051226434
2338087;1;1;1;70;05;16;48;1; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5211;05;05;866,907588261369
2338092;1;1;1;70;05;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;11;92;1;1;9242;05;05;1001,44330708171
2338111;1;2;1;70;05;12;48;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;05;05;947,797316372859
2338118;1;1;1;70;05;32;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;05;869,900320741413
2338127;1;2;1;70;05;80;50;1; ;2;80;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;83;95;45;1;2;4530;05;05;853,761072812368
2338132;1;4;1;70;05;20;48;1; ;2;21;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;57;93;1;2;9302;05;05;737,284778370848
2338136;1;4;1;70;05;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;19; ; ;1;1; ;05;05;1034,03904597171
2338137;1;2;1;70;05;30;48;1; ;2;60;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;05;05;1125,06361991592
2338137;1;4;1;70;05;156;50;1; ;2;156;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;55;1;2;5529;05;05;1125,06361991592
2338140;1;2;1;70;05;8;48;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;84;50;1;1;5020;05;05;964,506847119879
2338151;1;2;1;70;05;52;48;3; ;2;52;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;05;05;921,184285685387
2338157;1;3;1;70;05;12;50;1; ;2;12;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;51;1;1;5155;05;05;983,606841468711
2338161;1;1;1;70;05;8;60;1; ;2;8;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;55;1;1;5521;05;05;990,24873733517
2338169;1;2;1;70;05;20;24;1; ;2;240;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;52;1;2;5211;05;05;1074,01246300926
2338179;1;1;1;70;05;8;48;1; ;2;8;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;39;55;1;1;5511;05;05;804,174325552345
2338181;1;1;1;70;05;4;48;3; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;05;05;1046,79745291867
2338181;1;2;1;70;05;4;48;1; ;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;45;51;1;1;5132;05;05;1046,79745291867
2338185;1;2;1;70;05;96;48;1; ;2;100;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;41;52;1;2;5244;05;05;926,909203652871
2338185;1;3;1;70;05;28;48;1; ;2;28;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5239;05;05;926,909203652871
2338185;1;4;1;70;05;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;2; ;05;05;926,909203652871
2338187;1;2;1;70;05;96;48;1; ;2;100;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;32;45;52;1;2;5233;05;05;1013,34712416259
2338196;1;2;1;70;05;48;48;4; ;2;96;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;2;5233;05;05;1156,40692061145
2338197;1;1;1;70;05;12;48;1; ;2;12;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;70;70;45;1;1;4522;05;05;1120,05962198097
2338206;1;2;1;70;05;1;48;1; ;2;4;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;45;52;1;1;5239;05;05;1348,17148471209
2338206;1;4;1;70;05;25;48;1; ;2;25;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;84;44;64;1;2;6421;05;05;1348,17148471209
2338215;1;1;1;70;05;52;48;1; ;2;52;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;92;92;17;1;2;1730;05;05;953,312277373341
2338215;1;3;1;70;05;4;56;1; ;2;4;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;650000;2;58;58;75;1;1;7522;05;05;953,312277373341
2338227;1;2;1;70;05;4;24;1; ;2;20;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;05;05;837,420560011298
2338238;1;2;1;70;05;52;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;05;05;835,31434689069
2338247;1;4;1;70;05;24;48;1; ;2;36;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;70;01;1;2;0123;05;05;1077,16539824487
2338250;1;1;1;70;05;48;48;1; ;2;72;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;38;64;1;2;6421;05;05;1011,06532939916
2338283;1;4;1;70;08;34;48;1; ;2;34;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;15;1;2;1551;05;08;89,194993054571
2338300;1;7;1;70;08;8;40;1; ;2;16;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;05;08;485,388579274599
2338301;1;2;1;70;08;8;40;1; ;2;8;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;05;08;631,662500355572
2338309;1;4;1;70;08;4;48;4; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;37;55;1;1;5511;05;08;476,563782895481
2338310;1;2;1;70;05;2;48;1; ;2;104;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;01;13;80;1;1;8043;05;05;932,378855431925
2338312;1;2;1;70;05;4;48;1; ;2;98;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;17;1;1;1730;05;05;830,787356239817
2338314;1;1;1;70;05;98;48;1; ;2;98;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;95;45;1;2;4521;05;05;924,289934108785
2338321;1;4;1;70;05;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;52;1;1;5272;05;05;924,522742146101
