Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3103864;1;5;2;1;1;1;1;1;3;1; ; ;100000000;350000; ;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;2;1;4;1;1;1;1;1;2;3;1;01;2;12;05;1003,73815212154
3103875;1;4;2;1;1;1;1;1;3;3; ; ; ; ;260000;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;2;3;1;01;2;12;05;975,75298084596
3103880;1;4;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;2;2;2;2;2;1;1;2;2;1;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;2;3;1;01;2;12;05;975,75298084596
3103881;1;5;1;1;1;1;1;1;4;3; ; ; ; ;320000;1;2;1;1;1;1;2;2;2;1;2;2;2;1;1;1;1;1;1;2;1;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;2;3;1;01;2;12;05;998,993206181228
3103882;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;1;5;2;2; ;5;1;2;1;4;1;1;1;1;1;2;3;1;01;2;12;05;1044,29075316566
3103888;1;5;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;1;2;1;1;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;2;12;05;1236,93252930404
3103898;1;5;3;1;1;1;1;1;3;3; ; ; ; ;240000;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;1;1;4;1;1;1;1;1;2;3;1;01;2;12;05;1335,99055507539
3103899;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;1;1;4;1;2;1;1;1;2;3;1;01;2;12;05;975,75298084596
3103900;1;2;2;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;1;1;2;1;1;1;2;1;4;3;1;2;1;2;1;2;1;1;1;2;3;1;01;2;12;05;1827,55047297935
3103907;1;5;4;2;1;1;1;1;4;3; ; ; ; ;1050000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;5;2;2; ;5;1;1;1;4;1;2;2;1;1;3;1;1;01;2;12;05;2578,9198382774
3103908;1;4;2;2;1;4;2;1;4;3; ; ; ; ;300000;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;3;2;2; ;3;1;1;1;4;1;2;2;2;2;4; ; ;01;2;12;05;2818,68301603461
3103909;1;3;3;2;1;1;2;1;4;4; ; ; ;200000; ;2;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;1;1;1;2;2; ;5;1;1;1;2;1;2;2;1;2;5;1; ;01;2;12;05;4082,79514314249
3103910;1;5;2;2;1;1;1;1;4;2; ;600000;450000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;3;2;2; ;3;1;1;1;4;1;2;2;1;1;3;1;1;01;2;12;05;3100,15459265661
3103911;1;3;1;2;1;1;2;1;4;4; ; ; ;250000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1;1;2;2; ;2;1;1;1;2;1;2;2;1;2;1;1; ;01;2;12;05;2332,11392299755
3103912;1;3;2;2;1;1;2;1;4;1; ; ;98;250000; ;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2; ;2;2; ;6;1;1;1;2;1;2;2;1;2;2;1; ;01;2;12;05;2783,4434576735
