Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;Area;Mes;Dpto;Fex_c_2011
3096358;1;1;1;95;1; ;2;1; ;688234; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;93,6503880900855
3096358;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;93,6503880900855
3096358;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;93,6503880900855
3096358;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;93,6503880900855
3096359;1;1;1;95;1; ;2;1; ;2200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;215,241870260592
3096359;1;2;1;95;1; ;1;1; ;1800000;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;215,241870260592
3096359;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;215,241870260592
3096360;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;204,504244810738
3096360;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;204,504244810738
3096360;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;204,504244810738
3096361;1;1;1;95;1; ;2;1; ;566700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;223,867230113626
3096362;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;373,391925732104
3096362;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;5000000;2;1;2; ;2;17;12;17;373,391925732104
3096363;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;200000; ; ; ;2;2;2; ;2;17;12;17;287,641069714211
3096365;1;1;1;95;1; ;1;1; ;1800000;580000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;236,398480110306
3096366;1;1;1;95;1; ;1;2; ; ;150000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;104,11753960359
3096366;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;104,11753960359
3096366;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;104,11753960359
3096366;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;104,11753960359
3096366;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;104,11753960359
3096366;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;104,11753960359
3096367;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;4200000;2;1;2; ;2;17;12;17;338,798620508193
3096367;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;6240000;2;1;2; ;2;17;12;17;338,798620508193
3096367;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;5400000;2;1;2; ;2;17;12;17;338,798620508193
3096368;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;6800000;2;1;2; ;2;17;12;17;303,182056618821
3096368;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2880000;2;1;2; ;2;17;12;17;303,182056618821
3096369;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;7000000;2;1;2;700000;1;17;12;17;338,891804489582
3096371;1;1;1;95;1; ;2;1; ;2800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;172,366442251646
3096371;1;2;1;95;1; ;2;1; ;1800000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;172,366442251646
3096372;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;151,413293497847
3096372;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;17;12;17;151,413293497847
