Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3225403;1;1;1;10;1;1;1;4;1961;52;1;3;1; ; ;1;1;70000;2;1;2; ;6;11;5;17;22;06;17;148,379457295679
3225403;1;2;1;10;2;2;1;10;1962;50;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;06;17;148,379457295679
3225403;1;3;1;10;1;2;1;5;2000;13;3;6;1; ; ;1;5; ;2;1;1;2;4;6; ;17;6;06;17;148,379457295679
3225404;1;1;1;10;1;2;1;7;1932;80;1;5;1; ; ;2;2;138521;2;1;2; ;3;5; ;17;5;06;17;199,525330311191
3225404;1;2;1;10;2;2;1;9;1977;35;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;17;11;06;17;199,525330311191
3225404;1;3;1;10;3;2;1;11;1997;15;4;6;1; ; ;3; ; ;2;1;1;1;4;9; ;17;9;06;17;199,525330311191
3225404;1;4;1;10;2;1;1;2;2003;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;17;3;06;17;199,525330311191
3225404;2;1;2;10;1;2;1;8;1962;50;1;6;1; ; ;3; ; ;1;1;2; ;5;11;2;17;11;06;17;199,525330311191
3225404;2;2;2;10;2;1;1;9;1993;19;3;6;2;1;4; ; ; ;2;1;2; ;6;2;3;17;13;06;17;199,525330311191
3225405;1;1;1;10;1;1;1;12;1936;76;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;17;5;06;17;179,08977887258
3225406;1;1;1;10;1;2;1;1;1941;72;1;6;1; ; ;1;2;70740;2;1;2; ;4;8; ;17;8;06;17;211,257811947349
3225406;1;2;1;10;2;2;1;10;1939;73;5;4;1; ; ;1;2;70740;2;1;2; ;6;5;4;17;16;06;17;211,257811947349
3225407;1;1;1;10;1;1;1;3;1941;72;1;4;1; ; ;1;2;70740;2;1;2; ;3;5; ;17;5;06;17;179,08977887258
3225409;1;1;1;10;1;2;1;11;1944;68;1;5;1; ; ;1;2;70740;2;2;2; ;1;0; ;17;0;06;17;191,203416512389
3225409;1;2;1;10;2;1;1;9;1984;28;4;6;2;1;36; ; ; ;2;1;1;1;6;6;3;17;17;06;17;191,203416512389
3225410;1;1;1;10;1;1;1;10;1949;63;1;4;1; ; ;1;2;70740;2;1;2; ;3;5; ;17;5;06;17;179,08977887258
3225411;1;1;1;10;1;2;1;11;1943;69;1;5;1; ; ;1;2;70740;2;1;2; ;3;1; ;17;1;06;17;203,301685206823
3225412;1;1;1;10;1;1;1;3;1952;61;1;3;1; ; ;1;2;102720;2;1;2; ;4;8; ;17;8;06;17;162,849368224237
3225412;1;2;1;10;2;2;1;9;1956;56;2;3;1; ; ;1;1;68000;2;1;2; ;6;5;4;17;16;06;17;162,849368224237
3225412;1;3;1;10;3;1;1;5;1986;27;3;6;1; ; ;1;3;73688;2;1;2; ;6;5;4;17;16;06;17;162,849368224237
3225412;1;4;1;10;4;1;1;4;1988;25;3;6;1; ; ;1;3;73688;2;1;2; ;6;5;4;17;16;06;17;162,849368224237
3225413;1;1;1;10;1;1;1;9;1949;63;1;3;1; ; ;1;5; ;2;1;2; ;3;2; ;17;2;06;17;174,947636918671
3225413;1;2;1;10;2;2;1;4;1955;58;2;3;1; ; ;1;5; ;2;1;2; ;3;1; ;17;1;06;17;174,947636918671
3225413;1;3;1;10;2;1;1;11;1975;37;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;17;0;06;17;174,947636918671
