DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;fex_c_2011
3231117;1;2;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;63;893,344667359234
3231118;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;63;773,519933751301
3231118;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;63;773,519933751301
3231120;1;2;1;80;2;1;1;9;VIAJO DE VENEZUELA A COLOMBIA;2; ;2; ; ; ; ;9;2;1;06;63;456,562604168125
3231120;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;63;456,562604168125
3231120;1;5;1;80;2;1;2;9;VIAJO DE ESPAÑA A COLOMBIA;2; ;2; ; ; ;QUIERE DESCANZAR;12;2;1;06;63;456,562604168125
3231124;1;2;1;80;2;1;4;6; ;2; ;2; ; ; ; ;9;2;1;06;63;867,050543238275
3231126;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;63;883,836454733113
3231127;1;2;1;80;2;1;1;7; ;2; ;2; ; ; ; ;9;2;1;06;63;940,397168052554
3231128;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;9;2;1;06;63;860,310204386453
3231130;1;2;1;80;2;1;1;6; ;2; ;1;340000; ; ; ;9;2;1;06;63;1040,79876318913
3231149;1;1;1;80;2;1;1;8; ;2; ;1;70000; ; ; ;9;2;1;06;63;1499,50287180562
3231149;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;63;1499,50287180562
3231149;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;63;1499,50287180562
3231150;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;63;1115,08292219255
3231150;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;63;1115,08292219255
3231150;1;4;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;63;1115,08292219255
3231150;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;63;1115,08292219255
3231153;1;2;1;80;2;1;1;3; ;2; ;1;20000; ; ; ;9;2;1;06;63;1017,67595653815
3231153;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;63;1017,67595653815
3231156;1;5;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;63;1102,15180839877
3231156;2;2;2;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;06;63;1102,15180839877
3231159;1;2;1;80;2;1;3;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;9;2;1;06;63;843,524292891615
3231161;1;3;1;80;2;2; ; ; ; ; ;2; ;2; ;.; ; ;1;06;63;1017,67595653815
3231177;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;06;63;910,191598900286
3231178;1;2;1;80;2;1;3;8; ;2; ;2; ; ; ; ;11;2;1;06;63;893,344667359234
3231181;1;1;1;80;2;1;4;8; ;2; ;2; ; ; ; ;8;2;1;06;63;729,190508070519
3231183;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;06;63;836,783954039793
