Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
4071209;1;3;2;1;1;1;2;1;4;3; ; ; ; ;470000;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;1218,12704047799
4071210;1;3;2;1;1;1;1;1;4;2; ;800000;150000000;650000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;3; ;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;06;05;953,06326242654
4071211;1;4;3;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;4; ;5;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;06;05;1230,17719050253
4071212;1;3;2;1;1;1;1;1;3;1; ; ;30000000;300000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;963,727118521171
4071213;1;3;3;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2; ;6;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;1317,58321965973
4071214;1;3;2;1;1;1;1;1;4;4; ; ; ;350000; ;2;2;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;06;05;1114,55782117595
4071215;1;5;3;1;1;1;1;1;4;1; ; ;45000000;430000; ;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;1;2;2;1;3; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;1223,2701152904
4071216;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;06;05;1124,61660638304
4071217;1;4;2;1;1;1;1;1;3;1; ; ;40000000;280000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;1027,01221041361
4071218;1;1;1;1;1;1;1;3;4;4; ; ; ;200000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;06;05;1031,92792080829
4071219;1;4;3;1;1;1;1;1;4;1; ; ;98;300000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;7; ;7;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;06;05;549,688212333612
4071220;1;3;2;1;1;1;1;3;4;1; ; ;15000000;350000; ;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;1;1;2;1;2;1;2; ;4;1;1;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;947,910648491213
4071221;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;7;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;729,990065575309
4071222;1;1;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;1051,47986779325
4071223;1;4;3;1;1;1;1;1;3;1; ; ;40000000;200000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;821,757465552218
4071224;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;06;05;1207,45364526044
4071225;1;4;3;1;1;1;1;1;3;3; ; ; ; ;320000;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2; ;5;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;06;05;1225,03411569012
4071226;1;5;4;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;2;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;2;2;1;4; ;5;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;1290,42072662007
4071227;1;3;3;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;05;06;05;1235,09290089721
4071228;1;5;3;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;4; ;4;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;05;06;05;1174,80135729349
4071229;1;4;3;1;1;1;1;1;4;1; ; ;98;400000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;5; ;5;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;06;05;772,703862575748
4071230;1;3;2;1;1;1;1;1;4;1; ; ;40000000;400000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;2;2;1;1;2;1;1;01;05;06;05;1130,58142971566
4071231;1;4;3;1;1;1;1;1;4;1; ; ;98;98; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;3; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;1174,80135729349
4071232;1;3;2;1;1;1;1;1;4;1; ; ;98;100000; ;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;1250,77932844495
4071233;1;2;2;1;1;1;1;1;4;2; ;250000;98;450000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;06;05;1147,21010914291
4071234;1;3;2;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;2;2;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;05;06;05;1174,80135729349
4071235;1;3;2;1;2;1;1;1;3;1; ; ;30000000;150000; ;2;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;1051,71677133391
4071236;1;4;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;06;05;1235,09290089721
4071237;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;3; ;4;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;775,545095137425
4071238;1;4;3;1;1;1;1;1;4;1; ; ;30000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;3; ;5;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;05;06;05;1008,3910881494
4071239;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;797,089484959351
4071240;1;1;1;1;2;1;1;2;4;1; ; ;5000000;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;2;1;3;1;1;2;1;1;2;1;1;01;05;06;05;1130,58142971566
4071241;1;2;1;1;2;1;1;1;3;1; ; ;15000000;250000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;06;05;843,301855374144
4071242;1;6;1;1;1;1;1;1;4;1; ; ;98;1000000; ;1;2;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01;05;06;05;1136,43939198984
4071243;1;4;3;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;1;4; ;4;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;05;06;05;775,545095137425
4071244;1;3;1;1;1;1;1;1;4;1; ; ;16000000;250000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;06;05;974,607652248466
4071245;1;3;1;1;1;1;1;1;3;1; ; ;45000000;350000; ;2;2;2;2;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;1136,43939198984
4071246;1;1;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;991,236331675716
4071247;1;7;5;1;1;1;1;1;3;3; ; ; ; ;801000;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;4; ;7;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1102,03156472658
4071248;1;3;2;1;1;1;1;1;3;2; ;200000;80000000;200000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;06;05;1219,5133344079
4071249;1;3;1;1;1;1;1;1;4;3; ; ; ; ;300000;1;2;2;2;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;06;05;1163,94860514439
4071250;1;3;2;1;1;1;1;1;3;1; ; ;98;250000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;991,236331675716
4071251;1;4;3;1;1;1;1;1;3;1; ; ;98;250000; ;2;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1; ;6;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;06;05;904,387365919879
4071252;1;3;2;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;1;2;1;1;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1076,38475192677
4071253;1;3;1;1;1;1;1;1;3;3; ; ; ; ;570000;2;1;1;2;2;2;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1152,12581953758
4071254;1;3;1;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1152,12581953758
4071255;1;6;3;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;2;2;1;3; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1256,81664765069
4071256;1;5;1;1;1;1;1;1;3;1; ; ;170000000;850000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1136,43939198984
4071257;1;3;2;1;1;1;1;1;3;2; ;300000;60000000;450000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;1; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1048,55660023554
4071258;1;3;1;1;1;1;1;1;3;1; ; ;98;98; ;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1025,96309747567
4071259;1;5;4;1;1;1;1;1;4;3; ; ; ; ;950000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;4; ;5;2; ;1;2;1;4;1;5;2;1;1;2;1;1;01;05;06;05;948,147552031865
4071260;1;4;2;1;1;1;1;1;3;4; ; ; ;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;1; ;3;2; ;1;2;1;5;1;5;1;1;1;2;1;1;01;05;06;05;1065,18527966279
4071262;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;923,534565230527
4071264;1;5;4;1;1;1;1;2;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;1;2;2;1;4; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1168,25168898131
4071265;1;4;3;1;1;1;1;1;4;3; ; ; ; ;780000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;4; ;4;2; ;1;2;1;4;1;5;2;1;1;2;1;1;01;05;06;05;969,691941853791
4071266;1;5;4;1;1;1;1;1;3;3; ; ; ; ;860000;1;1;1;1;1;1;2;2;1;2;1;1;2;1;2;2;2;2;2;2;2;1;3; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1334,55861920186
4071267;1;4;3;1;1;1;1;1;3;1; ; ;98;1000000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;1;1;2;1;6; ;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1109,64211078127
4071268;1;4;3;1;1;1;1;1;3;3; ; ; ; ;320000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;06;05;1174,80135729349
4071269;1;4;3;1;1;1;1;1;3;2; ;340000;60000000;400000; ;1;1;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;1;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;920,410974459585
4071270;1;6;3;1;1;1;1;1;3;3; ; ; ; ;850000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;977,731243019408
4071271;1;4;2;1;1;1;1;1;4;3; ; ; ; ;850000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;4; ;4;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;05;06;05;764,437196992395
4071273;1;5;4;1;1;1;1;1;3;2; ;900000;150000000;900000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;4; ;4;1;1;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;789,105177585263
4071274;1;4;2;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;06;05;848,444930186555
4071275;1;4;1;1;1;1;1;1;4;3; ; ; ; ;280000;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;1;1;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;06;05;1152,12581953758
4071276;1;7;5;1;1;1;1;1;3;1; ; ;140000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;3; ;6;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1171,1746188932
4071277;1;4;2;1;1;1;1;1;3;3; ; ; ; ;480000;2;1;1;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;06;05;1065,27685378174
4071278;1;3;2;1;1;1;1;1;3;3; ; ; ; ;410000;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;06;05;1235,09290089721
4071279;1;5;3;1;1;1;1;1;3;1; ; ;160000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;06;05;1201,72572546848
4071280;1;4;3;1;1;1;1;1;3;1; ; ;70000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;06;05;1179,9444321059
4071281;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;06;05;1235,09290089721
4071282;1;4;2;1;1;1;1;1;3;3; ; ; ; ;220000;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;05;06;05;1224,08232468769
4071283;1;4;3;1;1;1;1;1;3;1; ; ;40000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;06;05;937,376834878799
4071284;1;2;1;1;1;1;1;1;4;1; ; ;98;400000; ;2;2;2;2;1;2;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;05;06;05;1020,82002266326
4071285;1;3;2;1;1;1;1;1;3;3; ; ; ; ;420000;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;920,410974459585
4071286;1;5;4;1;1;1;1;1;3;1; ; ;30000000;400000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;1;2;2;1;5; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;06;05;1186,14615897917
4071287;1;4;3;1;1;1;1;1;3;3; ; ; ; ;480000;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;5; ;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;06;05;892,901761305039
4071288;1;4;2;1;1;1;1;1;3;1; ; ;98;350000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;06;05;1004,41870765374
4071289;1;4;3;3;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;1;1;2;1;1;1;2;1;2;1;1;01;05;06;05;969,691941853791
4071290;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;1;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;7;2; ;1;2;1;2;1;3;1;1;1;3;1;1;01;05;06;05;1395,88398880404
4071291;1;4;3;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1065,27685378174
4071292;1;4;2;3;1;1;1;1;3;1; ; ;30000000;250000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;1;2;1;2;1;1;01;05;06;05;1174,80135729349
4071293;1;3;1;3;1;1;1;1;3;1; ; ;20000000;300000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;1;1;2;1;2;1;1;01;05;06;05;1031,92792080829
4071294;1;2;1;3;1;1;1;1;3;1; ; ;30000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;2;1;1;1;2;1;2;1;1;01;05;06;05;1124,61660638304
4071295;1;2;1;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1136,43939198984
4071296;1;5;4;3;1;1;1;1;3;1; ; ;70000000;250000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;2; ;5;2; ;1;2;1;2;1;1;1;2;1;2;1;1;01;05;06;05;887,758686492629
4071297;1;3;1;3;1;1;1;1;3;1; ; ;30000000;260000; ;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;1;1;2;1;2;1;1;01;05;06;05;1025,96309747567
4071298;1;4;3;3;1;1;1;1;3;1; ; ;20000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;1;1;2;1;2;1;1;01;05;06;05;1339,71123313719
4071299;1;5;1;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;06;05;1136,43939198984
4071300;1;4;2;1;1;1;1;1;3;3; ; ; ; ;360000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1147,21010914291
4071301;1;2;2;3;1;1;1;2;4;4; ; ; ;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;0;2;2;1;2;1;1;01;05;06;05;1164,12796207594
4071302;1;4;2;3;1;1;1;1;3;1; ; ;10000000;250000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;2;1;1;1;2;1;2;1;1;01;05;06;05;1103,8844259584
4071303;1;5;2;1;1;1;1;1;4;1; ; ;20000000;280000; ;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01;05;06;05;469,557065859917
4071303;2;2;2;1;1;1;1;1;4;4; ; ; ;200000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;2;1;1;4;1;2;2;1;1;2;1;1;01;05;06;05;469,557065859917
4071304;1;2;2;1;1;1;1;1;1;3; ; ; ; ;350000;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1097,10739322849
4071305;1;3;2;1;1;1;1;1;4;1; ; ;98;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;05;06;05;595,883608856351
4071306;1;4;2;1;1;1;1;1;4;1; ; ;50000000;300000; ;1;1;2;1;1;2;1;2;1;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;2;2;1;1;2;1;1;01;05;06;05;499,226942160563
4071307;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;06;05;612,041162343847
4071308;1;3;2;1;1;1;1;1;3;2; ;543000;125000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;06;05;1124,61660638304
4071309;1;2;1;1;1;1;1;3;1;4; ; ; ;200000; ;2;1;1;2;1;1;1;2;1;2;1;1;1;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;06;05;581,919394285078
4071310;1;3;1;1;1;1;1;1;3;2; ;750000;110000000;800000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1130,58142971566
4071311;1;3;1;1;1;1;1;1;3;1; ; ;100000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1136,43939198984
4071315;1;4;1;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1130,58142971566
4071316;1;3;1;1;1;1;1;1;4;4; ; ; ;500000; ;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;3;2;1;1;3;1;1;01;05;06;05;1136,43939198984
4071317;1;4;2;1;1;1;1;1;3;1; ; ;130000000;700000; ;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;06;05;1130,58142971566
4071318;1;2;2;1;1;1;1;3;4;3; ; ; ; ;230000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;05;06;05;514,967738985664
