Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
4075334;1;2;2;1;1;1;1;1;4;1; ; ;98;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;06;52;168,261192469076
4075335;1;5;4;1;1;1;1;1;4;1; ; ;80000000;200000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;1;3; ;3;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;52;06;52;157,89830372259
4075336;1;3;2;1;1;1;1;1;4;3; ; ; ; ;370000;2;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;146,052192303781
4075337;1;1;1;1;2;1;1;1;4;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2; ;2;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;52;06;52;234,057800952807
4075338;1;6;1;1;1;1;1;1;4;1; ; ;150000000;700000; ;1;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;139,603243481776
4075339;1;4;2;1;1;1;1;1;4;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;2;1;1;2;1;3; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;191,404610496661
4075340;1;1;1;1;2;1;1;2;4;3; ; ; ; ;160000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2; ; ;1;2; ;1;3;1;3;1;3;2;1;1;3;1;1;01;52;06;52;188,047716749791
4075341;1;3;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;6;1;1;1;2;1;2;1;2;2;1;1;3;1;1;01;52;06;52;221,35860914623
4075342;1;4;3;1;1;1;1;1;4;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;2;1;2;1;3; ;4;2; ;1;1;1;4;1;4;2;1;1;3;1;1;01;52;06;52;198,142167881628
4075343;1;3;2;1;2;1;1;1;4;4; ; ; ;350000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;1;2;2;2;1;3; ;5;2; ;1;1;1;4;1;1;2;1;1;3;1;1;01;52;06;52;216,563480524765
4075344;1;3;2;1;1;1;1;1;4;1; ; ;60000000;300000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;1;2;1;4; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;06;52;243,863643521683
4075345;1;1;1;1;1;1;1;1;1;3; ; ; ; ;200000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;52;06;52;188,047716749791
4075346;1;5;2;1;1;1;1;1;4;1; ; ;98;98; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;164,473504946918
4075347;1;6;3;1;1;1;1;1;4;1; ; ;300000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;3; ;3;2; ;1;1;1;4;1;4;2;1;1;3;1;1;01;52;06;52;179,720855238492
4075348;1;8;2;1;1;1;1;1;4;1; ; ;98;500000; ;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;191,404610496661
4075349;1;4;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;2;2;1;3; ;4;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;52;06;52;228,616293230109
4075350;1;3;2;1;1;1;1;1;4;3; ; ; ; ;260000;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1; ;2;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;52;06;52;174,710141291081
4075351;1;5;3;1;1;1;1;1;4;1; ; ;200000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;3; ;4;2; ;1;1;1;4;1;4;2;1;1;3;1;1;01;52;06;52;228,616293230109
4075352;1;3;1;1;1;1;1;1;4;4; ; ; ;400000; ;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;06;52;188,047716749791
4075353;1;6;2;1;1;1;1;1;4;1; ; ;100000000;800000; ;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;3; ;3;2; ;1;1;1;4;1;4;2;1;1;3;1;1;01;52;06;52;210,194980586972
4075354;1;3;2;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;1;2;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;06;52;174,710141291081
4075355;1;3;2;1;1;1;1;1;4;1; ; ;160000000;400000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;146,376904625061
4075356;1;5;3;1;1;1;1;1;4;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;3; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;162,531076183416
4075357;1;6;3;1;1;1;1;1;4;1; ; ;180000000;700000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;1;2;2;1;3; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;06;52;180,952388826552
4075358;1;3;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;06;52;176,363961491622
4075359;1;3;3;1;1;1;1;1;4;3; ; ; ; ;480000;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;2;2;2;1;3; ;5;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;223,419453230832
4075360;1;6;3;1;1;1;1;1;4;1; ; ;135000000;800000; ;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;1;2;1;5; ;6;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;146,013467525983
4075361;1;3;2;1;1;1;1;1;4;4; ; ; ;300000; ;2;2;2;2;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;210,032624426332
4075362;1;6;1;1;1;1;1;1;4;1; ; ;98;1000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;4;2;1;1;3;1;1;01;52;06;52;164,184896383956
4075363;1;1;1;1;1;1;1;1;4;3; ; ; ; ;265000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;176,363961491622
4075364;1;1;1;1;2;1;1;1;4;3; ; ; ; ;200000;2;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;1;4;1;3;2;1;1;3;1;1;01;52;06;52;200,389138018096
4075365;1;4;3;1;1;1;1;1;4;3; ; ; ; ;448000;1;1;1;2;1;1;1;2;1;2;1;2;2;1;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;144,398372103241
4075366;1;4;2;1;1;1;1;1;4;4; ; ; ;400000; ;2;1;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;197,302703291058
4075367;1;1;1;1;1;1;1;1;4;3; ; ; ; ;180000;2;1;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;176,526317652262
4075368;1;5;1;1;1;1;1;6; ;1; ; ;250000000;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;1; ;1;2; ;1;2;1;3;1;3;2;1;1;3;1;1;01;52;06;52;188,047716749791
4075369;1;3;2;1;1;1;1;1;4;3; ; ; ; ;550000;2;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;245,196320531464
4075370;1;4;2;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;06;52;188,498681473392
4075371;1;1;1;1;2;1;1;6; ;3; ; ; ; ;160000;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;52;06;52;198,572961656916
4075372;1;2;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;06;52;176,363961491622
4075373;1;6;3;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;1;2;1;3; ;5;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;06;52;175,642507935796
4075374;1;3;2;1;1;1;1;1;3;1; ; ;98;200000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;06;52;133,873127196116
4075375;1;3;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;2;2;2;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2; ;5;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;52;06;52;174,279347515793
4075376;1;4;1;1;1;1;1;1;4;4; ; ; ;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;203,583675604327
4075376;2;1;1;1;1;1;1;6; ;3; ; ; ; ;120000;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1; ;1;2; ;2;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;203,583675604327
4075377;1;1;1;1;2;1;1;2;4;3; ; ; ; ;100000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;3;3;2;1;1;2;1;1;3;1;1;01;52;06;52;233,895444792167
4075378;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;3;4;1;1;2;1;1;3;1;1;01;52;06;52;212,367122187324
4075379;1;4;3;1;1;1;1;1;3;1; ; ;100000000;300000; ;2;1;1;2;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;06;52;167,541790130826
4075380;1;7;2;1;1;1;1;1;3;1; ; ;150000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;3; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;06;52;243,701287361043
4075381;1;8;1;1;1;1;1;1;3;2; ;730000;150000000;500000; ;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;06;52;157,73594756195
4075382;1;5;4;1;1;1;1;1;3;4; ; ; ;380000; ;2;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;3; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;06;52;204,753472864274
4075383;1;2;1;1;1;1;1;1;4;4; ; ; ;400000; ;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;06;52;233,895444792167
4075384;1;6;3;1;1;1;1;1;3;1; ; ;100000000;500000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;1;2; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;06;52;239,298227737067
4075385;1;4;2;1;1;1;1;1;3;1; ; ;98;350000; ;1;1;1;2;2;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;06;52;191,404610496661
4075386;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;06;52;168,261192469076
4075387;1;4;3;1;1;1;1;1;3;2; ;1500000;100000000;250000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;06;52;176,688673812901
4075388;1;4;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;1; ;1;2; ;1;1;1;4;1;3;2;1;1;3;1;1;01;52;06;52;233,895444792167
4075389;1;1;1;1;1;1;1;6; ;3; ; ; ; ;230000;2;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;52;06;52;233,895444792167
4075390;1;1;1;1;2;1;1;2;5;3; ; ; ; ;120000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;3;3;2;1;1;2;1;1;3;1;1;01;52;06;52;188,047716749791
4075391;1;1;1;1;2;1;1;1;4;3; ; ; ; ;140000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;3;3;2;1;1;2;1;1;3;1;1;01;52;06;52;174,710141291081
4075392;1;1;1;1;2;1;1;1;4;3; ; ; ; ;120000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;3;3;2;1;1;2;1;1;3;1;1;01;52;06;52;193,131453934218
4075393;1;1;1;1;2;1;1;2;4;3; ; ; ; ;110000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;3;1;2;1;2;2;1;1;3;1;1;01;52;06;52;232,241624591627
4075394;1;5;2;1;1;1;1;1;4;1; ; ;98;200000; ;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;06;52;267,564107726878
4075395;1;5;4;1;1;1;1;1;4;1; ; ;150000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;2;2;1;2; ;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;06;52;122,351728098586
4075396;1;4;2;1;1;1;1;1;4;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;1;1;1;2;1;2;1;2;2;1;1;3;1;1;01;52;06;52;213,368942938534
4075397;1;4;1;1;1;1;1;1;3;5; ; ; ;200000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;4;1;1;1;1;1;3;1;2;01;54;06;54;371,750543445102
4075398;1;4;1;1;1;1;1;1;4;4; ; ; ;300000; ;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;54;06;54;321,193820410938
4075399;1;4;2;1;1;1;1;1;3;1; ; ;80000000;450000; ;1;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;2;1;2;1;1;1;3;1;2;01;54;06;54;386,658500726708
4075400;1;3;2;1;1;1;1;1;4;4; ; ; ;180000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;3; ;7;2; ;1;1;1;2;1;2;2;1;1;3;1;2;01;54;06;54;496,996784145945
4075401;1;4;2;1;1;1;1;1;4;1; ; ;250000000;700000; ;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;3; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;54;06;54;422,102935207044
4075402;1;4;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;54;06;54;393,067982339742
4075403;1;3;2;1;1;1;1;1;4;5; ; ; ;350000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;2;2;1;1;3;1;2;01;54;06;54;481,706795029958
4075404;1;3;1;1;1;1;1;1;3;1; ; ;45000000;300000; ;1;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2; ;2;2; ;1;1;1;2;1;2;1;1;1;3;1;2;01;54;06;54;284,235486645776
4075405;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;54;06;54;472,100600752704
4075406;1;5;4;1;1;1;1;1;3;5; ; ; ;200000; ;2;1;1;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;1;3; ;5;1;1;1;1;1;4;1;2;1;1;1;2;1;2;01;54;06;54;419,749009703422
4075407;1;4;2;1;1;1;1;1;4;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;1;1;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;2;01;54;06;54;417,014289942506
4075408;1;3;1;1;1;1;1;1;4;5; ; ; ;150000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;2;2;1;1;3;1;2;01;54;06;54;311,109576945787
4075409;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;2;1;1;3;1;2;01;54;06;54;359,784410426697
4075410;1;4;3;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;4; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;54;06;54;400,052558723487
4075411;1;2;1;1;2;1;1;1;4;5; ; ; ;250000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;2;2;1;1;3;1;2;01;54;06;54;371,750543445102
4075412;1;4;2;1;1;1;1;1;3;2; ;400000;120000000;600000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;1;3; ;4;1;1;1;1;1;4;1;2;1;1;1;3;1;2;01;54;06;54;377,122918381735
4075413;1;4;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;54;06;54;498,399596282004
4075471;1;7;4;1;1;1;1;1;3;1; ; ;100000000;550000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;1;1;2; ;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;235,127034984212
4075472;1;6;5;1;1;1;1;1;3;1; ; ;100000000;600000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;1;2;1;4; ;5;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;325,947093320575
4075473;1;5;2;2;1;1;1;1;3;1; ; ;100000000;350000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;235,089283287919
4075474;1;3;2;1;1;1;1;1;3;4; ; ; ;230000; ;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;2;2;1;3; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;66;06;66;248,94998409258
4075475;1;1;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;2;1;2;2;2;1;2;1;1;2;2;2;1;1;2;2;1;2; ;5;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;66;06;66;397,419138331679
4075476;1;3;2;1;1;1;1;1;3;1; ; ;18000000;200000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;2; ;2;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;66;06;66;251,153916346309
4075477;1;3;3;1;1;1;1;1;3;1; ; ;80000000;400000; ;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;66;06;66;214,642399785584
4075478;1;3;1;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;3;1;1;1;2;1;1;01;66;06;66;266,383205197128
4075479;1;4;2;1;1;1;1;1;3;1; ; ;20000000;250000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;66;06;66;280,865452688754
4075480;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;66;06;66;223,880962081217
4075481;1;2;1;1;1;1;1;2;3;3; ; ; ; ;330000;1;2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;66;06;66;303,293756253973
4075482;1;3;2;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;2;1;2;1;3;1;1;1;2;1;1;01;66;06;66;472,619149906629
4075483;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;2;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;3; ;8;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;66;06;66;255,576439797085
4075484;1;6;4;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;4; ;6;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;255,538688100792
4075485;1;6;5;1;1;1;1;1;3;1; ; ;80000000;800000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;1;2;2;1;3; ;10;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;442,937565155915
4075486;1;2;2;1;2;1;1;1;4;4; ; ; ;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;3;2; ;1;3;1;4;1;3;2;1;1;2;1;1;01;66;06;66;338,594491462862
4075487;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;2;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1; ;3;2; ;1;3;1;4;1;3;1;1;1;2;1;1;01;66;06;66;289,470807145606
4075488;1;1;1;1;2;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;2;2; ;1;3;1;4;1;3;1;1;1;2;1;1;01;66;06;66;223,880962081217
4075489;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;3; ;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;196,810144184916
4075490;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;1;2;1;3;1;1;1;2;1;1;01;66;06;66;235,089283287919
4075491;1;4;3;1;1;1;1;1;3;4; ; ; ;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;5; ;5;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;150,286933424887
4075492;1;5;3;1;1;1;1;1;3;1; ; ;50000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;2;2;2;1;4; ;5;2; ;1;1;1;3;1;3;1;1;1;2;1;1;01;66;06;66;309,882460262185
4075493;1;5;4;1;1;1;1;1;3;3; ; ; ; ;480000;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;3; ;7;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;449,230046554053
4075494;1;4;2;1;1;1;1;1;3;1; ; ;120000000;400000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;1;2;2;2;1;4; ;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;177,357751321189
4075495;1;4;1;1;1;1;1;1;3;1; ; ;100000000;450000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;66;06;66;235,089283287919
