Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
2924958;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;15;106,428861590086;15
2924959;1;2;1;80;1;1;3;8; ;2; ;2; ; ; ; ;9;2;1;04;15;116,785415332717;15
2924960;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;15;116,935354287914;15
2924961;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;15;116,935354287914;15
2924965;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;04;15;72,782574899212;15
2924965;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;15;72,782574899212;15
2924967;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;15;73,6377256538234;15
2924967;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;15;73,6377256538234;15
2924967;1;3;1;80;1;1;4;9;POR EDAD;2; ;2; ; ; ; ;8;2;1;04;15;73,6377256538234;15
2924970;1;3;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;04;17;176,056103364274;17
2924972;1;1;1;80;1;1;3;4; ;3; ;2; ; ; ; ;4;2;1;04;17;155,746718632984;17
2924974;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;10;2;1;04;17;137,036722893819;17
2924974;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;17;137,036722893819;17
2924979;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;04;17;172,64421935781;17
2924979;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;172,64421935781;17
2924979;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;172,64421935781;17
2924980;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;159,244512273573;17
2924982;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;164,714164249318;17
2924983;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;183,693540209794;17
2924983;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;183,693540209794;17
2924986;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;04;17;145,895489070386;17
2924986;1;2;1;80;1;1;4;6; ;3; ;2; ; ; ; ;11;2;1;04;17;145,895489070386;17
2924987;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;157,538570270342;17
2924987;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;04;17;157,538570270342;17
