DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011;AREA
3225402;1;1;1;70;1;12;60;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;37;55;1;1;5521;06;41;107,503242663567;41
3225404;1;2;1;70;1;20;40;1; ;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;55;55;1;2;5511;06;17;199,525330311191;17
3225404;2;1;2;70;1;4;48;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;95;1;1;9500;06;17;199,525330311191;17
3225430;1;2;1;70;1;8;48;1; ;2;504;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;06;17;206,369076131922;17
3225437;1;1;1;70;1;28;48;1; ;2;28;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;13;80;1;2;8060;06;17;162,573705351416;17
3225445;1;2;1;70;1;24;48;1; ;2;24;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;52;1;2;5272;06;41;100,137305855893;41
3225450;1;2;1;70;1;60;48;1; ;2;60;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;2;8512;06;15;82,7228722149513;15
3225454;1;1;1;70;1;36;48;1; ;2;36;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;75;1;2;7512;06;15;111,233849003229;15
3225457;1;2;1;70;1;12;48;1; ;2;6;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;32;75;1;1;7512;06;15;227,546125651757;15
3225460;1;2;1;70;1;24;40;2; ;2;24;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8050;06;15;118,208664139173;15
3225463;1;1;1;70;1;60;40;2; ;2;60;2; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8021;06;15;91,9251387738307;15
3225469;1;1;1;70;1;24;48;1; ;2;2;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;180000;2;53;54;95;1;2;9500;06;76;719,763685477867;76
3225471;1;3;1;70;1;8;48;1; ;2;8;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;52;1;1;5211;06;66;351,290429524702;66
3225494;1;2;1;70;1;4;48;1; ;2;24;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;06;18;113,560977504197;18
3225495;1;1;1;70;1;3;48;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;33;79;18;1;1;1810;06;18;48,5844923281581;18
3225496;1;1;1;70;1;3;48;1; ;2;416;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;06;18;55,0298292465684;18
3225503;1;2;1;70;1;16;20;3; ;2;24;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;99;85;1;2;8532;06;18;68,440625633428;18
3225512;1;1;1;70;1;2;49;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;53;53;55;1;1;5529;06;18;56,0115199332077;18
