DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4537979;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1506,57300289146
4537979;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1506,57300289146
4537979;1;3;1;50;05; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1506,57300289146
4537979;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1506,57300289146
4537980;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;999,913555570384
4537980;1;2;1;50;05; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;1;05;999,913555570384
4537981;1;1;1;50;05; ; ;1;6;VER TELEVISION;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;944,297246636086
4537981;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;944,297246636086
4537981;1;3;1;50;05;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;944,297246636086
4537981;1;4;1;50;05; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;944,297246636086
4537982;1;1;1;50;05; ; ;1;6;LEER;2;2;2;2;1;8; ;2; ;2; ; ;02;1;05;999,913555570384
4537982;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;999,913555570384
4537983;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1129,79136779798
4537984;1;1;1;50;05; ; ;1;4; ;2;2;2;2;1;5; ;2; ;1;5;1;02;1;05;999,913555570384
4537984;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;999,913555570384
4537985;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1096,11156112078
4537985;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1096,11156112078
4537986;1;1;1;50;05; ; ;2;6;CAMINAR VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;999,913555570384
4537986;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;999,913555570384
4537987;1;1;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1036,39988325297
4537987;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1036,39988325297
4537987;1;3;1;50;05; ; ;2;6;HOSPITALIZADO;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1036,39988325297
4537987;1;4;1;50;05; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;02;1;05;1036,39988325297
4537987;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1036,39988325297
4537988;1;1;1;50;05; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1129,79136779798
4537989;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1584,94893839283
4537989;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;02;1;05;1584,94893839283
4537989;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1584,94893839283
4537989;1;4;1;50;05; ; ;4;6;LICENCIA DE MATERNIDAD;2;1; ; ; ; ; ; ; ; ; ; ;02;1;05;1584,94893839283
4537989;1;7;1;50;05; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1584,94893839283
4537989;1;8;1;50;05; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1584,94893839283
4537990;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1572,62280181068
4537990;1;2;1;50;05;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1572,62280181068
4537991;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1240,84871546546
4537991;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1240,84871546546
4537991;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1240,84871546546
4537991;1;5;1;50;05; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1240,84871546546
4537991;1;6;1;50;05; ; ;6;6;CAMINAR HACER DILIGENCIAS;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1240,84871546546
4537991;1;7;1;50;05; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1240,84871546546
4537992;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1291,48301237151
4537992;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1291,48301237151
4537993;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1089,84452378738
4537993;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1089,84452378738
4537993;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1089,84452378738
4537993;1;4;1;50;05; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;05;1089,84452378738
4537993;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;1089,84452378738
4537994;1;1;1;50;05;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;05;1129,79136779798
4537995;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;05;999,913555570384
