DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D;OCI;MES;RAMA4D;RAMA4DP8;RAMA2DP8;INGLABO;DPTO;fex_c_2011
4543052;1;1;1;60;2;13;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;700000;1;8400000;3; ;12;2; ; ; ; ;3;1;1;40; ;.;25;6; ;1;2; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;1;13;14;4; ;300000;1;1;2;15;60;2; ; ; ;1;1;2;1;2;2;2;2;2;2;1;PARA TENER PRESTACIONES SOCIALES;1;1;1;1;1;2;1;1;3; ;4;63;02;1;02;0201; ; ;1000000;13;2319,27863901842
4543053;1;1;1;60;2;13;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;400000;1;4800000;3; ;12;2; ; ; ; ;3;1;1;36;2; ;36; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;0;24;6; ;1;13;24;4; ;300000;1;8;9;14; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;1;1;2;1;2;1;1;5; ;4;61;01;1;02;0119; ; ;700000;13;1552,66554170502
4543054;1;1;1;60;2;13;1;2;2;12;1; ; ;1;1;1;2;11; ;1; ;2;700000;2; ; ;2; ;1;200000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;1;400000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11; ; ; ; ; ; ; ; ;56; ;.;56; ; ;1;1; ;1; ;1;1;3;4;1;1; ; ; ; ; ; ; ; ;2;2;1;0;48;4; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;61;01;1;02;0116; ; ;900000;13;1818,30492988337
4543055;1;1;1;60;2;13;1;2;2;6;1; ; ;1;2;2;2;160; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;2100000;1;25200000;3; ;12;2; ; ; ; ;1;3;1;56; ;.;56; ; ;9;8; ;1; ;1;1;1;14;1;1; ; ; ; ; ; ; ; ;1;2;1;0;396;4; ;1;13;21;4; ;120000;1;8;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;5; ;4;96;41;1;02;4100; ; ;2220000;13;1549,00544343823
4543056;1;1;1;60;2;13;1;2;1; ;1; ; ;1;1;1;1;192; ;1; ;2;800000;2; ; ;2; ;1;100000;2; ;2; ;2; ; ;1;78000;2;1;80000;2;2; ; ;2; ; ;2; ; ;2; ;1;380000;1;400000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;56; ;.;56; ; ;6;7; ;1; ;1;1;1;15;1;1; ; ; ; ;1; ; ; ;1;1;1;0;12;4; ;2; ; ; ; ; ; ; ;1;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;1;58;70;1;02;7020; ; ;900000;13;2958,76729358141
4543057;1;1;1;60;2;13;1;1; ; ;1; ; ;2;2;2;1;246; ;1; ;2;600000;2; ; ;1;100000;1;150000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;1; ;1;13;20;4; ;100000;1;8;1;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;1;60;01;1;02;0121; ; ;950000;13;1152,9611196027
4543057;1;3;1;60;2;13;2; ; ; ; ; ; ; ; ; ; ;320; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;500000;1;7000000;3; ;12;2; ; ; ; ;2;1;1;50; ;.;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ;2;2;2; ; ; ; ;1;13;18;4; ;80000;1;8; ;3;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;2; ;4;61;01;1;02;0140; ; ;580000;13;1152,9611196027
4543058;1;1;1;60;2;13;1;1; ; ;1; ; ;1;2;2;2;48; ;1; ;2;750000;2; ; ;2; ;1;50000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;24;2; ;24; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;4;96;4; ;2; ; ; ; ; ; ; ;2;14; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;2;1;1;1;2;1;1;3; ;1;58;92;1;02;9249; ; ;800000;13;1916,05749601724
4543058;1;2;1;60;2;13;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;14;2; ;14; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;7;58;92;1;02;9249; ; ; ;13;1916,05749601724
4543893;1;1;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;250; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;450000;1;3800000;3; ;12;2; ; ; ; ;2;4;2;36;2; ;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;36;1; ;1;23;21;4; ;230000;1;8;3;11;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;4;63;02;1;02;0201; ; ;680000;23;1978,6402176738
4543893;1;3;1;60;2;23;1;1; ; ;1; ; ;1;2;2;2;24; ;1; ;2;240000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;3;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;1;62;01;1;02;0112; ; ;240000;23;1978,6402176738
4543895;1;1;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;520000;1;7200000;3; ;12;2; ; ; ; ;2;1;1;48; ;.;48; ; ;1;8; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;15;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;1;1;1;2;1;2;1;1;3; ;4;61;01;1;02;0118; ; ;520000;23;1314,99207964188
4543895;1;2;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;80000;1;960000;3; ;12;2; ; ; ; ;2;1;2;20;2; ;20; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;02;0123; ; ;80000;23;1314,99207964188
4543896;1;1;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;3;120000;1;1500000;3; ;12;2; ; ; ; ;2;1;1;24;2; ;24; ; ;1;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;3; ;2; ; ; ; ; ; ; ;3;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;45;52;1;02;5261; ; ;120000;23;883,41095566417
4543896;1;2;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;360000;1;4320000;3; ;12;2; ; ; ; ;2;10;2;36;2; ;36; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;6; ;1;23;12;4; ;200000;1;8;9;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;02;0140; ; ;560000;23;883,41095566417
4543896;1;4;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;300000;1;3600000;3; ;12;2; ; ; ; ;2;1;1;36;2; ;36; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;12;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;02;0140; ; ;300000;23;883,41095566417
4543897;1;1;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;180000;1;1000000;3; ;12;2; ; ; ; ;2;5;2;18;2; ;18; ; ;1;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;120;8; ;1;23;16;4; ;100000;1;1;5;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;02;0122; ; ;280000;23;1504,2445466329
4543897;1;3;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;225; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;500000;1;4000000;3; ;12;2; ; ; ; ;3;3;2;48; ;.;48; ; ;1;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;38;1; ;2; ; ; ; ; ; ; ;3;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;5; ;4;45;52;1;02;5269; ; ;500000;23;1504,2445466329
4543899;1;1;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;1;7200000;3; ;12;1;1;0;0;1;2;1;1;48; ;.;48; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;13;90;1;15;2;1;1;1;1;1;2;2;2;2;1;1;2; ;2;1;1;2;1;2;1;1;3; ;4;61;01;1;02;0119; ; ;600000;23;883,41095566417
4543899;1;3;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;30;2; ;30; ; ;2;8; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;9;1; ;2; ; ; ; ; ; ; ;3;13;90;2; ; ; ;1;1;1;1;2;1;2;2;1;1;2; ;1;1;2;2;2;2;1;1;3; ;6;62;01;1;02;0119; ; ; ;23;883,41095566417
4543900;1;1;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;300000;1;3600000;3; ;12;2; ; ; ; ;2;1;1;30;2; ;30; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;02;0140; ; ;300000;23;2452,02271578204
4543915;1;1;1;60;2;23;1;1; ; ;1; ; ;2;2;2;2;432; ;1; ;2;540000;2; ; ;2; ;1;100000;2; ;1;200000;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;530000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;49; ;.;49; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;36;8; ;2; ; ; ; ; ; ; ;8;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;8;60;01;1;02;0121; ; ;640000;23;1443,94711490798
4543915;1;2;1;60;2;23;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;110000;1;980000;3; ;12;2; ; ; ; ;3;4;2;21;2; ;21; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;02;0123; ; ;110000;23;1443,94711490798
4543915;1;3;1;60;2;23;1;1; ; ;1; ; ;1;2;2;2;360; ;1; ;2;450000;2; ; ;2; ;1;70000;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;430000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;54; ;.;54; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;18;8; ;2; ; ; ; ; ; ; ;2;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;8;62;01;1;02;0121; ; ;520000;23;1443,94711490798
