DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4553878;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;392,781376418539
4553879;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;771,975287066083
4553880;1;3;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;462,6682825754
4553880;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;462,6682825754
4553880;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;462,6682825754
4553882;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;423,66741890029
4553883;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;66;885,387862170316
4553883;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;885,387862170316
4553883;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;885,387862170316
4553883;1;4;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;66;885,387862170316
4553884;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;844,500956056119
4553885;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;982,392055643998
4553886;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;991,523945931439
4553886;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;991,523945931439
4553887;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;771,629542734756
4553889;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553890;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;700000;2;1;02;66;1119,8692027648
4553891;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;508,432350132148
4553892;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;897,281380080812
4553894;1;2;1;80;2;1;3;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;771,629542734756
4553894;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;400000; ;1;02;66;771,629542734756
4553895;1;1;1;80;2;1;1;9;DETENCION;2; ; ;12;RESTRINCION LIBERTAD CASA POR CARCEL;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553895;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553895;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553896;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;795,189806202863
4553896;1;4;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;795,189806202863
4553898;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;745,38886225486
4553900;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;700000;2;1;02;66;812,670098601693
4553902;1;2;1;80;2;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;928,69828506816
4553903;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;929,044029399488
4553904;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;634,084187478204
4553905;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;525,834834405908
4553906;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1137,68563950564
4553906;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;300000; ;1;02;66;1137,68563950564
4553906;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1137,68563950564
4553908;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1066,58938465604
4553908;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1066,58938465604
4553911;1;1;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;645,9777053887
4553911;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;66;645,9777053887
4553934;1;2;1;80;2;1;1;8; ;2; ; ;12;NO HAY COCECHA DE CAFE;2; ;2; ; ; ; ;2;1;02;66;508,432350132148
4553935;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;02;66;1571,12550567416
4553936;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;1571,12550567416
4553936;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1571,12550567416
4553938;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;763,358948748437
4553938;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;763,358948748437
4553939;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;1223,65812698944
4553940;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;66;872,79449904253
4553940;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;872,79449904253
4553942;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;508,432350132148
4553943;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;1;02;66;1053,07435802652
4553944;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553944;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553945;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1221,96417912894
4553945;1;4;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;66;1221,96417912894
4553946;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;823,215412983016
4553948;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;771,629542734756
4553948;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;771,629542734756
4553949;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;02;66;999,794539917758
4553949;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;999,794539917758
4553950;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553953;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;600,559382163279
4553953;1;5;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;450000;2;1;02;66;600,559382163279
4553954;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;673,085051153314
4553954;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;673,085051153314
4553954;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;673,085051153314
4553956;1;2;1;80;2;1;2;9;VIOLENCIA EN LA ZONA DONDE TRABAJABA;2; ; ;1; ;2; ;2; ;1;48;500000;2;1;02;66;673,085051153314
4553956;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;673,085051153314
4553956;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;673,085051153314
4553957;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;535,193951565435
4553957;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;535,193951565435
4553958;1;2;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;66;633,738443146877
4553959;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;838,083496505807
4553960;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;830,153793486718
4553960;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;830,153793486718
4554074;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;931,04089234119
4554074;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;931,04089234119
4554075;1;1;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;1801,34614141312
4554076;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;1;02;70;1217,1426122691
4554076;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1217,1426122691
4554077;1;2;1;80;2;1;1;8; ;2; ; ;1; ;1; ;2; ;1;48;781000;2;1;02;70;1509,9311359324
4554078;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1183,88524927382
4554080;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1764,71724211124
4554080;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1764,71724211124
4554080;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1764,71724211124
4554081;1;1;1;80;2;2; ; ; ; ;1;1;1; ;2; ;2; ;1;35;300000;2;1;02;70;1026,40922860374
4554081;1;2;1;80;2;1;2;3; ;2; ; ;1; ;2; ;2; ;1;35;500000;2;1;02;70;1026,40922860374
4554082;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1807,077684965
4554084;1;1;1;80;2;1;4;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;02;70;797,392283062016
4554084;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;797,392283062016
4554086;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1663,78852790163
4554090;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;02;70;1222,28318638617
4554092;1;1;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;1185,11681915856
4554093;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1174,24470148962
4554093;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1174,24470148962
4554094;1;2;1;80;2;1;1;6; ;2; ; ;1; ;2; ;2; ;1;35;300000;2;1;02;70;1080,01732258691
4554095;1;1;1;80;2;1;4;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;70;989,789560441425
4554096;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;70;775,360961052407
4554096;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;70;775,360961052407
4554098;1;2;1;80;2;1;3;3; ;2; ; ;1; ;2; ;2; ;1;35;500000;2;1;02;70;1938,90375492461
4554099;1;2;1;80;2;1;4;4; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;02;70;1370,43331900562
4554099;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1370,43331900562
4554099;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1370,43331900562
4554101;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;02;70;1084,72557287467
4554102;1;2;1;80;2;1;3;3; ;2; ; ;1; ;2; ;2; ;1;48;700000;2;1;02;70;1616,45867653562
4554103;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1893,34294136907
4554103;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1893,34294136907
4554103;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1893,34294136907
4554103;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1893,34294136907
4554103;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1893,34294136907
4554104;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;28;781242;2;1;02;70;1142,33328361507
4554105;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;02;70;1322,0801743755
4554105;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1322,0801743755
4554106;1;2;1;80;2;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;1359,84079989766
4554107;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;1169,10412737256
4554107;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1169,10412737256
4554107;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1169,10412737256
4554111;1;2;1;80;2;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;989,789560441425
4554112;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;02;70;1807,077684965
4554114;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;1526,23091439013
4554116;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1328,24404175668
4554116;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1328,24404175668
4554118;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;1137,6250333273
4554121;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1993,84856288895
4554121;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1993,84856288895
4554121;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1993,84856288895
4554122;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1417,33084654233
4554122;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1417,33084654233
4554123;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;02;70;1375,14156929338
4554124;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;40;400000;2;1;02;70;1132,05542424068
4554125;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;1;100000;1;30;300000;2;1;02;70;1465,36933143887
4554125;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;02;70;1465,36933143887
4554125;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;02;70;1465,36933143887
4554127;1;2;1;80;2;1;4;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;70;1137,6250333273
4554128;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1126,91485012361
4554130;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;35;300000;2;1;02;70;1328,24404175668
4554130;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1328,24404175668
4554132;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1423,18005418993
4554133;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;888,85161509225
4554135;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;40;500000;2;1;02;70;1036,68708797813
4554135;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1036,68708797813
4554136;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;732,739359974162
4554136;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;732,739359974162
4554138;1;2;1;80;2;1;3;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;70;1057,553676748
4554139;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;70;1526,23091439013
4554141;1;2;1;80;2;1;3;3; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;02;70;1754,01629004711
4554142;1;2;1;80;2;1;3;8; ;1; ;1;1; ;2; ;2; ; ; ;200000;2;1;02;70;1185,11681915856
4554143;1;2;1;80;2;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;02;70;668,103082127657
4554145;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;35;400000;2;1;02;70;1354,70022578059
4554145;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;70;1354,70022578059
4554215;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;1039,29440175376
4554215;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;1039,29440175376
4554216;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;2496,13792016273
4554216;1;3;1;80;2;1;1;8; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;02;05;2496,13792016273
4554218;1;1;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;1206,75169697339
4554220;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;929,947555013097
4554220;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;929,947555013097
4554220;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;929,947555013097
4554221;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;05;1271,80936658843
4554221;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;1271,80936658843
4554221;1;3;1;80;2;1;2;1; ;2; ; ;1; ;2; ;2; ;1;48;700000;2;1;02;05;1271,80936658843
4554221;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;1271,80936658843
4554222;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;862,00162718553
4554222;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;862,00162718553
4554223;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;05;833,345012535913
4554223;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;833,345012535913
4554255;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;8623,53641989524
4554260;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;2975,18248627013
4554261;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;05;2975,18248627013
4554261;1;2;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;05;2975,18248627013
4554262;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;3284,0365415547
4554262;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;3284,0365415547
4554262;1;4;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;3284,0365415547
4554264;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;4206,47369842028
4554265;1;2;1;80;2;1;4;9;DESPLAZADOS POR LA VIOLENCIA;2; ; ;7; ;2; ;2; ; ; ; ;2;1;02;05;2555,13211471699
4554265;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;98;2;1;02;05;2555,13211471699
4554265;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;2555,13211471699
4554266;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;2975,18248627013
4554267;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3053,17239729223
4554267;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3053,17239729223
4554267;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3053,17239729223
4554269;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;2975,18248627013
4554270;1;1;1;80;2;1;1;6; ;2; ; ;2; ;2; ;2; ;1;48;782000;2;1;02;05;5332,134529288
4554272;1;3;1;80;2;1;3;2; ;2; ; ;1; ;2; ;2; ;1;48;782000;2;1;02;05;2298,43020757782
4554273;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554273;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554273;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554273;1;4;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554275;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554276;1;2;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554277;1;2;1;80;2;1;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;5273,82523724815
4554277;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;5273,82523724815
4554280;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;4847,48126470255
4554280;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;4847,48126470255
4554280;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;4847,48126470255
4554281;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;7497,40037066608
4554282;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;2891,22750820263
4554283;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;5088,03652178093
4554283;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;5088,03652178093
4554283;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;5088,03652178093
4554283;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;5088,03652178093
4554284;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554284;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554284;1;4;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4554349;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;17;1242,42599333039
4554350;1;1;1;80;2;1;4;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;17;1242,42599333039
4554351;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;17;678,865396168495
4554351;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;17;678,865396168495
4554353;1;1;1;80;2;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;17;678,865396168495
4554353;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;17;678,865396168495
4554355;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;17;1242,42599333039
4554356;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;17;1116,4783699353
4554357;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;17;1333,64926820196
4554357;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;17;1333,64926820196
4554358;1;2;1;80;2;1;4;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;17;878,75125838336
4554359;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;17;1218,94203791056
4554359;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;17;1218,94203791056
4554359;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;17;1218,94203791056
4554360;1;2;1;80;2;1;2;7; ;2; ; ;1; ;2; ;2; ;1;24;300000;2;1;02;17;1798,93185386933
4554361;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;17;1333,64926820196
4554364;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;17;1404,58189100507
4554368;1;1;1;80;2;1;1;8; ;2; ; ;8; ;2; ;1;200000;1;30;600000;2;1;02;17;678,865396168495
4554368;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;02;17;678,865396168495
4554369;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;17;1242,42599333039
