DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;AREA;FT;DPTO;fex_c_2011
806561;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;103.123.994.435.405
806561;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;103.123.994.435.405
806561;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;14;;;;;;;23;1;23;103.123.994.435.405
806562;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;728.492.592.424.999
806562;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;14;;;;;;;23;1;23;728.492.592.424.999
806563;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;619.586.268.181.638
806563;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;619.586.268.181.638
806563;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;619.586.268.181.638
806564;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;23;1;23;711.471.663.783.627
806564;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;711.471.663.783.627
806565;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;23;1;23;688.034.354.128.951
806566;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;121.740.931.069.304
806566;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;121.740.931.069.304
806566;1;3;1;90;;2;;2;2;2;2;2;1;2;2;2;;;;;;;;15;;;;23;1;23;121.740.931.069.304
806567;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;142.691.899.778.997
806567;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;142.691.899.778.997
806567;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;142.691.899.778.997
806567;1;4;1;90;;2;;2;2;2;2;2;1;2;2;2;;;;;;;;4;;;;23;1;23;142.691.899.778.997
806567;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;142.691.899.778.997
806568;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;190.690.157.146.753
806568;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;23;1;23;190.690.157.146.753
806568;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;190.690.157.146.753
806568;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;190.690.157.146.753
806568;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;190.690.157.146.753
806568;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;190.690.157.146.753
806568;1;7;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;190.690.157.146.753
806568;1;8;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;23;1;23;190.690.157.146.753
806569;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;862.470.993.410.887
806569;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;23;1;23;862.470.993.410.887
806569;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;862.470.993.410.887
806569;1;6;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;23;1;23;862.470.993.410.887
806570;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;32;;14;;;;;;;23;1;23;131.064.697.552.517
806570;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;131.064.697.552.517
806570;1;3;1;90;;2;;1;1;2;2;2;2;2;2;2;;;2;2;;;;;;;;23;1;23;131.064.697.552.517
806571;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;619.586.268.181.638
806571;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;619.586.268.181.638
806571;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;619.586.268.181.638
806571;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;23;1;23;619.586.268.181.638
806571;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;23;1;23;619.586.268.181.638
806572;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;23;1;23;121.740.931.069.304
806572;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;121.740.931.069.304
806572;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;121.740.931.069.304
806573;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;111.265.446.714.458
806573;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;23;1;23;111.265.446.714.458
806574;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;129.319.096.403.436
806574;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;7;;;;;;;23;1;23;129.319.096.403.436
806574;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;129.319.096.403.436
806574;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;129.319.096.403.436
806574;1;7;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;129.319.096.403.436
806574;1;8;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;129.319.096.403.436
806575;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;30;;;;;;;;;23;1;23;129.565.313.151.656
806575;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;129.565.313.151.656
806575;1;4;1;90;;2;;1;2;2;2;2;1;2;2;2;;;4;;;;;15;;;;23;1;23;129.565.313.151.656
806575;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;129.565.313.151.656
806575;1;6;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;23;1;23;129.565.313.151.656
806576;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;12.642.839.300.024
806576;1;2;1;90;;2;;1;2;2;1;2;2;2;2;2;;;35;;;7;;;;;;23;1;23;12.642.839.300.024
806576;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;12.642.839.300.024
806576;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;12.642.839.300.024
806576;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;12.642.839.300.024
806577;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;14;;;;;;;23;1;23;127.705.004.773.315
806577;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;127.705.004.773.315
806577;1;3;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;14;;;;;;;23;1;23;127.705.004.773.315
806577;2;1;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;127.705.004.773.315
806577;2;2;2;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;21;;;;;;;23;1;23;127.705.004.773.315
806578;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;35;;6;;;;;;;23;1;23;119.397.200.103.837
806578;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;119.397.200.103.837
806579;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;14;;;;;;;23;1;23;15.169.190.111.381
806579;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;21;;;;;;;23;1;23;15.169.190.111.381
806579;1;4;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;23;1;23;15.169.190.111.381
806580;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;14;;;;;;;23;1;23;139.184.594.997.498
806580;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;21;;;;;;;23;1;23;139.184.594.997.498
806580;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;23;1;23;139.184.594.997.498
806580;1;5;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;21;;;;;;;23;1;23;139.184.594.997.498
806580;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;139.184.594.997.498
806580;1;8;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;139.184.594.997.498
806581;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;23;1;23;856.684.745.628.137
806581;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;856.684.745.628.137
806581;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;23;1;23;856.684.745.628.137
806581;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;856.684.745.628.137
806582;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;4;;;;;;;23;1;23;147.032.688.968.645
806582;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;4;;;;;;;23;1;23;147.032.688.968.645
806583;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;139.068.343.977.711
806583;1;2;1;90;;2;;1;2;1;2;2;1;2;2;2;;;21;;7;;;4;;;;23;1;23;139.068.343.977.711
806583;1;3;1;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;6;;;;23;1;23;139.068.343.977.711
806583;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;23;1;23;139.068.343.977.711
806583;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;139.068.343.977.711
806583;1;7;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;139.068.343.977.711
806584;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;193.454.869.412.553
806584;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;14;;;;;;;23;1;23;193.454.869.412.553
806584;1;3;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;14;;;;;;;23;1;23;193.454.869.412.553
806584;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;193.454.869.412.553
806584;1;10;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;193.454.869.412.553
806585;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;23;1;23;11.263.332.159.636
806585;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;23;1;23;11.263.332.159.636
806585;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;11.263.332.159.636
806585;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;11.263.332.159.636
806586;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;126.029.569.092.353
806586;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;42;;;;;;;;;23;1;23;126.029.569.092.353
806586;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;23;1;23;126.029.569.092.353
806586;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;126.029.569.092.353
806587;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;24;;;;;;;;;23;1;23;116.925.362.174.184
806587;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;116.925.362.174.184
806587;1;3;1;90;;2;;1;2;2;2;2;1;2;2;2;;;28;;;;;20;;;;23;1;23;116.925.362.174.184
806587;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;116.925.362.174.184
806588;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;132.037.151.081.308
806588;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;14;;;;;;;23;1;23;132.037.151.081.308
806588;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;132.037.151.081.308
806589;1;1;1;90;;2;;2;2;1;2;2;1;2;2;2;;;;;28;;;12;;;;23;1;23;113.183.696.588.864
806589;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;113.183.696.588.864
806589;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;14;;;;;;;23;1;23;113.183.696.588.864
806590;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;23;1;23;666.271.128.458.718
806590;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;23;1;23;666.271.128.458.718
806590;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;666.271.128.458.718
806590;1;4;1;90;;2;;2;2;2;2;2;2;2;2;1;;;;;;;;;;;20;23;1;23;666.271.128.458.718
806591;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;792.789.197.677.412
806591;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;792.789.197.677.412
806593;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;148.850.039.064.627
806593;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;148.850.039.064.627
806593;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;148.850.039.064.627
806593;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;148.850.039.064.627
806593;1;5;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;23;1;23;148.850.039.064.627
806593;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;148.850.039.064.627
806593;1;8;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;148.850.039.064.627
806593;2;1;2;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;23;1;23;148.850.039.064.627
806593;2;2;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;148.850.039.064.627
806593;2;3;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;148.850.039.064.627
806594;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;642.833.818.804.042
806594;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;642.833.818.804.042
806594;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;642.833.818.804.042
806595;1;1;1;90;;2;;2;2;1;2;2;1;2;2;2;;;;;14;;;4;;;;23;1;23;125.045.259.619.165
806595;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;28;;;;;;;23;1;23;125.045.259.619.165
806595;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;125.045.259.619.165
806595;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;125.045.259.619.165
806595;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;125.045.259.619.165
806595;1;7;1;90;;2;;2;2;2;2;2;2;2;1;2;;;;;;;;;;3;;23;1;23;125.045.259.619.165
806595;1;8;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;125.045.259.619.165
806596;1;1;1;90;;2;;2;2;1;2;2;1;2;2;2;;;;;14;;;5;;;;23;1;23;128.588.843.803.894
806596;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;23;1;23;128.588.843.803.894
806596;1;3;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;28;;;;;;;23;1;23;128.588.843.803.894
806596;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;128.588.843.803.894
806597;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;619.586.268.181.638
806597;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;619.586.268.181.638
806597;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;619.586.268.181.638
806598;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;28;;;;;;;;;23;1;23;701.628.569.051.741
806598;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;4;;;;;;;23;1;23;701.628.569.051.741
806598;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;4;;;;;;;;;23;1;23;701.628.569.051.741
806598;1;5;1;90;;2;;1;2;2;2;2;2;2;2;2;;;3;;;;;;;;;23;1;23;701.628.569.051.741
806598;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;701.628.569.051.741
806599;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;24;;;;;;;;;23;1;23;666.271.128.458.718
806599;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;666.271.128.458.718
806599;1;3;1;90;;2;;2;2;2;2;2;2;2;2;1;;;;;;;;;;;2;23;1;23;666.271.128.458.718
806599;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;666.271.128.458.718
806600;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;136.829.008.087.632
806600;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;136.829.008.087.632
806600;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;136.829.008.087.632
806600;1;4;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;14;;;;;;;23;1;23;136.829.008.087.632
806600;1;5;1;90;;2;;1;2;1;2;2;2;2;2;2;;;14;;7;;;;;;;23;1;23;136.829.008.087.632
806600;1;8;1;90;;2;;1;2;1;2;2;2;2;2;2;;;28;;42;;;;;;;23;1;23;136.829.008.087.632
806600;1;9;1;90;;2;;1;2;1;2;2;2;2;2;2;;;7;;14;;;;;;;23;1;23;136.829.008.087.632
806600;1;11;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;136.829.008.087.632
806601;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;21;;;;;;;23;1;23;13.684.086.403.203
806601;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;4;;4;;;;;;;23;1;23;13.684.086.403.203
806601;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;13.684.086.403.203
806601;1;4;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;13.684.086.403.203
806601;1;5;1;90;;2;;2;2;1;2;2;1;2;2;2;;;;;14;;;6;;;;23;1;23;13.684.086.403.203
806602;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;125.057.115.563.563
806602;1;2;1;90;;2;;1;2;2;2;2;2;2;2;1;;;21;;;;;;;;2;23;1;23;125.057.115.563.563
806602;1;3;1;90;;2;;1;2;2;2;2;2;2;2;1;;;7;;;;;;;;8;23;1;23;125.057.115.563.563
806602;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;125.057.115.563.563
806603;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;137.708.922.485.432
806603;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;23;1;23;137.708.922.485.432
806604;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;12.740.084.652.903
806604;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;12.740.084.652.903
806604;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;12.740.084.652.903
806604;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;12.740.084.652.903
806604;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;12.740.084.652.903
806605;1;1;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;7;;;;;;;23;1;23;149.364.563.989.715
806605;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;23;1;23;149.364.563.989.715
806605;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;149.364.563.989.715
806605;1;4;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;149.364.563.989.715
806605;2;1;2;90;;2;;2;2;1;2;2;2;2;2;2;;;;;21;;;;;;;23;1;23;149.364.563.989.715
806605;2;2;2;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;149.364.563.989.715
806606;1;1;1;90;;2;;1;2;1;2;2;1;2;2;2;;;14;;21;;;2;;;;23;1;23;137.286.843.949.145
806607;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;142.512.635.436.154
806607;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;142.512.635.436.154
806607;1;3;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;3;;;;;;;23;1;23;142.512.635.436.154
806607;1;4;1;90;;2;;1;2;1;2;2;1;2;2;2;;;28;;21;;;6;;;;23;1;23;142.512.635.436.154
806608;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;14;;;;;;;;;23;1;23;145.592.302.071.868
806608;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;145.592.302.071.868
806608;1;3;1;90;;2;;1;2;2;2;2;1;2;2;2;;;7;;;;;1;;;;23;1;23;145.592.302.071.868
806608;1;4;1;90;;2;;1;2;2;2;2;1;2;2;2;;;4;;;;;1;;;;23;1;23;145.592.302.071.868
806609;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;1.432.485.711.064
806609;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;1.432.485.711.064
806609;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;1.432.485.711.064
806610;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;87.832.941.185.439
806610;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;7;;;;;;;;;23;1;23;87.832.941.185.439
806610;1;3;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;87.832.941.185.439
806610;2;1;2;90;;2;;1;2;1;2;2;2;2;2;2;;;21;;49;;;;;;;23;1;23;87.832.941.185.439
806611;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;12;;;;;;;;;23;1;23;134.392.737.991.174
806612;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;35;;;;;;;;;23;1;23;790.877.994.805.009
806612;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;790.877.994.805.009
806612;1;3;1;90;;2;;1;2;2;2;2;1;2;2;1;;;4;;;;;3;;;4;23;1;23;790.877.994.805.009
806612;1;6;1;90;;2;;1;2;2;2;2;1;2;2;2;;;14;;;;;8;;;;23;1;23;790.877.994.805.009
806613;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;1;;;;;;;;;23;1;23;792.789.197.677.412
806613;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;792.789.197.677.412
806615;1;1;1;90;;2;;1;2;1;2;2;2;2;2;2;;;36;;12;;;;;;;23;1;23;143.676.398.744.218
806615;1;2;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;18;;;;;;;23;1;23;143.676.398.744.218
806615;1;4;1;90;;2;;2;2;1;2;2;2;2;2;2;;;;;3;;;;;;;23;1;23;143.676.398.744.218
806616;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;167.093.645.774.064
806616;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;24;;12;;;;;;;23;1;23;167.093.645.774.064
806616;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;5;;;;;;;;;23;1;23;167.093.645.774.064
806616;1;5;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;167.093.645.774.064
806616;1;6;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;167.093.645.774.064
806617;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;721.196.199.071.534
806617;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;721.196.199.071.534
806618;1;1;1;90;;2;;1;2;2;2;2;2;2;2;2;;;21;;;;;;;;;23;1;23;825.951.042.619.995
806618;1;2;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;825.951.042.619.995
806618;1;3;1;90;;2;;1;2;2;2;2;2;2;2;2;;;2;;;;;;;;;23;1;23;825.951.042.619.995
806619;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;139.932.386.612.142
806619;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;32;;;;;;;;;23;1;23;139.932.386.612.142
806620;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;998.141.062.760.464
806620;1;2;1;90;;2;;1;2;2;2;2;2;2;2;2;;;25;;;;;;;;;23;1;23;998.141.062.760.464
806621;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;134.392.737.991.174
806622;1;1;1;90;;2;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;23;1;23;136.724.613.012.243
806622;1;2;1;90;;2;;1;2;1;2;2;2;2;2;2;;;30;;8;;;;;;;23;1;23;136.724.613.012.243
