DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,DPTO,AREA,fex_c_2011
803477,1,1,1,70,1,52,48,1,,2,52,1,,9,2,,,,,,,,,,1,,1,200000,2,37,79,17,1,2,1750,5,5,833.079.777.432.875
803489,1,4,1,70,1,12,48,4,,2,15,4,,3,1,,,,,,,,,,1,,2,,2,79,79,18,1,1,1810,5,5,671.237.157.051.762
803492,1,4,1,70,1,2,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,39,,,1,1,,5,5,465.183.776.866.582
803510,1,1,1,70,1,24,48,1,,2,24,1,,9,2,,,,,,,,,1,,ESPERANDO EDAD DE JUBILACION,2,,2,79,75,17,1,2,1720,5,5,813.976.425.442.574
803513,1,1,1,70,1,20,48,1,,2,20,4,,6,2,,,,,,,,,,1,,2,,2,2,2,45,1,2,4530,5,5,787.258.011.662.964
803528,1,2,1,70,1,3,48,1,,2,3,4,,5,2,,,,,,,,,,1,,1,97000,2,79,79,18,1,1,1810,5,5,764.670.559.957.356
803534,1,1,1,70,1,52,48,4,,2,50,1,,3,1,,,1,,,,,,,,,2,,2,59,37,22,1,2,2220,5,5,754.736.801.662.372
803539,1,1,1,70,1,40,48,1,,2,40,1,,9,2,,,,,,,,,1,,ESPERANDO EDAD DE JUBILACION,2,,2,37,79,17,1,2,1720,5,5,146.216.442.220.192
803539,1,3,1,70,1,20,24,1,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,32,45,52,1,2,5233,5,5,146.216.442.220.192
803550,1,1,1,70,1,44,48,1,,2,48,1,,9,2,,,,,,,,,,1,,2,,2,85,2,62,1,2,6211,5,5,883.957.855.050.243
803583,1,1,1,70,1,24,40,1,,2,30,1,,6,5,,,,,,,,,1,,ES  PENSIONADO,2,,2,33,33,52,1,2,5249,5,5,789.545.387.536.914
803592,1,1,1,70,1,9,60,4,,2,9,4,,4,3,,,,,,,,,,1,,2,,2,79,79,18,1,1,1810,5,5,63.666.974.358.763
803593,1,3,1,70,1,24,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,95,,,1,2,,5,5,728.277.479.206.087
803596,1,7,1,70,1,24,24,1,,2,24,1,,6,4,,,,,,,,,,1,,2,,2,3,3,52,1,2,5249,5,5,861.382.686.089.212
803597,1,1,1,70,1,8,50,1,,2,8,1,,4,2,,,,,,,,,,1,,1,50000,2,79,79,18,1,1,1810,5,5,878.155.058.829.261
803597,1,4,1,70,1,24,50,1,,2,24,1,,5,1,,,,,,,,,,1,,2,,2,95,95,71,1,2,7129,5,5,878.155.058.829.261
803597,1,5,1,70,1,24,60,1,,2,24,1,,3,4,,,,,,,,,,1,,2,,2,45,45,52,1,2,5234,5,5,878.155.058.829.261
803600,1,2,1,70,1,14,24,1,,2,28,1,,5,2,,,,,,,,,,1,,2,,2,33,33,52,1,2,5234,5,5,585.257.724.607.139
803600,1,3,1,70,1,20,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,34,,,1,2,,5,5,585.257.724.607.139
803605,1,5,1,70,1,8,50,1,,2,8,1,,9,3,,,1,,,,,,,,,2,,2,3,3,45,1,1,4530,5,5,73.401.012.009.191
803625,1,1,1,70,1,20,48,1,,2,20,4,,9,1,,,,,,,,,,1,,2,,2,98,98,60,1,2,6021,5,5,869.472.858.184.145
803636,1,1,1,70,1,20,48,1,,2,20,1,,9,1,,,,,1,,,,,,,2,,2,42,42,70,1,2,7010,5,5,833.079.777.432.875
803636,1,2,1,70,1,250,48,1,,2,99,1,,2,1,,,,,,,,,,1,,2,,2,59,40,52,1,2,5219,5,5,833.079.777.432.875
803642,1,2,1,70,1,4,48,4,,2,4,4,,3,2,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,5,5,747.292.756.948.314
803645,1,2,1,70,1,24,48,3,,2,24,1,,6,1,,,,,,,,,,1,,2,,2,54,79,18,1,2,1810,5,5,622.184.746.721.532
803656,1,3,1,70,1,1,50,4,,2,1,4,,6,4,,,,,,,,,,1,,1,380000,2,39,39,74,1,1,7413,5,5,713.792.482.339.988
803659,1,1,1,70,1,2,60,1,,2,4,1,,3,1,,,,,,,,,,1,,1,300000,2,79,79,18,1,1,1810,5,5,100.501.026.880.564
803661,1,2,1,70,1,32,48,2,,2,48,4,,7,4,,,,,,,,,,1,,2,,2,7,13,80,1,2,8060,5,5,670.258.092.444.028
803678,1,3,1,70,1,40,48,1,,2,40,1,,5,1,,,,,,,,,,1,,2,,2,94,94,36,1,2,3699,5,5,833.079.777.432.875
803679,1,3,1,70,1,6,48,1,,2,6,1,,4,4,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,5,5,593.096.518.988.235
803686,1,2,1,70,1,4,48,1,,2,4,1,,3,1,,,,,,,,,,1,,1,200000,2,0,97,18,1,1,1810,5,5,819.168.890.204.046
803686,1,3,1,70,1,24,48,1,,2,24,1,,2,1,,,,,,,,,,1,,2,,2,45,79,36,1,2,3614,5,5,819.168.890.204.046
803689,2,2,2,70,1,4,48,3,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,54,41,52,1,1,5211,5,5,759.490.377.940.462
803692,1,3,1,70,1,4,54,1,,2,16,1,,4,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,5,5,833.079.777.432.875
803699,1,2,1,70,1,8,48,1,,2,142,1,,2,2,,,,,,,,,,1,,1,25000,2,53,45,52,1,1,5234,5,5,920.350.935.801.512
803707,1,2,1,70,1,130,35,1,,2,140,1,,9,2,,,,,,,,,,1,,2,,2,45,45,15,1,2,1594,5,5,741.004.054.670.102
803708,1,2,1,70,1,16,40,1,,2,24,4,,1,2,,,,,,,,,,1,,2,,2,55,54,74,1,2,7493,5,5,981.710.732.691.399
803710,1,2,1,70,1,48,48,1,,2,4,1,,3,1,,,,,,,,,,1,,2,,2,58,58,70,1,2,7020,5,5,803.024.767.836.422
803712,1,2,1,70,1,2,48,1,,2,28,4,,2,1,,,,,,,,,,1,,2,,2,55,53,15,1,1,1551,5,5,725.990.103.332.136
803725,1,1,1,70,1,10,48,4,,2,350,4,,1,2,,,,,,,,,,1,,2,,2,58,98,60,1,1,6031,5,5,701.470.991.178.403
803730,1,4,1,70,1,4,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,,,1,1,,5,5,713.792.482.339.988
803731,1,4,1,70,1,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,5,5,692.222.929.945.549
803737,1,2,1,70,1,4,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,100000,2,87,87,28,1,1,2892,5,5,632.130.787.761.093
803737,1,3,1,70,1,3,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,5,5,632.130.787.761.093
803738,1,1,1,70,1,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,1,,5,5,64.538.326.486.447
803743,1,1,1,70,1,30,48,4,,2,30,4,,5,6,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,8,8,515.307.629.090.438
803743,1,3,1,70,1,24,48,1,,2,30,1,,4,8,,,,,,,,,,1,,2,,2,77,77,15,1,2,1551,8,8,515.307.629.090.438
803762,1,5,1,70,1,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,39,,,1,2,,8,8,661.879.563.189.928
803763,1,5,1,70,1,8,48,4,,2,8,1,,9,6,,,,,,,,,,1,,2,,2,98,98,60,1,1,6022,8,8,569.183.058.512.141
803767,1,6,1,70,1,32,48,4,,2,32,2,,9,6,,,,,,,,,,1,,2,,2,6,6,75,1,2,7512,8,8,36.077.383.612.073
803769,1,4,1,70,1,24,60,1,,2,104,1,,4,1,,,,,,,,,,1,,2,,2,95,37,93,1,2,9301,8,8,582.166.747.855.218
803772,1,2,1,70,1,4,48,1,,2,4,1,,9,3,,,,,1,,,,,,,1,750000,2,39,39,52,1,1,5211,8,8,325.740.467.649.786
803774,1,2,1,70,1,5,48,1,,2,5,1,,6,1,,,,,,,,,,1,,1,250000,2,79,79,18,1,1,1810,8,8,567.277.111.466.711
803774,1,3,1,70,1,40,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,85,,,1,2,,8,8,567.277.111.466.711
803779,1,2,1,70,1,32,48,1,,2,32,1,,2,7,,,,,,,,,,1,,2,,2,32,38,64,1,2,6422,8,8,388.844.421.261.117
803781,1,2,1,70,1,250,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,2,,8,8,393.409.041.455.633
803785,1,1,1,70,1,3,72,4,,2,3,4,,1,1,,,,,,,,,,1,,2,,2,98,98,60,1,1,6022,8,8,413.204.075.929.107
803789,1,4,1,70,1,24,48,1,,2,24,1,,7,6,,,,,,,,,,1,,2,,2,59,59,85,1,2,8511,8,8,392.456.067.932.918
803795,1,2,1,70,1,16,48,1,,2,16,1,,9,4,,,,,,,,,,1,,2,,2,39,39,52,1,2,5261,8,8,33.840.254.490.975
803796,1,5,1,70,1,12,48,1,,2,12,1,,9,6,,,,,,,,,,1,,2,,2,17,17,92,1,1,9214,8,8,437.996.638.523.672
803802,1,2,1,70,1,8,48,1,,2,8,1,,9,2,,,,,,,,,,1,,2,,2,45,45,15,1,1,1511,8,8,504.882.843.382.208
803804,1,4,1,70,1,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,8,8,45.624.866.038.479
803808,1,2,1,70,1,24,60,1,,2,24,1,,6,4,,,,,,,,,,1,,2,,2,54,54,55,1,2,5511,8,8,434.384.991.851.871
803816,1,1,1,70,1,12,48,4,,2,12,4,,1,6,,,,,,,,,,1,,2,,2,93,93,50,1,1,5020,8,8,380.568.870.594.204
803816,1,5,1,70,1,12,48,1,,2,12,1,,9,6,,,,,,,,,,1,,2,,2,45,45,15,1,1,1511,8,8,380.568.870.594.204
803822,1,1,1,70,1,12,48,1,,2,12,1,,9,6,,,,,,,,,,1,,2,,2,39,39,60,1,1,6042,8,8,44.244.962.977.026
803823,1,3,1,70,1,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,39,39,27,1,2,2710,8,8,368.779.165.875.082
803831,1,2,1,70,1,20,48,1,,2,24,1,,9,4,,,,,,,,,,1,,2,,2,45,45,24,1,2,2423,8,8,358.867.889.075.299
803841,1,3,1,70,1,156,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,2,,8,8,649.466.414.024.688
803872,1,2,1,70,1,12,48,1,,2,16,1,,9,4,,,,,,,,,,1,,2,,2,3,3,45,1,1,4542,8,8,528.428.672.601.502
803872,1,4,1,70,1,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,85,,,1,2,,8,8,528.428.672.601.502
803875,1,3,1,70,1,6,60,4,,2,7,4,,1,1,,,,,,,,,,1,,2,,2,98,98,60,1,1,6031,8,8,248.829.996.169.842
803875,1,5,1,70,1,50,48,1,,2,54,1,,9,1,,,,,,,,,,1,,2,,2,32,59,85,1,2,8511,8,8,248.829.996.169.842
803879,1,2,1,70,1,3,48,3,,2,4,3,,1,1,,,,,,,,,,1,,1,180000,2,54,54,95,1,1,9500,8,8,519.634.847.519.453
803886,1,2,1,70,1,2,48,1,,2,2,1,,6,4,,,,,,,,,,1,,2,,2,2,2,45,1,1,4542,8,8,482.027.255.799.129
803890,1,3,1,70,1,32,72,1,,2,32,4,,1,4,,,,,,,,,,1,,2,,2,84,84,50,1,2,5020,8,8,368.779.165.875.082
803894,1,3,1,70,1,16,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,34,,,1,2,,8,8,8.595.240.409.696
803902,1,3,1,70,1,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,34,,,1,2,,8,8,603.084.929.166.455
803915,1,2,1,70,1,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,,,1,2,,8,8,513.513.741.300.243
803917,1,3,1,70,1,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,21,,,1,2,,8,8,325.458.234.126.454
803925,1,4,1,70,1,4,60,1,,2,4,1,,7,4,,,,,,,,,,1,,2,,2,58,58,52,1,1,5235,8,8,454.296.420.779.962
803925,1,5,1,70,1,8,60,1,,2,8,1,,7,4,,,,,,,,,,1,,2,,2,58,58,19,1,1,1921,8,8,454.296.420.779.962
803937,1,2,1,70,1,5,48,1,,2,5,1,,9,4,,,,,,,,,,1,,2,,2,21,59,85,1,1,8532,8,8,485.087.808.908.734
803941,1,4,1,70,1,20,48,3,,2,20,3,,1,4,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,8,8,482.309.919.629.769
803942,1,3,1,70,1,8,60,1,,2,2,1,,6,1,,,,,,,,,,1,,2,,2,80,81,36,1,1,3611,8,8,385.513.647.238.952
803942,1,4,1,70,1,4,48,3,,2,4,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,8,8,385.513.647.238.952
803956,1,2,1,70,1,24,72,1,,2,24,1,,7,4,,,,,,,,,,1,,2,,2,58,58,52,1,2,5249,8,8,560.967.812.997.303
803958,1,4,1,70,1,16,48,1,,2,16,1,,6,1,,,,,,,,,,1,,2,,2,32,32,52,1,2,5249,8,8,476.956.074.021.966
803961,1,3,1,70,1,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,8,8,646.405.860.915.083
803967,1,3,1,70,1,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,2,,,1,2,,8,8,60.447.693.699.613
803973,1,3,1,70,1,6,48,1,,2,7,1,,7,4,,,,,,,,1,,,,1,600000,2,39,39,52,1,1,5224,8,8,412.743.318.497.003
803977,1,2,1,70,1,52,50,1,,2,51,1,,4,8,,,,,,,,,,1,,2,,2,32,32,70,1,2,7020,8,8,303.659.759.987.957
803978,1,4,1,70,1,22,60,1,,2,24,1,,7,7,,,,,,,,,,1,,2,,2,62,95,36,1,2,3612,8,8,45.096.846.843.306
803990,1,3,1,70,1,52,48,1,,2,52,1,,3,1,,,,,,,,,,1,,2,,2,34,34,74,1,2,7499,8,8,557.117.336.879.512
803992,1,3,1,70,1,8,48,1,,2,8,1,,4,4,,,,,,,,,,1,,2,,2,2,33,65,1,1,6599,8,8,504.724.681.724.884
804000,1,5,1,70,1,20,48,1,,2,20,1,,4,4,,,,,,,,,,1,,2,,2,79,79,18,1,2,1810,8,8,363.595.626.591.138
804011,1,3,1,70,1,16,50,4,,2,17,4,,1,8,,,,,,,,,,1,,2,,2,54,54,74,1,2,7493,8,8,552.815.260.186.166
804022,1,2,1,70,1,12,25,1,,1,,,.,,,.,.,,,,,,,,,.,,,,34,,,1,1,,8,8,388.844.421.261.117
804024,1,2,1,70,1,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,8,8,536.861.544.973.934
804026,1,4,1,70,1,1,48,1,,2,1,4,,1,4,,,,,,,,,,1,,2,,2,3,3,72,1,1,7250,8,8,453.003.697.136.026
804028,1,4,1,70,1,4,48,1,,2,4,1,,9,1,,,,,,,,,,1,,2,,2,6,6,75,1,1,7523,8,8,443.953.696.855.171
804032,1,2,1,70,1,256,62,1,,2,364,1,,9,2,,,,,,,,,,1,,2,,2,21,21,15,1,2,1530,8,8,581.194.327.716.862
804032,1,3,1,70,1,8,50,1,,2,9,1,,9,4,,,,,,,,,,1,,2,,2,2,2,75,1,1,7512,8,8,581.194.327.716.862
804034,1,3,1,70,1,12,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,1,,8,8,561.156.005.247.501
804048,2,1,2,70,1,2,48,1,,2,2,1,,4,4,,,,,,,,,,1,,2,,2,33,33,55,1,1,5512,8,8,558.936.366.405.376
804048,2,2,2,70,1,8,48,1,,2,6,2,,9,4,,,,,,,,,,1,,2,,2,45,39,75,1,1,7512,8,8,558.936.366.405.376
804053,1,3,1,70,1,104,48,1,,2,2,1,,2,4,,,,,,,,,,1,,2,,2,45,34,74,1,2,7499,8,8,480.765.115.836.408
804055,1,3,1,70,1,12,70,4,,2,12,4,,2,7,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,8,8,457.076.101.239.931
804057,2,2,2,70,1,8,60,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,53,53,15,1,1,1512,8,8,621.009.785.818.539
804062,2,1,2,70,1,4,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,77,,,1,1,,8,8,748.390.197.946.535
804065,1,3,1,70,1,14,50,4,,2,14,4,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,8,8,472.425.731.648.769
804069,1,3,1,70,1,174,60,1,,2,176,1,,4,1,,,,,,,,,,1,,2,,2,92,92,74,1,2,7430,8,8,286.701.922.572.341
804069,1,4,1,70,1,100,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,8,8,286.701.922.572.341
804079,1,1,1,70,1,16,60,1,,2,16,4,,2,7,,,,,,,,,,1,,2,,2,45,45,52,1,2,5211,8,8,724.518.735.994.265
804079,1,2,1,70,1,15,72,3,,2,16,3,,1,8,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,8,8,724.518.735.994.265
804079,1,4,1,70,1,48,48,1,,2,20,1,,2,8,,,,,,,,,,1,,2,,2,37,37,15,1,2,1551,8,8,724.518.735.994.265
804085,1,3,1,70,1,28,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,8,8,643.345.307.805.478
804091,1,2,1,70,1,12,56,1,,2,12,1,,7,2,,,,,,,,,,1,,2,,2,16,45,26,1,1,2610,8,8,502.775.263.795.318
804106,1,4,1,70,1,12,56,1,,2,60,2,,9,1,,,,,,,,,,1,,2,,2,58,58,75,1,1,7524,8,8,47.632.004.215.121
804115,1,3,1,70,1,12,56,1,,2,36,1,,8,4,,,,,,,,,,1,,2,,2,98,45,50,1,1,5051,8,8,407.647.536.684.431
804171,1,2,1,70,1,8,48,1,,2,9,1,,4,1,,,,,,,,,,1,,2,,2,45,45,52,1,1,5243,11,11,251.811.697.760.558
804176,1,3,1,70,1,4,48,1,,2,5,1,,3,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,11,11,270.452.860.323.992
804189,2,6,2,70,1,8,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,11,11,220.546.412.618.492
804197,1,3,1,70,1,3,48,1,,2,12,1,,9,4,,,,,,,,,,1,,2,,2,2,2,65,1,1,6512,11,11,176.035.474.562.741
804203,1,3,1,70,1,3,48,1,,2,128,1,,9,8,,,,,,,,,,1,,2,,2,39,33,65,1,1,6512,11,11,156.823.427.406
804230,1,3,1,70,1,4,60,1,,2,2,1,,3,4,,,,,,,,,,1,,2,,2,58,58,70,1,1,7020,11,11,296.752.402.684.497
804239,1,4,1,70,1,20,48,1,,2,16,1,,4,7,,,,,,,,,,1,,2,,2,45,95,45,1,2,4521,11,11,201.184.621.373.914
804243,1,1,1,70,1,16,48,1,,2,16,1,,9,8,,,1,,,,,,,,,2,,2,98,98,64,1,2,6421,11,11,234.133.592.750.809
804246,1,2,1,70,1,1,24,1,,2,52,1,,2,8,,,,,,,,,,1,,2,,2,57,57,93,1,1,9302,11,11,213.331.332.838.549
804260,2,1,2,70,1,30,60,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,41,56,93,1,2,9301,11,11,234.357.017.008.142
804261,1,2,1,70,1,1,48,1,,2,72,3,,1,8,,,,,,,,,,1,,2,,2,45,54,95,1,1,9500,11,11,210.588.946.226.891
804270,1,3,1,70,1,12,56,1,,2,12,8,,2,9,TIENE CARNET DE VINCULADO,,,,,,,,,1,,2,,2,95,62,1,1,1,118,11,11,228.968.391.586.396
804274,1,2,1,70,1,24,50,1,,2,24,1,,9,9,TIENE CARNET DE VINCULADO,,,,,,,,,1,,2,,2,55,55,80,1,2,8043,11,11,212.057.831.633.125
804275,1,3,1,70,1,32,48,1,,2,32,1,,9,7,,,,,,,,,,1,,2,,2,90,90,24,1,2,2423,11,11,14.851.666.094.433
804278,1,2,1,70,1,3,48,4,,2,4,4,,1,2,,,,,,,,,,1,,1,30000,2,54,56,93,1,1,9301,11,11,161.557.170.580.824
804278,1,4,1,70,1,20,48,1,,2,12,1,,3,7,,,,,,,,,,1,,2,,2,58,58,74,1,2,7492,11,11,161.557.170.580.824
804279,2,3,2,70,1,50,50,1,,2,51,1,,9,4,,,,,,,,,,1,,2,,2,58,58,80,1,2,8050,11,11,111.239.623.564.647
804281,1,3,1,70,1,4,48,4,,2,4,4,,2,4,,,,,,,,,,1,,1,220000,2,79,79,18,1,1,1810,11,11,236.988.642.172.024
804284,1,1,1,70,1,8,48,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,33,33,65,1,1,6512,11,11,250.263.017.341.777
804288,1,1,1,70,1,4,48,2,,2,4,4,,9,1,,,,,,,,,,1,,1,6000000,2,2,2,75,1,1,7512,11,11,135.131.712.712.652
804289,2,2,2,70,1,28,48,1,,2,28,1,,9,2,,,,,,,,,,1,,2,,2,97,39,64,1,2,6412,11,11,392.589.578.538.693
804293,1,2,1,70,1,2,48,1,,2,2,1,,9,7,,,,,,,,,,1,,1,800000,2,32,39,65,1,1,6593,11,11,210.588.946.226.891
804296,1,1,1,70,1,24,48,1,,2,96,2,,9,1,,,,,,,,,1,,YA  ES  PENSIONADO,2,,2,98,58,75,1,2,7522,11,11,236.124.949.313.975
804296,1,2,1,70,1,12,48,1,,2,48,1,,8,2,,,,,,,,,,1,,2,,2,59,59,85,1,1,8511,11,11,236.124.949.313.975
804297,1,2,1,70,1,4,60,1,,2,4,1,,2,2,,,,,,,,,,1,,2,,2,59,59,85,1,1,8514,11,11,354.262.474.063.544
804300,1,3,1,70,1,24,50,1,,2,24,1,,7,1,,,,,,,,,,1,,2,,2,95,72,28,1,2,2899,11,11,151.148.474.494.063
804312,1,3,1,70,1,24,48,1,,2,24,1,,9,7,,,,,,,,,,1,,2,,2,45,45,15,1,2,1594,11,11,144.412.745.094.295
804322,1,1,1,70,1,4,48,4,,2,4,4,,1,1,,,,,,,,,,1,,1,98,2,75,75,17,1,1,1750,11,11,342.499.398.569.336
804322,1,6,1,70,1,4,48,1,,2,4,1,,2,1,,,,,,,,,,1,,1,98,2,0,95,45,1,1,4521,11,11,342.499.398.569.336
804324,1,1,1,70,1,12,48,1,,2,12,4,,4,6,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,11,11,249.740.546.184.846
804327,1,2,1,70,1,48,60,1,,2,48,1,,8,2,,,,,,,,,,1,,2,,2,55,55,80,1,2,8050,11,11,277.524.273.067.293
804337,1,2,1,70,1,26,40,4,,2,26,3,,1,1,,,,,,,,,,1,,2,,2,56,54,95,1,2,9500,11,11,208.451.752.163.419
804346,1,4,1,70,1,1,48,1,,2,1,1,,2,3,,,,,,,,,,1,,1,240000,2,45,45,52,1,1,5244,11,11,212.130.213.877.961
804350,1,3,1,70,1,52,48,1,,2,52,1,,5,1,,,,,,,,,,1,,2,,2,0,0,36,1,2,3694,11,11,166.714.586.561.661
804350,1,4,1,70,1,4,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,25000,2,3,85,72,1,1,7250,11,11,166.714.586.561.661
804351,1,2,1,70,1,4,48,1,,2,208,1,,9,2,,,,,,,,,,1,,2,,2,39,38,64,1,1,6421,11,11,228.137.323.115.977
804357,1,3,1,70,1,16,48,1,,2,16,1,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,11,11,232.137.101.553.415
804357,1,4,1,70,1,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,11,11,232.137.101.553.415
804383,1,2,1,70,1,4,50,1,,2,2,1,,2,2,,,,,,,,,,1,,1,300000,2,53,53,55,1,1,5522,11,11,218.900.917.200.751
804383,1,5,1,70,1,2,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,1,,11,11,218.900.917.200.751
804389,1,2,1,70,1,12,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,79,53,55,1,1,5529,11,11,830.635.416.301.389
804389,1,7,1,70,1,4,48,1,,2,28,1,,9,3,,,,,,,,,,1,,2,,2,58,58,60,1,1,6042,11,11,830.635.416.301.389
804396,1,2,1,70,1,20,48,1,,2,50,2,,9,1,,,,,1,,,,,,,2,,2,32,32,75,1,2,7512,11,11,853.136.096.923.964
