DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;AREA;FT;DPTO;fex_c_2011
808246;1;1;1;95;2;;;;;;;;1;2;;2;;;;1800000;;;1;2;2;;2;52;154.354.236.026.182;52;154.636.514.767.319
808246;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;;2;52;154.354.236.026.182;52;154.636.514.767.319
808247;1;1;1;95;2;;;;;;;;1;2;;1;;;90000;;;;2;2;2;;2;52;187.670.527.020.434;52;186.360.327.665.213
808247;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;187.670.527.020.434;52;186.360.327.665.213
808248;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;124.508.026.218.982;52;127.349.238.410.054
808248;1;2;1;95;2;;;;;;;;1;1;;2;;;;;720000;;2;2;2;;2;52;124.508.026.218.982;52;127.349.238.410.054
808248;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;124.508.026.218.982;52;127.349.238.410.054
808248;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;124.508.026.218.982;52;127.349.238.410.054
808248;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;124.508.026.218.982;52;127.349.238.410.054
808249;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;168.643.693.222.735;52;172.926.417.176.953
808249;1;2;1;95;2;;;;;;;;1;1;;2;;;;;100000;;2;2;2;;2;52;168.643.693.222.735;52;172.926.417.176.953
808249;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;168.643.693.222.735;52;172.926.417.176.953
808249;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;168.643.693.222.735;52;172.926.417.176.953
808249;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;168.643.693.222.735;52;172.926.417.176.953
808250;1;1;1;95;1;;2;1;;460000;;2;1;2;;2;;;;;;7200000;2;1;2;;2;52;121.857.036.024.884;52;118.428.886.529.048
808250;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;700000;1;52;121.857.036.024.884;52;118.428.886.529.048
808251;1;1;1;95;2;;;;;;;;1;1;;2;;;;;300000;200000;2;1;2;;2;52;171.313.269.376.255;52;171.495.203.146.738
808252;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;862.491.517.514.967;52;906.417.718.415.666
808252;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;862.491.517.514.967;52;906.417.718.415.666
808252;1;3;1;95;2;;;;;;;;1;1;;2;;;;;312000;;2;2;2;;2;52;862.491.517.514.967;52;906.417.718.415.666
808253;1;1;1;95;2;;;;;;;;1;1;;2;;;;;450000;;2;2;2;;2;52;162.807.166.964.731;52;162.987.805.696.614
808253;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;162.807.166.964.731;52;162.987.805.696.614
808253;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;162.807.166.964.731;52;162.987.805.696.614
808253;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;162.807.166.964.731;52;162.987.805.696.614
808254;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;932.343.150.314.237;52;92.823.748.359.711
808256;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;14.392.486.952.676;52;141.217.475.912.498
808256;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;14.392.486.952.676;52;141.217.475.912.498
808257;1;1;1;95;1;;1;2;;;150000;2;1;2;;2;;;;;;3600000;2;1;2;;2;52;788.372.191.227.601;52;805.709.104.567.783
808257;1;2;1;95;2;;;;;;;;1;1;;2;;;;;245000;;2;2;2;;2;52;788.372.191.227.601;52;805.709.104.567.783
808257;1;3;1;95;2;;;;;;;;1;1;;2;;;;;200000;;2;2;2;;2;52;788.372.191.227.601;52;805.709.104.567.783
808258;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;163.137.025.557.057;52;159.866.949.276.091
808258;1;2;1;95;2;;;;;;;;1;1;;2;;;;;450000;;2;2;2;;2;52;163.137.025.557.057;52;159.866.949.276.091
808259;1;1;1;95;1;;1;2;;;200000;2;1;2;;2;;;;;;;2;2;2;390000;1;52;187.280.517.510.355;52;185.926.000.651.029
808259;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;187.280.517.510.355;52;185.926.000.651.029
808260;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;;2;52;932.343.150.314.237;52;92.823.748.359.711
808261;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;105.499.778.380.704;52;103.563.762.010.573
808264;1;1;1;95;1;;2;1;;1500000;;2;2;;;;;;;;;;;;;;;52;292.298.180.744.098;52;284.497.885.853.719
808264;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;292.298.180.744.098;52;284.497.885.853.719
808264;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;98;2;1;2;;2;52;292.298.180.744.098;52;284.497.885.853.719
808266;1;1;1;95;1;;1;1;;4100000;740000;2;2;;;;;;;;;;;;;;;52;390.475.353.476.777;52;395.152.559.520.966
808266;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;390.475.353.476.777;52;395.152.559.520.966
808267;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;105.499.778.380.704;52;103.563.762.010.573
808268;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;141.700.648.681.472;52;140.186.008.898.136
808269;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;810.614.399.680.486;52;816.023.774.711.398
808269;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;810.614.399.680.486;52;816.023.774.711.398
808269;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;810.614.399.680.486;52;816.023.774.711.398
808269;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;810.614.399.680.486;52;816.023.774.711.398
808270;1;1;1;95;1;;1;2;;;300000;2;2;;;;;;;;;;;;;;;52;146.779.767.912.878;52;145.001.824.757.616
808271;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.670.691.907.009;52;112.504.688.737.666
808271;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.670.691.907.009;52;112.504.688.737.666
808272;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;932.343.150.314.237;52;92.823.748.359.711
808273;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;145.760.100.138.931;52;153.471.595.344.778
808273;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;145.760.100.138.931;52;153.471.595.344.778
808273;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;145.760.100.138.931;52;153.471.595.344.778
808273;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;145.760.100.138.931;52;153.471.595.344.778
808273;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;145.760.100.138.931;52;153.471.595.344.778
808273;1;6;1;95;2;;;;;;;;1;2;;2;;;;;;98;2;1;2;;2;52;145.760.100.138.931;52;153.471.595.344.778
808274;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;125.948.830.319.783;52;122.553.997.396.661
808274;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;98;2;1;2;;2;52;125.948.830.319.783;52;122.553.997.396.661
808274;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;125.948.830.319.783;52;122.553.997.396.661
808276;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;15.615.186.227.713;52;157.684.972.757.947
808276;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;15.615.186.227.713;52;157.684.972.757.947
808276;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;15.615.186.227.713;52;157.684.972.757.947
808276;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;15.615.186.227.713;52;157.684.972.757.947
808277;1;1;1;95;1;;2;1;;1000000;;2;2;;;;;;;;;;;;;;;52;147.850.447.143.088;52;144.396.339.446.673
808277;1;2;1;95;1;;1;2;;;180000;2;2;;;;;;;;;;;;;;;52;147.850.447.143.088;52;144.396.339.446.673
808277;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;147.850.447.143.088;52;144.396.339.446.673
808277;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;147.850.447.143.088;52;144.396.339.446.673
808278;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;14.392.486.952.676;52;141.217.475.912.498
808278;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;14.392.486.952.676;52;141.217.475.912.498
808279;1;1;1;95;1;;1;2;;;500000;2;2;;;;;;;;;;;;;;;52;894.839.009.092.427;52;875.125.701.102.789
808279;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;894.839.009.092.427;52;875.125.701.102.789
808279;1;3;1;95;2;;;;;;;;1;2;;2;;;;;;98;2;1;2;;2;52;894.839.009.092.427;52;875.125.701.102.789
808279;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;894.839.009.092.427;52;875.125.701.102.789
808279;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;894.839.009.092.427;52;875.125.701.102.789
808280;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.871.872.744.957;52;116.246.910.010.904
808280;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.871.872.744.957;52;116.246.910.010.904
808280;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.871.872.744.957;52;116.246.910.010.904
808280;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.871.872.744.957;52;116.246.910.010.904
808281;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;307.122.046.001.571;52;304.639.608.623.295
808281;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;307.122.046.001.571;52;304.639.608.623.295
808281;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;307.122.046.001.571;52;304.639.608.623.295
808282;1;1;1;95;1;;1;2;;;600000;2;2;;;;;;;;;;;;;;;52;229.341.383.814.018;52;225.009.377.475.332
808282;1;2;1;95;1;;1;1;;2000000;500000;2;2;;;;;;;;;;;;;;;52;229.341.383.814.018;52;225.009.377.475.332
808283;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;705.056.574.584.768;52;704.929.974.635.594
808283;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;705.056.574.584.768;52;704.929.974.635.594
808283;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;705.056.574.584.768;52;704.929.974.635.594
808283;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;705.056.574.584.768;52;704.929.974.635.594
808283;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;705.056.574.584.768;52;704.929.974.635.594
808285;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;344.012.075.721.028;52;337.514.066.212.998
808285;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;344.012.075.721.028;52;337.514.066.212.998
808286;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;491.305.446.550.045;52;488.923.794.844.758
808287;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;377.846.490.959.349;52;367.661.992.189.984
808287;1;2;1;95;1;;2;1;;2000000;;2;2;;;;;;;;;;;;;;;52;377.846.490.959.349;52;367.661.992.189.984
808287;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;377.846.490.959.349;52;367.661.992.189.984
808288;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;496.808.080.555.673;52;490.715.214.845.291
808288;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;496.808.080.555.673;52;490.715.214.845.291
808289;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;161.852.279.396.377;52;158.260.560.032.332
808289;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;161.852.279.396.377;52;158.260.560.032.332
808289;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;161.852.279.396.377;52;158.260.560.032.332
808289;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;161.852.279.396.377;52;158.260.560.032.332
808289;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;161.852.279.396.377;52;158.260.560.032.332
808289;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;161.852.279.396.377;52;158.260.560.032.332
808290;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;98;2;1;2;;2;52;146.449.909.320.552;52;148.122.681.178.139
808290;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;146.449.909.320.552;52;148.122.681.178.139
808290;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;146.449.909.320.552;52;148.122.681.178.139
808291;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;136.813.755.846.527;52;137.020.352.778.989
808291;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;136.813.755.846.527;52;137.020.352.778.989
808292;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;147.147.165.429.396;52;149.690.293.364.292
808292;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;147.147.165.429.396;52;149.690.293.364.292
808293;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.912.139.023.221;52;115.178.010.728.977
808294;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;209.084.291.902.459;52;21.029.540.963.566
808294;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;209.084.291.902.459;52;21.029.540.963.566
808294;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;209.084.291.902.459;52;21.029.540.963.566
808294;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;209.084.291.902.459;52;21.029.540.963.566
808295;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;105.235.719.270.932;52;105.144.581.611.754
808295;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;105.235.719.270.932;52;105.144.581.611.754
808295;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;105.235.719.270.932;52;105.144.581.611.754
808296;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;985.146.151.007.772;52;101.381.785.492.429
808296;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;985.146.151.007.772;52;101.381.785.492.429
808296;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;985.146.151.007.772;52;101.381.785.492.429
808297;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;98;2;1;2;;2;52;626.716.955.186.461;52;668.522.785.253.003
808297;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;200000;2;1;2;;2;52;626.716.955.186.461;52;668.522.785.253.003
808297;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;626.716.955.186.461;52;668.522.785.253.003
808297;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;626.716.955.186.461;52;668.522.785.253.003
808299;1;1;1;95;1;;1;2;;;300000;2;2;;;;;;;;;;;;;;;52;114.670.691.907.009;52;112.504.688.737.666
808299;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;114.670.691.907.009;52;112.504.688.737.666
808301;1;1;1;95;1;;1;2;;;1000000;2;2;;;;;;;;;;;;;;;52;307.122.046.001.571;52;304.639.608.623.295
808301;1;2;1;95;2;;;;;;;;1;2;;1;;;12000000;7200000;;;1;2;2;;2;52;307.122.046.001.571;52;304.639.608.623.295
808301;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;307.122.046.001.571;52;304.639.608.623.295
808302;1;1;1;95;1;;1;2;;;550000;2;1;2;;1;;;98;;;;2;2;2;;2;52;293.151.719.441.717;52;300.275.655.587.006
808302;1;2;1;95;2;;;;;;;;1;2;;1;;;50000;;;;2;2;2;;2;52;293.151.719.441.717;52;300.275.655.587.006
808302;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;293.151.719.441.717;52;300.275.655.587.006
808302;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;293.151.719.441.717;52;300.275.655.587.006
808302;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;293.151.719.441.717;52;300.275.655.587.006
808305;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;495.638.052.025.436;52;489.412.233.802.739
808305;1;2;1;95;2;;;;;;;;1;2;;2;;;;;;12000000;2;1;2;;2;52;495.638.052.025.436;52;489.412.233.802.739
808306;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;10.872.207.428.334;52;112.036.579.462.367
808307;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;5000000;2;1;2;;2;52;134.979.544.511.317;52;136.423.212.778.811
808308;1;1;1;95;1;;2;1;;1100000;;2;2;;;;;;;;;;;;;;;52;948.270.792.504.211;52;907.475.663.685.778
808308;1;2;1;95;1;;2;1;;700000;;2;2;;;;;;;;;;;;;;;52;948.270.792.504.211;52;907.475.663.685.778
808308;1;3;1;95;2;;;;;;;;1;2;;1;;;5000000;;;;2;2;2;;2;52;948.270.792.504.211;52;907.475.663.685.778
808309;1;1;1;95;1;;1;2;;;300000;2;2;;;;;;;;;;;;;;;52;160.401.649.920.984;52;162.838.200.125.647
808309;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;160.401.649.920.984;52;162.838.200.125.647
808309;1;3;1;95;2;;;;;;;;1;1;;2;;;;;461500;;2;2;2;;2;52;160.401.649.920.984;52;162.838.200.125.647
808309;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;160.401.649.920.984;52;162.838.200.125.647
808309;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;160.401.649.920.984;52;162.838.200.125.647
808309;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;160.401.649.920.984;52;162.838.200.125.647
808310;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;1500000;2;1;2;;2;52;134.979.544.511.317;52;136.423.212.778.811
808311;1;1;1;95;1;;2;1;;400000;;2;2;;;;;;;;;;;;;;;52;948.270.792.504.211;52;907.475.663.685.778
808311;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;948.270.792.504.211;52;907.475.663.685.778
808311;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;948.270.792.504.211;52;907.475.663.685.778
808312;1;1;1;95;2;;;;;;;;1;2;;1;;;98;;;;2;2;2;98;1;52;109.591.572.675.603;52;107.688.872.878.186
808312;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;109.591.572.675.603;52;107.688.872.878.186
808313;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;10000000;2;1;2;;2;52;134.979.544.511.317;52;136.423.212.778.811
808314;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;189.608.934.513.721;52;190.003.415.922.139
808314;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;189.608.934.513.721;52;190.003.415.922.139
808314;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;189.608.934.513.721;52;190.003.415.922.139
808314;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;189.608.934.513.721;52;190.003.415.922.139
808315;1;1;1;95;1;;1;2;;;1200000;2;2;;;;;;;;;;;;;;;52;229.341.383.814.018;52;225.009.377.475.332
808315;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;229.341.383.814.018;52;225.009.377.475.332
808316;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;297.962.753.529.211;52;300.574.866.728.939
808316;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;297.962.753.529.211;52;300.574.866.728.939
808316;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;297.962.753.529.211;52;300.574.866.728.939
808317;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;110.556.285.618.549;52;112.633.719.462.545
808317;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;110.556.285.618.549;52;112.633.719.462.545
808319;1;1;1;95;1;;2;1;;560000;;2;2;;;;;;;;;;;;;;;52;116.020.432.653.666;52;117.439.837.711.413
808319;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;116.020.432.653.666;52;117.439.837.711.413
808319;1;4;1;95;2;;;;;;;;1;2;;2;;;;;;800000;2;1;2;;2;52;116.020.432.653.666;52;117.439.837.711.413
808319;1;6;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;;2;52;116.020.432.653.666;52;117.439.837.711.413
808320;1;1;1;95;2;;;;;;;;1;2;;2;;;;6000000;;;1;2;2;380000;1;52;157.979.318.916.647;52;164.168.434.400.587
808320;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;157.979.318.916.647;52;164.168.434.400.587
808321;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;165.602.693.518.558;52;163.571.738.281.764
808321;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;165.602.693.518.558;52;163.571.738.281.764
808322;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;985.146.151.007.772;52;101.381.785.492.429
808322;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;985.146.151.007.772;52;101.381.785.492.429
808322;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;985.146.151.007.772;52;101.381.785.492.429
808323;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;169.214.998.931.273;52;172.478.882.747.741
808323;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;169.214.998.931.273;52;172.478.882.747.741
808324;1;1;1;95;1;;1;2;;;80000;2;2;;;;;;;;;;;;;;;52;78.447.209.612.681;52;801.365.834.425.945
808324;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;78.447.209.612.681;52;801.365.834.425.945
808324;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;78.447.209.612.681;52;801.365.834.425.945
808325;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.534.860.016.681;52;140.783.148.898.314
808325;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.534.860.016.681;52;140.783.148.898.314
808326;1;1;1;95;2;;;;;;;;1;2;;1;;;47000;;;1800000;2;1;2;800000;1;52;88.878.461.626.752;52;902.794.570.932.788
808326;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;88.878.461.626.752;52;902.794.570.932.788
808327;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;;2;52;884.733.725.967.852;52;916.732.388.559.281
808327;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;884.733.725.967.852;52;916.732.388.559.281
808327;1;4;1;95;2;;;;;;;;1;2;;2;;;;;;2000000;2;1;2;;2;52;884.733.725.967.852;52;916.732.388.559.281
808327;1;5;1;95;2;;;;;;;;1;2;;2;;;;;;2000000;2;1;2;;2;52;884.733.725.967.852;52;916.732.388.559.281
808328;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.568.993.590.634;52;138.463.796.344.526
808328;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.568.993.590.634;52;138.463.796.344.526
808328;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.568.993.590.634;52;138.463.796.344.526
808328;1;4;1;95;2;;;;;;;;1;2;;2;;;;1000000;;;1;2;2;;2;52;143.568.993.590.634;52;138.463.796.344.526
808328;1;5;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;;2;52;143.568.993.590.634;52;138.463.796.344.526
808328;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.568.993.590.634;52;138.463.796.344.526
808328;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.568.993.590.634;52;138.463.796.344.526
808328;1;9;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;143.568.993.590.634;52;138.463.796.344.526
808329;1;1;1;95;2;;;;;;;;1;1;;2;;;;;600000;;2;2;2;;2;52;164.328.106.096.328;52;169.313.226.628.594
808329;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;164.328.106.096.328;52;169.313.226.628.594
808329;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;164.328.106.096.328;52;169.313.226.628.594
808330;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;150.501.437.337.187;52;153.316.691.327.679
808330;1;2;1;95;2;;;;;;;;1;1;;2;;;;;800000;600000;2;1;2;;2;52;150.501.437.337.187;52;153.316.691.327.679
808330;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;150.501.437.337.187;52;153.316.691.327.679
808330;1;4;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;150.501.437.337.187;52;153.316.691.327.679
808330;1;5;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;150.501.437.337.187;52;153.316.691.327.679
808330;1;6;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;150.501.437.337.187;52;153.316.691.327.679
808330;1;7;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;150.501.437.337.187;52;153.316.691.327.679
808331;1;1;1;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;;2;52;165.728.643.918.864;52;165.586.884.897.128
808331;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;165.728.643.918.864;52;165.586.884.897.128
808331;2;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;165.728.643.918.864;52;165.586.884.897.128
808331;2;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;165.728.643.918.864;52;165.586.884.897.128
808332;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;111.815.793.520.892;52;108.720.339.892.548
808332;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;111.815.793.520.892;52;108.720.339.892.548
808332;1;3;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;111.815.793.520.892;52;108.720.339.892.548
808333;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;121.857.036.024.884;52;118.428.886.529.048
808333;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;121.857.036.024.884;52;118.428.886.529.048
808334;1;1;1;95;1;;2;1;;600000;;2;2;;;;;;;;;;;;;;;52;121.857.036.024.884;52;118.428.886.529.048
808334;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;121.857.036.024.884;52;118.428.886.529.048
808335;1;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;138.214.293.669.063;52;133.294.011.047.523
808335;1;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;;;52;138.214.293.669.063;52;133.294.011.047.523
