DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;CLASE;P5070;DPTO;ORDEN;fex_c_2011
817580;1;5;3;2;1;2;1;5;4;;;;100000;;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;2;2;2;1;4;;1;1;2;1;63;1;144.925.042.546.052
817581;1;4;2;2;1;4;1;5;4;;;;150000;;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1;1;4;1;2;2;2;1;4;;1;1;2;1;63;1;143.384.964.027.964
817583;1;4;3;2;1;4;3;;4;;;;120000;;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1;1;4;1;2;2;2;1;4;;1;1;2;6;63;1;141.643.039.300.502
817584;1;4;4;2;1;1;3;5;4;;;;150000;;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;1;1;4;3;1;1;2;1;63;1;149.224.400.081.231
817585;1;4;1;2;1;1;2;4;4;;;;100000;;2;2;2;1;1;2;1;1;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1;1;4;1;2;2;1;1;2;1;1;1;2;1;63;1;16.149.571.336.311
817587;1;3;3;2;1;1;2;4;4;;;;60000;;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;7;2;1;2;2;1;1;2;1;1;1;2;1;63;1;131.027.806.684.641
817588;1;3;2;2;1;1;2;4;4;;;;120000;;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;7;2;1;2;2;1;1;2;1;1;1;2;1;63;1;13.761.465.868.511
817590;1;4;1;2;1;3;2;5;1;;;80000000;70000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;1;1;2;1;1;1;2;1;63;1;144.765.049.881.835
823418;1;2;1;1;1;4;1;4;1;;;1000000;120000;;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;3;1;2;1;2;1;1;;1;1;2;1;25;1;183.024.296.177.503
823419;1;2;2;3;1;4;6;4;3;;;;;60000;2;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;2;1;2;2;2;2;1;;;1;2;1;25;1;305.936.350.595.426
823420;1;3;2;2;1;4;2;4;3;;;;;100000;2;2;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;2;1;2;;1;1;2;1;25;1;268.231.804.582.108
823421;1;5;3;2;1;4;1;4;1;;;98;200000;;1;2;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;2;;1;1;2;1;25;1;920.287.004.207.496
823425;1;1;1;6;;4;10;5;1;;;6000000;100000;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;;;1;2;2;25;1;227.374.769.451.567
823426;1;4;1;2;1;4;1;4;1;;;98;98;;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2;1;2;2;2;1;2;;2;1;2;1;25;1;147.601.210.512.418
823427;1;3;1;3;1;4;10;4;4;;;;100000;;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;;;1;2;1;25;1;206.607.944.767.802
823428;1;2;1;2;1;4;2;5;6;POR CUIDAR;;;120000;;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;;;1;2;1;25;1;134.732.784.686.248
823465;1;3;3;2;1;4;2;5;5;;;;200000;;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;2;2;2;2;;;1;2;1;25;1;920.287.004.207.496
823466;1;4;3;2;1;4;6;5;5;;;;150000;;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;1;2;1;1;1;2;1;2;2;2;2;2;;;1;2;1;25;1;175.674.900.093.084
823467;1;1;1;2;1;4;2;4;5;;;;100000;;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;;;1;2;1;25;1;937.906.692.794.124
823468;1;4;3;3;1;4;2;4;4;;;;160000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;4;1;2;2;2;2;2;;;1;2;1;25;1;353.903.194.183.061
823469;1;3;2;2;2;4;2;4;4;;;;100000;;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;1;;;1;2;1;25;1;114.219.186.844.683
823470;1;6;2;2;1;4;2;5;4;;;;400000;;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;1;1;3;1;2;2;2;2;2;;;1;2;1;25;1;186.347.573.768.436
