Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
3053981;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;2;1;2;2;2;2;1;1;2;2;2;1;2;1;1;1;2;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;10;17;157,049839706002
3053982;1;5;1;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;3;2;1;01;17;10;17;162,566031854202
3053983;1;4;1;1;1;1;1;1;4;4; ; ; ;300000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2; ;2;1;2;1;4;1;2;1;1;1;3;2;1;01;17;10;17;144,675222602748
3053984;1;3;2;1;1;1;1;1;3;2; ;320000;90000000;380000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;1;1;1;1;3;2;1;01;17;10;17;190,747699736517
3053985;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;10;17;134,582579708123
3053986;1;2;1;1;1;1;1;1;4;4; ; ; ;200000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;2;1;4;1;2;1;1;1;3;2;1;01;17;10;17;162,566031854202
3053987;1;4;1;1;1;1;1;1;3;3; ; ; ; ;375000;2;1;1;1;2;1;2;2;1;1;2;2;2;2;1;2;1;1;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;3;2;1;01;17;10;17;175,64794596182
3053988;1;3;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;2;1;4;1;1;1;1;1;3;2;1;01;17;10;17;185,231507588316
3053989;1;5;1;1;1;1;1;1;3;1; ; ;150000000;900000; ;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;1;1;1;1;4;2;1;01;17;10;17;144,675222602748
3053990;1;2;1;1;1;1;1;1;4;1; ; ;70000000;400000; ;2;2;1;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;2;2;2; ;3;1;1;1;4;1;2;1;1;1;4;2;1;01;17;10;17;199,633580090721
3053991;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;2;1;2;1;4;1;1;1;1;1;4;2;1;01;17;10;17;157,049839706002
3053992;1;5;3;1;1;1;1;1;3;1; ; ;250000000;1000000; ;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;4;2;2; ;4;1;1;1;4;1;1;1;1;1;4;2;1;01;17;10;17;104,858540126219
3053993;1;1;1;1;1;1;1;6; ;3; ; ; ; ;270000;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2; ;1;1;2;1;4;1;2;1;1;1;5;2;1;01;17;10;17;149,345398876822
3053994;1;1;1;1;2;1;1;1;3;3; ; ; ; ;210000;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2; ;1;1;3;1;4;1;1;1;1;1;5;2;1;01;17;10;17;148,29493083589
3053995;1;3;2;1;1;1;1;1;3;1; ; ;65000000;400000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;17;10;17;145,216609375551
3053997;1;4;2;1;1;1;1;1;3;2; ;900000;350000000;1300000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;3;2;2; ;3;1;2;1;4;1;1;1;1;1;4;2;1;01;17;10;17;172,856890485063
3053998;1;3;1;1;1;1;1;1;4;1; ; ;150000000;700000; ;1;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;4;2;2;01;17;10;17;129,575468828051
