Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3058393;1;3;1;70;2;2;45;8; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;62;95;45;1;1;4521;10;63;1665,50798798541
3059371;1;1;1;70;2;36;48;1; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5521;10;63;1919,53378861366
3059372;1;2;1;70;2;12;48;4; ;2;32;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5529;10;63;1466,70392135692
3059374;1;3;1;70;2;100;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;63;1538,78750699224
3059377;1;2;1;70;2;1;48;4; ;2;32;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;38;64;1;1;6421;10;63;1689,27731981534
3064221;1;4;1;70;2;1;40;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;1;5521;10;63;1657,52959370419
3064234;1;3;1;70;2;12;50;4; ;2;12;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;1;0121;10;63;1901,32766219817
3064235;1;1;1;70;2;8;60;1; ;2;8;1; ;9;3; ; ; ;1; ; ; ; ; ; ; ;2; ;2;61;98;60;1;1;6021;10;63;1230,95155591266
3065954;1;2;1;70;2;20;48;1; ;2;35;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;52;1;2;5211;10;19;872,759971378443
3065962;1;3;1;70;2;20;48;1; ;2;25;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;61;01;1;2;0140;10;19;1172,56303037894
3065964;1;2;1;70;2;48;48;4; ;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;220000;2;61;61;01;1;2;0140;10;19;870,885464658073
3065972;1;3;1;70;2;10;52;1; ;2;12;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;95;45;1;1;4521;10;19;813,277666798268
3066012;1;1;1;70;2;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;61;61;01;1;1;0140;10;19;1302,69932071243
3066025;1;2;1;70;2;160;48;1; ;2;170;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;55;55;15;1;2;1551;10;19;996,23615757167
3066038;1;1;1;70;2;4;40;8; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;95;45;1;1;4521;10;19;978,956085821563
3066051;1;2;1;70;2;4;48;3; ;2;32;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;10;19;840,800254741368
3066054;1;1;1;70;2;4;40;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;59;59;01;1;1;0121;10;19;758,203991353049
3066067;1;3;1;70;2;84;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;10;19;694,811320466928
3066085;1;3;1;70;2;2;40;1; ;2;2;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;1;38000;2;95;62;01;1;1;0112;10;19;1356,50909109977
3066085;1;4;1;70;2;5;40;1; ;2;20;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;10;19;1356,50909109977
3066532;1;1;1;70;2;24;48;1; ;2;288;1; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;59;58;14;1;2;1490;10;05;3322,18728484602
3067106;1;4;1;70;2;4;50;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;45;93;28;1;1;2812;10;15;3681,14968404987
3067206;1;3;1;70;2;8;48;1; ;2;42;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;52;1;1;5223;10;05;3578,13538993943
3067373;1;2;1;70;2;24;8;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;10;13;5617,16325291098
3067412;1;2;1;70;2;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;13;4730,10557738283
3067443;1;4;1;70;2;1;48;8; ;2;1;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;62;61;01;1;1;0115;10;13;2981,92441011125
3068091;1;6;1;70;2;36;20;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;2; ;10;20;1947,11695919466
3068509;1;3;1;70;2;16;14;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;2; ;10;66;1066,36083441864
3068510;1;1;1;70;2;16;54;8; ;2;16;8; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0111;10;66;864,850349271377
3068518;1;3;1;70;2;4;60;1; ;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;260000;2;62;62;01;1;1;0117;10;66;564,102198628126
3068521;1;1;1;70;2;28;54;1; ;2;32;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;10;66;800,535203376345
3068526;1;2;1;70;2;24;54;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;10;66;1349,53973931634
3068526;1;4;1;70;2;24;60;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;38;64;1;2;6421;10;66;1349,53973931634
3068551;1;2;1;70;2;16;24;4; ;2;780;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;2;0111;10;66;1090,81886289632
3068557;1;2;1;70;2;108;48;1; ;2;84;8; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;62;01;1;2;0111;10;66;692,131479109512
3068575;1;2;1;70;2;2;48;1; ;2;52;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;55;74;1;1;7493;10;66;1475,26127437406
3068605;2;1;2;70;2;52;48;3; ;2;156;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5521;10;66;941,018890398337
3068615;1;2;1;70;2;1;24;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;10;66;1048,73022555004
3068700;1;2;1;70;2;6;40;1; ;2;24;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8511;10;18;329,691297451929
3068854;1;4;1;70;2;24;48;4; ;2;48;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;10;18;1082,84235079254
3068892;1;1;1;70;2;20;40;1; ;2;20;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;60;60;01;1;2;0121;10;18;273,86384694335
3068896;1;3;1;70;2;8;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;05; ; ;1;1; ;10;18;1030,41246958579
3069170;1;1;1;70;2;2;50;4; ;2;2;4; ;1;3; ; ; ; ; ; ; ;1; ; ; ;2; ;2;64;64;05;1;1;0501;10;47;450,645675248578
3069226;1;3;1;70;2;12;48;1; ;2;24;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;30;75;1;1;7512;10;47;438,505290536943
3069229;1;2;1;70;2;8;30;3; ;2;18;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;10;47;394,264801655824
3069229;1;4;1;70;2;6;35;1; ;2;7;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;10;47;394,264801655824
3069236;1;3;1;70;2;10;48;2; ;2;11;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;75;1;1;7512;10;47;927,00421817244
3069236;1;4;1;70;2;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;10;47;927,00421817244
3069264;1;1;1;70;2;4;8;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6031;10;47;685,727869952888
3069265;1;4;1;70;2;2;8;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;10;47;746,063175994449
3069265;1;15;1;70;2;2;8;4; ;2;3;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;10;47;746,063175994449
3069282;1;1;1;70;2;4;48;1; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;55;1;1;5511;10;47;608,049595872139
3069347;1;5;1;70;2;52;56;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;10;47;319,131310754948
3069735;1;4;1;70;2;8;40;1; ;2;8;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;58;75;1;1;7522;10;52;2168,1856155872
3069737;1;2;1;70;2;13;40;4; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0118;10;52;1454,08647155401
3069740;1;2;1;70;2;8;40;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0118;10;52;2055,72641197923
3069740;1;3;1;70;2;13;40;4; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0115;10;52;2055,72641197923
3069743;1;2;1;70;2;26;40;4; ;2;26;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;2;0118;10;52;2077,61779239089
3069744;1;1;1;70;2;8;40;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;61;61;01;1;1;0140;10;52;1205,64105501055
