DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;DPTO;AREA;fex_c_2011
1097584;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1013,60897492517
1097587;1;1;1;80;1;1;2;3; ;2; ;2; ; ; ; ;9;2;1;05;05;1043,96877969898
1097587;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1043,96877969898
1097588;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;05;05;1214,97593663219
1097588;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1214,97593663219
1097589;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1295,49155314802
1097589;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1295,49155314802
1097589;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;1295,49155314802
1097590;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;05;05;811,897316826902
1097591;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;11;2;1;05;05;989,402777815881
1097594;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;863,661720046991
1097594;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;863,661720046991
1097596;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;828,034990938196
1097599;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1025,47172775035
1097600;1;3;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;05;05;993,677699101991
1097601;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1074,15421686926
1097604;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;05;05;976,376593755057
1097604;1;2;1;80;1;1;4;9;SE  SENTIA  CANSADA;2; ;2; ; ; ; ;4;2;1;05;05;976,376593755057
1097604;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;05;976,376593755057
1097604;1;4;1;80;1;1;1;8; ;3; ;2; ; ; ; ;9;2;1;05;05;976,376593755057
1097606;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;1143,89660804321
1097606;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1143,89660804321
1097608;1;1;1;80;1;1;3;9;EDAD;3; ;2; ; ;2; ;8;1;1;05;05;952,689460640541
1097609;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;05;865,91467876594
1097611;1;1;1;80;1;1;1;9;FUERA  DEL  PAIS;2; ;2; ; ; ;FUERA  DEL PAIS;12;2;1;05;05;857,133840041933
1097611;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;857,133840041933
1097611;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;857,133840041933
1097612;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1025,47172775035
1097613;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;05;05;1128,1715788083
1097614;1;1;1;80;1;1;4;7; ;3; ;2; ; ; ; ;8;2;1;05;05;1084,13966357009
1097614;1;2;1;80;1;1;4;4; ;2; ;2; ; ;4; ;4;1;1;05;05;1084,13966357009
1097614;1;4;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;05;05;1084,13966357009
1097615;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;1096,37755015994
1097616;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;05;863,661720046991
1097618;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;531,047736397636
1097618;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;531,047736397636
1097618;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;531,047736397636
1097618;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;531,047736397636
1097619;1;2;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;08;08;439,727586479566
1097619;1;3;1;80;1;1;3;2; ;2; ;2; ; ; ; ;2;2;1;08;08;439,727586479566
1097619;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;439,727586479566
1097620;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;574,353098809129
1097620;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;574,353098809129
1097620;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;574,353098809129
1097622;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;587,649948406534
1097622;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;587,649948406534
1097624;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,097813837279
1097624;2;3;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,097813837279
1097624;2;4;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,097813837279
1097624;2;5;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;506,097813837279
1097627;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;554,282230542756
1097628;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;584,942699085615
1097629;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;682,761375722758
1097631;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;551,290319244469
1097631;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;08;08;551,290319244469
1097634;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;503,641200358101
1097634;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;503,641200358101
1097635;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;378,931152054287
1097636;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;673,0068311188
1097637;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;673,0068311188
1097638;1;1;1;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;08;08;376,480296163586
1097638;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;08;08;376,480296163586
1097638;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;08;08;376,480296163586
1097638;2;2;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;376,480296163586
1097638;2;3;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;376,480296163586
1097639;1;1;1;80;1;1;3;7; ;2; ;2; ; ;3; ;5;1;1;08;08;674,281380165303
1097639;1;2;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;08;08;674,281380165303
1097640;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;684,963220902914
1097642;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;517,375918198286
1097642;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;517,375918198286
1097645;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;431,027214580337
1097645;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;431,027214580337
1097645;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;431,027214580337
1097645;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;431,027214580337
1097645;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;431,027214580337
1097645;1;8;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;08;08;431,027214580337
1097649;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;326,296561884678
1097649;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;326,296561884678
1097652;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;385,664590912456
1097652;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;385,664590912456
1097653;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;13;13;321,815917895764
1097654;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;310,541464123912
1097657;1;2;1;80;1;1;3;5; ;3; ;2; ; ; ; ;10;2;1;13;13;378,052701921806
1097659;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;293,127969233392
1097659;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;293,127969233392
1097660;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;13;13;373,44316152801
1097660;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;373,44316152801
1097660;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;373,44316152801
1097660;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;373,44316152801
1097661;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;349,926793831413
1097662;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;13;13;375,628615638238
1097662;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;375,628615638238
1097662;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;375,628615638238
1097663;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;5;2;1;13;13;326,535194058018
1097663;1;5;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;13;13;326,535194058018
1097665;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;332,536727241785
1097666;1;1;1;80;1;1;4;3; ;2; ;2; ; ;4; ;5;1;1;13;13;352,889626703381
1097667;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;313,50429699588
1097667;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;313,50429699588
1097669;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;329,66762378084
1097672;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;309,853470907644
1097672;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;309,853470907644
1097674;1;2;1;80;1;1;2;6; ;2; ;2; ; ;2; ;6;1;1;13;13;346,534950139503
1097674;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;346,534950139503
1097674;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;346,534950139503
1097676;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;13;13;378,052701921806
1097676;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;378,052701921806
1097677;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;13;13;335,240146144665
1097677;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;335,240146144665
1097677;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;335,240146144665
1097678;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;13;13;508,227004950459
1097678;1;2;1;80;1;1;4;5; ;2; ;2; ; ; ; ;11;2;1;13;13;508,227004950459
1097678;1;3;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;13;13;508,227004950459
1097678;1;4;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;13;13;508,227004950459
1097679;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;13;13;409,676464438029
1097679;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;409,676464438029
1097679;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;409,676464438029
1097680;1;2;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;13;13;310,541464123912
1097681;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;13;13;376,555241027846
1097681;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;13;13;376,555241027846
1097682;1;1;1;80;1;1;4;7; ;3; ;2; ; ; ; ;8;2;1;13;13;402,771734165546
1097682;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;402,771734165546
1097682;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;402,771734165546
1097682;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;402,771734165546
1097684;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;13;13;384,957432194289
1097686;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;344,778506849217
1097687;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;13;13;318,372819786002
1097689;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;8;2;1;13;13;244,166737519831
1097689;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;244,166737519831
1097689;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;244,166737519831
1097689;1;5;1;80;1;1;4;5; ;2; ;2; ; ; ; ;8;2;1;13;13;244,166737519831
1097689;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;244,166737519831
1097692;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;13;13;344,778506849217
1097692;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;344,778506849217
1097693;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;286,223238960909
1097693;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;286,223238960909
1097694;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;13;13;343,02206355893
1097696;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;13;13;378,052701921806
1097696;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;378,052701921806
1097698;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;298,276256215588
1097699;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;13;13;266,890694299945
1097699;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;13;13;266,890694299945
1097699;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;266,890694299945
1097699;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;266,890694299945
1097699;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;266,890694299945
1097700;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;304,964597894535
1097700;1;5;1;80;1;1;3;2; ;2; ;2; ; ; ; ;2;2;1;13;13;304,964597894535
1097700;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;304,964597894535
1097701;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;13;13;295,190764161108
1097702;1;1;1;80;1;1;1;4; ;2; ;2; ; ; ; ;4;2;1;15;15;79,2127346594439
1097702;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;79,2127346594439
1097706;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;15;15;96,5450684788519
1097707;1;4;1;80;1;1;2;2; ;2; ;2; ; ; ; ;2;2;1;15;15;60,27513203115
1097710;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;15;15;83,9737576570261
1097711;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;63,4161013358196
1097711;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;15;15;63,4161013358196
1097711;1;4;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;15;15;63,4161013358196
1097713;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;15;15;97,8044958626912
1097714;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;97,1297800468782
1097715;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;15;15;65,0378969528863
1097715;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;65,0378969528863
1097716;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;83,6850815962061
1097716;1;3;1;80;1;1;4;9;CAMBIO DE CIUDAD;2; ;2; ; ;1; ;8;1;1;15;15;83,6850815962061
1097718;1;2;1;80;1;1;1;6; ;2; ;2; ; ; ; ;6;2;1;15;15;79,9805849073358
1097718;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;79,9805849073358
1097720;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;95,5079844298116
1097721;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;100,164321432841
1097722;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;74,8439001898981
1097722;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;74,8439001898981
1097723;1;1;1;80;1;1;4;5; ;2; ;2; ; ; ; ;10;2;1;15;15;77,3056433103099
1097723;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;77,3056433103099
1097723;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;77,3056433103099
1097725;1;1;1;80;1;1;3;5; ;3; ;2; ; ; ; ;8;2;1;15;15;82,9470516431231
1097725;1;2;1;80;1;1;3;5; ;3; ;2; ; ; ; ;8;2;1;15;15;82,9470516431231
1097727;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;15;15;67,5384892394312
1097729;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;15;15;65,1250497542212
1097729;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;65,1250497542212
1097729;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;65,1250497542212
1097730;1;1;1;80;1;1;4;7; ;2; ;2; ; ; ; ;8;2;1;15;15;83,2357277039431
1097731;1;2;1;80;1;1;2;8; ;2; ;2; ; ;2; ;5;1;1;15;15;85,7019811927998
1097731;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;85,7019811927998
1097733;2;1;2;80;1;1;2;4; ;2; ;2; ; ; ; ;4;2;1;15;15;77,3234471653829
1097733;2;3;2;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;15;15;77,3234471653829
1097733;2;4;2;80;1;1;1;8; ;2; ;2; ; ; ; ;8;2;1;15;15;77,3234471653829
1097736;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;64,8418286212604
1097736;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;64,8418286212604
1097744;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;43,810845041473
1097745;1;2;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;15;15;68,0019837703354
1097745;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;68,0019837703354
1097746;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;15;15;83,2357277039431
1097747;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;48,5586571162516
1097747;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;48,5586571162516
1097749;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;67,7716423187374
1097751;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;97,1297800468782
1097752;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;15;15;89,7865881443475
1097752;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;89,7865881443475
1097753;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;52,5730140497675
1097753;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;52,5730140497675
1097753;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;52,5730140497675
1097754;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;15;15;74,9291439247795
1097758;1;1;1;80;1;1;4;8; ;2; ;2; ; ; ; ;6;2;1;15;15;71,7459771111512
1097758;1;3;1;80;1;1;4;8; ;2; ;2; ; ; ; ;4;2;1;15;15;71,7459771111512
1097759;1;1;1;80;1;1;3;6; ;2; ;2; ; ; ; ;2;2;1;15;15;53,1467092520113
1097760;1;4;1;80;1;1;1;3; ;2; ;2; ; ; ; ;9;2;1;15;15;57,914039607673
1097761;1;1;1;80;1;2; ; ; ;3; ;2; ;1;4; ;10; ;1;15;15;68,2712051240526
1097761;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;15;15;68,2712051240526
1097762;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;73,3533718970184
1097764;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;88,1647925272809
1097765;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;15;15;75,2178199855995
