DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;DPTO;ORDEN;fex_c_2011
1097593;1;5;2;1;1;1;1;1;1;3; ; ; ; ;370000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;1;1;4;1;2;1;1;1;4;2;1;01;05;05;1;1128,1715788083
1097594;1;4;3;1;1;1;1;1;3;3; ; ; ; ;680000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;863,661720046991
1097595;1;4;1;1;1;1;1;6; ;3; ; ; ; ;650000;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1156,92279210404
1097596;1;4;2;1;1;1;1;1;3;3; ; ; ; ;718500;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;1;1;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;828,034990938196
1097597;1;4;1;1;1;1;1;1;3;1; ; ;110000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1150,39491209898
1097599;1;4;3;1;1;1;1;1;3;2; ;520000;100000000;700000; ;1;1;1;1;1;1;2;2;1;1;1;2;1;1;2;2;1;1;1;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1025,47172775035
1097600;1;4;3;1;1;1;1;1;3;2; ;380000;120000000;600000; ;1;2;1;1;1;1;2;2;1;1;1;2;1;1;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;993,677699101991
1097601;1;4;3;1;1;1;1;1;3;1; ; ;90000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;1;1;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1074,15421686926
1097602;1;4;1;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1150,39491209898
1097603;1;4;2;1;1;1;1;1;3;2; ;216000;70000000;350000; ;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1128,1715788083
1097604;1;4;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;976,376593755057
1097605;1;4;3;1;1;1;1;1;1;2; ;350000;45000000;250000; ;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1128,1715788083
1097606;1;4;2;1;1;1;1;1;3;1; ; ;120000000;750000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1143,89660804321
1097608;1;6;3;1;1;1;1;1;3;1; ; ;150000000;750000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;4;2;1;01;05;05;1;952,689460640541
1097609;1;4;1;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;865,91467876594
1097610;1;4;2;1;1;1;1;1;3;2; ;550000;80000000;800000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1150,39491209898
1097611;1;7;4;1;1;1;1;1;3;3; ; ; ; ;4000000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;4;1;1;1;1;1;6;2;1;01;05;05;1;857,133840041933
1097612;1;4;3;1;1;1;1;1;1;1; ; ;80000000;400000; ;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1025,47172775035
1097613;1;3;2;1;1;1;1;1;3;1; ; ;30000000;200000; ;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1128,1715788083
1097614;1;3;3;1;1;1;1;1;3;3; ; ; ; ;220000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1084,13966357009
1097615;1;3;2;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1096,37755015994
1097616;1;4;3;1;1;1;1;1;4;3; ; ; ; ;280000;1;1;2;2;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;863,661720046991
1097617;1;3;2;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;632,591817971983
1097618;1;2;1;1;2;1;1;1;3;3; ; ; ; ;180000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;08;08;1;531,047736397636
1097618;2;2;1;1;2;1;1;1;3;4; ; ; ;90000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;08;08;1;531,047736397636
1097619;1;5;4;1;1;1;1;1;3;1; ; ;120000000;900000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;1;2;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;439,727586479566
1097620;1;4;2;1;1;1;1;1;3;1; ; ;100000000;1000000; ;1;1;2;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;01;08;08;1;574,353098809129
1097622;1;3;2;1;1;1;1;1;3;1; ; ;25000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;587,649948406534
1097624;1;3;2;1;1;1;1;1;3;4; ; ; ;180000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;506,097813837279
1097624;2;3;2;1;1;1;1;1;3;4; ; ; ;150000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;08;08;1;506,097813837279
1097625;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;571,270880886265
1097627;1;2;1;1;1;1;1;1;3;3; ; ; ; ;180000;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;08;08;1;554,282230542756
1097628;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;1;1;2;1;2;2;2;2;1;1;1;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;584,942699085615
1097629;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;01;08;08;1;682,761375722758
1097630;1;4;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;01;08;08;1;513,867217395939
1097631;1;4;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;01;08;08;1;551,290319244469
1097632;1;1;1;1;1;1;1;6; ;4; ; ; ;50000; ;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;2;1;1;1;1;3;1;01;08;08;1;621,485428191438
1097633;1;1;1;1;2;1;1;2;1;3; ; ; ; ;40000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4;1;2;1;2;1;1;1;1;3;1;01;08;08;1;615,684022726302
1097634;1;4;2;1;1;1;1;1;3;1; ; ;22000000;240000; ;1;1;2;2;1;1;1;1;1;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;503,641200358101
1097635;1;3;3;1;1;1;1;1;3;1; ; ;16000000;150000; ;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;378,931152054287
1097636;1;2;1;1;1;1;1;1;3;4; ; ; ;150000; ;2;2;2;2;1;2;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;08;08;1;673,0068311188
1097637;1;4;2;1;1;1;1;1;3;1; ; ;25000000;250000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;08;08;1;673,0068311188
1097638;1;2;1;1;2;1;1;1;3;1; ; ;20000000;150000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;2;3;1;01;08;08;1;376,480296163586
1097638;2;3;2;1;1;1;1;1;3;3; ; ; ; ;180000;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;08;08;1;376,480296163586
1097639;1;4;2;1;1;1;1;1;3;1; ; ;100000000;700000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;01;08;08;1;674,281380165303
1097640;1;3;1;1;1;1;1;1;3;3; ; ; ; ;80000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;08;08;1;684,963220902914
1097641;1;3;2;1;1;1;1;1;3;1; ; ;7500000;150000; ;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;08;08;1;601,931349429124
1097642;1;3;2;1;1;1;1;1;3;1; ; ;17000000;200000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;2;3;1;01;08;08;1;517,375918198286
1097643;1;1;1;1;2;1;1;6; ;3; ; ; ; ;30000;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;3;5;2;1;1;1;1;1;2;3;1;01;08;08;1;621,485428191438
1097645;1;4;3;1;1;1;1;1;3;3; ; ; ; ;180000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;08;08;1;431,027214580337
1097649;1;3;2;1;1;1;1;1;3;1; ; ;25000000;120000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;13;13;1;326,296561884678
1097652;1;3;2;1;1;1;1;1;3;1; ; ;25000000;200000; ;2;2;2;2;1;1;1;2;1;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;13;13;1;385,664590912456
1097653;1;2;1;1;1;1;1;1;3;1; ; ;25000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;13;13;1;321,815917895764
1097654;1;4;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;13;13;1;310,541464123912
1097656;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;333,483702854379
1097657;1;3;1;1;1;1;1;1;3;1; ; ;120000000;550000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;13;13;1;378,052701921806
1097659;1;3;2;1;1;1;1;1;3;3; ; ; ; ;180000;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;13;13;1;293,127969233392
