Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011;Area
3310564;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;2;1;2;1;2;1;1;1;1;3;1;01;1;10;63;146,737716734076;63
3310565;1;4;3;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;6;1;2;1;2;1;2;1;1;1;1;3;1;01;1;10;63;204,629804833672;63
3310566;1;4;3;1;1;1;1;1;3;1; ; ;120000000;800000; ;2;1;1;1;2;1;2;2;2;1;1;2;2;2;1;2;1;1;1;1;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;4;3;1;01;1;10;15;129,93807169619;15
3310567;1;4;1;1;1;1;1;1;3;2; ;800000;160000000;800000; ;2;1;1;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;10;15;93,0528578724664;15
3310568;1;3;2;1;1;1;2;1;3;3; ; ; ; ;350000;2;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;10;15;57,7527168860533;15
3310569;1;3;2;1;1;1;1;1;3;2; ;300000;98;550000; ;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;10;15;90,3977454485418;15
3310570;1;2;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;1;2;2;2;1;2;2;2;1;2;2;2;1;1;1;2;2;1;1;2;2; ;1;1;2;1;2;1;1;1;1;1;2;1;1;01;1;10;20;180,414220623452;20
3310571;1;4;2;1;1;1;1;1;3;3; ; ; ; ;550000;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;3;1;2;1;4;1;1;1;1;1;4;3;1;01;1;10;15;72,2391560115623;15
3310572;1;4;1;1;1;1;1;1;3;2; ;250000;140000000;800000; ;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;1;2;2; ;1;1;2;1;4;1;1;1;1;1;4;3;1;01;1;10;15;102,410505410162;15
3310573;1;2;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;4;1;2;1;2;1;2;1;1;1;2;3;1;01;1;10;20;124,849769137711;20
3310574;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;1;01;1;10;15;110,176742188877;15
3310575;1;3;2;1;1;1;1;1;4;4; ; ; ;300000; ;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;1;3;2;2; ;3;1;1;1;2;1;2;1;1;1;1;2;1;01;1;10;15;104,94082717038;15
3310576;1;4;3;1;1;1;1;1;3;1; ; ;60000000;180000; ;1;1;1;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;1;2;1;4;2;2; ;4;1;2;1;4;1;1;1;1;1;2;2;1;01;1;10;17;188,055295473917;17
3310577;1;1;1;1;1;1;1;1;4;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2; ;4;1;2;5;2;1;2;1;1;1;2;2;1;01;1;10;17;202,285747750444;17
