Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3314812;1;3;1;2;1;4;1;1;4;1; ; ;20000000;150000; ;2;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;1;1;1;2;2; ;2;1;1;1;2;1;2;2;2;1;2; ;1;01;2;10;63;1777,5541778333
3314817;1;3;2;1;1;1;1;1;3;1; ; ;15000000;120000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;3;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1250,29529208152
3314818;1;3;2;1;1;1;1;1;4;1; ; ;15000000;100000; ;2;2;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;1;1;3;2;2; ;5;1;1;1;2;1;2;1;1;1;1;3;1;01;2;10;63;1764,50871074534
3314819;1;3;1;1;1;1;1;1;3;1; ; ;12000000;130000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;1;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1623,11440794346
3314820;1;4;2;2;1;4;1;1;5;4; ; ; ;300000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;2;2; ;6;1;1;4;2;1;2;2;2;1;2; ;1;01;2;10;63;1297,81643222401
3314822;1;5;5;1;1;1;1;1;3;1; ; ;30000000;170000; ;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;9;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;2075,76589059324
3314823;1;4;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;1;1;2;1;2;2;1;1;2;1;2;2;2;1;1;1;1;1;2;1;2;2;1;1;2;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1258,83650832781
3314824;1;3;2;1;1;1;1;3;3;1; ; ;12000000;100000; ;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;4;1;1;4;4;1;1;1;1;1;2;3;1;01;2;10;63;1326,23170077233
3314825;1;4;1;1;1;1;1;1;3;3; ; ; ; ;140000;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;4;4;1;1;1;1;1;2;3;1;01;2;10;63;1917,27884854446
3314826;1;5;2;1;1;1;1;3;3;1; ; ;12000000;120000; ;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;1;1;2;2;2; ;3;1;1;4;4;1;1;1;1;1;2;3;1;01;2;10;63;1238,96245602578
3314828;1;2;2;2;1;4;1;1;5;4; ; ; ;150000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;4;2;2; ;4;1;1;1;2;1;2;2;2;1;2; ;1;01;2;10;63;2674,62089712384
3314831;1;2;1;2;1;4;6;1;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;2;1;1;4;2;1;2;2;2;2;2; ; ;01;2;10;63;1777,5541778333
3314832;1;5;4;2;1;4;6;1;5;4; ; ; ;150000; ;2;2;1;1;1;2;2;2;2;1;2;2;1;2;2;1;1;1;1;2;2;1;6;2;2; ;8;1;1;1;4;1;2;2;2;2;2; ; ;01;2;10;63;1762,35951644434
3314833;1;2;1;2;1;5;1;1;4;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;3;1;1;4;2;1;2;2;2;1;2; ;1;01;2;10;63;1054,70217668304
3314834;1;2;1;2;1;5;1;1;4;4; ; ; ;80000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;1;2;2;2; ;3;1;1;4;2;1;2;2;2;1;2; ;1;01;2;10;63;1385,87484323388
3314835;1;2;2;2;1;4;1;1;5;4; ; ; ;250000; ;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;2;2;2; ;3;1;1;1;4;1;2;2;1;1;2;1;1;01;2;10;63;1062,69632845163
3314837;1;4;3;2;1;1;1;1;5;4; ; ; ;200000; ;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;1;1;4;1;2;2;1;1;2;1;1;01;2;10;63;1252,67380312051
3314838;1;3;2;2;1;4;1;1;5;3; ; ; ; ;120000;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;4;1;1;1;3;1;2;2;2;1;1; ;1;01;2;10;63;1785,92958536005
3314841;1;3;1;1;1;1;1;1;3;1; ; ;17000000;120000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1777,5541778333
3314842;1;3;2;1;1;1;1;1;3;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2; ;5;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1455,44077871858
3314843;1;4;3;1;1;1;1;1;3;1; ; ;12000000;100000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;4;1;1;1;1;1;1;3;1;01;2;10;63;1334,04333799677
3314844;1;3;1;1;1;1;1;1;3;3; ; ; ; ;140000;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;1;2;1;1;2;1;1;1;4;1;1;1;1;1;2;2;1;01;2;10;63;1260,38333064049
3314845;1;4;2;1;1;1;1;1;3;1; ; ;19000000;180000; ;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1353,9173902988
3314846;1;3;1;2;1;4;1;1;5;4; ; ; ;50000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;2;1;1;4;2;1;2;2;2;1;1; ;1;01;2;10;63;1777,5541778333
3314847;1;4;3;1;1;1;1;1;3;1; ; ;18000000;180000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;3;1;1;4;4;1;1;1;1;1;2;3;1;01;2;10;63;1749,86848830683
3314848;1;3;2;1;1;1;1;1;3;1; ; ;99;150000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;2;1;2;2;1;1;4;4;1;1;1;1;1;2;3;1;01;2;10;63;2149,07464240427
3314849;1;4;3;1;1;1;1;1;3;1; ; ;12000000;150000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;3;2;2; ;8;1;1;4;4;1;1;1;1;1;2;3;1;01;2;10;63;1158,30550327025
3314853;1;5;2;2;1;4;2;1;5;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;3;2;2; ;3;1;1;4;2;1;2;2;2;2;1; ; ;01;2;10;63;1118,6978578754
3314854;1;4;3;2;1;5;1;1;4;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;6;1;1;1;4;1;2;2;2;1;2; ;1;01;2;10;63;1798,68388248481
3314855;1;2;2;2;2;5;1;1;4;4; ; ; ;160000; ;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;1;1;2;2;1;1;2;2; ;4;1;1;7;2;1;2;2;2;1;2; ;1;01;2;10;63;1259,78987811631
3314856;1;3;1;2;1;5;1;1;4;4; ; ; ;90000; ;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;7;2;1;2;2;2;1;2; ;1;01;2;10;63;1391,89979397218
3314857;1;1;1;2;2;5;1;6; ;4; ; ; ;40000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;4;7;2;1;2;2;2;1;2; ;1;01;2;10;63;1367,55351832666
3314858;1;3;1;2;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;1;1;2;1;1;01;2;10;63;1068,72127918993
3314860;1;2;1;2;1;4;1;1;4;4; ; ; ;100000; ;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;10;63;1973,21399789972
3314864;1;3;2;1;1;1;1;3;3;1; ; ;15000000;15000000; ;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;5;1;1;1;2;1;1;1;1;1;1;3;1;01;2;10;63;1450,80031178054
3314865;1;4;3;2;1;4;1;1;4;3; ; ; ; ;300000;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;4;2;2; ;5;1;1;4;2;1;2;2;2;1;1; ;1;01;2;10;63;1588,30896323971
3314867;1;4;2;1;1;1;1;1;3;2; ;500000;500000;150000; ;2;2;1;1;1;2;2;2;1;1;1;2;1;2;2;1;1;1;1;2;2;1;2;2;1;1;2;1;1;1;4;1;1;1;1;1;2;3;1;01;2;10;63;1271,71616669624
