Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3139038;1;1;1;70;1;7;48;1; ;2;28;4; ;5;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;32;70;1;1;7020;02;17;165,258435374743;17
3139038;1;2;1;70;1;8;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;02;17;165,258435374743;17
3139045;1;1;1;70;1;12;48;1; ;2;12;1; ;6;3; ; ;1; ; ; ; ; ; ; ; ;2; ;2;02;02;45;1;1;4521;02;17;182,428834298356;17
3139064;1;1;1;70;1;2;48;1; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;15;1;1;1581;02;17;208,407704252463;17
3139065;1;2;1;70;1;4;40;1; ;2;6;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;02;17;221,994888513982;17
3139069;1;2;1;70;1;12;40;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;02;17;124,391019486523;17
3139073;1;1;1;70;1;4;50;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;93;93;45;1;1;4552;02;15;44,3833676622048;15
3139074;1;1;1;70;1;104;48;1; ;2;104;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;02;15;130,004307668028;15
3139079;1;1;1;70;1;52;40;2; ;2;52;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;75;1;2;7514;02;15;71,0778409557148;15
3139084;1;2;1;70;1;4;20;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;07;07;85;1;1;8512;02;15;90,1499889042225;15
3139095;1;2;1;70;1;102;48;1; ;2;1;1; ;9;2; ; ; ; ; ; ; ; ;1; ;ESTUDIANDO;2; ;2;33;45;51;1;2;5125;02;73;183,338959761975;73
3139096;1;3;1;70;1;78;48;2; ;2;78;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;51;1;2;5139;02;73;300,049311941849;73
3139099;1;1;1;70;1;9;42;1; ;2;9;1; ;3;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;79;79;18;1;1;1810;02;73;182,850707082959;73
3139101;1;1;1;70;1;20;44;1; ;2;20;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;2;5125;02;73;219,182540559594;73
3139104;1;3;1;70;1;3;48;1; ;2;3;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;95;95;36;1;1;3611;02;73;182,99593993876;73
3139107;1;2;1;70;1;258;48;2; ;2;884;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;32;75;1;2;7523;02;73;189,71178123227;73
3139108;1;1;1;70;1;104;48;1; ;2;98;1; ;9;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;13;13;11;1;2;1110;02;73;153,379947755635;73
3139111;1;1;1;70;1;8;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;52;1;1;5211;02;73;219,368042968886;73
3139113;1;3;1;70;1;8;48;1; ;2;8;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;53;55;1;1;5521;02;73;238,198814798336;73
3139121;1;1;1;70;1;6;40;1; ;2;6;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;19;74;1;1;7499;02;20;127,632811673945;20
3139126;1;2;1;70;1;16;48;1; ;2;72;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;41;1;2;4100;02;20;142,201169573252;20
3139130;1;2;1;70;1;104;48;1; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6041;02;66;226,304132580184;66
3139135;1;1;1;70;1;204;40;1; ;2;356;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;2;1810;02;66;289,827280650266;66
3139139;1;2;1;70;1;4;50;8; ;2;4;8; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;62;62;01;1;1;0111;02;66;273,681408092368;66
3139144;1;1;1;70;1;12;40;4; ;2;12;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;54;54;74;1;1;7493;02;18;64,7315170475797;18
3139145;1;1;1;70;1;10;48;2; ;2;24;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;57;93;1;1;9302;02;18;66,3058678468139;18
3139150;1;1;1;70;1;8;48;1; ;2;8;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;1;5235;02;66;362,875587307018;66
3139159;1;1;1;70;1;8;50;4; ;2;8;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;41;54;74;1;1;7493;02;18;56,4968498517432;18
