DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
1139997;1;2;1;70;1;4;48;1; ;2;5;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;65;1;1;6512;54;54;334,25213635579
1140011;1;3;1;70;1;2;20;1; ;2;2;1; ;2;9;CARTA DE DEZPLAZADOS; ; ; ; ; ; ; ; ;1; ;1;70000;2;95;95;45;1;1;4521;54;54;372,089747881179
1140017;2;1;2;70;1;10;48;1; ;2;10;1; ;8;6; ; ; ; ; ; ; ; ; ;1; ;1;130000;2;98;71;10;1;1;1010;54;54;255,683539917394
1140026;1;3;1;70;1;16;48;1; ;2;20;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;54;54;349,909230247858
1140026;1;4;1;70;1;3;45;1; ;2;5;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;54;54;349,909230247858
1140026;1;6;1;70;1;2;48;3; ;2;36;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;79;18;1;1;1810;54;54;349,909230247858
1140042;1;1;1;70;1;52;48;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;93;45;1;2;4552;66;66;342,682455031642
1140045;1;2;1;70;1;1;48;2; ;2;2;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;06;06;85;1;1;8511;66;66;257,892426450093
1140047;1;2;1;70;1;104;48;1; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5241;66;66;382,98318867579
1140060;1;2;1;70;1;13;48;1; ;2;13;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;85;1;1;8532;66;66;306,83626022189
1140062;1;5;1;70;1;52;60;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;2; ;66;66;372,12309143202
1140066;1;2;1;70;1;8;72;1; ;2;8;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;1;6042;66;66;246,91638203485
1140066;1;3;1;70;1;21;60;1; ;2;21;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;66;66;246,91638203485
1140066;1;4;1;70;1;26;40;1; ;2;52;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5521;66;66;246,91638203485
1140072;1;1;1;70;1;24;48;1; ;2;24;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;70;1;2;7010;66;66;238,97452589072
1140073;1;3;1;70;1;8;40;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;98;60;1;1;6021;66;66;263,995142761201
1140073;1;4;1;70;1;52;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;66;66;263,995142761201
1140076;1;1;1;70;1;52;40;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ;1; ;DE LA PENSION;2; ;2;11;11;65;1;2;6512;66;66;326,53764798049
1140076;1;2;1;70;1;8;40;1; ;2;99;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;65;1;1;6512;66;66;326,53764798049
1140085;1;1;1;70;1;2;48;1; ;2;2;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;85;08;64;1;1;6421;66;66;281,073903487553
1140087;1;3;1;70;1;4;48;4; ;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;38;64;1;1;6421;66;66;268,216625593659
1140091;1;2;1;70;1;1;48;4; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;57;93;1;1;9309;68;68;923,655051178403
1140092;1;1;1;70;1;1;20;1; ;2;64;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;57;79;52;1;1;5271;68;68;663,246018115957
1140096;1;2;1;70;1;4;48;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;39;55;1;1;5511;68;68;949,835739979742
1140100;2;2;2;70;1;12;48;1; ;2;12;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5231;68;68;1057,32724902705
1140104;1;4;1;70;1;12;48;1; ;2;12;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;95;45;1;1;4521;68;68;390,267885551669
1140105;1;1;1;70;1;8;60;1; ;2;8;1; ;9;4; ; ; ;1; ; ; ; ; ; ; ;2; ;2;58;58;22;1;1;2212;68;68;491,318430904898
1140109;1;1;1;70;1;16;48;1; ;2;24;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;13;32;80;1;2;8043;68;68;492,47673211597
1140110;1;2;1;70;1;2;48;4; ;2;2;4; ;9;1; ; ; ;1; ; ; ; ; ; ; ;1;1100000;2;39;39;75;1;1;7512;68;68;331,623009057978
1140111;1;1;1;70;1;36;48;1; ;2;7;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;39;32;18;1;2;1810;68;68;359,132090389349
1140117;1;2;1;70;1;28;48;1; ;2;28;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5261;73;73;323,508551305264
1140121;1;1;1;70;1;8;60;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;1;5239;73;73;210,09642215681
1140132;1;2;1;70;1;48;48;4; ;2;120;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;56;93;1;2;9301;73;73;245,521111793591
1140137;1;2;1;70;1;12;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;73;73;260,977866059563
1140142;1;4;1;70;1;4;48;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;45;45;52;1;1;5233;73;73;270,872016715007
1140147;1;2;1;70;1;24;48;1; ;2;24;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;33;85;1;2;8512;73;73;231,567154577126
1140167;1;6;1;70;1;2;10;4; ;2;72;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5262;05;05;784,298775597272
1140168;1;1;1;70;1;2;72;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;93;93;45;1;1;4552;05;05;1206,15202417742
1140170;1;1;1;70;1;8;50;4; ;2;8;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;1;4552;05;05;1002,96328690456
1140179;1;2;1;70;1;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;05;05;797,091948477223
1140187;1;2;1;70;1;30;48;1; ;2;30;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;55;1;2;5521;05;05;1001,22689240239
1140205;1;1;1;70;1;48;48;1; ;2;48;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6031;05;05;992,037192675228
1140206;1;2;1;70;1;1;48;1; ;2;20;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;97;15;1;1;1581;05;05;974,48027042676
1140214;1;2;1;70;1;2;48;4; ;2;2;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;95;95;36;1;1;3611;05;05;1181,2745235994
1140215;1;3;1;70;1;12;48;2; ;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;17;92;1;1;9213;05;05;1263,24647734847
1140220;1;3;1;70;1;60;60;4; ;2;9;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;95;1;2;9500;05;05;1130,14926215817
1140230;1;2;1;70;1;8;48;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;11;11;2446,3597217086
1140237;1;4;1;70;1;6;48;1; ;2;38;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;99;50;1;1;5020;11;11;2436,27543005219
1140243;1;3;1;70;1;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;11;11;2148,61824536366
1140246;1;2;1;70;1;50;48;1; ;2;4;4; ;8;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;58;58;52;1;2;5211;11;11;2597,56537998046
1140249;1;7;1;70;1;24;48;1; ;2;24;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;84;97;51;1;2;5170;11;11;2167,01932383416
1140252;1;1;1;70;1;2;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;497000;2;00;45;15;1;1;1530;11;11;2463,44751169232
1140253;1;3;1;70;1;1;48;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;95;45;1;1;4530;11;11;2898,5057668714
1140254;1;2;1;70;1;24;40;3; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;2;7493;11;11;2485,16462331431
1140254;1;5;1;70;1;8;40;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;11;2485,16462331431
1140257;1;1;1;70;1;2;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4521;11;11;2659,31319455003
1140258;2;3;2;70;1;24;48;3; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;11;2092,06681286018
1140265;1;2;1;70;1;3;24;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;86; ; ;1;1; ;11;11;2530,68726020024
1140272;1;2;1;70;1;40;48;3; ;2;40;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5521;11;11;2548,17520314595
1140274;1;4;1;70;1;24;24;1; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;17;53;55;1;2;5521;11;11;3472,47379500711
1140274;1;5;1;70;1;53;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;2; ;11;11;3472,47379500711
1140275;1;2;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;11;11;4878,89453033304
1140275;1;3;1;70;1;4;48;1; ;2;48;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;11;11;4878,89453033304
1140275;1;4;1;70;1;8;48;1; ;2;53;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;11;11;4878,89453033304
1140304;1;3;1;70;1;8;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;18;18;53,312289737969
1140304;1;4;1;70;1;8;48;1; ;2;8;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;18;18;53,312289737969
1140304;1;5;1;70;1;3;45;3; ;2;12;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;18;18;53,312289737969
1140319;1;4;1;70;1;16;48;1; ;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;18;18;59,2830577884317
1140323;1;1;1;70;1;48;40;1; ;2;48;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5223;18;18;47,5316995622992
1140329;1;3;1;70;1;8;56;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;18;18;51,6920206302254
1140336;1;3;1;70;1;8;56;1; ;2;8;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;50;1;1;5051;18;18;65,8864141330686
1140339;1;2;1;70;1;3;48;1; ;2;4;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;45;54;95;1;1;9500;18;18;69,0129449295592
1140341;1;1;1;70;1;96;48;3; ;2;96;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;85;1;2;8532;18;18;29,5728464485702
1140357;1;6;1;70;1;4;48;3; ;2;1;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;18;18;46,8747171662622
1140372;1;2;1;70;1;3;46;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;18;18;67,5202410935388
1140381;1;1;1;70;1;8;40;4; ;2;8;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;03;75;1;1;7512;27;27;29,8131805157605
1140386;1;2;1;70;1;16;30;1; ;2;16;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;2;5132;27;27;125,215358166194
1140390;1;1;1;70;1;8;40;1; ;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;75;1;1;7514;27;27;125,215358166194
1140396;1;1;1;70;1;105;40;1; ;2;105;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;50;55;1;2;5529;50;50;172,696806092581
1140404;1;1;1;70;1;8;40;2; ;2;12;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;55;53;55;1;1;5521;50;50;174,202613954859
1140404;1;4;1;70;1;32;40;3; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;38;64;1;2;6421;50;50;174,202613954859
1140407;1;2;1;70;1;12;40;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;50;50;170,751378632394
1140412;1;3;1;70;1;52;40;1; ;2;150;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;15;1;2;1522;50;50;195,194263495985
1140418;1;1;1;70;1;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;53;55;1;1;5521;50;50;156,692691973153
1140421;1;3;1;70;1;6;48;1; ;2;7;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;45;1;1;4543;50;50;43,0885277334349
