DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2752760,1,3,1,70,73,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,8,73,256.187.789.923.296
2752765,1,4,1,70,73,4,48,1,,2,4,3,,1,1,,,,,,,,,,1,,1,250000,2,53,54,95,1,1,9500,8,73,366.940.994.001.983
2752766,1,3,1,70,73,4,44,1,,2,4,1,,5,4,,,,,,,,,,1,,1,600000,2,58,95,45,1,1,4521,8,73,363.150.899.375.325
2752768,1,2,1,70,73,4,40,1,,2,8,1,,3,2,,,,,,,,,,1,,2,,2,45,17,92,1,1,9249,8,73,400.253.696.269.742
2752769,1,2,1,70,73,4,40,1,,2,28,1,,9,4,,,,,,,,,,1,,2,,2,98,58,74,1,1,7492,8,73,179.576.581.376.379
2752820,1,4,1,70,66,30,48,1,,2,260,1,,9,1,,,,,,,,,,1,,2,,2,32,32,15,1,2,1571,8,66,297.101.964.924.415
2752827,1,1,1,70,66,36,40,1,,2,52,1,,2,1,,,,,,,,,,1,,2,,2,33,53,55,1,2,5521,8,66,304.047.821.625.225
2752832,1,2,1,70,66,8,40,1,,2,32,5,,2,1,,,,,,,,,,1,,2,,2,32,41,52,1,1,5234,8,66,349.773.114.077.494
2752845,1,1,1,70,66,52,48,1,,2,52,4,,9,2,,,,,,,,,,1,,2,,2,11,11,85,1,2,8511,8,66,291.082.967.133.412
2752874,1,2,1,70,17,52,48,2,,2,58,1,,5,3,,,,,,,,,,1,,2,,2,59,59,85,1,2,8511,8,17,158.077.704.941.356
2752879,1,2,1,70,17,2,48,1,,2,2,1,,9,1,,,,,,,,,,1,,1,535600,2,38,38,64,1,1,6421,8,17,179.128.798.161.309
2752881,1,3,1,70,17,8,48,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,32,59,64,1,1,6422,8,17,142.361.825.475.002
2752888,1,2,1,70,17,192,50,3,,2,192,3,,1,1,,,,,,,,,,1,,2,,2,53,53,95,1,2,9500,8,17,170.382.389.092.102
2752890,1,2,1,70,17,2,48,1,,2,2,1,,3,7,,,,,,,,,,1,,1,100000,2,45,53,55,1,1,5530,8,17,145.484.639.191.852
