DIRECTORIO,SECUENCIA_P,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5210S1,P5210S10,P5210S11,P5210S14,P5210S15,P5210S16,P5210S17,P5210S18,P5210S19,P5210S2,P5210S20,P5210S21,P5210S22,P5210S24,P5210S3,P5210S4,P5210S5,P5210S6,P5210S7,P5210S8,P5210S9,P5220,P5220S1,P6006,P6007,P6007S1,P6008,HOGAR,P4000,P4010,P4020,P4030S1,P4030S2,P4030S3,P4030S4,P4030S5,P4030S1A1,P4030S4A1,P4040,REGIS,AREA,MES,DPTO,ORDEN,fex_c_2011
2752756,1,2,1,1,1,1,1,1,3,1,,,45000000,200000,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,,2,1,2,1,4,1,1,1,1,1,1,3,2,1,73,8,73,1,182.872.872.594.423
2752758,1,4,3,1,1,1,1,1,3,1,,,30000000,150000,,1,2,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,3,2,2,,5,1,2,1,4,1,1,1,1,1,1,3,2,1,73,8,73,1,192.261.573.335.854
2752759,1,4,3,1,1,1,1,1,3,1,,,50000000,350000,,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,4,2,2,,4,1,2,1,2,1,1,1,1,1,3,3,2,1,73,8,73,1,200.621.584.910.602
2752760,1,4,3,1,1,1,1,1,3,3,,,,,450000,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,4,2,2,,4,1,2,1,4,1,1,1,1,1,3,3,2,1,73,8,73,1,256.187.789.923.296
2752761,1,3,2,1,1,1,1,1,3,1,,,25000000,250000,,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,,5,1,1,1,2,1,1,1,1,1,1,3,1,1,73,8,73,1,243.389.899.275.986
2752762,1,4,3,1,1,1,1,1,3,4,,,,400000,,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,3,2,2,,4,1,2,1,4,1,1,1,1,1,3,3,1,1,73,8,73,1,209.593.466.402.423
2752764,1,3,1,1,1,1,1,1,3,1,,,35000000,200000,,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,,2,1,2,1,2,1,1,1,1,1,1,3,1,1,73,8,73,1,519.895.194.465.067
2752765,1,3,2,1,1,1,1,1,3,1,,,12000000,250000,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,6,1,1,1,2,1,1,1,1,1,1,3,1,1,73,8,73,1,366.940.994.001.983
2752766,1,5,3,1,1,1,1,1,3,3,,,,,250000,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,3,2,2,,5,1,2,1,2,1,1,1,1,1,1,3,1,1,73,8,73,1,363.150.899.375.325
2752767,1,1,1,1,2,1,1,6,,4,,,,70000,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,4,4,1,1,1,1,1,1,1,3,1,1,73,8,73,1,420.204.897.377.315
