DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,clase,MES,DPTO,AREA,fex_c_2011
2762118,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,139.234.722.873.283
2762118,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,139.234.722.873.283
2762118,1,6,1,95,2,,,,,,,,1,1,2,,,,720000,500000,2,1,2,,2,1,8,20,20,139.234.722.873.283
2762118,2,1,2,95,2,,,,,,,,1,1,2,,,,915000,,2,2,2,,2,1,8,20,20,139.234.722.873.283
2762118,2,2,2,95,2,,,,,,,,1,1,2,,,,820000,,2,2,2,,2,1,8,20,20,139.234.722.873.283
2762118,2,3,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,139.234.722.873.283
2762119,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,1000000,2,1,2,,2,1,8,20,20,102.461.645.632.823
2762120,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,115.268.838.471.011
2762120,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,115.268.838.471.011
2762120,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,115.268.838.471.011
2762120,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,115.268.838.471.011
2762120,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,115.268.838.471.011
2762121,1,1,1,95,2,,,,,,,,1,2,2,,,,,10000000,2,1,2,,2,1,8,20,20,124.770.663.402.405
2762121,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,124.770.663.402.405
2762121,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,124.770.663.402.405
2762122,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,165.323.054.949.036
2762122,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,165.323.054.949.036
2762122,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,165.323.054.949.036
2762122,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,165.323.054.949.036
2762123,1,1,1,95,2,,,,,,,,1,2,2,,,,,3000000,2,1,2,,2,1,8,20,20,134.272.488.333.799
2762124,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,20,20,102.400.131.762.602
2762124,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,102.400.131.762.602
2762124,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,102.400.131.762.602
2762125,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,120.192.696.630.535
2762125,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,120.192.696.630.535
2762125,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,120.192.696.630.535
2762126,1,1,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,8,20,20,134.272.488.333.799
2762127,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,20,20,150.473.976.771.983
2762127,1,2,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,20,20,150.473.976.771.983
2762129,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,126.178.333.953.542
2762129,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,126.178.333.953.542
2762129,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,126.178.333.953.542
2762129,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,126.178.333.953.542
2762129,1,7,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,8,20,20,126.178.333.953.542
2762129,1,8,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,126.178.333.953.542
2762130,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,163.194.759.285.042
2762130,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,8,20,20,163.194.759.285.042
2762130,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,163.194.759.285.042
2762131,1,1,1,95,2,,,,,,,,1,1,2,,,,720000,,2,2,2,,2,1,8,20,20,121.868.461.497.226
2762131,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,8,20,20,121.868.461.497.226
2762132,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,8,20,20,129.125.323.860.902
2762132,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,129.125.323.860.902
2762133,1,1,1,95,2,,,,,,,,1,2,2,3600000,,,,,2,2,1,,2,1,8,20,20,150.473.976.771.983
2762133,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,150.473.976.771.983
2762134,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,8,20,20,11.731.381.952.247
2762134,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,11.731.381.952.247
2762134,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,11.731.381.952.247
2762135,1,1,1,95,2,,,,,,,,1,2,2,,,,,60000,2,1,2,,2,1,8,20,20,121.868.461.497.226
2762135,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,121.868.461.497.226
2762136,1,1,1,95,1,,2,1,,760000,,2,2,,,,,,,,,,,,,1,8,20,20,122.642.367.738.411
2762136,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,122.642.367.738.411
2762137,1,1,1,95,1,,1,2,,,350000,2,2,,,,,,,,,,,,,1,8,20,20,147.002.577.165.777
2762137,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,147.002.577.165.777
2762138,1,1,1,95,2,,,,,,,,1,2,2,,,,,150000,2,1,2,,2,1,8,20,20,109.264.453.144.395
2762138,1,2,1,95,2,,,,,,,,1,2,2,,,,,200000,2,1,2,,2,1,8,20,20,109.264.453.144.395
2762138,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,109.264.453.144.395
2762139,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,126.815.644.453.864
2762140,1,1,1,95,2,,,,,,,,1,2,2,,,,,1600000,2,1,2,,2,1,8,20,20,130.685.135.187.412
2762140,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,130.685.135.187.412
2762140,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,130.685.135.187.412
2762140,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,130.685.135.187.412
2762141,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,115.518.184.782.957
2762141,1,2,1,95,2,,,,,,,,1,2,2,,,,,200000,2,1,2,,2,1,8,20,20,115.518.184.782.957
2762142,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,20,20,113.389.889.118.963
2762143,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,133.062.777.163.352
2762143,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,133.062.777.163.352
2762144,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,125.605.933.283.417
2762144,1,2,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,1,8,20,20,125.605.933.283.417
2762145,1,1,1,95,2,,,,,,,,1,1,2,,,,800000,3600000,2,1,2,,2,1,8,20,20,125.518.149.133.881
2762145,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,125.518.149.133.881
2762146,1,1,1,95,1,,1,2,,,500000,2,2,,,,,,,,,,,,,1,8,20,20,1.423.152.557.828
2762146,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,1.423.152.557.828
2762146,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,1.423.152.557.828
2762147,1,1,1,95,2,,,,,,,,1,2,2,,,,,12000000,2,1,2,,2,1,8,20,20,105.683.698.927.083
2762147,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,105.683.698.927.083
2762147,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,105.683.698.927.083
2762147,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,105.683.698.927.083
2762148,1,1,1,95,2,,,,,,,,1,1,2,,,,1920000,2400000,2,1,2,,2,1,8,20,20,100.785.880.766.131
2762148,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,100.785.880.766.131
2762149,1,1,1,95,2,,,,,,,,1,1,2,,,,1350000,,2,2,2,,2,1,8,20,20,153.945.376.378.188
2762149,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,153.945.376.378.188
2762150,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,152.349.830.411.437
2762150,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,8,20,20,152.349.830.411.437
2762150,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,152.349.830.411.437
2762150,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,152.349.830.411.437
2762150,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,152.349.830.411.437
2762150,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,152.349.830.411.437
2762151,1,1,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,8,20,20,119.740.165.833.232
2762152,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,148.662.436.784.476
2762152,1,2,1,95,1,,1,1,,580000,1500000,2,2,,,,,,,,,,,,,1,8,20,20,148.662.436.784.476
2762152,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,148.662.436.784.476
2762153,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,146.571.847.110.788
2762153,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,146.571.847.110.788
2762153,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,146.571.847.110.788
2762153,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,146.571.847.110.788
2762153,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,146.571.847.110.788
2762155,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,144.443.551.446.794
2762155,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,144.443.551.446.794
2762155,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,144.443.551.446.794
2762155,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,144.443.551.446.794
2762156,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,122.642.367.738.411
2762156,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,20,20,122.642.367.738.411
2762157,1,1,1,95,2,,,,,,,,1,1,2,,,,1200000,4800000,2,1,2,,2,1,8,44,44,71.416.367.176.965
2762157,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,71.416.367.176.965
2762158,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,532.583.401.526.739
2762158,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,532.583.401.526.739
2762158,2,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,532.583.401.526.739
2762158,2,2,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,532.583.401.526.739
2762158,2,3,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,532.583.401.526.739
2762159,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,880.994.547.795.999
2762159,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,880.994.547.795.999
2762160,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,510.494.164.042.817
2762160,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,510.494.164.042.817
2762160,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,510.494.164.042.817
2762161,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,473.350.021.856.801
2762161,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,473.350.021.856.801
2762161,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,473.350.021.856.801
2762162,1,1,1,95,2,,,,,,,,1,2,2,,,,,7200000,2,1,2,,2,1,8,44,44,60.890.879.064.955
2762162,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,60.890.879.064.955
2762163,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,823.059.893.815.968
2762163,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,8,44,44,823.059.893.815.968
2762164,1,1,1,95,1,,2,1,,1200000,,2,2,,,,,,,,,,,,,1,8,44,44,393.843.992.728.543
2762164,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,393.843.992.728.543
2762164,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,393.843.992.728.543
2762164,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,393.843.992.728.543
2762164,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,393.843.992.728.543
2762165,1,1,1,95,1,,1,2,,,160000,2,1,1,2,,,,720000,,2,2,2,,2,1,8,44,44,817.273.374.733.655
2762165,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,817.273.374.733.655
2762165,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,817.273.374.733.655
2762166,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,768.493.964.082.788
2762166,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,44,44,768.493.964.082.788
2762167,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,64.379.781.420.767
2762167,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,64.379.781.420.767
2762167,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,64.379.781.420.767
2762168,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,177.985.841.250.474
2762168,1,2,1,95,2,,,,,,,,1,1,2,,,,720000,,2,2,2,,2,1,8,63,63,177.985.841.250.474
2762168,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,177.985.841.250.474
2762169,1,1,1,95,1,,2,1,,535000,,2,2,,,,,,,,,,,,,1,8,63,63,170.564.865.202.143
2762169,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.564.865.202.143
2762169,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.564.865.202.143
2762169,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.564.865.202.143
2762169,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.564.865.202.143
2762170,1,1,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,8,63,63,137.452.700.194.447
2762171,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.016.180.802.022
2762171,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.016.180.802.022
2762171,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.016.180.802.022
2762171,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,170.016.180.802.022
2762172,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,173.596.604.660.528
2762172,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,,2,2,2,,2,1,8,63,63,173.596.604.660.528
2762173,1,1,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,8,63,63,136.132.220.356.014
2762174,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,122.251.282.978.344
2762174,1,2,1,95,2,,,,,,,,1,2,2,,,1500000,,,1,2,2,,2,1,8,63,63,122.251.282.978.344
2762174,1,4,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,8,63,63,122.251.282.978.344
2762175,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,887.378.167.491.089
2762175,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,887.378.167.491.089
2762175,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,887.378.167.491.089
2762175,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,887.378.167.491.089
2762175,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,887.378.167.491.089
2762175,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,887.378.167.491.089
2762176,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,805.724.545.882.239
2762176,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,805.724.545.882.239
2762177,1,1,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,8,63,63,125.093.803.156.048
2762178,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,153.172.051.435.234
2762178,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,153.172.051.435.234
2762178,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,153.172.051.435.234
2762178,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,153.172.051.435.234
2762178,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,153.172.051.435.234
2762179,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,118.036.838.892.738
2762179,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,118.036.838.892.738
2762179,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,118.036.838.892.738
2762181,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,916.800.995.301.341
2762181,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,916.800.995.301.341
2762181,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,916.800.995.301.341
2762182,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,140.964.576.583.686
2762182,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,140.964.576.583.686
2762182,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,140.964.576.583.686
2762184,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,111.318.430.540.774
2762184,1,2,1,95,2,,,,,,,,1,2,1,,345000,,,,2,2,2,,2,1,8,63,63,111.318.430.540.774
2762184,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,111.318.430.540.774
2762185,1,1,1,95,1,,2,1,,610000,,2,2,,,,,,,,,,,,,1,8,63,63,13.437.454.097.989
2762185,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,13.437.454.097.989
2762186,1,1,1,95,2,,,,,,,,1,1,2,,,,440000,500000,2,1,2,,2,1,8,63,63,106.109.721.307.924
2762186,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,106.109.721.307.924
2762187,1,1,1,95,2,,,,,,,,1,2,2,200000,,,,,2,2,1,,2,1,8,63,63,122.426.075.482.684
2762187,1,2,1,95,2,,,,,,,,1,2,2,80000,,,,,2,2,1,,2,1,8,63,63,122.426.075.482.684
2762187,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,122.426.075.482.684
2762187,1,4,1,95,2,,,,,,,,1,1,2,,,,200000,,2,2,2,,2,1,8,63,63,122.426.075.482.684
2762188,1,1,1,95,2,,,,,,,,1,2,1,,1300000,,,,2,2,2,,2,1,8,63,63,140.415.892.183.565
2762188,1,2,1,95,2,,,,,,,,1,2,2,,,4000000,,,1,2,2,,2,1,8,63,63,140.415.892.183.565
2762189,1,1,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,8,63,63,139.867.207.783.444
2762190,1,1,1,95,2,,,,,,,,1,2,2,,,,,8400000,2,1,2,,2,1,8,63,63,122.953.850.674.712
2762191,1,1,1,95,2,,,,,,,,1,2,2,,,,,1000000,2,1,2,,2,1,8,63,63,149.039.801.794.533
2762191,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,149.039.801.794.533
2762192,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,8,63,63,811.211.389.883.447
2762192,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,1,8,63,63,811.211.389.883.447
2762192,1,3,1,95,2,,,,,,,,1,2,2,,,,,2000000,2,1,2,,2,1,8,63,63,811.211.389.883.447
2762193,1,1,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,8,63,63,145.482.185.921.801
2762193,1,2,1,95,2,,,,,,,,1,1,2,,,,900000,,2,2,2,,2,1,8,63,63,145.482.185.921.801
2762193,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,145.482.185.921.801
2762194,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,1,8,63,63,128.711.244.307.682
2762194,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,128.711.244.307.682
2762194,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,128.711.244.307.682
2762195,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,316.608.293.924.586
2762195,1,2,1,95,1,,2,1,,471000,,2,1,2,2,,,,,535600,2,1,2,,2,1,8,68,68,316.608.293.924.586
2762195,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,316.608.293.924.586
2762195,1,5,1,95,1,,2,1,,471000,,2,2,,,,,,,,,,,,,1,8,68,68,316.608.293.924.586
2762196,1,1,1,95,2,,,,,,,,1,2,2,,,2000000,,,1,2,2,,2,1,8,68,68,371.397.143.265.636
2762196,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,371.397.143.265.636
2762197,1,1,1,95,1,,2,1,,1300000,,2,2,,,,,,,,,,,,,1,8,68,68,434.056.535.568.671
2762197,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,434.056.535.568.671
2762198,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,490.018.601.307.634
2762198,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,3500000,1,1,8,68,68,490.018.601.307.634
2762199,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,449.360.371.452.247
2762199,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,1500000,1,1,8,68,68,449.360.371.452.247
2762200,1,1,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,98,1,1,8,68,68,477.511.946.485.358
2762200,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,477.511.946.485.358
2762201,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,496.045.340.975.725
2762201,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,496.045.340.975.725
2762202,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,509.284.950.149.436
2762202,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,509.284.950.149.436
2762202,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,509.284.950.149.436
2762203,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,412.793.301.288.673
2762203,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,412.793.301.288.673
2762203,1,3,1,95,2,,,,,,,,1,2,2,,,,,1000000,2,1,2,,2,1,8,68,68,412.793.301.288.673
2762204,1,1,1,95,1,,1,2,,,380000,2,1,2,2,,,,,1800000,2,1,2,,2,1,8,68,68,406.055.548.500.423
2762204,1,2,1,95,2,,,,,,,,1,1,2,,,,3840000,,2,2,2,,2,1,8,68,68,406.055.548.500.423
2762204,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,406.055.548.500.423
2762204,1,5,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,8,68,68,406.055.548.500.423
2762204,1,6,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,8,68,68,406.055.548.500.423
2762204,2,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,406.055.548.500.423
2762204,3,1,3,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,8,68,68,406.055.548.500.423
2762206,1,1,1,95,1,,2,1,,880000,,2,2,,,,,,,,,,,,,1,8,68,68,436.867.832.385.843
2762206,1,2,1,95,1,,2,1,,1408000,,2,2,,,,,,,,,,,,,1,8,68,68,436.867.832.385.843
2762206,1,3,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,100000,1,1,8,68,68,436.867.832.385.843
2762206,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,436.867.832.385.843
2762207,1,1,1,95,2,,,,,,,,1,2,2,,,,,2280000,2,1,2,,2,1,8,68,68,461.101.644.347.893
2762207,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,700000,1,1,8,68,68,461.101.644.347.893
2762208,1,1,1,95,1,,2,1,,1200000,,2,2,,,,,,,,,,,,,1,8,68,68,43.056.131.385.241
2762208,1,2,1,95,1,,2,1,,471328,,2,2,,,,,,,,,,,,,1,8,68,68,43.056.131.385.241
2762208,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,68,68,43.056.131.385.241
2762209,1,1,1,95,1,,1,2,,,300000,2,2,,,,,,,,,,,,,1,8,68,68,45.345.153.114.406
2762209,1,2,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,1600000,1,1,8,68,68,45.345.153.114.406
2762209,1,3,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,600000,1,1,8,68,68,45.345.153.114.406
2762210,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,73,73,278.308.179.465.785
2762210,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,73,73,278.308.179.465.785
2762210,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,73,73,278.308.179.465.785
