DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2753838,1,4,1,70,2,156,50,2,,2,156,2,,9,1,,,,,,,,,,1,,2,,2,13,13,80,1,2,8060,8,63,885.607.479.686.379
2753875,1,1,1,70,2,1,45,4,,2,2,4,,1,1,,,,,,,,,,1,,1,300000,2,61,61,1,1,1,140,8,63,701.968.795.411.953
2758263,1,3,1,70,2,24,90,1,,2,24,2,,9,1,,,,,,,,,,1,,2,,2,58,58,75,1,2,7524,8,63,624.465.050.717.027
2758276,1,1,1,70,2,2,45,4,,2,2,4,,1,1,,,,,,,,,,1,,1,250000,2,61,61,1,1,1,111,8,63,467.265.338.647.571
2762323,1,2,1,70,2,11,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,1,,8,18,848.748.562.645.972
2762812,1,1,1,70,2,2,50,1,,2,2,8,,2,1,,,,,,,,,,1,,1,240000,2,61,62,1,1,1,117,8,63,839.587.260.580.915
2762830,1,3,1,70,2,2,45,1,,2,4,1,,2,8,,,,,,,,,,1,,1,200000,2,85,62,1,1,1,111,8,63,748.703.255.800.032
2762839,1,3,1,70,2,18,60,2,,1,,,.,,,.,.,,,,,,,,,.,,,,19,,,1,2,,8,63,302.164.977.829.026
2762845,1,3,1,70,2,4,60,4,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,111,8,63,64.227.949.732.967
2762845,1,4,1,70,2,4,60,4,,2,4,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,111,8,63,64.227.949.732.967
2762858,1,1,1,70,2,3,48,2,,2,150,2,,9,1,,,,,1,,,,,,,2,,2,20,13,80,1,1,8012,8,63,654.687.037.651.235
2762869,1,2,1,70,2,80,45,4,,2,120,4,,1,2,,,,,,,,,,1,,2,,2,79,53,1,1,2,140,8,63,424.982.788.367.191
2762870,1,1,1,70,2,12,48,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,45,53,55,1,1,5521,8,63,334.953.858.158.871
2762875,1,3,1,70,2,16,48,1,,2,16,1,,4,5,,,,,,,,,,1,,2,,2,45,39,55,1,2,5511,8,63,327.701.163.989.052
2765743,1,4,1,70,2,4,24,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,55,55,74,1,1,7493,8,73,35.526.193.157.327
2765751,1,1,1,70,2,16,60,4,,2,8,1,,4,1,,,,,,,,,,1,,2,,2,55,53,1,1,2,121,8,73,182.443.741.520.895
2765752,1,3,1,70,2,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,59,,,1,2,,8,73,158.891.123.455.908
2765753,1,2,1,70,2,52,21,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,2,,8,73,282.963.856.198.266
2765765,1,1,1,70,2,4,20,3,,2,16,8,,2,1,,,,,,,,,,1,,2,,2,56,62,1,1,1,117,8,73,262.788.636.461.241
2765793,1,2,1,70,2,3,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,8,73,330.919.153.625.147
2765798,1,3,1,70,2,7,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,8,73,188.050.605.037.836
2765801,1,4,1,70,2,12,60,2,,2,12,8,,2,1,,,,,,,,,,1,,2,,2,58,62,1,1,1,117,8,73,384.693.562.491.255
2766447,1,4,1,70,2,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,32,,,1,1,,8,19,240.300.049.102.998
2766457,1,1,1,70,2,25,40,4,,2,28,1,,2,1,,,,,,,,1,,,,2,,2,55,45,52,1,2,5225,8,19,356.094.358.776.157
2766465,1,3,1,70,2,30,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,8,19,886.260.568.284.834
2766488,1,2,1,70,2,20,20,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,8,19,117.218.764.332.908
2766504,1,2,1,70,2,16,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,8,19,921.294.415.094.292
2766554,2,2,2,70,2,12,48,2,,2,12,2,,9,1,,,,,,,,,,1,,2,,2,58,58,75,1,1,7522,8,19,148.565.259.012.185
2766915,1,1,1,70,2,12,35,8,,2,12,8,,3,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,111,8,17,111.090.670.937.743
2767035,1,1,1,70,2,2,50,8,,2,3,8,,4,1,,,,,,,,,,1,,1,300000,2,62,62,1,1,1,111,8,17,203.473.890.606.528
2767048,1,3,1,70,2,4,50,1,,2,4,1,,4,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,8,17,14.204.347.518.589
2767114,1,1,1,70,2,3,55,8,,2,4,8,,2,1,,,,,,,,,,1,,1,320000,2,62,62,1,1,1,111,8,17,109.566.206.218.213
2767115,1,3,1,70,2,32,55,1,,1,,,.,,,.,.,,,,,,,,,.,,,,37,,,1,2,,8,17,146.427.010.231.404
2768531,1,2,1,70,2,20,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,2,,8,19,884.478.160.607.389
2768544,1,2,1,70,2,50,48,1,,2,50,1,,2,4,,,,,,,,,,1,,2,,2,45,57,93,1,2,9302,8,19,527.632.181.620.024
2768547,1,4,1,70,2,8,8,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,8,19,103.789.064.071.071
2768555,1,2,1,70,2,8,48,3,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,8,19,148.226.076.610.503
2768557,1,1,1,70,2,2,48,1,,2,2,1,,9,1,,,1,,,,,1,,,,1,1700000,2,85,85,45,1,1,4542,8,19,120.603.948.168.196
2768565,1,3,1,70,2,1,48,4,,2,1,4,,1,1,,,,,,,,,,1,,1,100000,2,61,61,1,1,1,140,8,19,15.694.827.279.427
2768565,1,6,1,70,2,1,48,4,,2,1,4,,1,1,,,,,,,,,,1,,1,100000,2,61,61,1,1,1,140,8,19,15.694.827.279.427
2768565,1,11,1,70,2,1,48,4,,2,1,4,,1,1,,,,,,,,,,1,,1,120000,2,61,61,1,1,1,140,8,19,15.694.827.279.427
2768571,1,3,1,70,2,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,8,19,145.026.730.623.618
2768576,1,2,1,70,2,3,40,4,,2,3,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,8,19,158.826.314.826.605
2768580,1,2,1,70,2,2,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,8,19,170.070.560.833.067
2768609,1,2,1,70,2,2,40,4,,2,3,4,,1,4,,,,,,,,,,1,,1,45000,2,54,54,74,1,1,7493,8,19,967.776.516.260.001
2768741,1,2,1,70,2,108,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,59,,,1,2,,8,13,111.961.543.937.053
2768745,1,3,1,70,2,8,54,4,,2,8,1,,3,1,,,,,,,,,,1,,2,,2,41,62,1,1,1,121,8,13,813.064.583.628.705
2768787,1,6,1,70,2,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,39,,,1,1,,8,13,639.851.602.427.189
2768867,1,2,1,70,2,8,25,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,54,61,1,1,1,118,8,41,160.345.958.642.207
2768867,1,4,1,70,2,2,40,4,,2,24,4,,1,1,,,,,,,,,,1,,2,,2,13,54,74,1,1,7493,8,41,160.345.958.642.207
2768882,1,1,1,70,2,2,24,4,,2,2,4,,1,1,,,,,,,,,,1,,1,12000,2,56,56,93,1,1,9301,8,41,120.168.219.426.237
2768925,1,2,1,70,2,144,48,3,,2,48,4,,1,1,,,,,,,,1,,,,2,,2,54,53,55,1,2,5521,8,41,11.578.871.374.732
2768953,1,4,1,70,2,20,60,1,,2,30,1,,2,1,,,,,,,,,,1,,2,,2,97,97,60,1,2,6041,8,41,177.836.680.825.713
2769014,1,3,1,70,2,4,48,8,,2,20,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,8,41,217.101.529.462.382
2769014,1,5,1,70,2,6,8,8,,2,5,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,8,41,217.101.529.462.382
2769530,1,2,1,70,2,23,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,41,,,1,2,,8,18,181.930.972.193.214
2769533,1,3,1,70,2,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,60,,,1,1,,8,18,373.191.863.418.698
2769541,1,4,1,70,2,24,50,2,,2,24,2,,9,1,,,,,,,,,,1,,2,,2,13,13,80,1,2,8012,8,18,244.852.279.882.572
2769542,1,2,1,70,2,28,24,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,2,,8,18,350.177.522.898.679
2769576,1,3,1,70,2,6,40,4,,2,7,1,,2,1,,,,,,,,,,1,,2,,2,54,53,55,1,1,5521,8,18,234.567.205.342.116
2769580,1,3,1,70,2,6,40,3,,2,7,1,,2,2,,,,,,,,,,1,,2,,2,54,53,55,1,1,5521,8,18,395.749.215.861.671
2769581,1,3,1,70,2,8,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,8,18,261.355.360.071.846
2769584,1,3,1,70,2,8,40,1,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,32,54,95,1,1,9500,8,18,151.686.822.324.041
2769588,1,4,1,70,2,3,40,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,32,54,74,1,1,7493,8,18,330.109.022.659.509
2769589,1,3,1,70,2,8,40,1,,2,10,1,,2,1,,,,,,,,,,1,,2,,2,60,60,1,1,1,121,8,18,342.225.746.228.185
2770064,1,1,1,70,2,8,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,8,23,127.439.086.844.555
2770067,1,3,1,70,2,12,20,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,55,45,52,1,1,5261,8,23,125.083.640.853.123
2770075,1,2,1,70,2,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,8,23,116.182.838.095.152
2770082,1,1,1,70,2,10,30,4,,2,10,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,8,23,832.697.382.390.172
2770082,1,3,1,70,2,20,40,1,,2,20,4,,1,1,,,,,,,,,,1,,2,,2,37,61,1,1,2,140,8,23,832.697.382.390.172
2770087,1,5,1,70,2,16,24,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,2,140,8,23,832.697.382.390.172
2770087,1,6,1,70,2,12,40,1,,2,12,4,,9,1,,,,,,,,,,1,,2,,2,45,39,85,1,1,8532,8,23,832.697.382.390.172
2770088,1,3,1,70,2,6,40,4,,2,6,6,,2,1,,,,,,,,,,1,,2,,2,20,53,55,1,1,5530,8,23,153.641.900.653.439
2770099,1,1,1,70,2,3,48,4,,2,3,4,,1,1,,,,,,,,,,1,,1,50000,2,61,61,1,1,1,140,8,23,173.283.243.514.303
2770099,1,3,1,70,2,4,48,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,118,8,23,173.283.243.514.303
2770099,1,4,1,70,2,3,24,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,118,8,23,173.283.243.514.303
2770100,1,1,1,70,2,2,36,4,,2,2,4,,1,1,,,,,,,,,,1,,1,150000,2,61,61,1,1,1,140,8,23,251.665.324.733.749
2770100,1,5,1,70,2,4,24,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,118,8,23,251.665.324.733.749
2770100,1,7,1,70,2,4,48,4,,2,10,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,118,8,23,251.665.324.733.749
2770103,1,1,1,70,2,12,36,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,118,8,23,192.329.416.534.456
2770117,1,2,1,70,2,28,48,2,,2,28,4,,9,1,,,,,,,,,,1,,2,,2,32,33,85,1,2,8511,8,23,181.102.217.963.448
2770123,1,3,1,70,2,5,48,4,,2,5,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,8,23,103.285.262.270.556
2770123,1,4,1,70,2,6,48,4,,2,10,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,118,8,23,103.285.262.270.556
2770123,1,6,1,70,2,8,48,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,33,44,75,1,1,7530,8,23,103.285.262.270.556
2770126,1,4,1,70,2,8,40,4,,2,13,8,,2,1,,,,,,,,,,1,,2,,2,98,62,1,1,1,140,8,23,208.023.955.639.366
2770128,1,3,1,70,2,8,40,4,,2,8,8,,2,1,,,,,,,,,,1,,2,,2,61,62,1,1,1,121,8,23,832.697.382.390.172
2770140,1,4,1,70,2,8,40,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,85,61,1,1,1,140,8,23,832.697.382.390.172
2770145,1,2,1,70,2,52,40,8,,2,4,4,,1,1,,,,,,,,,,1,,1,20000,2,62,61,1,1,2,140,8,23,832.697.382.390.172
