DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2533064;1;5;1;70;2;8;48;1; ;2;9;1; ;4;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;60;1;1;6042;10;63;1991,5656581336
2533067;1;2;1;70;2;2;48;3; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;55;45;52;1;1;5261;10;63;1927,70922853126
2533067;1;3;1;70;2;40;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;63;1927,70922853126
2533069;1;1;1;70;2;1;48;1; ;2;120;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;52;1;1;5233;10;63;1568,41460591789
2533070;1;2;1;70;2;2;48;1; ;2;50;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;10;63;1814,84575515056
2533071;1;3;1;70;2;52;48;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;98; ; ;1;2; ;10;63;1461,06853546466
2533072;1;5;1;70;2;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;41;53;85;1;1;8532;10;63;1774,61449268881
2533082;1;2;1;70;2;6;40;3; ;2;6;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;54;54;85;1;1;8532;10;63;1927,70922853126
2533082;1;4;1;70;2;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;10;63;1927,70922853126
2533083;1;2;1;70;2;8;48;1; ;2;8;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;19;75;1;1;7512;10;63;1869,10785934992
2533084;1;1;1;70;2;20;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;63;1991,30078537567
2533101;1;5;1;70;2;24;50;1; ;2;24;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;55;55;1;2;5511;10;63;1762,84276906644
2533102;1;1;1;70;2;1;50;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;71;71;14;1;1;1411;10;63;1874,33709098475
2533105;1;2;1;70;2;100;24;4; ;2;300;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;77;15;1;2;1589;10;63;1763,23974286258
2539702;1;1;1;70;2;8;48;1; ;2;28;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;62;01;1;1;0112;10;73;2929,80022914012
2539702;1;4;1;70;2;7;48;1; ;2;48;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;53;55;1;1;5521;10;73;2929,80022914012
2539729;1;3;1;70;2;1;48;3; ;2;96;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;10;73;2640,52019044824
2539729;1;5;1;70;2;2;48;1; ;2;96;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;10;73;2640,52019044824
2540502;1;1;1;70;2;3;48;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;61;61;01;1;1;0140;10;19;1040,02547673216
2540504;1;3;1;70;2;24;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;19;1372,23805747637
2540509;2;2;2;70;2;3;48;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;70000;2;97;53;55;1;1;5521;10;19;553,321511501067
