DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4958808;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958808;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958808;1;5;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958809;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958809;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958809;1;7;1;80; ;2;1;4;8; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;07;23;665,394199638871
4958810;1;2;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958810;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958810;1;4;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;23;665,394199638871
4958811;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;400000;2;1;07;23;1630,87198502392
4958811;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;1630,87198502392
4958814;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;300000;2;1;07;23;1391,5230854345
4958815;1;1;1;80; ;2;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;23;1088,86915962259
4958816;1;1;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;23;699,973058598695
4958816;1;2;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;23;699,973058598695
4958817;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;23;694,547102455087
4958817;1;6;1;80; ;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;23;694,547102455087
4958849;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;3150,46703411809
4958850;1;6;1;80; ;2;1;1;6; ;2; ; ;5; ;2; ;2; ; ; ;200000;2;1;07;23;7967,32104202884
4958852;1;1;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;300000;2;1;07;23;3243,47415231766
4958853;1;2;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;23;4758,46018964074
4958853;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;4758,46018964074
4958853;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;07;23;4758,46018964074
4958853;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;07;23;4758,46018964074
