DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4958809;1;3;1;70;2;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;03; ; ;1;1;07; ;23;665,394199638871
4958809;1;6;1;70;2;4;40;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;07;9500;23;665,394199638871
4958811;1;6;1;70;2;12;70;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;1;07;5529;23;1630,87198502392
4958817;1;5;1;70;2;30;48;1; ;2;30;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;62;62;92;1;2;07;9242;23;694,547102455087
4958860;1;1;1;70;2;6;40;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;56;56;93;1;1;07;9301;23;7634,54963094358
4958868;1;4;1;70;2;2;48;4; ;2;2;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;2330000;900000;1;1;03;03;41;1;1;07;4100;23;2291,33298109751
4958876;1;3;1;70;2;4;40;8; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;62;61;01;1;1;07;0140;23;3057,09449805443
4964157;1;1;1;70;2;8;48;1; ;2;8;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;54;95;1;1;07;9500;25;2218,64230034571
4964158;1;2;1;70;2;6;48;1; ;2;7;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;85;38;74;1;1;07;7499;25;2218,64230034571
4964159;1;3;1;70;2;2;42;1; ;2;24;4; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;960000;2; ;53;45;92;1;1;07;9242;25;5894,15865225904
4964168;1;4;1;70;2;4;48;1; ;2;4;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;98;2; ;11;11;74;1;1;07;7412;25;3454,93200202771
4964215;1;1;1;70;2;2;56;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;828116;2; ;97;44;67;1;1;07;6715;68;3398,5084219483
4965046;1;2;1;70;2;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;53;55;1;1;07;5521;25;4323,77754856961
4965047;1;2;1;70;2;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;53;62;01;1;2;07;0112;25;8874,56920138283
4965075;1;2;1;70;2;102;48;1; ;2;150;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;62;62;01;1;2;07;0112;25;8874,56920138283
4965203;1;2;1;70;2;12;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828100;2; ;53;53;55;1;1;07;5521;63;2076,40100632984
4965221;1;1;1;70;2;20;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;2;07;5521;63;1562,52050737723
4966562;1;1;1;70;2;3;30;8; ;2;3;8; ;2;2;4; ; ; ; ; ; ; ;1; ; ; ;1;100000;200000;2; ;62;62;01;1;1;07;0115;23;3361,31017946619
4966575;1;1;1;70;2;3;48;4; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;400000;2; ;61;95;45;1;1;07;4521;23;4311,33611084518
4966576;1;1;1;70;2;2;48;5; ;2;2;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;800000;2; ;95;95;45;1;1;07;4521;23;6838,35585751085
4966577;1;2;1;70;2;3;40;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;260000;250000;2; ;95;95;45;1;1;07;4521;23;4011,62823712695
4966577;1;3;1;70;2;3;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;200000;2; ;95;95;45;1;1;07;4521;23;4011,62823712695
4966579;1;5;1;70;2;24;60;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;58; ; ;1;2;07; ;23;7114,65762728081
4966589;1;1;1;70;2;4;50;4; ;2;624;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;120000;2; ;55;55;74;1;1;07;7493;63;1769,08759090621
4966590;1;2;1;70;2;150;20;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;53; ; ;1;2;07; ;63;1609,44676652427
4966591;1;4;1;70;2;2;50;8; ;2;2;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;400000;2; ;62;62;01;1;1;07;0111;63;1950,07083687736
4966594;1;1;1;70;2;12;48;3; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;55;95;45;1;1;07;4521;63;1310,47276052722
4966595;1;2;1;70;2;24;42;4; ;2;2;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;60000;400000;2; ;45;53;55;1;2;07;5530;63;3052,8997993679
4966595;1;7;1;70;2;2;50;8; ;2;4;8; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;192000;400000;2; ;62;62;01;1;1;07;0116;63;3052,8997993679
4966596;1;1;1;70;2;3;50;8; ;2;41;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;480000;2; ;62;62;01;1;1;07;0111;63;1422,70474026241
4966602;1;1;1;70;2;20;60;1; ;2;20;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;87;87;28;1;2;07;2811;63;1545,85706535008
4966609;1;5;1;70;2;28;48;1; ;2;28;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828000;2; ;60;61;75;1;2;07;7514;63;976,202856842556
4966611;1;3;1;70;2;20;50;4; ;2;152;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;62;01;1;2;07;0112;63;1914,78410511315
4966611;1;6;1;70;2;4;60;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;40000;800000;2; ;53;53;55;1;1;07;5521;63;1914,78410511315
4966613;1;5;1;70;2;4;48;1; ;2;5;8; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;1;450000;828000;2; ;95;62;01;1;1;07;0117;63;2052,34546546333
4966621;1;4;1;70;2;60;60;4; ;2;5;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;720000;2; ;41;41;52;1;2;07;5269;63;1681,45462108278
4966627;1;3;1;70;2;4;16;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;200000; ; ;41; ; ;1;1;07; ;63;1283,31773918887
4966628;1;3;1;70;2;65;30;1; ;2;19;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;360000;2; ;53;53;55;1;2;07;5521;63;1883,51599875891
4969828;1;3;1;70;2;2;42;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;830000; ; ;84; ; ;1;1;07; ;20;1169,88040555083
4969857;1;2;1;70;2;28;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;860000;2; ;60;60;01;1;2;07;0115;20;1769,16106391793
4969862;1;4;1;70;2;7;44;4; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;62;62;01;1;1;07;0118;20;3619,16208311087
4969885;1;3;1;70;2;28;42;1; ;2;12;1; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;830000;2; ;41;39;65;1;2;07;6512;20;1677,50104417825
4969932;1;2;1;70;2;24;42;1; ;2;120;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;2;07;5521;27;798,627401234104
4969960;1;2;1;70;2;8;42;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;07;9500;27;1344,08669766199
4969963;1;2;1;70;2;12;40;3; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;07;9500;27;953,249125038604
4970023;1;1;1;70;2;24;40;1; ;2;120;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;77;55;95;1;2;07;9500;27;787,236425501711
4970049;1;2;1;70;2;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;53; ; ;1;1;07; ;27;1013,92015984345
4970064;1;1;1;70;2;4;40;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;500000;2; ;95;61;01;1;1;07;0113;27;1541,95467238662
4970094;1;4;1;70;2;30;60;1; ;2;60;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;2;07;4522;27;813,106987599188
4970101;1;1;1;70;2;90;50;1; ;2;100;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;95;95;60;1;2;07;6031;27;799,94732252444
