DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;AREA;fex_c_2011
2552410;1;3;1;70;1;8;30;1; ;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;92;1;1;9212;11;73;73;210,398672668733
2552424;1;1;1;70;1;16;60;4; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;43;43;51;1;2;5111;11;73;73;197,433479749671
2552462;1;1;1;70;1;4;60;5; ;2;8;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;3000000;2;41;41;52;1;1;5233;11;17;17;195,450813361114
2552463;1;2;1;70;1;52;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;33;52;1;2;5211;11;17;17;231,352709767016
2552464;1;1;1;70;1;52;48;1; ;2;52;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;50;1;2;5020;11;17;17;192,136916341911
2552472;1;1;1;70;1;104;48;4; ;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;52;1;2;5272;11;17;17;171,732971768875
2552486;1;5;1;70;1;12;48;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;44;64;1;1;6421;11;47;47;108,589941632267
2552493;1;3;1;70;1;8;48;1; ;2;48;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;49;53;55;1;1;5529;11;47;47;166,984274333168
2552501;1;4;1;70;1;40;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;11;47;47;69,8626949500998
2552510;1;3;1;70;1;8;48;3; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;11;66;66;296,323570309122
2552514;1;2;1;70;1;3;60;1; ;2;36;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;11;66;66;196,234589083368
2552519;1;1;1;70;1;20;40;1; ;2;20;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;97;63;1;2;6310;11;66;66;337,262752343496
2552519;1;3;1;70;1;24;48;1; ;2;24;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;11;66;66;337,262752343496
2552527;1;5;1;70;1;40;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;11;18;18;31,5479041916177
2552527;1;8;1;70;1;16;48;3; ;2;48;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;11;18;18;31,5479041916177
2552533;1;2;1;70;1;52;48;1; ;2;24;2; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;2;8512;11;18;18;49,5429706440219
2552537;1;2;1;70;1;12;48;3; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;74;1;1;7493;11;18;18;45,2259934843727
