DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;AREA;MES;DPTO;fex_c_2011
2552420;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;35; ; ; ; ; ; ;73;11;73;216,448218169254
2552421;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;21; ; ; ; ; ; ;73;11;73;193,896009112029
2552422;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;11;73;202,723517297999
2552422;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;12; ; ; ; ; ; ;73;11;73;202,723517297999
2552422;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;73;11;73;202,723517297999
2552423;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;73;11;73;181,533867688562
2552423;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;73;11;73;181,533867688562
2552424;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;14; ; ; ; ; ; ;73;11;73;197,433479749671
2552424;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;73;11;73;197,433479749671
2552425;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;10; ; ; ; ; ; ;73;11;73;163,194896962144
2552425;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;73;11;73;163,194896962144
2552426;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;3; ; ; ;73;11;73;191,517607896301
2552426;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;40; ;30; ; ; ; ; ; ;73;11;73;191,517607896301
2552426;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;3; ; ; ; ; ; ;73;11;73;191,517607896301
2552427;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;73;11;73;223,411829215427
2552427;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;70; ; ; ; ; ; ;73;11;73;223,411829215427
2552431;1;1;1;90; ;2;1;2;2;2;2;1;2;1;2; ;12; ; ; ; ;3; ;8; ;54;11;54;219,535001748974
2552431;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;28; ; ;56; ; ; ; ; ;54;11;54;219,535001748974
2552431;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;54;11;54;219,535001748974
2552432;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;54;11;54;298,22988499436
2552432;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;28; ; ; ; ; ; ; ;5;54;11;54;298,22988499436
2552432;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;54;11;54;298,22988499436
2552456;1;1;1;90; ;2;1;2;2;1;1;2;2;2;2; ;10; ; ;60;8; ; ; ; ;17;11;17;181,856459369182
2552456;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;20; ; ; ; ; ; ;17;11;17;181,856459369182
2552457;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;183,46531351446
2552457;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;17;11;17;183,46531351446
2552457;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;17;11;17;183,46531351446
2552459;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;11;17;215,85475793415
2552459;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;17;11;17;215,85475793415
2552459;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;11;17;215,85475793415
2552459;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;11;17;215,85475793415
2552461;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;135,577917261904
2552461;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;35; ; ; ; ;4; ; ; ;17;11;17;135,577917261904
2552461;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;11;17;135,577917261904
2552461;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;11;17;135,577917261904
2552462;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;195,450813361114
2552462;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;11;17;195,450813361114
2552462;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;10; ; ; ; ;6; ; ; ;17;11;17;195,450813361114
2552462;1;4;1;90; ;2;1;2;2;2;2;1;2;2;2; ;1; ; ; ; ;6; ; ; ;17;11;17;195,450813361114
2552463;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ;17;11;17;231,352709767016
2552463;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;28; ;20; ; ;3; ; ; ;17;11;17;231,352709767016
2552464;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;192,136916341911
2552464;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;30; ; ; ; ; ; ;17;11;17;192,136916341911
2552464;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;192,136916341911
2552465;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;11;17;163,34650629138
2552465;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;163,34650629138
2552471;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;11;17;165,89844567231
2552471;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;11;17;165,89844567231
2552472;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;171,732971768875
2552472;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;17;11;17;171,732971768875
2552472;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;11;17;171,732971768875
2552473;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;11;17;174,316890398692
2552474;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;17;11;17;165,343391796973
2552474;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;11;17;165,343391796973
2552477;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;11;17;159,993255796259
2552477;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;11;17;159,993255796259
2552477;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;17;11;17;159,993255796259
2552477;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;11;17;159,993255796259
2552478;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;9; ; ; ; ; ; ;17;11;17;162,454011101149
2552478;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;11;17;162,454011101149
2552479;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;17;11;17;164,400306561322
2552479;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;11;17;164,400306561322
2552479;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;164,400306561322
2552480;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;11;17;133,969063116626
2552480;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;133,969063116626
2552480;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;11;17;133,969063116626
2552481;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;17;11;17;164,289591527032
2552507;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;284,28106200906
2552507;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;66;11;66;284,28106200906
2552507;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;284,28106200906
2552507;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;284,28106200906
2552508;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;262,693034500937
2552508;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;262,693034500937
2552508;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;262,693034500937
2552509;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;30; ;15; ; ; ; ; ; ;66;11;66;261,845134933834
2552510;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;296,323570309122
2552510;1;2;1;90; ;2;1;2;1;2;2;1;2;2;2; ;10; ;15; ; ;4; ; ; ;66;11;66;296,323570309122
2552510;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;18; ;10; ; ; ; ; ; ;66;11;66;296,323570309122
2552510;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;296,323570309122
2552510;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;296,323570309122
2552512;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;10; ; ; ;66;11;66;322,223182429494
2552512;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;322,223182429494
2552514;1;1;1;90; ;2;1;2;1;1;2;2;2;2;2; ;30; ;20;70; ; ; ; ; ;66;11;66;196,234589083368
2552514;1;2;1;90; ;2;1;2;1;1;2;2;2;2;2; ;30; ;40;30; ; ; ; ; ;66;11;66;196,234589083368
2552514;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;196,234589083368
2552515;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;206,989030058465
2552515;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;20; ; ; ; ; ; ;66;11;66;206,989030058465
2552515;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;20; ; ; ; ; ; ;66;11;66;206,989030058465
2552515;1;4;1;90; ;2;2;1;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ;66;11;66;206,989030058465
2552517;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;66;11;66;201,609915509768
2552517;1;2;1;90; ;2;1;2;2;1;2;2;2;2;2; ;35; ; ;40; ; ; ; ; ;66;11;66;201,609915509768
2552517;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;66;11;66;201,609915509768
2552517;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;201,609915509768
2552518;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;66;11;66;258,496894888218
2552518;1;2;1;90; ;2;1;2;2;2;2;1;2;2;2; ;7; ; ; ; ;8; ; ; ;66;11;66;258,496894888218
2552519;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;11;66;337,262752343496
2552519;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;66;11;66;337,262752343496
2552519;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;66;11;66;337,262752343496
2552520;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;11;66;255,85372633811
2552521;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;66;11;66;278,522965128939
2552522;1;1;1;90; ;2;1;1;2;2;2;2;2;2;2; ;63;6; ; ; ; ; ; ; ;66;11;66;267,876122251169
2552522;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;66;11;66;267,876122251169
2552523;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;11;66;218,992817200383
2552523;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;66;11;66;218,992817200383
2552525;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;66;11;66;279,723400443797
2552525;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;66;11;66;279,723400443797
2552526;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;66;11;66;316,584309581525
2552560;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;11;68;512,856281902781
2552560;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;68;11;68;512,856281902781
2552562;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;11;68;517,785952517682
2552562;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;11;68;517,785952517682
2552563;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;68;11;68;368,643277058556
2552564;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;68;11;68;577,67938267142
2552564;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ;68;11;68;577,67938267142
2552564;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;68;11;68;577,67938267142
2552566;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;13; ; ; ; ; ; ; ; ;68;11;68;607,613589196671
2552566;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;68;11;68;607,613589196671
2552566;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;68;11;68;607,613589196671
2552567;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;68;11;68;312,166229982862
2552567;1;2;1;90; ;2;2;1;2;2;2;2;2;2;1; ; ;63; ; ; ; ; ; ;3;68;11;68;312,166229982862
2552567;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;68;11;68;312,166229982862
2552567;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;68;11;68;312,166229982862
2552570;1;1;1;90; ;2;1;2;2;2;2;2;2;2;1; ;30; ; ; ; ; ; ; ;4;68;11;68;574,027590131893
2552570;1;2;1;90; ;2;1;2;1;2;2;2;2;2;1; ;42; ;7; ; ; ; ; ;30;68;11;68;574,027590131893
2552570;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;12; ; ; ; ; ; ;68;11;68;574,027590131893
2552570;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;11;68;574,027590131893
2552570;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;11;68;574,027590131893
2552570;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;11;68;574,027590131893
2552570;1;9;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;11;68;574,027590131893
2552570;1;10;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;68;11;68;574,027590131893
2552571;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;68;11;68;278,255649326195
2552571;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;68;11;68;278,255649326195
2552573;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;9; ; ; ;68;11;68;481,294846360784
2552573;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;42; ; ; ; ; ; ; ; ;68;11;68;481,294846360784
2552573;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;11;68;481,294846360784
2552574;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;68;11;68;502,618728257167
2552574;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;68;11;68;502,618728257167
2552574;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;68;11;68;502,618728257167
2552575;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;11;52;170,999865240801
2552575;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;11;52;170,999865240801
2552576;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;4; ; ; ; ; ; ;52;11;52;143,598794825817
2552576;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;7; ; ; ; ; ; ;52;11;52;143,598794825817
2552576;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;11;52;143,598794825817
2552577;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;52;11;52;149,392436026271
2552577;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;11;52;149,392436026271
2552577;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;52;11;52;149,392436026271
2552577;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;52;11;52;149,392436026271
2552578;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;30; ; ; ; ; ; ;52;11;52;265,990026484313
2552579;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;25; ; ; ; ; ; ;52;11;52;143,598794825817
2552579;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;12; ; ; ; ; ; ;52;11;52;143,598794825817
2552579;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;52;11;52;143,598794825817
2552581;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;52;11;52;191,211268504743
2552581;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;12; ; ; ; ; ; ;52;11;52;191,211268504743
2552581;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;52;11;52;191,211268504743
2552581;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;52;11;52;191,211268504743
2552582;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;52;11;52;118,232662147703
