DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,AREA,fex_c_2011
2797261,1,2,1,70,1,52,48,1,,2,52,1,,9,4,,,,,,,,,,1,,2,,2,33,33,85,1,2,8511,10,15,15,74.353.682.377.242
2797262,1,5,1,70,1,12,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,44,53,55,1,1,5521,10,15,15,720.034.381.023.463
2797265,1,1,1,70,1,6,48,1,,2,6,1,,2,1,,,,,,,,,,1,,1,200000,2,95,93,45,1,1,4521,10,15,15,484.838.243.789.729
2797266,1,2,1,70,1,4,48,1,,2,4,1,,9,4,,,,,,,,,,1,,1,300000,2,95,95,45,1,1,4530,10,15,15,100.946.765.893.058
2797267,1,2,1,70,1,48,12,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5219,10,15,15,138.043.847.349.802
2797272,1,5,1,70,1,1,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,10,15,15,642.650.226.382.037
2797286,1,3,1,70,1,3,50,1,,2,12,6,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,10,73,73,296.749.802.608.235
2797288,1,2,1,70,1,8,44,4,,2,1,1,,2,2,,,,,,,,,,1,,1,600000,2,59,36,60,1,1,6022,10,73,73,258.972.911.173.235
2797299,1,2,1,70,1,1,48,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,16,16,45,1,1,4530,10,63,63,121.920.448.872.305
2797301,1,1,1,70,1,16,48,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,93,93,45,1,2,4552,10,63,63,130.704.256.446.933
2797302,1,10,1,70,1,4,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,600000,2,58,97,51,1,1,5125,10,63,63,728.306.374.823.322
2797302,1,11,1,70,1,4,48,2,,2,4,4,,1,1,,,,,,,,,,1,,1,600000,2,37,97,51,1,1,5125,10,63,63,728.306.374.823.322
2797302,1,12,1,70,1,1,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,10,63,63,728.306.374.823.322
2797307,1,3,1,70,1,25,48,1,,2,36,4,,1,1,,,,,,,,,,1,,2,,2,58,93,45,1,2,4552,10,63,63,922.815.312.471.957
