DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2797286,1,3,1,70,73,3,50,1,,2,12,6,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,10,73,296.749.802.608.235
2797288,1,2,1,70,73,8,44,4,,2,1,1,,2,2,,,,,,,,,,1,,1,600000,2,59,36,60,1,1,6022,10,73,258.972.911.173.235
2797309,1,3,1,70,66,16,48,1,,2,16,1,,7,7,,,,,,,,,,1,,2,,2,2,2,45,1,2,4521,10,66,264.902.010.572.051
2797312,1,2,1,70,66,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,79,,,1,1,,10,66,29.563.923.890.645
2797314,1,3,1,70,66,8,48,1,,2,16,1,,2,1,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,10,66,261.266.186.321.518
2797322,1,3,1,70,66,104,48,1,,2,104,1,,9,1,,,,,,,,,,1,,2,,2,55,35,60,1,2,6022,10,66,222.092.054.921.816
2797323,1,1,1,70,66,8,48,1,,2,96,1,,8,2,,,,,,,,,,1,,2,,2,45,59,85,1,1,8511,10,66,334.126.158.165.206
2797324,1,3,1,70,66,4,48,1,,2,60,6,,2,1,,,,,,,,,,1,,2,,2,34,45,52,1,1,5211,10,66,343.690.870.749.281
2797327,1,2,1,70,66,13,24,4,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,1,,10,66,320.364.397.967.751
2797331,1,2,1,70,66,17,24,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,10,66,329.737.424.923.939
2797335,1,1,1,70,66,3,48,1,,2,10,1,,7,2,,,,,,,,,,1,,2,,2,39,53,55,1,1,5511,10,66,288.341.641.409.568
2797337,1,2,1,70,66,2,16,1,,2,28,1,,9,4,,,,,,,,,,1,,2,,2,59,97,52,1,1,5211,10,66,255.360.026.563.395
2797360,1,2,1,70,68,6,25,4,,2,6,4,,1,1,,,,,,,,,,1,,2,,2,78,78,16,1,1,1600,10,68,630.066.880.373.904
2797389,1,1,1,70,17,28,48,1,,2,28,1,,2,1,,,,,,,,,1,,TIENE PENSION POR SUSTITUCION,2,,2,95,95,45,1,2,4521,10,17,251.701.891.453.452
2797393,1,4,1,70,17,8,44,1,,2,8,1,,9,1,,,1,,,,,,,,,2,,2,6,6,75,1,1,7530,10,17,178.559.656.564.499
2797397,1,1,1,70,17,52,10,2,,2,92,2,,9,1,,,,,,,,,1,,LA  PENSION,2,,2,13,13,80,1,2,8043,10,17,307.952.369.883.376
2797400,1,2,1,70,17,156,48,1,,2,104,1,,3,2,,,,,,,,,,1,,2,,2,3,60,5,1,2,501,10,17,213.560.973.277.832
2797401,1,2,1,70,17,4,24,2,,2,12,2,,9,1,,,,,,1,1,,,,,2,,2,6,6,85,1,1,8511,10,17,149.160.783.359.404
2797415,1,2,1,70,17,3,48,1,,2,240,1,,9,6,,,,,,,,,,1,,2,,2,38,39,75,1,1,7512,10,17,158.277.859.683.706
2797416,1,1,1,70,17,32,48,1,,2,40,1,,9,5,,,,,,,,,,1,,2,,2,40,39,66,1,2,6604,10,17,142.620.320.069.152
2797454,1,2,1,70,23,8,48,1,,2,8,1,,9,4,,,,,,,,,,1,,2,,2,33,42,50,1,1,5051,10,23,136.454.647.171.025
2797461,1,3,1,70,23,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,10,23,133.346.999.854.793
2797462,1,2,1,70,23,4,48,4,,2,8,4,,1,2,,,,,,,,1,,,,2,,2,45,45,52,1,1,5261,10,23,126.363.468.212.446
2797482,1,3,1,70,11,8,30,1,,2,9,4,,4,1,,,,,,,,,,1,,2,,2,53,80,19,1,1,1921,10,11,405.037.267.848.232
2797488,1,2,1,70,76,52,48,1,,2,36,1,,9,1,,,,,,,,,,1,,2,,2,16,16,80,1,2,8050,10,76,856.411.888.910.432
2797489,1,2,1,70,76,52,48,1,,2,98,1,,9,1,,,1,,,,,,,,,2,,2,7,7,85,1,2,8512,10,76,903.144.878.971.626
2797501,1,1,1,70,8,2,56,1,,2,2,1,,2,7,,,,,,,,,,1,,1,1200000,2,58,58,74,1,1,7492,10,8,525.127.967.467.681
2797501,1,2,1,70,8,4,48,1,,2,364,1,,9,8,,,,,,,,,,1,,2,,2,45,45,52,1,1,5211,10,8,525.127.967.467.681
2797515,1,1,1,70,52,104,48,1,,2,52,4,,1,5,,,,,,,,,,1,,2,,2,8,8,72,1,2,7220,10,52,15.647.167.194.993
2797520,1,2,1,70,52,8,48,1,,2,73,4,,1,4,,,,,,,,,,1,,2,,2,59,61,1,1,1,116,10,52,312.943.343.899.861
2797522,1,1,1,70,52,17,40,1,,2,30,1,,4,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5233,10,52,172.883.360.045.956
