DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,MES,DPTO,fex_c_2011
2799029,1,4,1,70,2,32,50,1,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,2,,10,63,154.019.546.834.664
2799037,1,3,1,70,2,3,50,1,,2,3,1,,2,9,TIENE CODIGO DE DESPLAZADA,,,,,,,,,1,,1,54000,2,45,53,55,1,1,5521,10,63,117.286.643.553.112
2799043,1,1,1,70,2,155,48,3,,2,155,4,,1,8,,,,,,,,,,1,,2,,2,55,53,55,1,2,5529,10,63,202.206.038.523.921
2799043,1,3,1,70,2,104,60,1,,2,104,1,,3,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5233,10,63,202.206.038.523.921
2799043,1,4,1,70,2,52,16,4,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,2,,10,63,202.206.038.523.921
2799044,1,1,1,70,2,16,90,1,,2,16,2,,9,1,,,,,,,,,,1,,2,,2,58,58,75,1,2,7522,10,63,16.533.704.002.697
2799056,1,3,1,70,2,3,45,4,,2,8,4,,1,1,,,,,,,,,,1,,1,300000,2,95,95,45,1,1,4521,10,63,215.540.060.414.179
2799056,1,4,1,70,2,4,45,4,,2,9,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,116,10,63,215.540.060.414.179
2799059,1,1,1,70,2,100,25,1,,2,152,1,,2,8,,,,,,,,,,1,,2,,2,45,53,55,1,2,5521,10,63,196.704.326.658.043
2799064,1,5,1,70,2,1,45,4,,2,2,4,,1,1,,,,,,,,,,1,,1,300000,2,61,58,74,1,1,7492,10,63,198.647.338.545.008
2802910,1,2,1,70,2,16,24,3,,2,16,1,,3,1,,,,,,,,,,1,,2,,2,54,53,1,1,2,113,10,63,228.071.613.289.116
2802911,1,3,1,70,2,4,50,1,,2,4,2,,9,1,,,,,,,,,,1,,2,,2,58,58,74,1,1,7492,10,63,215.540.060.414.179
2802932,1,1,1,70,2,104,40,3,,2,105,3,,1,8,,,,,,,,,,1,,2,,2,55,55,95,1,2,9500,10,63,195.256.273.723.892
2802932,1,4,1,70,2,2,50,4,,2,2,4,,1,1,,,,,,,,,,1,,2,,2,95,41,52,1,1,5241,10,63,195.256.273.723.892
2802933,1,2,1,70,2,80,50,3,,2,156,3,,1,2,,,,,,,,,,1,,2,,2,55,55,95,1,2,9500,10,63,151.583.462.514.527
