DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4829994;1;3;1;70;1;6;48;2; ;2;6;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2000000;2; ;39;39;75;1;1;02;7512;68;3506,58767202993; 
4829995;1;3;1;70;1;5;48;1; ;2;5;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;06;06;85;1;1;02;8513;68;3168,03086264752; 
4830003;1;2;1;70;1;104;48;1; ;2;102;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;13;80;1;2;02;8050;68;4418,52033523521; 
4830009;1;1;1;70;1;10;48;1; ;2;10;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;41;52;1;1;02;5244;68;3481,17079217042; 
4830013;1;3;1;70;1;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;828116;2; ;58;95;45;1;1;02;4559;68;3929,60980588897; 
4830060;1;3;1;70;1;12;48;1; ;2;15;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;98;15;1;1;02;1511;05;797,209214831975;05
4830062;1;1;1;70;1;5;48;1; ;2;6;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;836000;2; ;05;38;74;1;1;02;7499;05;1107,25287774648;05
4830063;1;2;1;70;1;26;48;1; ;2;52;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;39;45;52;1;2;02;5225;05;1045,96011862702;05
4830064;1;1;1;70;1;3;24;1; ;2;132;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;1;02;5521;05;876,647107032314;05
4830067;1;1;1;70;1;4;48;1; ;2;52;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;55;54;95;1;1;02;9500;05;975,206310392005;05
4830070;1;1;1;70;1;2;24;4; ;2;15;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;45;13;80;1;1;02;8060;05;876,647107032314;05
4830081;1;3;1;70;1;6;48;1; ;2;12;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;37;55;1;1;02;5529;05;942,975347930135;05
4830083;1;1;1;70;1;144;24;1; ;2;144;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;826000;2; ;37;21;65;1;2;02;6519;05;775,932643499914;05
4830085;1;3;1;70;1;6;48;2; ;2;7;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;1;02;02;80;1;1;02;8050;05;904,939862947042;05
4830085;1;4;1;70;1;17;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;32; ; ;1;2;02; ;05;904,939862947042;05
