DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4835773;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;23;1929,22672708117
4835774;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;02;23;2150,65531946549
4835774;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;23;2150,65531946549
4835775;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;23;1617,86964226623
4835775;1;3;1;80; ;2;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;23;1617,86964226623
4835775;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;23;1617,86964226623
4835778;1;1;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;23;2324,00075114431
4840112;1;1;1;80; ;2;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;05;3960,54956010785
4840113;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;6270,00597069978
4840114;1;5;1;80; ;2;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;05;4940,4641342604
4840115;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828000;2;1;02;05;6270,00597069978
4840116;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;6324,13303022421
4840117;1;2;1;80; ;2;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;05;3661,67084424484
4840117;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3661,67084424484
4840117;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;3661,67084424484
4840119;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3661,67084424484
4840119;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3661,67084424484
4840120;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;5654,62800810429
4840121;1;1;1;80; ;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;05;3485,15880381032
4840126;1;3;1;80; ;2;1;1;3; ;2; ; ;9; ;2; ;1;40000; ; ; ;2;1;02;05;6491,19066786948
4840127;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;828000;2;1;02;05;6919,86122245831
4840127;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;6919,86122245831
4840131;1;1;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3947,16416349991
4840131;1;3;1;80; ;2;1;1;4; ;2; ; ;12;PEREZA;2; ;2; ; ; ; ;2;1;02;05;3947,16416349991
4840133;1;1;1;80; ;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;3257,28140833664
4840135;1;2;1;80; ;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;9141,00603487916
4840140;1;1;1;80; ;2;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;02;68;794,252307525444
4840140;1;2;1;80; ;2;1;4;7; ;2; ; ;8; ;1; ;2; ; ; ; ;2;1;02;68;794,252307525444
4840141;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;68;609,767674917474
4840142;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;609,767674917474
4840143;1;2;1;80; ;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;609,767674917474
4840143;1;4;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;68;609,767674917474
4840143;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;68;609,767674917474
4840145;1;2;1;80; ;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;2439,0706996699
4840145;1;3;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;2439,0706996699
4840145;2;3;2;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;2439,0706996699
4840145;2;4;2;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;2439,0706996699
4840146;1;4;1;80; ;2;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;68;2317,51928128124
4840146;1;5;1;80; ;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;2317,51928128124
4840146;1;6;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;400000;2;1;02;68;2317,51928128124
4840148;1;1;1;80; ;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;68;609,767674917474
4840148;1;2;1;80; ;2;2; ; ; ; ;1;1;4; ;2; ;2; ; ; ;150000;2;1;02;68;609,767674917474
4840151;1;2;1;80; ;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;68;2168,44965816775
