DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4829993;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3418,25561612936
4829993;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3418,25561612936
4829994;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3506,58767202993
4829994;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;3506,58767202993
4829994;1;3;1;50; ;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;3506,58767202993
4829995;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3168,03086264752
4829995;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3168,03086264752
4829995;1;3;1;50; ;1;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;3168,03086264752
4829995;1;4;1;50; ;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;3168,03086264752
4829995;1;5;1;50; ;1; ; ;2;6;DESCANSANDO POR LA EDAD;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;3168,03086264752
4829996;1;1;1;50; ;1; ; ;1;6;DILIGENCIAS MEDICAS;2;2;2;2;1;10; ; ; ; ; ; ;02;1;68;3650,44919686162
4829996;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3650,44919686162
4829996;1;3;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;3650,44919686162
4829997;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3895,30728278326
4829997;1;2;1;50; ;1; ; ;2;6;CUIDADO DE MENOR;1; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3895,30728278326
4829998;1;1;1;50; ;1; ; ;1;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2254,96912141914
4829998;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2254,96912141914
4829998;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2254,96912141914
4829999;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4045,82272071361
4830000;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2897,43246134031
4830000;1;2;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2897,43246134031
4830000;1;4;1;50; ;1; ; ;4;4; ;2;2;2;2;1;9; ; ; ; ; ; ;02;1;68;2897,43246134031
4830001;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4045,82272071361
4830002;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4045,82272071361
4830003;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;4418,52033523521
4830003;1;2;1;50; ;1;3; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;4418,52033523521
4830003;1;3;1;50; ;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;4418,52033523521
4830004;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3418,25561612936
4830004;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3418,25561612936
4830005;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3217,22630396186
4830006;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2794,20417010282
4830008;1;1;1;50; ;1; ; ;1;6;DESCANSANDO POR VEJEZ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2175,68087628013
4830008;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;2175,68087628013
4830008;1;3;1;50; ;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;2175,68087628013
4830009;1;1;1;50; ;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;1;68;3481,17079217042
4830009;1;2;1;50; ;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3481,17079217042
4830009;1;3;1;50; ;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3481,17079217042
4830009;1;4;1;50; ;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;1;68;3481,17079217042
4830010;1;1;1;50; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;1;68;3662,95553453564
4830010;1;2;1;50; ;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;1;68;3662,95553453564
