DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011
4372903;1;3;1;1;1;1;1;1;3;3; ; ; ; ;100000;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;2;07;63;1798,67106461086
4372904;1;3;1;1;1;1;1;3;3;3; ; ; ; ;160000;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;2067,54403933728
4372905;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;1353,89935219292
4372906;1;3;2;1;1;1;1;1;3;1; ; ;40000000;300000; ;2;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;2222,87187788496
4372907;1;3;1;1;1;1;1;3;3;1; ; ;8000000;100000; ;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;1798,67106461086
4372908;1;3;2;1;1;1;1;3;3;1; ; ;28000000;230000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3;5;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;2317,98246150172
4372909;1;4;3;1;1;1;1;1;3;3; ; ; ; ;160000;2;2;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;2282,36435027731
4372910;1;5;4;1;1;1;1;3;3;1; ; ;23000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;3196,98337410549
4372911;1;4;1;1;1;1;1;1;3;2; ;230000;23000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;2;07;63;1612,7439400076
4372912;1;4;3;1;1;1;1;1;3;3; ; ; ; ;140000;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;8;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;2;07;63;2047,76604298177
4374021;1;3;2;2;1;1;1;1;4;3; ; ; ; ;40000;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;7;2; ;1;1;4;4;1;2;2;2;1;1;1;1;01;2;07;66;4738,85825956706
4374027;1;2;1;2;1;1;2;1;4;5; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;7;3;1;1;2;2;1;1;1;1;01;2;07;66;2751,33672098328
4374028;1;3;3;2;1;1;1;1;5;4; ; ; ;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;4;6;2; ;1;1;1;2;1;1;2;2;1;1;1;1;01;2;07;66;4015,23609646188
4374029;1;3;2;2;1;1;1;1;5;1; ; ;20000000;50000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;4;2;1;2;2;2;1;1;1;1;01;2;07;66;1975,44900381307
4374030;1;3;2;2;1;1;2;1;4;1; ; ;50000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;1;1;1;1;01;2;07;66;3190,05668295816
4374031;1;3;1;2;1;1;1;1;4;1; ; ;30000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;4;3;1;1;2;2;1;1;1;1;01;2;07;66;3033,43398631079
