DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;MES;DPTO;fex_c_2011
4367213;1;4;1;1;1;1;1;1;1;1; ; ;80000000;500000; ;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2; ;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;05;07;05;1247,78177819424
4367214;1;5;4;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;4;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;936,882628065256
4367215;1;4;3;1;1;1;1;1;3;1; ; ;80000000;550000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;1;4;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;977,993509467715
4367216;1;1;1;1;1;1;1;1;4;1; ; ;12000000;200000; ;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;05;07;05;1350,1957862051
4367217;1;4;1;1;1;1;1;6; ;4; ; ; ;600000; ;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;05;07;05;1323,49699033981
4367218;1;3;3;1;1;1;1;1;4;1; ; ;98;300000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;7;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;05;07;05;1018,77738519648
4367219;1;4;3;1;1;1;1;1;3;1; ; ;140000000;700000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;790,200002330043
4367220;1;3;2;1;1;1;1;1;4;1; ; ;28000000;350000; ;2;1;2;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;4;1;1;2;1;1;2;1;1;01;05;07;05;1057,64757260595
4367221;1;5;3;1;1;1;1;1;3;1; ; ;90000000;750000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;07;05;1172,06656604867
4367222;1;4;1;1;1;1;1;1;3;3; ; ; ; ;480000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;05;07;05;1344,47846298005
