DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011;AREA
4370178;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;224,323726576174;52
4370180;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;750000;2;1;07;52;95,3464719783945;52
4370180;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;95,3464719783945;52
4370180;1;5;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;07;52;95,3464719783945;52
4370182;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;07;52;314,007167207896;52
4370182;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;450000;2;1;07;52;314,007167207896;52
4370183;1;2;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ;1;40;700000;3;1;07;52;131,230395129726;52
4370183;1;5;1;80;1;1;1;2; ;2; ; ;2; ;2; ;1;60000; ; ;700000;2;1;07;52;131,230395129726;52
4370183;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;50000;2;1;07;52;131,230395129726;52
4370186;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;25;600000;2;1;07;52;160,645186974899;52
4370186;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;160,645186974899;52
4370187;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;20;500000;2;1;07;52;119,35963722073;52
4370188;1;2;1;80;1;1;3;8; ;2; ; ;2; ;2; ;2; ; ; ;737717;2;1;07;52;228,27063778657;52
4370189;1;3;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;52;165,859739303523;52
4370190;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;52;184,360301796244;52
4370190;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;52;184,360301796244;52
4370193;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;140,962370731519;52
4370194;1;1;1;80;1;1;3;1; ;2; ; ;7; ;2; ;2; ;1;24;750000;2;1;07;52;196,137596866084;52
4370196;1;3;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ;2; ;99;2;1;07;52;212,046944041841;52
4370198;1;2;1;80;1;1;2;4; ;2; ; ;8; ;1; ;2; ; ; ;99;2;1;07;52;161,893053868793;52
4370198;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;161,893053868793;52
4370199;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1;4;2; ; ; ;500000;1;1;07;52;202,381151048807;52
4370199;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;52;202,381151048807;52
4370200;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;224,323726576174;52
4370201;1;1;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ;99;3;1;07;52;214,158446118648;52
4370201;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;214,158446118648;52
4370203;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;2;1;07;52;100,244172970833;52
4370204;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;20;300000;2;1;07;52;182,587762502266;52
4370204;1;3;1;80;1;1;2;2; ;2; ; ;2; ; ; ;2; ;1;15;300000; ;1;07;52;182,587762502266;52
4370205;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1;4;2; ; ; ;9999;1;1;07;52;257,86912182799;52
4370206;1;1;1;80;1;1;4;1; ;2; ; ;8; ;3; ;2; ; ; ;99;3;1;07;52;170,596027616486;52
4370206;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;52;170,596027616486;52
4370206;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;170,596027616486;52
4370208;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;182,587762502266;52
4370209;1;1;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;700000;2;1;07;52;100,244172970833;52
4370209;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;40;700000;2;1;07;52;100,244172970833;52
4370210;1;2;1;80;1;1;3;8; ;2; ; ;2; ;1; ;2; ;2; ;750000;2;1;07;52;191,29073624996;52
4370212;1;1;1;80;1;1;4;6; ;1; ;1;4; ;2; ;2; ; ; ;99;2;1;07;52;143,806591472995;52
4370213;1;2;1;80;1;1;2;7; ;2; ; ;11; ;2; ;2; ; ; ;99;2;1;07;52;150,204846776774;52
4370216;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;1000000;3;1;07;52;209,422157805685;52
4370217;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;700000;2;1;07;52;95,3464719783945;52
4370217;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;07;52;95,3464719783945;52
4370218;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;07;52;145,468558463811;52
4370219;1;1;1;80;1;1;4;4; ;1; ;4;5; ;2; ;2; ; ; ;99;2;1;07;52;150,204846776774;52
4370219;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;07;52;150,204846776774;52
4370220;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;99;2;1;07;52;172,257994607303;52
4370221;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;160,645186974899;52
4370222;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;07;52;246,291487039133;52
4370223;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;52;125,785742220431;52
4370224;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;07;52;202,381151048807;52
4370226;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1;4;2; ; ; ;700000;1;1;07;52;198,946644764013;52
4370229;1;1;1;80;1;1;4;6; ;2; ; ;8; ;3; ;2; ; ; ;1000000;3;1;07;52;195,429232269752;52
4370230;1;2;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;300000;2;1;07;52;193,771640140269;52
4370230;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;07;52;193,771640140269;52
4370230;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;07;52;193,771640140269;52
4370230;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;193,771640140269;52
4370231;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;700000;2;1;07;52;182,698334805427;52
4370232;1;1;1;80;1;1;4;3; ;1; ;4;8; ;1; ;2; ;1;48;737717;2;1;07;52;233,137272627029;52
4370232;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;800000; ;1;07;52;233,137272627029;52
4370234;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;52;148,542879785958;52
4370234;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;07;52;148,542879785958;52
4370236;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;400000;2;1;07;52;168,623828041525;52
4370236;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;07;52;168,623828041525;52
4370237;1;1;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ;700000;3;1;07;52;131,136932290571;52
4370237;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;07;52;131,136932290571;52
4370238;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;267,620302188594;52
4370239;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;07;52;200,60861175483;52
4370240;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;700000;2;1;07;52;202,381151048807;52
4370243;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;128,045501504418;52
4370244;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;1;100000;2; ;300000;2;1;07;52;224,213154273013;52
4370245;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;07;52;179,209913386358;52
4370247;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;500000;2;1;07;52;211,571344786511;52
4370248;2;1;2;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;07;52;251,027775352097;52
4370249;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;07;52;172,147422304142;52
4370251;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;737717;2;1;07;52;257,271329534819;52
4370251;1;2;1;80;1;2; ; ; ; ;1;3;5; ;2; ;2; ;2; ;737717;2;1;07;52;257,271329534819;52
4370253;1;1;1;80;1;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ;500000;2;1;07;52;195,429232269752;52
4370254;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;52;158,983219984083;52
4370254;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;158,983219984083;52
4370255;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;52;95,3464719783945;52
4370255;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;52;95,3464719783945;52
4370256;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;52;264,526206642112;52
4370256;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;99; ;1;07;52;264,526206642112;52
4370257;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;1;32000;2; ;700000;2;1;07;52;189,628769259144;52
4370260;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;300000;2;1;07;52;202,381151048807;52
4370261;1;1;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ;1400000;3;1;07;52;150,204846776774;52
4370261;1;2;1;80;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ;1400000;3;1;07;52;150,204846776774;52
4370265;1;2;1;80;1;1;2;2; ;2; ; ;2; ; ; ;2; ;2; ;200000; ;1;07;52;191,29073624996;52
4370266;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;52;150,204846776774;52
4370270;1;1;1;80;1;1;1;8; ;2; ; ;4; ;3; ;2; ; ; ;700000;3;1;07;52;197,799563856901;52
4370270;1;2;1;80;1;2; ; ; ; ;1;1;8; ;2; ;2; ;1;20;600000;2;1;07;52;197,799563856901;52
4370270;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;100000;2;1;07;52;197,799563856901;52
4370271;1;3;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;07;52;189,739341562305;52
4370272;1;1;1;80;1;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ;700000;2;1;07;52;150,204846776774;52
4370274;1;1;1;80;1;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ;99;2;1;07;52;186,726258522059;52
4370287;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;07;54;209,903593117406;54
4370287;1;3;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;07;54;209,903593117406;54
4370290;1;2;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ;1;48;737000;2;1;07;54;475,278124043574;54
4370290;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;737000; ;1;07;54;475,278124043574;54
4370290;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;54;475,278124043574;54
4370294;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;07;54;585,398546503719;54
4370295;1;1;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ;737717;2;1;07;54;473,434461701844;54
4370297;1;1;1;80;1;1;3;4; ;2; ; ;7; ;2; ;2; ; ; ;400000;2;1;07;54;309,524391851102;54
4370298;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ;600000;2;1;07;54;313,877702435731;54
4370298;1;2;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ;580000;2;1;07;54;313,877702435731;54
4370299;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;07;54;315,340911348321;54
4370300;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;600000;2;1;07;54;593,65731176946;54
4370300;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;800000;2;1;07;54;593,65731176946;54
4370302;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;566,16198581738;54
4370303;1;2;1;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ;360000;2;1;07;54;405,414676698363;54
4370304;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;07;54;383,657301689456;54
4370306;1;1;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;07;54;312,92649800982;54
4370306;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;312,92649800982;54
4370309;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;453,521393520249;54
4370311;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;414,095756539035;54
4370312;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;07;54;383,657301689456;54
4370313;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;466,751230355783;54
4370314;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;24;600000;2;1;07;54;315,340911348321;54
4370317;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;48;800000;2;1;07;54;511,724613926584;54
4370317;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;300000; ;1;07;54;511,724613926584;54
4370318;1;1;1;80;1;1;4;6; ;1; ;2;1; ;2; ;2; ; ; ;747000;2;1;07;54;309,793164758734;54
4370318;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;800000;2;1;07;54;309,793164758734;54
4370319;1;2;1;80;1;1;2;6; ;1; ;2;8; ;2; ;2; ;1;48;700000;2;1;07;54;537,482034035419;54
4370319;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;537,482034035419;54
4370319;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;537,482034035419;54
4370321;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;98;2;1;07;54;357,335147820917;54
4370322;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;07;54;589,082033527201;54
4370323;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;36;200000;2;1;07;54;475,701083104087;54
4370323;1;6;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;98;2;1;07;54;475,701083104087;54
4370324;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;500000; ;1;07;54;337,3942472093;54
4370326;1;2;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;07;54;495,219024655191;54
4370327;1;4;1;80;1;1;3;6; ;2; ; ;9; ;2; ;2; ;2; ;737700;2;1;07;54;479,38457012757;54
4370329;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;740000;2;1;07;54;425,62370573203;54
4370331;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;07;54;415,527202147581;54
4370332;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;400000;2;1;07;54;342,576809564602;54
4370332;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;342,576809564602;54
4370332;1;8;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;99;3;1;07;54;342,576809564602;54
4370335;1;1;1;80;1;1;4;8; ;1; ;4;8; ;2; ;2; ; ; ;737717;2;1;07;54;388,042375578128;54
4370335;1;2;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;07;54;388,042375578128;54
4370337;1;2;1;80;1;1;2;7; ;2; ; ;9; ;2; ;2; ;1;48;800000;2;1;07;54;617,268446961844;54
4370337;1;5;1;80;1;2; ; ; ; ;1;2;9; ;2; ;2; ;1;48;737717;2;1;07;54;617,268446961844;54
4370338;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;07;54;309,524391851102;54
4370339;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;07;54;521,54117852373;54
4370340;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;54;279,191026802965;54
4370341;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;485,49705047686;54
4370342;1;1;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;500000;2;1;07;54;489,671278065605;54
4370342;1;3;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;40;500000;2;1;07;54;489,671278065605;54
4370343;1;1;1;80;1;1;4;1; ;1; ;4;9; ;2; ;2; ;1;30;630000;2;1;07;54;283,767616227849;54
4370344;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;07;54;357,335147820917;54
4370344;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;737000;2;1;07;54;357,335147820917;54
4370345;1;1;1;80;1;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ;800000;2;1;07;54;281,056597551694;54
4370346;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;24;737700;2;1;07;54;392,60715443776;54
4370346;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;700000; ;1;07;54;392,60715443776;54
4370348;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;07;54;209,903593117406;54
4370348;1;4;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;07;54;209,903593117406;54
4370349;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;1;25;450000;2;1;07;54;303,976645261516;54
4370350;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;07;54;489,671278065605;54
4370351;1;1;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;600000;2;1;07;54;694,132328215144;54
4370351;2;2;2;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;600000;2;1;07;54;694,132328215144;54
4370355;1;1;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ;1;48;737717;3;1;07;54;263,250171291276;54
4370356;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;453,224788182595;54
4370357;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;07;54;292,420863638499;54
4370358;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;1500000;3;1;07;54;309,524391851102;54
4370360;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;07;54;315,340911348321;54
4370363;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;1;24;200000;2;1;07;54;399,70391369963;54
4370363;1;2;1;80;1;1;2;2; ;2; ; ;9; ;2; ;2; ;2; ;200000;2;1;07;54;399,70391369963;54
4370364;1;1;1;80;1;1;3;8; ;2; ; ;8; ;2; ;2; ;1;24;99;2;1;07;54;425,62370573203;54
4370365;1;2;1;80;1;1;4;2; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;07;54;470,434717379266;54
4370366;1;1;1;80;1;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ;700000;2;1;07;54;309,524391851102;54
4370368;1;1;1;80;1;1;4;7; ;2; ; ;8; ;1;4;2; ; ; ;1000000;1;1;07;54;315,340911348321;54
4370368;1;2;1;80;1;1;4;5; ;2; ; ;9; ;3; ;2; ; ; ;98;3;1;07;54;315,340911348321;54
4370369;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;209,903593117406;54
4370370;1;1;1;80;1;1;4;5; ;2; ; ;7; ;3; ;2; ;1;30;737717;3;1;07;54;309,524391851102;54
4370372;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;1000000;2;1;07;54;431,46805765927;54
4370373;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ;1;24;737700;2;1;07;54;209,903593117406;54
4370373;1;3;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;24;737700;2;1;07;54;209,903593117406;54
4370375;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;54;209,903593117406;54
4370375;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;54;209,903593117406;54
4370376;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;466,751230355783;54
4370377;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;700000;2;1;07;54;447,677041593009;54
4370378;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;07;54;447,677041593009;54
4370378;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;737700;2;1;07;54;447,677041593009;54
4370379;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;447,514669669444;54
4370380;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ;600000;2;1;07;54;309,524391851102;54
4370381;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;240,598896489087;54
4370381;1;4;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;07;54;240,598896489087;54
4370382;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;07;54;334,415100111095;54
4370382;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;500000;2;1;07;54;334,415100111095;54
4370383;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;30;400000;2;1;07;54;410,96242328795;54
4370384;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;07;54;209,903593117406;54
4370385;1;2;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ;400000;2;1;07;54;489,671278065605;54
4370385;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;489,671278065605;54
4370386;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;447,514669669444;54
4370389;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;800000;2;1;07;54;231,649043740783;54
4370389;1;5;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;99;2;1;07;54;231,649043740783;54
4370390;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;30;737717;2;1;07;54;315,340911348321;54
4370391;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;608,31859421354;54
4370392;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;400000;2;1;07;54;605,5018190389;54
4370394;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;07;54;489,671278065605;54
4370395;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;07;54;315,340911348321;54
4370397;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;07;54;502,304617837391;54
4370402;1;2;1;80;1;1;4;1; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;07;54;534,174518295517;54
4370404;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;400000;2;1;07;54;328,867353521508;54
4370405;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;07;54;605,5018190389;54
4370406;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;54;656,129350183355;54
4370406;2;3;2;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;656,129350183355;54
4370407;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;328,867353521508;54
4370410;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;300000;2;1;07;54;466,751230355783;54
4370410;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;200000; ;1;07;54;466,751230355783;54
4370413;1;2;1;80;1;1;3;6; ;1; ;2;1; ;2; ;2; ;1;48;99;2;1;07;54;470,434717379266;54
4370414;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;20;350000;2;1;07;54;560,507838243726;54
4370415;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;1500000;3;1;07;54;309,524391851102;54
4370416;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;281,056597551694;54
4370417;1;1;1;80;1;1;2;4; ;1; ;2;6; ;2; ;2; ;1;48;600000;2;1;07;54;306,793420436155;54
4370418;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;07;54;392,60715443776;54
4370419;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;07;54;776,803297820959;54
4370422;1;2;1;80;1;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ;150000;2;1;07;54;441,86052209579;54
