DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4378608;1;2;1;70;2;52;30;1; ;2;77;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;250000;2; ;56;79;52;1;2;5271;07;63;2282,36435027731
4378612;1;3;1;70;2;16;40;1; ;2;16;1; ;9;1;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1260000;1;1;09;09;65;1;2;6512;07;63;2057,51565242555
4378722;1;1;1;70;2;2;42;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;500000;2; ;59;61;01;1;1;0118;07;18;609,905618955072
4378722;1;2;1;70;2;2;42;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;400000;2; ;61;61;01;1;1;0118;07;18;609,905618955072
4383106;1;1;1;70;2;5;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;45; ; ;1;1; ;07;20;3325,36526884309
4383184;1;1;1;70;2;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;41;41;52;1;1;5223;07;20;647,903738488031
4383188;1;3;1;70;2;16;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;97;58;74;1;2;7492;07;20;811,70491206115
4383218;1;1;1;70;2;6;50;4; ;2;6;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;4521;07;41;1735,98138927094
4383231;1;3;1;70;2;1;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;95; ; ;1;1; ;07;05;1790,94867093774
4383296;1;1;1;70;2;6;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;1800000;2; ;85;95;45;1;1;4521;07;05;6748,91567702573
4383352;1;3;1;70;2;12;48;3; ;2;13;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;54;95;1;1;9500;07;54;1100,15236833753
4383356;1;3;1;70;2;12;40;8; ;2;20;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;62;61;01;1;1;0115;07;54;800,762011719165
4383358;1;1;1;70;2;6;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;61;61;01;1;1;0140;07;54;770,526421289681
4383363;1;3;1;70;2;15;48;3; ;2;33;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;45;52;1;2;5233;07;54;514,022388167279
4383373;1;4;1;70;2;60;48;2; ;2;72;4; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;13;39;92;1;2;9231;07;54;791,466628367823
4383403;1;2;1;70;2;2;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;500000;2; ;61;61;01;1;1;0140;07;54;1064,05341974912
4383403;1;3;1;70;2;36;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;95; ; ;1;2; ;07;54;1064,05341974912
4383446;1;2;1;70;2;53;48;4; ;2;53;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;61;61;01;1;2;0119;07;54;800,852339586669
4383477;1;1;1;70;2;4;48;1; ;2;4;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;1;2000000;786000;2; ;45;41;51;1;1;5125;07;54;1114,00190997497
4383477;1;2;1;70;2;8;48;1; ;2;8;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;45;45;52;1;1;5219;07;54;1114,00190997497
4383482;1;2;1;70;2;4;55;4; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;600000;2; ;55;54;10;1;1;1010;07;54;1123,51278934026
4383537;1;3;1;70;2;8;40;2; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;58;61;01;1;1;0117;07;54;465,591897957449
4383608;1;2;1;70;2;7;50;4; ;2;7;4; ;1;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;700000;2; ;61;61;01;1;1;0113;07;54;1023,25505278073
4383733;1;1;1;70;2;24;48;1; ;2;25;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;97;84;50;1;2;5040;07;66;1584,96442238585
4383747;1;3;1;70;2;48;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;58;45;52;1;2;5233;07;66;2116,14063728723
4383750;1;2;1;70;2;80;50;1; ;2;80;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;39;55;1;2;5511;07;66;1543,8271819104
4383761;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;62; ; ;1;1; ;07;68;849,108043083657
4383842;1;9;1;70;2;1;40;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;600000;2; ;90;98;61;1;1;6120;07;76;4591,62600199755
4383862;1;2;1;70;2;1;14;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;94;94;36;1;1;3699;07;76;1147,90650049939
4383980;1;3;1;70;2;8;35;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;53;53;55;1;1;5522;07;17;1571,26638472292
4383980;1;6;1;70;2;32;48;1; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;54;95;1;2;9500;07;17;1571,26638472292
4384023;1;2;1;70;2;4;50;8; ;2;4;8; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;1;500000;500000;2; ;62;62;01;1;1;0111;07;17;839,224080206266
4384028;1;2;1;70;2;12;72;3; ;2;48;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;62;01;1;1;0111;07;17;453,21473600076
4384073;1;3;1;70;2;8;45;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;45;45;52;1;1;5239;07;17;475,077232420584
4384120;1;3;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;58; ; ;1;1; ;07;17;1941,96563782282
4384123;1;2;1;70;2;3;35;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;53;57;93;1;1;9302;07;17;1378,98017383397
4384126;1;3;1;70;2;4;45;1; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;737717;2; ;95;62;01;1;1;0117;07;17;2016,70324713447
4384126;1;4;1;70;2;3;48;8; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;737717;2; ;62;62;45;1;1;4530;07;17;2016,70324713447
4384219;1;1;1;70;2;4;40;4; ;2;48;1; ;4;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;800000;2; ;57;45;55;1;1;5521;07;19;2842,9167792715
4384224;1;3;1;70;2;2;40;4; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;61;61;01;1;1;0140;07;19;1096,58831997539
4384236;1;3;1;70;2;3;48;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;95;1;1;9500;07;19;1096,58831997539
4384236;1;4;1;70;2;4;48;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;1;9500;07;19;1096,58831997539
4384240;1;1;1;70;2;48;48;1; ;2;96;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737716;2; ;97;54;95;1;2;9500;07;19;1509,09207009464
4384252;1;3;1;70;2;20;20;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737000; ; ;13; ; ;1;2; ;07;19;2615,38058088444
4385143;1;3;1;70;2;45;40;1; ;2;4;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;40000;700000;2; ;97;62;01;1;2;0115;07;23;2819,05478060602
4385144;1;5;1;70;2;6;40;3; ;2;6;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;50000;300000;2; ;54;54;95;1;1;9500;07;23;5359,68278555546
4385181;1;2;1;70;2;28;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;200000; ; ;13; ; ;1;2; ;07;23;4622,77426789558
4385186;1;4;1;70;2;13;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1; ;07;23;647,903738488031
4385386;1;1;1;70;2;24;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;54; ; ;1;2; ;07;27;1396,92611543254
4385392;1;2;1;70;2;28;40;2; ;2;28;2; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;13;39;75;1;2;7513;07;27;355,273953802433
4385513;1;1;1;70;2;16;48;3; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;2;9500;07;27;1031,86408448788
4385559;1;3;1;70;2;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737717; ; ;45; ; ;1;1; ;07;27;2474,9543992587
4385570;1;2;1;70;2;24;48;1; ;2;36;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;53;53;80;1;2;8011;07;44;1261,52468266432
4385633;1;2;1;70;2;1;24;1; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;79;54;95;1;1;9500;07;50;1886,07799683221
4385700;1;4;1;70;2;3;56;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;0121;07;50;1543,2749666524
4385705;1;2;1;70;2;13;48;1; ;2;54;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737176;2; ;39;53;55;1;1;5521;07;50;1557,46237283215
4385749;1;2;1;70;2;4;30;8; ;2;4;8; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;62;62;01;1;1;0121;07;50;1121,32281830511
4385752;1;3;1;70;2;4;40;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;62; ; ;1;1; ;07;50;1525,15661419613
4385778;1;2;1;70;2;208;40;1; ;2;208;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;53;55;1;2;5521;07;50;1323,60579738958
4385779;1;2;1;70;2;4;48;1; ;2;48;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;53;53;55;1;1;5521;07;50;1507,60652847224
4385779;1;3;1;70;2;16;48;1; ;2;16;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;737000;2; ;84;84;50;1;2;5040;07;50;1507,60652847224
4385931;1;1;1;70;2;3;45;4; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;61;61;01;1;1;0115;07;70;641,804399646453
4385936;1;2;1;70;2;16;40;1; ;2;98;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;13;13;80;1;2;8041;07;70;740,129110592256
4385937;1;2;1;70;2;5;40;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;45;52;1;1;5262;07;70;998,935166951162
4385970;1;3;1;70;2;2;48;2; ;2;160;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;32;45;55;1;1;5529;07;70;1191,00950083334
4385971;1;3;1;70;2;3;35;4; ;2;6;4; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;95;45;1;1;4522;07;70;1313,58318697403
4385974;1;3;1;70;2;5;40;2; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;74;1;1;7491;07;70;1503,81924123461
4385989;1;2;1;70;2;4;42;1; ;2;30;2; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;53;53;80;1;1;8021;07;70;641,804399646453
4386013;1;4;1;70;2;4;40;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;9500;07;70;641,804399646453
4386027;1;2;1;70;2;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;53;41;55;1;1;5530;07;70;1454,10130948351
4386031;1;1;1;70;2;14;30;4; ;2;103;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;53;55;1;2;5529;07;70;1134,32687995167
4386036;1;1;1;70;2;12;48;1; ;2;14;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;59;54;95;1;1;9500;07;70;873,061280104352
4386045;1;1;1;70;2;2;45;5; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ;1;900000;800000;2; ;51;50;15;1;1;1551;07;70;1307,63065567586
4386073;1;3;1;70;2;24;24;8; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;62; ; ;1;2; ;07;73;1383,36184409741
4386084;1;2;1;70;2;8;30;8; ;2;8;8; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;62;62;01;1;1;0117;07;73;1275,07957931506
4386094;1;2;1;70;2;40;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;01;1;2;0115;07;73;1383,36184409741
4386111;1;1;1;70;2;2;44;8; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1100000;800000;2; ;62;62;01;1;1;0130;07;73;1518,9437210246
4386118;1;3;1;70;2;4;40;1; ;2;104;8; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;59;62;01;1;1;0118;07;73;1282,78278400252
4386118;1;4;1;70;2;8;44;8; ;2;8;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;62;62;01;1;1;0118;07;73;1282,78278400252
4386123;1;2;1;70;2;3;40;8; ;2;3;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;1000000;2; ;62;62;01;1;1;0118;07;73;805,24846812099
4386136;1;3;1;70;2;8;45;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;1000000;2; ;95;97;52;1;1;5211;07;73;1538,72961356161
4386171;1;3;1;70;2;104;60;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;300000;2; ;54;54;95;1;2;9500;07;73;770,594036650807
4386239;1;1;1;70;2;12;45;1; ;2;11;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;4521;07;73;597,874110966229
4386245;1;1;1;70;2;4;45;8; ;2;4;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;800000;2; ;62;62;01;1;1;0111;07;73;1078,3576602378
4386306;1;2;1;70;2;20;48;3; ;2;126;3; ;1;2;1; ; ; ; ; ; ; ; ;1;BUSCAR TRABAJO; ;2; ;737717;2; ;54;54;95;1;2;9500;07;13;647,903738488031
4386307;2;2;2;70;2;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;55; ; ;1;2; ;07;13;1068,29090134433
4386548;1;3;1;70;2;4;35;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;45; ; ;1;1; ;07;15;3879,34445082845
4386597;1;2;1;70;2;12;40;1; ;2;416;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;53;53;80;1;1;8012;07;15;5942,71848174943
4386599;1;1;1;70;2;8;40;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;58;95;45;1;1;4530;07;15;8993,10970501013
4388019;1;3;1;70;2;1;48;1; ;2;4;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;1;370000;300000;2; ;32;39;01;1;1;0113;07;47;745,776668220329
4388022;2;2;2;70;2;70;48;8; ;2;105;3; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;737500;2; ;62;54;95;1;2;9500;07;47;841,34576435
4388048;1;3;1;70;2;3;56;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;730000; ; ;03; ; ;1;1; ;07;47;738,454122189718
4388051;1;2;1;70;2;24;56;1; ;2;24;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;737717;2; ;58;95;45;1;2;4522;07;47;680,970732395974
4388060;1;4;1;70;2;1;48;3; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;74;1;1;7493;07;47;888,484477063528
4388071;1;1;1;70;2;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;70;97;01;1;1;0113;07;47;766,227294932347
4388072;1;2;1;70;2;50;48;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;789000;2; ;13;32;80;1;2;8041;07;47;639,162968447134
4388074;1;2;1;70;2;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;737500; ; ;32; ; ;1;2; ;07;47;880,380958200863
4388075;1;2;1;70;2;2;24;3; ;2;4;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;200000;450000;2; ;54;54;95;1;1;9500;07;47;962,673528748439
4388089;1;2;1;70;2;40;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;180000;2; ;39;39;80;1;2;8041;07;47;870,098802850457
4388100;1;1;1;70;2;4;48;8; ;2;4;8; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;789000;2; ;60;62;01;1;1;0113;07;47;877,116573873273
4388106;1;1;1;70;2;4;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;789000;2; ;54;54;95;1;1;9500;07;47;377,111231695774
4388107;1;4;1;70;2;32;48;1; ;2;72;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;737700;2; ;59;59;85;1;2;8511;07;47;327,012738986533
4388132;1;2;1;70;2;14;48;1; ;2;25;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;41;1;2;4100;07;47;648,320244968606
