DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;MES;DPTO;fex_c_2011
5494143;1;1;1;90;2; ;2; ;2; ;1;70;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;701,341041920786
5494143;1;2;1;90;2; ;1;23;2; ;2; ;1;21;2; ;2; ;2; ;2; ;2; ;05;07;05;701,341041920786
5494143;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;701,341041920786
5494143;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;701,341041920786
5494143;1;5;1;90;2; ;1;35;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;701,341041920786
5494143;1;6;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;701,341041920786
5494144;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;910,662789596985
5494144;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;910,662789596985
5494144;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;910,662789596985
5494144;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;910,662789596985
5494145;1;1;1;90;2; ;1;2;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1215,32607214556
5494145;1;2;1;90;2; ;1;2;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1215,32607214556
5494146;1;1;1;90;2; ;1;20;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ;05;07;05;925,642356162365
5494146;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;925,642356162365
5494146;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;925,642356162365
5494146;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;925,642356162365
5494146;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;925,642356162365
5494147;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1162,17455401171
5494148;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1083,59232450441
5494148;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1083,59232450441
5494148;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1083,59232450441
5494148;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1083,59232450441
5494148;1;5;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1083,59232450441
5494149;1;1;1;90;2; ;1;21;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1647,18850776525
5494149;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1647,18850776525
5494149;1;3;1;90;2; ;1;9;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1647,18850776525
5494149;1;4;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1647,18850776525
5494150;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1078,50918268028
5494150;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1078,50918268028
5494151;1;1;1;90;2; ;1;21;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1162,17455401171
5494152;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1251,4387175877
5494152;1;2;1;90;2; ;1;30;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;05;07;05;1251,4387175877
5494152;1;3;1;90;2; ;1;5;2; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;05;07;05;1251,4387175877
5494153;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1041,9989283646
5494153;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1041,9989283646
5494153;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1041,9989283646
5494154;1;1;1;90;2; ;1;12;2; ;2; ;1;8;2; ;2; ;2; ;2; ;2; ;05;07;05;893,50587535838
5494154;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;893,50587535838
5494155;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1220,80682284322
5494155;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1220,80682284322
5494155;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1220,80682284322
5494156;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;1;10;2; ;2; ;05;07;05;1352,65861203127
5494156;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1352,65861203127
5494157;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1483,47764511695
5494157;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1483,47764511695
5494157;1;3;1;90;2; ;1;7;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1483,47764511695
5494158;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1241,54229284645
5494158;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1241,54229284645
5494158;1;3;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1241,54229284645
5494158;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1241,54229284645
5494158;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1241,54229284645
5494159;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1215,32607214556
5494159;1;2;1;90;2; ;1;7;1;1;2; ;2; ;2; ;1;5;2; ;2; ;2; ;05;07;05;1215,32607214556
5494160;1;1;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1162,17455401171
5494161;1;1;1;90;2; ;1;20;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;2329,80735904102
5494161;1;2;1;90;2; ;2; ;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;2329,80735904102
5494161;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;2329,80735904102
5494161;1;4;1;90;2; ;1;21;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;2329,80735904102
5494161;1;5;1;90;2; ;1;7;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;2329,80735904102
5494161;1;9;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;05;07;05;2329,80735904102
5494162;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1095,66609691889
5494162;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1095,66609691889
5494162;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1095,66609691889
5494162;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1095,66609691889
5494163;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;8;05;07;05;1167,65530470937
5494163;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;6;05;07;05;1167,65530470937
5494164;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1388,65321592651
5494166;1;1;1;90;2; ;1;29;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1661,96744563881
5494166;1;2;1;90;2; ;1;15;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1661,96744563881
5494166;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;05;07;05;1661,96744563881
