DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;CLASE;MES;DPTO;fex_c_2011
5498841;1;3;1;2;1;4;1;1;5;4; ; ; ;98; ;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;07;15;2544,71875297439
5498842;1;3;1;2;1;4;1;1;4;4; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;07;15;2430,31435646858
5498843;1;3;2;3;1;4;1;1;5;2; ;200000;98;98; ;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;07;15;8824,47746837621
5498844;1;3;1;2;1;4;1;1;5;3; ; ; ; ;150000;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2; ;1;1;3;2;1;2;2;2;2; ;1;1;01;2;07;15;4807,33810236247
5498845;1;3;1;2;1;4;1;1;4;1; ; ;98;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;07;15;2430,31435646858
5498846;1;2;1;2;1;4;1;1;5;1; ; ;98;98; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;07;15;3432,25912019241
5498847;1;3;2;2;1;4;1;1;5;1; ; ;80000000;300000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;07;15;4923,45555260565
5498848;1;4;1;2;1;4;1;1;4;2; ;600000;98;98; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;07;15;2430,31435646858
5498849;1;3;1;2;1;4;1;1;5;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;07;15;3432,25912019241
5498850;1;5;4;2;1;4;1;1;5;1; ; ;98;98; ;2;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;6;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;07;15;2430,31435646858
5499636;1;4;3;3;1;4;1;1;3;3; ; ; ; ;80000;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;6;2; ;1;1;1;2;1;1;1;2;2; ;1;1;01;2;07;41;2520,69937051148
5499637;1;3;2;3;1;1;1;1;3;1; ; ;90000000;500000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;1;3;2;1;1;1;2;1;8;1;1;01;2;07;41;1748,20511391038
5499638;1;4;3;1;1;1;1;1;3;1; ; ;80000000;500000; ;2;2;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;3;3;2; ;1;1;1;2;1;1;1;1;1;8;1;1;01;2;07;41;1260,12203168081
5499639;1;4;1;2;1;1;1;1;3;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;3;2; ;1;1;1;2;1;1;1;2;1;8;1;1;01;2;07;41;1899,95666362679
5499640;1;4;2;2;1;1;1;1;4;1; ; ;5000000;250000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;1;8;1;1;01;2;07;41;2465,20765151779
