DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5494204;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1162,17455401171
5494205;1;1;1;80;05;1;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;07;4;05;1325,60527305141
5494205;1;2;1;80;05;1;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;2;05;1325,60527305141
5494206;1;1;1;80;05;1;8; ;1; ;1;10; ;3; ;1;1500000;2; ;1600000;3;1;07;1,2;05;1373,2760404876
5494208;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1373,2760404876
5494209;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1426,42755862145
5494209;1;2;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1426,42755862145
5494211;1;1;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1162,17455401171
5494213;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1045,81798180947
5494214;1;2;1;80;05;1;7; ;2; ; ;12;NO TIENE CAPITAL PARA VOLVER A INICIAR UN NEGOCIO;2; ;2; ;1;48;908526;2;1;07;4;05;1325,60527305141
5494215;1;1;1;80;05;1;6; ;2; ; ;8; ;2; ;2; ;1;48;908526;2;1;07;4;05;1162,17455401171
5494217;1;2;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1378,75679118526
5494219;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;720,178731577424
5494221;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1253,61606526093
5494222;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;1,3;05;1774,10897248927
5494222;1;6;1;80;05;1;9;PANDEMIA;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;07;2;05;1774,10897248927
5494224;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1131,66070081413
5494229;1;2;1;80;05;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;4;05;1858,17195269424
5494230;1;1;1;80;05;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;3;05;1177,66977099753
5494231;1;1;1;80;05;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;07;4;05;1546,60318426856
5494232;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1026,62175292569
5494232;1;2;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1026,62175292569
5494232;1;3;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1026,62175292569
5494233;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1131,66070081413
5494233;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1131,66070081413
5494236;1;1;1;80;05;1;4; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;07;4;05;1041,9989283646
5494236;1;2;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1041,9989283646
5494243;1;1;1;80;05;1;7; ;1; ;1;6; ;2; ;2; ;2; ;908526;2;1;07;1,4;05;1131,66070081413
5494243;1;2;1;80;05;1;7; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;07;1,3;05;1131,66070081413
5494248;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1251,4387175877
5494249;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1215,32607214556
5494250;1;2;1;80;05;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;05;1519,47224901219
5494252;1;1;1;80;05;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1199,94889670664
5494252;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1199,94889670664
5494254;1;5;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;2367,9388653391
5494257;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1215,32607214556
5494258;1;1;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1162,17455401171
5494261;1;1;1;80;05;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1373,2760404876
5494262;1;1;1;80;05;1;9;POR LA PANDEMIA;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;2;05;941,176642794567
5494265;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;3;05;1162,17455401171
5494266;1;2;1;80;05;1;6; ;2; ; ;5; ;2; ;2; ;1;72;908526;2;1;07;3;05;1283,97280726522
5494268;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1162,17455401171
5494270;1;3;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ;1;24;480000;2;1;07;1,4;05;1102,47045943144
5494270;1;5;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1102,47045943144
5494271;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1215,32607214556
5494274;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1315,63125203365
5494275;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1131,66070081413
5494277;1;1;1;80;05;1;5; ;2; ; ;12;PANDEMIA;3; ;2; ; ; ; ;3;1;07;2;05;1390,43295472621
5494277;1;2;1;80;05;1;5; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;07;4;05;1390,43295472621
5494278;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1215,32607214556
5494280;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;872,490838028517
5494281;1;3;1;80;05;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;1,2;05;1045,81798180947
5494283;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;1,1;05;1962,97040290243
5494283;1;2;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1962,97040290243
5494285;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1162,17455401171
5494287;1;2;1;80;05;1;9;POR LA PANDWMIA;2; ; ;1; ;2; ;2; ;1;20;908526;2;1;07;2;05;1895,94629538917
5494287;1;4;1;80;05;1;8; ;2; ; ;5; ;2; ;2; ;1;48;908526;2;1;07;3;05;1895,94629538917
5494293;1;1;1;80;05;1;9;PANDEMIA;2; ; ;12;CREE QUE POR LA PANDEMIA ES DIFICIL DE ENCONTRAR YA QUE ANTES ESTA HECHANDO LA GENTE DEL TRABAJO;2; ;2; ; ; ; ;2;1;07;2;05;828,321030080446
5494293;1;5;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;828,321030080446
5494294;1;1;1;80;05;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;07;4;05;2480,15990710634
5494294;1;2;1;80;05;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;4;05;2480,15990710634
5494296;1;2;1;80;05;1;9;POR EL VIRUS;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;05;1160,61182014058
5494296;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;1;48;908526;2;1;07; ;05;1160,61182014058
5494296;1;5;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1160,61182014058
5494296;1;7;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1160,61182014058
5494296;1;8;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;1;48;908526;2;1;07; ;05;1160,61182014058
5494300;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1095,66609691889
5494300;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1095,66609691889
5494301;1;2;1;80;05;2; ; ; ;1;1;1; ;2; ;2; ; ; ; ;2;1;07; ;05;2156,8373788632
5494302;1;1;1;80;05;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;05;1769,02583066514
5494304;1;1;1;80;05;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;05;1373,2760404876
5494304;1;2;1;80;05;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;07;4;05;1373,2760404876
5494309;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1215,32607214556
5494310;1;2;1;80;05;1;9;PANDEMIA;2; ; ;12;PANDEMIA Y DOCUMENTOS;2; ;2; ;2; ;1000000;2;1;07;2;05;1325,60527305141
5494311;1;2;1;80;05;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;2;05;1769,02583066514
5494311;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1769,02583066514
5494312;1;4;1;80;05;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;1,2;05;821,516667567895
5494314;1;1;1;80;05;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;07;4;05;697,501996994771
5494314;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;697,501996994771
5494315;1;2;1;80;05;1;9;PANDEMIA;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;1,4;05;1045,93602335638
5494315;1;5;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1045,93602335638
5494318;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1162,17455401171
5494320;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1095,66609691889
5494320;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1095,66609691889
5494322;1;1;1;80;05;1;9;PANDEMIA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;05;1215,32607214556
5494326;1;1;1;80;05;1;8; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;07;1,4;05;1373,2760404876
5494326;1;2;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1373,2760404876
5494327;1;1;1;80;05;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;05;1684,84480891328
5494329;1;2;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;549,583528203501
5494329;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;549,583528203501
5494329;1;5;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;2; ;908526;2;1;07; ;05;549,583528203501
5494329;1;6;1;80;05;1;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;4;05;549,583528203501
5494330;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;2; ;908000;2;1;07;4;05;581,087277005855
5494331;1;2;1;80;05;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;4;05;686,638020243801
5494332;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;912,839154143554
5494332;1;6;1;80;05;1;9;LOS HIJOS NO LA DEJAN TRABAJAR;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;912,839154143554
5494338;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;2; ;1000000;2;1;07; ;05;522,908990904737
5494344;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;994,328160928415
5494347;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1542,54716875034
5494352;1;3;1;80;05;1;2; ;2; ; ;2; ;2; ;1;140000; ; ; ;2;1;07;1,1;05;1009,82337791423
5494352;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1009,82337791423
5494355;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;2162,51568602455
5494355;1;5;1;80;05;1;9;POR LA PANDEMIA;2; ; ;9; ;2; ;2; ;1;48;978000;2;1;07;1,4;05;2162,51568602455
5494358;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;1,4;05;1325,60527305141
5494359;1;2;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;834,834536880484
5494359;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;834,834536880484
5494359;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;834,834536880484
5494360;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;2; ;908500;2;1;07; ;05;1045,81798180947
5494364;1;3;1;80;05;1;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;07;4;05;1378,75679118526
5494366;1;1;1;80;05;1;8; ;2; ; ;7; ;2; ;2; ;1;48;908500;2;1;07;2;05;918,499908211914
5494366;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;918,499908211914
5494367;1;1;1;80;05;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1162,17455401171
5494368;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1006,51997488979
5494373;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;920,67725588514
5494373;1;4;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;920,67725588514
5494376;1;2;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;870,829140775727
5494376;1;3;1;80;05;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;870,829140775727
5494380;1;2;1;80;08;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;08;817,719945782536
5494382;1;2;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;08;563,370078312271
5494383;1;2;1;80;08;1;4; ;2; ; ;9; ;2; ;2; ;1;24;450000;2;1;07;4;08;518,703511007687
5494383;1;3;1;80;08;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1800000;2;1;07;4;08;518,703511007687
5494384;1;1;1;80;08;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;08;713,358099411798
5494384;1;3;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;08;713,358099411798
5494385;1;2;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;08;494,396205161972
5494386;1;1;1;80;08;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;2;1;07;4;08;574,400780025997
5494387;1;3;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;08;590,064455710971
5494388;1;2;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;08;689,590281190989
5494388;1;7;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;08;689,590281190989
5494389;1;3;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;08;645,073765061075
5494389;1;4;1;80;08;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;08;645,073765061075
5494391;1;1;1;80;08;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;08;517,576036248239
5494391;1;2;1;80;08;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;08;517,576036248239
