DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5494096;1;3;1;80; ;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;76;2976,40435952893
5494098;1;1;1;80; ;1;1;3; ;1; ;3;1; ;2; ;2; ;1;35;600000;2;1;07;3;76;2685,5154743511
5494099;1;2;1;80; ;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;76;2834,9357818459
5494107;1;1;1;80; ;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;76;1791,78213965164
5494107;1;2;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;76;1791,78213965164
5494107;1;3;1;80; ;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;76;1791,78213965164
5494108;1;1;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;76;2097,78044322857
5494113;1;2;1;80; ;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;1,4;76;2352,6306831283
5494116;1;1;1;80; ;1;1;9;POR LA PANDEMIA;2; ; ;12;POR LA PANDEMIA;2; ;2; ;1;48;980000;2;1;07;2;76;1830,72609010458
5494117;1;3;1;80; ;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;76;3179,96489793269
5494122;1;3;1;80; ;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;600000;2;1;07;3;76;1678,41648134203
5494123;1;2;1;80; ;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;76;1945,47083446602
5494140;1;1;1;80; ;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;820000;2;1;07;2;76;2219,45727571208
5494143;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;701,341041920786
5494143;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;701,341041920786
5494143;1;6;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;701,341041920786
5494145;1;1;1;80;05;1;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;4;05;1215,32607214556
5494145;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1215,32607214556
5494146;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;925,642356162365
5494146;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;925,642356162365
5494146;1;5;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;925,642356162365
5494147;1;1;1;80;05;1;1;1; ;2; ; ;12;ESTA ESPERANDO QUE PASE LA  PANDEMIA;2; ;2; ;1;24;450000;2;1;07;2;05;1162,17455401171
5494148;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;48;908000;2;1;07;4;05;1083,59232450441
5494148;1;5;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1083,59232450441
5494149;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;1;50000;1;24;300000;2;1;07;1,1;05;1647,18850776525
5494149;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1647,18850776525
5494151;1;1;1;80;05;1;1;9;SITUACION DE VENEZUELA;2; ; ;1; ;3; ;2; ;1;48;908526;2;1;07;3;05;1162,17455401171
5494152;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1251,4387175877
5494152;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1251,4387175877
5494153;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;3;05;1041,9989283646
5494153;1;2;1;80;05;1;2; ; ; ;1;4;9; ;2; ;2; ;1;48;908526;2;1;07; ;05;1041,9989283646
5494155;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1220,80682284322
5494156;1;2;1;80;05;1;1;2; ;2; ; ;2; ;1; ;2; ;1;24;500000;2;1;07;1,3;05;1352,65861203127
5494157;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1483,47764511695
5494158;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1241,54229284645
5494158;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1241,54229284645
5494158;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;1;48;908526;2;1;07; ;05;1241,54229284645
5494161;1;4;1;80;05;1;1;7; ;2; ; ;9; ;2; ;2; ;1;24;300000;2;1;07;2;05;2329,80735904102
5494161;1;9;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;2329,80735904102
5494162;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1095,66609691889
5494166;1;1;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;2; ;908526;2;1;07; ;05;1661,96744563881
5494166;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1661,96744563881
5494167;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1131,26309194059
5494167;1;3;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1131,26309194059
5494169;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ;2; ;98; ;1;07; ;05;1397,63492611229
5494170;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;2305,17106607259
5494172;1;1;1;80;05;1;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;988,847410230753
5494172;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;988,847410230753
5494173;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;1200000;2;1;07;1,2;05;1114,50378657552
5494175;1;1;1;80;05;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;05;1162,17455401171
5494176;1;2;1;80;05;1;2; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;07; ;05;1827,26049062312
5494179;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1251,4387175877
5494179;1;2;1;80;05;1;1;9;POR EL COVID 19;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;2;05;1251,4387175877
5494180;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1253,10041484049
5494181;1;3;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;952,852806335511
5494186;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;908000;2;1;07;4;05;1945,85393393422
5494186;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1945,85393393422
5494186;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1945,85393393422
5494187;1;2;1;80;05;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1068,61275793903
5494187;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1068,61275793903
5494188;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;2;05;1129,6013946878
5494188;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1129,6013946878
5494188;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1129,6013946878
5494188;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1129,6013946878
5494189;1;1;1;80;05;1;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;05;1546,60318426856
5494191;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1769,02583066514
5494191;1;3;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;05;1769,02583066514
5494193;1;6;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1383,91944792617
5494195;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1373,2760404876
5494195;1;2;1;80;05;1;1;7; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;07;4;05;1373,2760404876
5494197;1;1;1;80;05;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1479,5790767553
5494197;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1479,5790767553
5494197;1;3;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1479,5790767553
5494200;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;1;48;908526;2;1;07;1,4;05;1009,82337791423
5494200;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1009,82337791423
5494201;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1373,2760404876
5494201;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1373,2760404876
5494202;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1546,60318426856
5494204;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1162,17455401171
5494205;1;1;1;80;05;1;1;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;07;4;05;1325,60527305141
5494205;1;2;1;80;05;1;1;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;2;05;1325,60527305141
5494206;1;1;1;80;05;1;1;8; ;1; ;1;10; ;3; ;1;1500000;2; ;1600000;3;1;07;1,2;05;1373,2760404876
5494208;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1373,2760404876
5494209;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1426,42755862145
5494209;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1426,42755862145
5494211;1;1;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1162,17455401171
5494213;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1045,81798180947
5494214;1;2;1;80;05;1;1;7; ;2; ; ;12;NO TIENE CAPITAL PARA VOLVER A INICIAR UN NEGOCIO;2; ;2; ;1;48;908526;2;1;07;4;05;1325,60527305141
5494215;1;1;1;80;05;1;1;6; ;2; ; ;8; ;2; ;2; ;1;48;908526;2;1;07;4;05;1162,17455401171
5494217;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1378,75679118526
5494219;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;720,178731577424
5494221;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1253,61606526093
5494222;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;1,3;05;1774,10897248927
5494222;1;6;1;80;05;1;1;9;PANDEMIA;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;07;2;05;1774,10897248927
5494224;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1131,66070081413
5494229;1;2;1;80;05;1;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;4;05;1858,17195269424
5494230;1;1;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;3;05;1177,66977099753
5494231;1;1;1;80;05;1;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;07;4;05;1546,60318426856
5494232;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1026,62175292569
5494232;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1026,62175292569
5494232;1;3;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1026,62175292569
5494233;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1131,66070081413
5494233;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1131,66070081413
5494236;1;1;1;80;05;1;1;4; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;07;4;05;1041,9989283646
5494236;1;2;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1041,9989283646
5494243;1;1;1;80;05;1;1;7; ;1; ;1;6; ;2; ;2; ;2; ;908526;2;1;07;1,4;05;1131,66070081413
5494243;1;2;1;80;05;1;1;7; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;07;1,3;05;1131,66070081413
5494248;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1251,4387175877
5494249;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1215,32607214556
5494250;1;2;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;05;1519,47224901219
5494252;1;1;1;80;05;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1199,94889670664
5494252;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1199,94889670664
5494254;1;5;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;2367,9388653391
5494257;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1215,32607214556
5494258;1;1;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1162,17455401171
5494261;1;1;1;80;05;1;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1373,2760404876
5494262;1;1;1;80;05;1;1;9;POR LA PANDEMIA;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;2;05;941,176642794567
5494265;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;3;05;1162,17455401171
5494266;1;2;1;80;05;1;1;6; ;2; ; ;5; ;2; ;2; ;1;72;908526;2;1;07;3;05;1283,97280726522
5494268;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1162,17455401171
5494270;1;3;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;1;24;480000;2;1;07;1,4;05;1102,47045943144
5494270;1;5;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1102,47045943144
5494271;1;1;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;05;1215,32607214556
5494274;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1315,63125203365
5494275;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1131,66070081413
5494277;1;1;1;80;05;1;1;5; ;2; ; ;12;PANDEMIA;3; ;2; ; ; ; ;3;1;07;2;05;1390,43295472621
5494277;1;2;1;80;05;1;1;5; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;07;4;05;1390,43295472621
5494278;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1215,32607214556
5494280;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;872,490838028517
5494281;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;1,2;05;1045,81798180947
5494283;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;1,1;05;1962,97040290243
5494283;1;2;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1962,97040290243
5494285;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1162,17455401171
5494287;1;2;1;80;05;1;1;9;POR LA PANDWMIA;2; ; ;1; ;2; ;2; ;1;20;908526;2;1;07;2;05;1895,94629538917
5494287;1;4;1;80;05;1;1;8; ;2; ; ;5; ;2; ;2; ;1;48;908526;2;1;07;3;05;1895,94629538917
5494293;1;1;1;80;05;1;1;9;PANDEMIA;2; ; ;12;CREE QUE POR LA PANDEMIA ES DIFICIL DE ENCONTRAR YA QUE ANTES ESTA HECHANDO LA GENTE DEL TRABAJO;2; ;2; ; ; ; ;2;1;07;2;05;828,321030080446
5494293;1;5;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;828,321030080446
5494294;1;1;1;80;05;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;07;4;05;2480,15990710634
5494294;1;2;1;80;05;1;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;4;05;2480,15990710634
5494296;1;2;1;80;05;1;1;9;POR EL VIRUS;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;05;1160,61182014058
5494296;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;1;48;908526;2;1;07; ;05;1160,61182014058
5494296;1;5;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1160,61182014058
5494296;1;7;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1160,61182014058
5494296;1;8;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;1;48;908526;2;1;07; ;05;1160,61182014058
5494300;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1095,66609691889
5494300;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1095,66609691889
5494301;1;2;1;80;05;1;2; ; ; ;1;1;1; ;2; ;2; ; ; ; ;2;1;07; ;05;2156,8373788632
5494302;1;1;1;80;05;1;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;05;1769,02583066514
5494304;1;1;1;80;05;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;05;1373,2760404876
5494304;1;2;1;80;05;1;1;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;07;4;05;1373,2760404876
5494309;1;1;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;05;1215,32607214556
5494310;1;2;1;80;05;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA Y DOCUMENTOS;2; ;2; ;2; ;1000000;2;1;07;2;05;1325,60527305141
5494311;1;2;1;80;05;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;2;05;1769,02583066514
5494311;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1769,02583066514
5494312;1;4;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;1,2;05;821,516667567895
5494314;1;1;1;80;05;1;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;2;1;07;4;05;697,501996994771
5494314;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;697,501996994771
5494315;1;2;1;80;05;1;1;9;PANDEMIA;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;1,4;05;1045,93602335638
5494315;1;5;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1045,93602335638
5494318;1;1;1;80;05;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;05;1162,17455401171
5494320;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1095,66609691889
5494320;1;4;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;1095,66609691889
5494322;1;1;1;80;05;1;1;9;PANDEMIA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;05;1215,32607214556
5494326;1;1;1;80;05;1;1;8; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;07;1,4;05;1373,2760404876
5494326;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;1373,2760404876
5494327;1;1;1;80;05;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;05;1684,84480891328
5494329;1;2;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;05;549,583528203501
5494329;1;3;1;80;05;1;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;05;549,583528203501
