DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5499637;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;41;1748,20511391038
5499638;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;41;1260,12203168081
5499639;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;41;1899,95666362679
5499642;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;41;1748,20511391038
5499642;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;41;1748,20511391038
5503142;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;50;704,270795500922
5503142;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;50;704,270795500922
5503143;1;1;1;80;2;1;4; ;2; ; ;9; ;2; ;2; ;2; ;920000;2;1;07;2;50;1016,95680578291
5503143;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;50;1016,95680578291
5503143;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;50;1016,95680578291
5503144;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;07;2;50;672,608484983592
5503145;1;2;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;1469,70474536556
5503145;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;50;1469,70474536556
5503145;1;4;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;50;1469,70474536556
5503148;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;2690,43393993437
5503148;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;50;2690,43393993437
5503148;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;50;2690,43393993437
5503149;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;672,608484983592
5503154;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;50;704,270795500922
5503154;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;704,270795500922
5503156;1;2;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;50;672,608484983592
5503156;1;4;1;80;2;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;672,608484983592
5503157;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;672,608484983592
5503157;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;50;672,608484983592
5503159;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;50;1099,58323943048
5503160;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;1130,62699641104
5503160;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;50;1130,62699641104
5503161;1;1;1;80;2;1;9;POR LA PANDEMIA;2; ; ;12;NO TRABAJA EN EL MOMENTO POR MIEDO AL CONTAGIO DE COVID 19;2; ;2; ; ; ; ;2;1;07;2;50;949,904526037627
5503162;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;50;2690,43393993437
5503163;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;50;2261,52061022993
5503164;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;935,155933228184
5503165;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;50;2010,82379144562
5503165;1;6;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;50;2010,82379144562
5503166;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;1,4;50;1638,61051526793
5503166;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;50;1638,61051526793
5503167;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;50;1726,98162176535
5503167;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;50;1726,98162176535
5503168;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;50;1905,06486623527
5503169;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;1,2;50;909,856849097472
5503170;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;50;2690,43393993437
5503194;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;15;6379,85465045432
5503195;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;15;6110,88197902984
5503197;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;15;6379,85465045432
5503198;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;15;4730,1020120392
5503198;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;15;4730,1020120392
5503199;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;2;15;7385,14350795322
5503963;1;2;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ;1;30;250000;2;1;07;3;23;4836,47044364529
5503963;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;4836,47044364529
5503963;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;4836,47044364529
5503963;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;4836,47044364529
5503963;1;6;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;4836,47044364529
5503964;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ;2; ;250000;2;1;07;3;23;6722,55580813343
5503964;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;6722,55580813343
5503964;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;6722,55580813343
5503964;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;6722,55580813343
5503965;1;2;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ;1;40;300000;2;1;07;1,2;23;3952,33117431132
5503966;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;6954,62555666739
5503968;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;23;3467,68085626943
5503968;1;2;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;1;40;200000;2;1;07;2;23;3467,68085626943
5503969;1;2;1;80;2;1;7; ;2; ; ;8; ;2; ;2; ;1;40;200000;2;1;07;1,2;23;3467,68085626943
5503970;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;4759,25212043767
5503970;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;4759,25212043767
5503970;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;4759,25212043767
5503971;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;6142,94767136211
5503971;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;6142,94767136211
5503971;1;6;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;6142,94767136211
5503972;1;1;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;23;3467,68085626943
5503972;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;3467,68085626943
5504002;1;3;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;3;23;4297,21828623599
5504002;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;4297,21828623599
5504003;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;300000;2;1;07;3;23;2422,07348532796
5504003;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;23;2422,07348532796
5504003;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;2422,07348532796
5504004;1;2;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ;1;48;300000;2;1;07;3;23;6188,78146756259
5504006;1;2;1;80;2;1;4; ;2; ; ;12;PORQUE NO TIENE RECURSOS PARA INSTALAR UN NEGOCIO;2; ;2; ;1;40;200000;2;1;07;2;23;3618,31216719247
5504007;1;1;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;4648,74058718163
5504008;1;1;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;3;23;3317,04954534638
5504009;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;3618,31216719247
5504010;1;2;1;80;2;1;9;PORQUE ESTA EMBARARAZADA;2; ; ;12;PORQUE ESTA EMBARAZADA;2; ;2; ;2; ;908526;2;1;07;1,4;23;4968,96130571323
5504012;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;23;3467,68085626943
5504012;1;2;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;23;3467,68085626943
5504013;1;1;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;979,948109915808
5504013;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;979,948109915808
5504014;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;1088,98303027696
5504014;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;1088,98303027696
5504016;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;2;23;1214,12878281567
5504016;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;1214,12878281567
5504017;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;23;1030,65486265541
5504018;1;1;1;80;2;1;9;TEMOR POR CONTAGIO COVID19;2; ; ;12;TEMOR POR CONTAGIO COVID19;2; ;2; ; ; ; ;2;1;07;2;23;802,913946193573
5504018;1;2;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;3;23;802,913946193573
5504018;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;802,913946193573
5504018;1;6;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;3;23;802,913946193573
5504019;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;889,679698827584
5504019;1;3;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;23;889,679698827584
5504020;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;23;1086,8813398538
5504020;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;23;1086,8813398538
5504020;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;1086,8813398538
5504021;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;23;1177,14975094202
5504021;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;23;1177,14975094202
5504022;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;23;1382,49314596212
5504022;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;1382,49314596212
5504022;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;23;1382,49314596212
5504025;1;1;1;80;2;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;4;47;559,74977974539
5504026;1;1;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;374,692684681056
5504026;1;2;1;80;2;1;5; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;4;47;374,692684681056
5504026;1;3;1;80;2;1;6; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;07;1,2;47;374,692684681056
5504026;1;4;1;80;2;1;9;DEBIDO A LA PANDEMIA;2; ; ;12;DEBIDO A LA PANDEMIA;2; ;2; ; ; ; ;2;1;07;2;47;374,692684681056
5504026;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;374,692684681056
5504027;1;1;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;506,218046088256
5504027;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;47;506,218046088256
5504027;1;4;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;47;506,218046088256
5504028;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;47;600,148353101415
5504028;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;600,148353101415
5504028;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;600,148353101415
5504030;1;5;1;80;2;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;2;47;1094,92721954435
5504030;1;7;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;1094,92721954435
5504030;1;9;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;1094,92721954435
5504030;1;10;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;1094,92721954435
5504031;1;3;1;80;2;1;9;POR LA PANDEMIA;2; ; ;1; ;2; ;2; ;1;40;908526;2;1;07;1,4;47;374,692684681056
5504031;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;374,692684681056
5504032;1;2;1;80;2;1;2; ;2; ; ;9; ;2; ;2; ;1;48;908526;2;1;07;3;47;611,422232819172
5504034;1;1;1;80;2;1;5; ;2; ; ;10; ;2; ;2; ; ; ; ;3;1;07;4;47;379,966444807868
5504034;1;5;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;07;4;47;379,966444807868
5504035;1;6;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;07;4;47;789,959299151212
5504036;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;3;47;414,859977994872
5504036;1;2;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;3;47;414,859977994872
5504036;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;414,859977994872
5504036;1;4;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;3;47;414,859977994872
5504037;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;3;47;906,929789416549
5504037;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;906,929789416549
5504038;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;687,9954602513
5504038;1;5;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;47;687,9954602513
5504039;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;3;47;582,120803724066
5504039;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;582,120803724066
5504040;1;2;1;80;2;1;9;COVID 19;2; ; ;12;COVID  19;2; ;2; ; ; ; ;2;1;07;2;47;613,554126647572
5504040;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;613,554126647572
5504043;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;539,509599232841
5504045;1;1;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;501,780573469445
5504045;1;3;1;80;2;1;9;DEBIDO A LA PANDEMIA;2; ; ;12;DEBIDO A LA PANDEMIA;2; ;2; ; ; ; ;2;1;07;2;47;501,780573469445
5504045;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;501,780573469445
5504045;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;501,780573469445
5504046;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;4;47;374,692684681056
5504046;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;374,692684681056
5504046;1;3;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;4;47;374,692684681056
5504046;1;4;1;80;2;1;9;POR LA PANDEMIA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;2;47;374,692684681056
5504047;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;1;40;908526;2;1;07; ;47;864,318584925324
5504054;1;2;1;80;2;1;9;POR LA PANDEMIA;2; ; ;2; ;2;1;2; ;1;40;908526;1;1;07;2;47;623,367840995184
5504054;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;623,367840995184
5504054;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;623,367840995184
5504057;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;47;761,603590783173
5504057;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;761,603590783173
5504057;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;761,603590783173
5504058;1;1;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;707,304130517747
5504058;1;7;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;707,304130517747
5504062;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;958,151635126507
5504063;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;849,409190371874
5504063;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ;2; ;900000;2;1;07; ;47;849,409190371874
5504063;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;849,409190371874
5504063;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;849,409190371874
5504063;1;7;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;849,409190371874
5504065;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;854,411561974253
5504067;1;1;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;07;1,4;47;634,72476704395
5504068;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;852,72863632537
5504070;1;2;1;80;2;1;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;07;2;47;800,127362552066
5504071;1;2;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;428,713308410027
5504071;1;4;1;80;2;1;9;DEBIDO A LA PANDEMIA;2; ; ;12;DEBIDO A LA PANDEMIA;2; ;2; ; ; ; ;2;1;07;2;47;428,713308410027
5504072;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;908526;2;1;07;3;47;832,885262001817
5504073;1;2;1;80;2;1;1; ;2; ; ;1; ;2; ;2; ;1;40;800000;2;1;07;1,3;47;699,188602662258
5504073;1;3;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;699,188602662258
5504073;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;699,188602662258
5504074;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;07;3;47;546,616619444281
5504074;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;07;4;47;546,616619444281
5504074;1;5;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .; ; ;2; ; ; ; ; ;1;07; ;47;546,616619444281
5504075;1;4;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;736,252209061004
5504076;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;07;4;47;589,978979177745
5504079;1;1;1;80;2;2; ; ; ;2; ; ;                                                                                                                                                                                                                                                         .;2; ;2; ; ; ; ;2;1;07; ;47;1074,55001463065
