DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;fex_c_2011
1016362;1;1;1;70;2;1;48;4; ;2;48;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;87000;2;44;53;55;1;1;5511;05;6150,82757003968
1016370;1;4;1;70;2;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;05;743,32374774406
1016373;1;1;1;70;2;4;60;1; ;2;4;4; ;2;4; ; ; ; ;1; ; ; ; ; ; ;1;250000;2;79;79;18;1;1;1810;05;1849,23810183875
1016373;1;2;1;70;2;56;56;1; ;2;5;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;05;1849,23810183875
1016374;1;6;1;70;2;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;1909,80181441102
1016378;1;1;1;70;2;12;48;8; ;2;12;8; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0121;05;5947,61144291676
1016378;1;2;1;70;2;12;48;9;oficios varios;2;12;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;00;92;1;1;9249;05;5947,61144291676
1016384;1;2;1;70;2;20;8;3; ;2;9;4; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;99;50;1;2;5020;05;7132,84790405146
1016405;1;1;1;70;2;24;48;1; ;2;1;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;95;45;1;2;4530;05;1659,61552296538
1016405;1;2;1;70;2;9;48;1; ;2;1;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;45;52;1;1;5211;05;1659,61552296538
1016406;1;2;1;70;2;24;48;3; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;54;95;1;2;9500;05;1255,34710849923
1016406;1;3;1;70;2;16;56;1; ;2;16;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;64;1;2;6412;05;1255,34710849923
1016407;1;3;1;70;2;48;48;1; ;2;196;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;54;95;1;2;9500;05;671,622812125809
1016407;1;5;1;70;2;6;48;4; ;2;54;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;05;671,622812125809
1016410;1;2;1;70;2;15;56;1; ;2;816;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8512;05;1285,3594071648
1016412;1;2;1;70;2;10;48;1; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;00;56;93;1;1;9301;05;1523,55918762284
1016416;1;2;1;70;2;8;48;1; ;2;348;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;45;51;1;1;5155;05;1624,9437808256
1016418;1;1;1;70;2;6;48;1; ;2;9;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;05;1186,7736517826
1016826;1;5;1;70;2;21;8;2; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;2; ;08;2662,69889606448
1016827;1;3;1;70;2;8;8;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;08;3652,76333448657
1016876;1;1;1;70;2;72;40;4; ;2;72;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;62;01;1;2;0118;08;2603,15358110946
1016876;1;2;1;70;2;100;40;3; ;2;120;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;08;2603,15358110946
1016876;2;2;2;70;2;48;40;8; ;2;48;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0115;08;2603,15358110946
1016881;1;4;1;70;2;12;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;08;3474,02253773337
1017506;1;3;1;70;2;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;15;734,763078707675
1017610;1;1;1;70;2;8;48;1; ;2;20;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;1;0118;15;709,178210738424
1017626;1;2;1;70;2;8;40;8; ;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0118;15;490,686654535395
1017639;1;1;1;70;2;12;40;1; ;2;24;1; ;4;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;02;02;74;1;1;7421;15;816,393900061714
1017646;1;3;1;70;2;6;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;15;1081,48733901099
1017660;1;3;1;70;2;99;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;15;1200,09421002157
1017694;1;3;1;70;2;6;48;1; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;15;440,975380867149
1017695;1;3;1;70;2;8;48;8; ;2;10;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0118;15;1406,32567361646
1017696;1;3;1;70;2;1;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;95;95;45;1;1;4521;15;1325,89770629687
1017701;1;2;1;70;2;5;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;15;973,236707691734
1019043;1;2;1;70;2;20;46;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;44;2599,05678867426
1019048;1;1;1;70;2;3;48;8; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;62; ; ;1;1; ;44;2720,15065949946
1020115;1;5;1;70;2;2;50;1; ;2;3;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;53;53;55;1;1;5521;63;949,693595231885
1020116;1;2;1;70;2;3;60;8; ;2;4;8; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;62;62;01;1;1;0111;63;1833,61466176391
1020117;1;3;1;70;2;3;55;1; ;2;4;8; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;95;62;01;1;1;0118;63;1859,90642337784
1020117;1;4;1;70;2;2;55;1; ;2;3;8; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;95;62;01;1;1;0118;63;1859,90642337784
1020121;1;3;1;70;2;2;48;1; ;2;16;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;97;15;1;1;1521;63;1766,98437560321
1020124;1;2;1;70;2;8;50;3; ;2;106;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;63;1416,12214197939
1020130;1;2;1;70;2;25;48;3; ;2;60;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;63;1590,27473834123
1020131;1;2;1;70;2;16;25;1; ;2;108;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;63;1552,11016515941
1020179;1;1;1;70;2;52;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8050;63;1901,17927961935
1020226;1;1;1;70;2;16;40;3; ;2;16;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;2;5529;63;704,51703572328
1020229;1;5;1;70;2;3;40;4; ;2;45;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0116;63;1147,76440886327
1020229;1;10;1;70;2;1;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;53;53;55;1;1;5511;63;1147,76440886327
1020230;1;3;1;70;2;2;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;63;1679,02185269698
1020236;1;3;1;70;2;40;20;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;63;1644,54531024812
1020239;1;2;1;70;2;8;40;3; ;2;208;3; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;63;1590,27473834123
1020240;1;2;1;70;2;16;40;3; ;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;63;928,856528762459
1020430;1;3;1;70;2;5;48;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5522;66;600,276746492714
1020458;1;1;1;70;2;10;48;4; ;2;10;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;66;1516,02408126421
1020496;1;3;1;70;2;1;50;8; ;2;2;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;62;45;52;1;1;5211;66;751,974537912165
