DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;AREA;ESC;DPTO;fex_c_2011;P6030S1;P6030S3
1010481;1;1;1;10;1;1;1;42;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;08;5;08;657,694117674102;8;1966
1010481;1;2;1;10;2;2;1;41;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;08;5;08;657,694117674102;9;1967
1010481;1;3;1;10;3;1;1;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;08;8;08;657,694117674102;3;1992
1010481;1;4;1;10;4;1;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;08;9;08;657,694117674102;9;1993
1010481;1;5;1;10;5;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;08;6;08;657,694117674102;7;1996
1010481;1;6;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;08;3;08;657,694117674102;12;1998
1010482;1;1;1;10;1;2;1;68;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;08;2;08;568,592434382843;11;1940
1010482;1;2;1;10;2;1;1;36;3;6;2;2; ; ; ; ;2;1;2; ;6;3;3;08;14;08;568,592434382843;10;1972
1010482;1;3;1;10;3;1;1;28;3;2;2;2; ; ; ; ;2;1;2; ;5;11;2;08;11;08;568,592434382843;2;1980
1010483;1;1;1;10;1;1;1;35;1;2;1; ; ;1;1;23000;2;1;2; ;6;3;3;08;14;08;644,62561939374;6;1973
1010483;1;2;1;10;2;2;1;42;2;2;1; ; ;1;1;23000;2;1;2; ;6;3;3;08;14;08;644,62561939374;5;1966
1010483;1;3;1;10;3;1;1;16;3;6;1; ; ;1;5; ;2;1;1;2;6;0;2;08;11;08;644,62561939374;8;1992
1010483;1;4;1;10;2;1;1;10;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;08;5;08;644,62561939374;7;1998
1010484;1;1;1;10;1;1;1;39;1;3;1; ; ;2;1;45000;2;1;2; ;6;5;4;08;16;08;474,249716543481;9;1969
1010484;1;2;1;10;2;2;1;37;2;3;1; ; ;2;1;45000;2;1;2; ;6;5;4;08;16;08;474,249716543481;1;1972
1010484;1;3;1;10;2;1;1;9;3; ;1; ; ;1;5; ;2;1;1;1;3;4; ;08;4;08;474,249716543481;1;1999
1010484;1;4;1;10;2;1;1;6;3; ;1; ; ;1;5; ;2;1;1;1;3;0; ;08;0;08;474,249716543481;7;2002
1010484;1;5;1;10;5;2;1;64;5;5;1; ; ;1;2;57000;2;1;2; ;3;5; ;08;5;08;474,249716543481;11;1944
1010484;1;6;1;10;6;2;1;46;5;6;1; ; ;1;1;18500;2;1;2; ;6;5;4;08;16;08;474,249716543481;11;1962
1010485;1;1;1;10;1;1;1;60;1;3;1; ; ;1;1;23000;2;1;2; ;4;9; ;08;9;08;725,890606430168;6;1948
1010485;1;2;1;10;2;2;1;51;2;3;1; ; ;1;5; ;2;1;2; ;3;1; ;08;1;08;725,890606430168;10;1957
1010485;1;3;1;10;3;1;1;32;3;4;2;2; ; ; ; ;2;1;2; ;5;11;2;08;11;08;725,890606430168;4;1976
1010485;1;4;1;10;4;2;1;28;3;4;2;2; ; ; ; ;2;1;2; ;4;6; ;08;6;08;725,890606430168;12;1980
1010485;1;5;1;10;5;1;1;31;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2;08;11;08;725,890606430168;10;1977
1010485;1;6;1;10;6;2;1;32;9;2;1; ; ;3; ; ;2;1;2; ;4;7; ;08;7;08;725,890606430168;4;1976
1010485;1;7;1;10;6;2;1;14;4;6;1; ; ;3; ; ;1;1;1;1;4;8; ;08;8;08;725,890606430168;1;1994
1010485;1;8;1;10;8;1;1;7;4; ;1; ; ;3; ; ;2;1;1;2;3;2; ;08;2;08;725,890606430168;6;2001
1010485;1;9;1;10;2;1;1;9;4; ;2;2; ; ; ; ;2;1;1;1;3;4; ;08;4;08;725,890606430168;5;1999
1010485;1;10;1;10;2;1;1;14;4;6;2;2; ; ; ; ;2;1;2; ;4;8; ;08;8;08;725,890606430168;10;1994
1010485;1;11;1;10;2;1;1;7;4; ;2;2; ; ; ; ;2;1;1;1;3;2; ;08;2;08;725,890606430168;5;2001
1010485;1;12;1;10;2;2;1;4;4; ;2;2; ; ; ; ;2;2;2; ;1;0; ;08;0;08;725,890606430168;2;2004
1010487;1;1;1;10;1;1;1;46;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;08;8;08;513,993051062969;9;1962
1010487;1;2;1;10;2;2;1;47;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;08;7;08;513,993051062969;4;1961
1010487;1;3;1;10;3;2;1;28;3;6;1; ; ;3; ; ;2;1;2; ;6;6;3;08;17;08;513,993051062969;9;1980
1010488;1;1;1;10;1;2;1;52;1;4;1; ; ;3; ; ;2;1;2; ;6;3;3;08;14;08;320,291448532763;8;1956
1010488;1;2;1;10;2;2;1;34;3;6;1; ; ;1;1;20000;2;1;2; ;6;3;3;08;14;08;320,291448532763;8;1974
1010488;1;3;1;10;3;2;1;33;3;6;1; ; ;1;1;38000;2;1;2; ;6;6;3;08;17;08;320,291448532763;10;1975
1010488;1;4;1;10;4;2;1;75;5;4;1; ; ;3; ; ;2;1;2; ;4;9; ;08;9;08;320,291448532763;11;1933
1010489;1;1;1;10;1;2;1;72;1;5;1; ; ;1;2;140000;2;1;2; ;3;5; ;08;5;08;359,109627154751;11;1936
1010489;1;2;1;10;2;2;1;48;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;08;11;08;359,109627154751;11;1960
1010489;1;3;1;10;3;2;1;47;3;6;2;1;200; ; ; ;2;1;2; ;5;11;2;08;11;08;359,109627154751;3;1961
1010489;1;4;1;10;4;2;1;45;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;08;11;08;359,109627154751;9;1963
1010489;1;5;1;10;5;1;1;44;3;6;2;2; ; ; ; ;2;1;2; ;5;11;2;08;11;08;359,109627154751;8;1964
1010491;1;1;1;10;1;1;1;53;1;2;1; ; ;1;1;20000;2;1;2; ;4;8; ;08;8;08;675,464177290178;11;1955
1010491;1;2;1;10;2;2;1;32;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;08;11;08;675,464177290178;2;1976
1010491;1;3;1;10;2;1;1;9;3; ;1; ; ;1;5; ;2;1;1;2;3;4; ;08;4;08;675,464177290178;8;1999
1010491;1;4;1;10;2;2;1;4;3; ;1; ; ;1;5; ;2;2;1;2;2;0; ;08;0;08;675,464177290178;4;2004
1010493;1;1;1;10;1;1;1;40;1;3;2;1;60; ; ; ;2;1;2; ;5;11;2;08;11;08;666,67466725002;12;1968
1010493;1;2;1;10;2;2;1;39;2;3;2;2; ; ; ; ;2;1;2; ;5;11;2;08;11;08;666,67466725002;1;1970
1010493;1;3;1;10;1;1;1;10;3;6;2;2; ; ; ; ;2;1;1;2;3;4; ;08;4;08;666,67466725002;6;1998
1010494;1;1;1;10;1;2;1;63;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;08;5;08;566,168453721165;1;1946
1010494;1;2;1;10;2;1;1;35;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;08;5;08;566,168453721165;8;1973
1010494;1;3;1;10;3;1;1;41;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;08;5;08;566,168453721165;7;1967
1010494;1;4;1;10;4;2;1;21;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;08;11;08;566,168453721165;3;1987
1010494;1;5;1;10;4;1;1;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;08; ;08;566,168453721165;11;2007
1010497;1;1;1;10;1;2;1;61;1;4;1; ; ;1;3;98;2;2;2; ;1;0; ;11;0;11;2368,02337169167;1;1948
1010497;1;2;1;10;2;2;1;39;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;11;5;11;2368,02337169167;11;1969
1010497;1;3;1;10;3;2;1;19;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;11;11;11;2368,02337169167;8;1989
1010497;1;4;1;10;3;2;1;3;4; ;1; ; ;3; ; ;2;2;1;2;2;0; ;11;0;11;2368,02337169167;3;2005
1010498;1;1;1;10;1;2;1;31;1;6;1; ; ;1;1;18000;2;1;2; ;4;9; ;11;9;11;2609,66586735864;2;1977
1010498;1;2;1;10;1;1;1;10;3;6;1; ; ;1;5; ;2;1;1;1;3;2; ;11;2;11;2609,66586735864;5;1998
1010498;1;3;1;10;1;1;1;8;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;11;1;11;2609,66586735864;6;2000
1010499;1;1;1;10;1;2;1;24;1;2;1; ; ;1;3;57700;2;1;2; ;5;11;2;11;11;11;2493,09099533984;12;1984
1010499;1;2;1;10;2;1;1;31;2;2;1; ; ;1;5; ;2;1;2; ;6;5;4;11;16;11;2493,09099533984;1;1978
1010499;1;3;1;10;1;1;1;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;11; ;11;2493,09099533984;7;2007
1010499;1;4;1;10;4;1;1;27;5;6;1; ; ;1;3;57700;2;1;2; ;5;11;2;11;11;11;2493,09099533984;10;1981
1010499;1;5;1;10;5;2;1;26;5;4;1; ; ;1;1;18000;2;1;2; ;5;11;2;11;11;11;2493,09099533984;1;1983
1010500;1;1;1;10;1;1;1;40;1;3;1; ; ;3; ; ;2;1;2; ;6;1;2;11;12;11;2385,69560866938;5;1968
1010500;1;2;1;10;2;2;1;39;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;11;11;11;2385,69560866938;6;1969
1010500;1;3;1;10;2;2;1;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;11;10;11;2385,69560866938;9;1992
1010501;1;1;1;10;1;1;1;59;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;11;0;11;2444,42572515182;4;1949
1010501;1;2;1;10;2;2;1;50;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;11;6;11;2444,42572515182;4;1958
1010502;1;1;1;10;1;2;1;42;1;6;1; ; ;3; ; ;2;1;2; ;4;6; ;11;6;11;2709,48215567686;8;1966
1010502;1;2;1;10;2;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;11;6;11;2709,48215567686;5;1995
1010502;1;3;1;10;1;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;11;2;11;2709,48215567686;7;1999
1010503;1;1;1;10;1;2;1;30;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;11;5;11;2013,72188560784;4;1978
1010503;1;2;1;10;2;1;1;48;2;2;1; ; ;1;1;40000;2;1;2; ;5;11;2;11;11;11;2013,72188560784;4;1960
1010503;1;3;1;10;1;2;1;6;3; ;1; ; ;3; ; ;2;2;1;2;2;0; ;11;0;11;2013,72188560784;9;2002
1010503;1;4;1;10;1;2;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;11;0;11;2013,72188560784;9;2004
1010503;1;5;1;10;5;2;1;24;9;6;1; ; ;3; ; ;2;1;2; ;3;3; ;11;3;11;2013,72188560784;6;1984
1010504;1;1;1;10;1;2;1;42;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;11;5;11;2621,37599465518;12;1966
1010504;1;2;1;10;2;2;1;18;3;1;1; ; ;3; ; ;2;1;1;2;6;1;2;11;12;11;2621,37599465518;12;1990
1010504;2;1;2;10;1;1;1;44;1;2;1; ; ;1;1;18000;2;1;2; ;4;7; ;11;7;11;2621,37599465518;11;1964
1010504;2;2;2;10;2;2;1;35;2;2;1; ; ;1;5; ;2;1;2; ;4;9; ;11;9;11;2621,37599465518;11;1973
1010504;2;3;2;10;2;1;1;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;11;5;11;2621,37599465518;7;1996
1010504;2;4;2;10;2;1;1;10;3;6;1; ; ;1;5; ;2;1;1;1;3;4; ;11;4;11;2621,37599465518;2;1998
1010505;1;1;1;10;1;1;1;29;1;2;1; ; ;1;1;18000;2;1;2; ;6;2;3;11;13;11;2644,57724626182;8;1979
1010505;1;2;1;10;2;2;1;45;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;11;11;11;2644,57724626182;1;1964
1010505;1;3;1;10;3;1;1;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;11;10;11;2644,57724626182;4;1991
1010505;1;4;1;10;2;2;1;6;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;11;0;11;2644,57724626182;12;2002
1010506;1;1;1;10;1;2;1;54;1;6;1; ; ;1;1;18000;2;1;2; ;3;5; ;11;5;11;2873,45519986459;12;1954
1010506;1;2;1;10;2;2;1;27;3;2;1; ; ;1;1;18000;2;1;2; ;5;11;2;11;11;11;2873,45519986459;3;1981
1010506;1;3;1;10;3;1;1;28;5;2;1; ; ;3; ; ;2;1;2; ;4;6; ;11;6;11;2873,45519986459;12;1980
1010506;1;4;1;10;2;1;1;9;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ;11;3;11;2873,45519986459;7;1999
1010506;1;5;1;10;2;1;1;7;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;11;1;11;2873,45519986459;7;2001
1010507;1;1;1;10;1;1;1;36;1;2;1; ; ;1;1;30000;2;1;2; ;3;4; ;11;4;11;2458,59038473104;12;1972
1010507;1;2;1;10;2;2;1;29;2;2;1; ; ;1;5; ;2;1;2; ;4;7; ;11;7;11;2458,59038473104;2;1979
1010507;1;3;1;10;3;1;1;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;11;5;11;2458,59038473104;9;1996
1010507;1;4;1;10;2;2;1;10;3;6;1; ; ;1;5; ;2;1;1;1;3;3; ;11;3;11;2458,59038473104;2;1998
1010507;1;5;1;10;2;2;1;7;3; ;1; ; ;1;5; ;2;1;1;1;3;0; ;11;0;11;2458,59038473104;7;2001
1010508;1;1;1;10;1;1;1;37;1;6;1; ; ;1;1;50000;2;1;2; ;6;5;4;11;16;11;2551,60424066624;1;1971
1010508;1;2;1;10;2;2;1;30;5;6;1; ; ;3; ; ;2;1;1;2;6;2;2;11;13;11;2551,60424066624;12;1978
1010508;1;3;1;10;2;2;1;4;5; ;2;1;6; ; ; ;2;2;2; ;1;0; ;11;0;11;2551,60424066624;2;2004
1010509;1;1;1;10;1;1;1;80;1;3;1; ; ;1;5; ;2;1;2; ;3;2; ;11;2;11;2990,76835160393;4;1928
1010509;1;2;1;10;2;2;1;72;2;3;1; ; ;1;5; ;2;1;2; ;3;1; ;11;1;11;2990,76835160393;12;1936
1010509;1;3;1;10;3;1;1;45;3;6;1; ; ;3; ; ;2;1;2; ;6;6;3;11;17;11;2990,76835160393;2;1963
1010509;1;4;1;10;4;2;1;40;3;6;1; ; ;1;1;40000;2;1;2; ;6;5;4;11;16;11;2990,76835160393;12;1968
1010509;1;5;1;10;5;2;1;33;3;6;2;1;1; ; ; ;2;1;2; ;5;11;2;11;11;11;2990,76835160393;7;1975
1010510;1;1;1;10;1;1;1;39;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;11;11;11;2199,70874713861;1;1969
1010510;1;2;1;10;2;2;1;34;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;11;11;11;2199,70874713861;9;1974
1010510;1;3;1;10;3;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;11;6;11;2199,70874713861;4;1996
1010510;1;4;1;10;4;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;11;3;11;2199,70874713861;1;2000
1010511;1;1;1;10;1;2;1;60;1;6;1; ; ;1;2;58000;2;1;2; ;3;5; ;11;5;11;2311,4457141744;12;1948
1010511;1;2;1;10;2;1;1;20;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2;11;11;11;2311,4457141744;1;1988
1010511;1;3;1;10;3;2;1;18;5;2;1; ; ;3; ; ;2;1;2; ;5;11;2;11;11;11;2311,4457141744;7;1990
1010511;1;4;1;10;3;2;1;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;11; ;11;2311,4457141744;11;2007
1010512;1;1;1;10;1;1;1;26;1;2;1; ; ;1;3;57700;2;1;2; ;6;2;2;11;13;11;2830,56410779259;12;1982
1010512;1;2;1;10;2;2;1;36;2;2;1; ; ;1;1;54000;2;1;2; ;6;4;3;11;15;11;2830,56410779259;4;1972
1010512;1;3;1;10;3;1;1;12;3;6;1; ; ;1;5; ;2;1;1;2;4;8; ;11;8;11;2830,56410779259;2;1996
1010513;1;1;1;10;1;2;1;41;1;6;1; ; ;3; ; ;2;1;2; ;4;9; ;11;9;11;2437,36557127314;4;1967
1010513;1;2;1;10;1;2;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;11; ;11;2437,36557127314;4;2007
1010514;1;1;1;10;1;1;1;37;1;3;2;1;3; ; ; ;2;1;2; ;5;11;2;11;11;11;2730,74781947437;11;1971
1010514;1;2;1;10;2;2;1;35;2;3;2;1;3; ; ; ;2;1;2; ;5;11;2;11;11;11;2730,74781947437;11;1973
1010514;1;3;1;10;3;1;1;9;3; ;2;1;3; ; ; ;2;1;1;2;3;4; ;11;4;11;2730,74781947437;3;1999
1010515;1;1;1;10;1;1;1;40;1;2;1; ; ;2;2;98;2;1;2; ;6;5;4;11;16;11;2551,60424066624;11;1968
1010515;1;2;1;10;2;2;1;27;2;2;1; ; ;1;1;47000;2;1;2; ;6;5;4;11;16;11;2551,60424066624;6;1981
1010515;1;3;1;10;2;2;1;2;3; ;1; ; ;2;5; ;2; ; ; ; ; ; ;11; ;11;2551,60424066624;3;2006
1010516;1;1;1;10;1;2;1;30;1;4;1; ; ;1;1;45000;2;1;2; ;6;2;3;11;13;11;2609,66586735864;3;1978
1010516;1;2;1;10;2;1;1;11;3;6;1; ; ;1;5; ;2;1;1;2;4;0; ;11;5;11;2609,66586735864;3;1997
1010516;1;3;1;10;3;1;1;4;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;11;0;11;2609,66586735864;8;2004
1010517;1;1;1;10;1;2;1;21;1;1;2;1;1; ; ; ;2;1;2; ;6;2;3;11;13;11;2214,87928175901;4;1987
1010517;1;2;1;10;2;1;1;22;2;1;2;1;2; ; ; ;2;1;2; ;6;3;2;11;14;11;2214,87928175901;4;1986
1010518;1;1;1;10;1;2;1;43;1;4;1; ; ;1;5; ;2;1;2; ;5;11;2;11;11;11;2271,45693927629;1;1966
1010518;1;2;1;10;2;2;1;14;3;6;1; ; ;1;5; ;2;1;1;2;4;8; ;11;8;11;2271,45693927629;3;1994
1010519;1;1;1;10;1;1;1;32;1;1;1; ; ;1;1;65000;2;1;2; ;5;11;2;11;11;11;2737,59110219701;1;1977
1010519;1;2;1;10;2;2;1;26;2;1;1; ; ;1;5; ;2;1;2; ;6;2;3;11;13;11;2737,59110219701;10;1982
1010520;1;1;1;10;1;1;1;28;1;3;1; ; ;1;3;450000;2;1;2; ;6;7;5;11;18;11;2737,59110219701;5;1980
1010520;1;2;1;10;2;2;1;28;2;3;1; ; ;1;1;90000;2;1;2; ;6;5;4;11;16;11;2737,59110219701;5;1980
1010521;1;1;1;10;1;1;1;53;1;4;1; ; ;3; ; ;2;1;2; ;4;6; ;11;6;11;2588,04043908416;12;1955
1010522;1;1;1;10;1;1;1;40;1;3;1; ; ;3; ; ;2;1;2; ;4;8; ;11;8;11;2551,60424066624;10;1968
1010522;1;2;1;10;2;2;1;39;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;11;6;11;2551,60424066624;5;1969
1010522;1;3;1;10;2;2;1;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;11;0;11;2551,60424066624;3;2004
1010523;1;1;1;10;1;2;1;46;1;6;1; ; ;1;1;19000;2;1;2; ;3;5; ;11;5;11;2716,32543839949;12;1962
1010523;1;2;1;10;2;1;1;16;3;6;1; ; ;1;6; ;2;1;1;1;4;9; ;11;9;11;2716,32543839949;6;1992
1010524;1;1;1;10;1;2;1;42;1;6;1; ; ;1;1;19000;2;1;2; ;4;8; ;11;8;11;1374,83580796763;9;1966
1010524;1;2;1;10;2;2;1;21;3;6;1; ; ;1;1;45000;2;1;1;2;6;1;2;11;12;11;1374,83580796763;11;1987
1010524;1;3;1;10;3;2;1;19;3;6;1; ; ;1;5; ;2;1;1;1;6;2;2;11;13;11;1374,83580796763;10;1989
1010524;1;4;1;10;4;2;1;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;11;9;11;1374,83580796763;12;1993
1010524;1;5;1;10;5;2;1;10;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;11;5;11;1374,83580796763;4;1998
1010524;1;6;1;10;6;1;1;6;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;11;1;11;1374,83580796763;11;2002
1010525;1;1;1;10;1;1;1;33;1;2;2;1;12; ; ; ;2;1;2; ;4;6; ;11;6;11;2644,57724626182;4;1975
1010525;1;2;1;10;2;2;1;33;2;2;1; ; ;1;1;98;2;1;2; ;3;5; ;11;5;11;2644,57724626182;10;1975
1010525;1;3;1;10;3;1;1;12;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;11;6;11;2644,57724626182;10;1996
1010525;1;4;1;10;4;2;1;9;3; ;1; ; ;1;5; ;2;1;1;1;3;3; ;11;3;11;2644,57724626182;11;1999
1010526;1;1;1;10;1;1;1;39;1;3;1; ; ;2;1;75000;2;1;2; ;6;3;2;11;14;11;2544,7609579436;11;1969
1010526;1;2;1;10;2;2;1;40;2;3;1; ; ;2;5; ;2;1;2; ;4;8; ;11;8;11;2544,7609579436;2;1968
1010526;1;3;1;10;3;2;1;11;3;6;1; ; ;2;5; ;2;1;2; ;4;6; ;11;6;11;2544,7609579436;3;1997
1010526;1;4;1;10;4;1;1;10;3;6;1; ; ;2;5; ;2;1;1;2;4;0; ;11;5;11;2544,7609579436;4;1998
1010527;1;1;1;10;1;2;1;47;1;4;2;1;1; ; ; ;2;1;2; ;5;11;2;11;11;11;2609,66586735864;6;1961
1010527;1;2;1;10;2;1;1;10;3;6;2;1;1; ; ; ;2;1;1;1;3;4; ;11;4;11;2609,66586735864;5;1998
1010527;1;3;1;10;3;1;1;9;3; ;2;1;1; ; ; ;2;1;1;1;3;3; ;11;3;11;2609,66586735864;9;1999
1010528;1;1;1;10;1;2;1;53;1;5;1; ; ;2;2;23000;2;1;2; ;3;5; ;11;5;11;1999,76990928005;8;1955
1010528;1;2;1;10;2;2;1;19;3;6;1; ; ;2;5; ;2;1;1;2;6;2;2;11;13;11;1999,76990928005;3;1989
1010528;1;3;1;10;3;2;1;15;5;6;1; ; ;2;5; ;2;1;1;1;4;9; ;11;9;11;1999,76990928005;12;1993
1010528;1;4;1;10;4;2;1;13;3;6;1; ; ;2;5; ;2;1;1;1;4;8; ;11;8;11;1999,76990928005;7;1995
1010528;1;5;1;10;5;2;1;44;5;6;1; ; ;3; ; ;2;1;2; ;6;5;4;11;16;11;1999,76990928005;1;1964
1010528;1;6;1;10;6;2;1;86;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;11;0;11;1999,76990928005;7;1922
1010532;1;1;1;10;1;2;1;34;1;4;1; ; ;1;1;19000;2;1;2; ;5;11;2;11;11;11;2530,33857686872;7;1974
1010532;1;2;1;10;2;1;1;13;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;11;8;11;2530,33857686872;1;1995
1010532;1;3;1;10;3;2;1;5;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;11;0;11;2530,33857686872;9;2003
1010533;1;1;1;10;1;2;1;29;1;2;1; ; ;1;5; ;2;1;2; ;4;9; ;11;9;11;2880,29848258723;9;1979
1010533;1;2;1;10;2;1;1;27;2;2;1; ; ;1;1;56000;2;1;2; ;5;11;2;11;11;11;2880,29848258723;9;1981
1010533;1;3;1;10;3;1;1;9;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;11;2;11;2880,29848258723;9;1999
1010533;1;4;1;10;4;2;1;52;5;6;1; ; ;1;1;19000;2;1;2; ;3;2; ;11;2;11;2880,29848258723;6;1956
1010534;1;1;1;10;1;1;1;46;1;3;1; ; ;1;1;58000;2;1;2; ;5;11;2;11;11;11;2823,72082506995;3;1962
1010534;1;2;1;10;2;2;1;46;2;3;1; ; ;1;1;12000;2;1;2; ;5;11;2;11;11;11;2823,72082506995;12;1962
1010534;1;3;1;10;3;1;1;21;3;6;1; ; ;1;3;57700;2;1;2; ;6;1;2;11;12;11;2823,72082506995;11;1987
1010534;1;4;1;10;4;1;1;6;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;11;0;11;2823,72082506995;4;2002
1010535;1;1;1;10;1;1;1;29;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;11;5;11;2222,45838011126;10;1979
1010535;1;2;1;10;2;2;1;23;2;2;1; ; ;3; ; ;2;1;2; ;5;10;1;11;10;11;2222,45838011126;12;1985
1010535;1;3;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;11;0;11;2222,45838011126;11;2004
1010535;1;4;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;11; ;11;2222,45838011126;11;2006
1010536;1;1;1;10;1;1;1;54;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;11;5;11;3130,74878837684;4;1954
1010536;1;2;1;10;2;2;1;54;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;11;5;11;3130,74878837684;10;1954
1010536;1;3;1;10;3;1;1;27;3;6;1; ; ;1;1;54000;2;1;2; ;6;3;3;11;14;11;3130,74878837684;1;1981
1010536;1;4;1;10;4;1;1;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;11;11;11;3130,74878837684;1;1985
1010536;1;5;1;10;5;1;1;24;3;6;2;1;1; ; ; ;2;1;2; ;5;11;2;11;11;11;3130,74878837684;1;1985
1010536;1;6;1;10;6;1;1;15;5;6;1; ; ;3; ; ;2;1;2; ;4;6; ;11;6;11;3130,74878837684;6;1993
1010537;1;1;1;10;1;1;1;45;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;11;5;11;1236,90088484553;12;1963
1010537;1;2;1;10;2;2;1;32;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;11;0;11;1236,90088484553;12;1976
1010537;1;3;1;10;3;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;11;6;11;1236,90088484553;4;1995
1010537;1;4;1;10;4;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;11;5;11;1236,90088484553;4;1996
1010537;1;5;1;10;5;2;1;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;11;5;11;1236,90088484553;10;1997
1010537;1;6;1;10;6;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;11;3;11;1236,90088484553;3;1999
1010537;1;7;1;10;7;1;1;8;3; ;1; ; ;3; ; ;2;2;1;1;3;1; ;11;1;11;1236,90088484553;5;2000
1010537;1;8;1;10;8;2;1;22;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;11;5;11;1236,90088484553;10;1986
1010537;1;9;1;10;8;2;1;4;5; ;1; ; ;3; ; ;2;2;2; ;1;0; ;11;0;11;1236,90088484553;12;2004
1010538;1;1;1;10;1;1;1;63;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;11;11;11;2199,92561829466;4;1945
1010538;1;2;1;10;2;2;1;53;2;2;1; ; ;1;3;57700;2;1;2; ;6;5;3;11;16;11;2199,92561829466;1;1955
1010538;1;3;1;10;3;1;1;29;3;6;1; ; ;1;1;57700;2;1;2; ;6;3;3;11;14;11;2199,92561829466;9;1979
