DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;P6030S1;P6030S3;DPTO;fex_c_2011
1017638;1;4;1;10;4;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;2005;15;1099,3366296712
1017638;2;1;2;10;1;1;1;29;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;6;1979;15;1099,3366296712
1017638;2;2;2;10;2;2;1;26;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1982;15;1099,3366296712
1017638;2;3;2;10;1;2;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;9;2006;15;1099,3366296712
1017639;1;1;1;10;1;1;1;36;1;6;1; ; ;1;4; ;2;1;2; ;6;10;4;2;21;10;1972;15;816,393900061714
1017640;1;1;1;10;1;2;1;74;1;5;1; ; ;3; ; ;2;1;1;2;3;2; ;2;2;12;1934;15;872,98264394683
1017640;1;2;1;10;2;2;1;21;5;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;4;1987;15;872,98264394683
1017640;1;3;1;10;2;2;1;3;5; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;2005;15;872,98264394683
1017645;1;1;1;10;1;2;1;75;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1933;15;490,686654535395
1017645;1;2;1;10;2;1;1;69;2;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1939;15;490,686654535395
1017646;1;1;1;10;1;1;1;54;1;3;1; ; ;3; ; ;9;1;2; ;3;5; ;2;5;4;1954;15;1081,48733901099
1017646;1;2;1;10;2;2;1;50;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;1;1959;15;1081,48733901099
1017646;1;3;1;10;3;1;1;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;3;2;11;7;1986;15;1081,48733901099
1017646;1;4;1;10;4;1;1;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;7;2006;15;1081,48733901099
1017646;1;5;1;10;5;1;1;18;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;5;1990;15;1081,48733901099
1017647;1;1;1;10;1;1;1;47;1;3;1; ; ;1;1;40000;2;1;2; ;3;5; ;2;5;11;1961;15;913,417814688348
1017647;1;2;1;10;2;2;1;49;2;3;1; ; ;1;1;40000;2;1;2; ;3;1; ;2;1;9;1959;15;913,417814688348
1017647;1;3;1;10;3;2;1;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;2;10;2;1992;15;913,417814688348
1017647;1;4;1;10;4;2;1;13;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;2;8;11;1995;15;913,417814688348
1017647;1;5;1;10;5;2;1;11;3;6;1; ; ;1;5; ;2;1;1;1;3;5; ;2;5;12;1997;15;913,417814688348
1017648;1;1;1;10;1;1;1;36;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1972;15;1524,85452028007
1017648;1;2;1;10;2;2;1;32;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1976;15;1524,85452028007
1017648;1;3;1;10;3;2;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;6;1993;15;1524,85452028007
1017648;1;4;1;10;4;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;3;1995;15;1524,85452028007
1017648;1;5;1;10;5;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;6;1997;15;1524,85452028007
1017648;1;6;1;10;6;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;2;1999;15;1524,85452028007
1017648;1;7;1;10;7;2;1;8;3; ;1; ; ;3; ; ;1;1;1;1;3;2; ;2;2;8;2000;15;1524,85452028007
1017648;1;8;1;10;8;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;4;2003;15;1524,85452028007
1017654;1;1;1;10;1;1;1;70;1;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;2;1938;15;755,378296949055
1017655;1;1;1;10;1;1;1;29;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1979;15;988,345678467722
1017655;1;2;1;10;2;2;1;23;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;8;1985;15;988,345678467722
1017655;1;3;1;10;1;1;1;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;2003;15;988,345678467722
1017655;1;4;1;10;1;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;2005;15;988,345678467722
1017656;1;1;1;10;1;1;1;52;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;10;1956;15;1170,80666856848
1017656;1;2;1;10;2;2;1;41;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;9;1967;15;1170,80666856848
1017656;1;3;1;10;3;2;1;23;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;8;1985;15;1170,80666856848
1017656;1;4;1;10;4;1;1;19;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1989;15;1170,80666856848
1017656;1;5;1;10;5;1;1;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;5;1992;15;1170,80666856848
1017657;1;1;1;10;1;1;1;31;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;10;1977;15;1084,6268699477
1017657;1;2;1;10;2;2;1;32;2;3;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;9;1976;15;1084,6268699477
1017657;1;3;1;10;3;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;8;1996;15;1084,6268699477
1017657;1;4;1;10;4;2;1;9;3; ;1; ; ;3; ; ;1;1;1;1;3;4; ;2;4;4;1999;15;1084,6268699477
1017657;1;5;1;10;5;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;4;2000;15;1084,6268699477
1017659;1;1;1;10;1;1;1;45;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1963;15;999,940976269164
1017659;1;2;1;10;2;2;1;37;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;1;1972;15;999,940976269164
1017659;1;3;1;10;3;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;12;1995;15;999,940976269164
1017659;1;4;1;10;4;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;6;1997;15;999,940976269164
1017660;1;1;1;10;1;1;1;54;1;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;12;1954;15;1200,09421002157
1017660;1;2;1;10;2;2;1;44;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1964;15;1200,09421002157
1017660;1;3;1;10;3;2;1;21;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;4;1987;15;1200,09421002157
1017660;1;4;1;10;4;1;1;22;5;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;8;1986;15;1200,09421002157
1017660;1;5;1;10;3;2;1;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;4;2007;15;1200,09421002157
1017661;1;1;1;10;1;1;1;51;1;3;1; ; ;1;1;18000;2;1;2; ;4;7; ;2;7;12;1957;15;1269,05383501894
1017661;1;2;1;10;2;2;1;54;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;12;1954;15;1269,05383501894
1017661;1;3;1;10;3;1;1;23;3;6;1; ; ;1;5; ;2;1;1;1;6;5;2;2;16;12;1985;15;1269,05383501894
1017661;1;4;1;10;4;1;1;21;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;1987;15;1269,05383501894
1017661;1;5;1;10;5;1;1;16;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;2;10;9;1992;15;1269,05383501894
1017662;1;1;1;10;1;2;1;71;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1937;15;658,409727275348
1017663;1;1;1;10;1;1;1;51;1;3;1; ; ;1;1;98;2;1;2; ;3;5; ;2;5;3;1957;15;1098,18814271962
1017663;1;2;1;10;2;2;1;51;2;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;12;1957;15;1098,18814271962
1017663;1;3;1;10;3;1;1;18;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;2;10;6;1990;15;1098,18814271962
1017663;1;4;1;10;4;1;1;17;3;6;1; ; ;1;5; ;2;1;2; ;3;4; ;2;4;11;1991;15;1098,18814271962
1017664;1;1;1;10;1;1;1;40;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;4;1968;15;921,300752480384
1017664;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1975;15;921,300752480384
1017664;1;3;1;10;1;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;7;1997;15;921,300752480384
1017664;1;4;1;10;1;1;1;6;3; ;1; ; ;3; ; ;2;1;1;1;2;1; ;2;0;11;2002;15;921,300752480384
1017665;1;1;1;10;1;1;1;53;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;1;1956;15;1084,91755855927
1017665;1;2;1;10;2;2;1;30;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1978;15;1084,91755855927
1017665;1;3;1;10;3;2;1;12;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;1;1997;15;1084,91755855927
1017665;1;4;1;10;4;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;1998;15;1084,91755855927
1017665;1;5;1;10;2;2;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;3;2001;15;1084,91755855927
1017665;1;6;1;10;2;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;10;2008;15;1084,91755855927
1017666;1;1;1;10;2;2;1;92;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1916;15;551,702257648054
1017666;1;2;1;10;2;1;1;49;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;2;1959;15;551,702257648054
1017667;1;1;1;10;1;1;1;75;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;7;1933;15;490,686654535395
1017667;1;2;1;10;2;2;1;67;2;3;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;12;1941;15;490,686654535395
1017668;1;1;1;10;1;2;1;78;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;1930;15;617,259119320639
1017669;1;1;1;10;1;1;1;27;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;1;1982;15;988,345678467722
1017669;1;2;1;10;2;2;1;24;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;8;1984;15;988,345678467722
1017669;1;3;1;10;2;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;2005;15;988,345678467722
1017669;1;4;1;10;2;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;9;2008;15;988,345678467722
1017670;1;1;1;10;1;1;1;66;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1942;15;523,399098171088
1017670;1;2;1;10;2;2;1;78;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1930;15;523,399098171088
1017671;1;1;1;10;1;1;1;55;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1953;15;648,162607625765
1017671;1;2;1;10;2;2;1;53;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1955;15;648,162607625765
1017672;1;1;1;10;1;1;1;24;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;3;1984;15;1174,50127079585
1017672;1;2;1;10;2;2;1;26;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1982;15;1174,50127079585
1017672;1;3;1;10;2;2;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;4;2001;15;1174,50127079585
1017672;1;4;1;10;2;1;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;1;2003;15;1174,50127079585
1017673;1;1;1;10;1;1;1;40;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;1;1969;15;869,364797269033
1017673;1;2;1;10;2;2;1;40;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1968;15;869,364797269033
1017673;1;3;1;10;3;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;2;1994;15;869,364797269033
1017674;1;1;1;10;1;1;1;50;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;12;1958;15;603,638212859404
1017674;1;2;1;10;1;1;1;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;2;2002;15;603,638212859404
1017674;1;3;1;10;3;2;1;89;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1919;15;603,638212859404
1017675;1;1;1;10;1;1;1;19;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1989;15;1297,8608728911
1017675;1;2;1;10;2;2;1;19;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1989;15;1297,8608728911
1017675;1;3;1;10;2;2;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;6;2007;15;1297,8608728911
1017681;1;1;1;10;1;1;1;37;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;2;1971;15;1324,49717041351
1017681;1;2;1;10;2;2;1;34;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;2;1974;15;1324,49717041351
1017681;1;3;1;10;3;2;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;7;1994;15;1324,49717041351
1017681;1;4;1;10;4;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;1;1996;15;1324,49717041351
1017681;1;5;1;10;1;2;1;8;3; ;1; ; ;3; ; ;1;1;1;1;3;2; ;2;2;8;2000;15;1324,49717041351
1017681;1;6;1;10;1;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;4;2001;15;1324,49717041351
1017681;1;7;1;10;1;1;1;5;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;2003;15;1324,49717041351
1017681;1;8;1;10;1;2;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;1;2007;15;1324,49717041351
1017684;1;1;1;10;1;1;2;58;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2; ; ;15;440,975380867149
1017684;1;2;1;10;2;2;1;65;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1943;15;440,975380867149
1017684;1;3;1;10;3;1;1;25;3;6;1; ; ;1;1;22000;2;1;2; ;5;11;2;2;11;5;1983;15;440,975380867149
1017685;1;1;1;10;1;1;1;50;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;12;1958;15;764,859741385983
1017685;1;2;1;10;2;2;1;46;2;3;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;10;1962;15;764,859741385983
1017685;1;3;1;10;3;1;1;21;3;6;1; ; ;1;1;20000;2;1;2; ;4;7; ;2;7;10;1987;15;764,859741385983
1017685;1;4;1;10;4;1;1;15;3;6;1; ; ;3; ; ;1;1;1;2;4;7; ;2;7;7;1993;15;764,859741385983
1017685;1;5;1;10;5;2;1;71;5;5;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;5;1937;15;764,859741385983
1017686;1;1;1;10;1;2;1;84;1;5;1; ; ;1;5; ;1;2;2; ;1;0; ;2;0;12;1924;15;551,702257648054
1017686;1;2;1;10;2;1;1;35;3;4;1; ; ;1;3;57700;2;1;2; ;6;5;4;2;16;12;1973;15;551,702257648054
1017687;1;1;1;10;1;1;1;55;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;4;1953;15;689,82143527647
1017687;1;2;1;10;2;1;1;50;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1958;15;689,82143527647
1017688;1;1;1;10;1;1;1;52;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;1956;15;937,444665252341
1017688;1;2;1;10;2;2;1;50;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;8;1958;15;937,444665252341
1017688;1;3;1;10;3;1;1;24;3;6;1; ; ;1;1;22000;2;1;2; ;3;5; ;2;5;2;1984;15;937,444665252341
1017688;1;4;1;10;4;2;1;23;3;6;1; ; ;1;1;22000;2;1;2; ;5;11;2;2;11;6;1985;15;937,444665252341
1017689;1;1;1;10;1;1;1;74;1;3;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;3;1934;15;490,686654535395
1017689;1;2;1;10;2;2;1;71;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;5;1937;15;490,686654535395
1017690;1;1;1;10;1;2;1;36;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;8;1972;15;1098,53846502051
1017690;1;2;1;10;2;2;1;12;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;8;1996;15;1098,53846502051
1017690;1;3;1;10;3;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;10;1998;15;1098,53846502051
1017690;1;4;1;10;1;2;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;11;2003;15;1098,53846502051
1017692;1;1;1;10;1;1;1;91;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;1917;15;490,686654535395
1017692;1;2;1;10;2;2;2;87;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0; ; ;15;490,686654535395
1017694;1;1;1;10;1;1;1;73;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;1;1936;15;440,975380867149
1017694;1;2;1;10;2;2;1;68;2;3;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;3;1940;15;440,975380867149
1017694;1;3;1;10;3;1;1;41;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;2;1967;15;440,975380867149
1017695;1;1;1;10;1;2;1;45;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;11;1963;15;1406,32567361646
1017695;1;2;1;10;2;2;1;29;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;7;1979;15;1406,32567361646
1017695;1;3;1;10;3;1;1;27;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;12;1981;15;1406,32567361646
1017695;1;4;1;10;4;2;1;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;10;1986;15;1406,32567361646
1017695;1;5;1;10;5;1;1;21;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;2;1987;15;1406,32567361646
1017695;1;6;1;10;6;1;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;4;1995;15;1406,32567361646
1017695;1;7;1;10;7;1;1;24;3;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1984;15;1406,32567361646
1017695;1;8;1;10;8;2;1;19;5;1;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1989;15;1406,32567361646
1017695;1;9;1;10;8;2;1;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;9;2006;15;1406,32567361646
1017696;1;1;1;10;1;1;1;51;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1957;15;1325,89770629687
1017696;1;2;1;10;2;2;1;46;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;7;1962;15;1325,89770629687
1017696;1;3;1;10;3;1;1;21;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;2;1987;15;1325,89770629687
1017696;1;4;1;10;4;2;1;19;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;12;7;1989;15;1325,89770629687
1017696;1;5;1;10;5;2;1;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;9;1991;15;1325,89770629687
1017696;1;6;1;10;6;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;10;1994;15;1325,89770629687
1017696;1;7;1;10;7;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;11;1998;15;1325,89770629687
1017697;1;1;1;10;1;1;1;73;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;5;1935;15;490,686654535395
1017697;1;2;1;10;2;2;1;80;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1928;15;490,686654535395
1017698;1;1;1;10;1;1;1;69;1;3;1; ; ;3; ; ;1;1;2; ;3;3; ;2;3;8;1939;15;451,02141481103
1017698;1;2;1;10;2;2;1;59;2;3;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;4;1949;15;451,02141481103
1017698;1;3;1;10;3;2;1;30;3;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;10;1978;15;451,02141481103
1017698;1;4;1;10;4;1;1;32;5;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;1;1977;15;451,02141481103
1017698;1;5;1;10;3;1;1;7;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;3;2001;15;451,02141481103
1017698;1;6;1;10;3;1;1;5;4; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;1;2003;15;451,02141481103
1017698;1;7;1;10;3;1;1;4;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;2004;15;451,02141481103
1017698;1;8;1;10;3;1;1;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;7;2006;15;451,02141481103
1017698;1;9;1;10;3;1;1;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;7;2008;15;451,02141481103
1017698;1;10;1;10;10;1;1;85;5;5;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;3;1923;15;451,02141481103
1017699;1;1;1;10;1;1;1;33;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;1975;15;923,645792033232
1017699;1;2;1;10;2;2;1;36;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1972;15;923,645792033232
1017699;1;3;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;2;1999;15;923,645792033232
1017699;1;4;1;10;2;1;1;7;3; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;6;2001;15;923,645792033232
1017699;1;5;1;10;2;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;2005;15;923,645792033232
1017699;1;6;1;10;2;2;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;8;2008;15;923,645792033232
1017699;1;7;1;10;7;2;1;73;5;6;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;12;1935;15;923,645792033232
1017700;1;1;1;10;1;1;1;42;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;10;1966;15;1029,55138379964
1017700;1;2;1;10;2;2;1;38;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;5;1970;15;1029,55138379964
1017700;1;3;1;10;3;1;1;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;5;1990;15;1029,55138379964
1017700;1;4;1;10;4;1;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;5;1993;15;1029,55138379964
1017701;1;1;1;10;1;1;1;45;1;3;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;1;1964;15;973,236707691734
1017701;1;2;1;10;2;2;1;32;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1976;15;973,236707691734
1017701;1;3;1;10;2;1;1;10;3;6;1; ; ;3; ; ;1;1;1;1;3;4; ;2;4;7;1998;15;973,236707691734
1017701;1;4;1;10;2;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;5;2000;15;973,236707691734
1017701;1;5;1;10;2;1;1;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;3;2002;15;973,236707691734
1017702;1;1;1;10;1;1;1;39;1;2;1; ; ;1;1;20000;2;1;2; ;3;5; ;2;5;5;1969;15;899,344873692031
1017702;1;2;1;10;2;2;1;49;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;1959;15;899,344873692031
1017702;1;3;1;10;3;2;1;24;3;1;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;1;1985;15;899,344873692031
1017702;1;4;1;10;4;1;1;36;5;1;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;8;1972;15;899,344873692031
1017702;1;5;1;10;3;2;1;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;6;2007;15;899,344873692031
1017703;1;1;1;10;1;1;1;86;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;11;1922;15;755,378296949055
1017704;1;1;1;10;1;1;1;32;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;3;1976;15;1296,58806576615
1017704;1;2;1;10;2;2;1;28;2;1;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;12;1980;15;1296,58806576615
1017704;1;3;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;2002;15;1296,58806576615
1017704;1;4;1;10;2;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;2005;15;1296,58806576615
1017704;1;5;1;10;2;1;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;6;2007;15;1296,58806576615
1017704;1;6;1;10;6;1;1;15;5;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1993;15;1296,58806576615
1017705;1;1;1;10;1;1;1;45;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;7;1963;15;1028,51644180367
1017705;1;2;1;10;2;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;7;1994;15;1028,51644180367
1017705;1;3;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;8;2000;15;1028,51644180367
1017706;1;1;1;10;1;1;1;37;1;3;1; ; ;1;3;57700;2;1;2; ;3;1; ;2;1;11;1971;15;1109,39644365835
1017706;1;2;1;10;2;2;1;34;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1974;15;1109,39644365835
1017706;1;3;1;10;3;2;1;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;7;1992;15;1109,39644365835
1017706;1;4;1;10;4;1;1;14;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;7;1994;15;1109,39644365835
1017706;1;5;1;10;5;2;1;12;3;6;1; ; ;3; ; ;1;1;1;1;3;5; ;2;5;11;1996;15;1109,39644365835
1017706;1;6;1;10;1;1;1;9;3; ;1; ; ;3; ; ;1;1;1;1;3;2; ;2;2;2;1999;15;1109,39644365835
1017706;1;7;1;10;1;1;1;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;5;2001;15;1109,39644365835
1017711;1;1;1;10;1;2;1;66;1;3;1; ; ;3; ; ;2;1;2; ;6;5;4;2;16;2;1942;15;685,338987303947
1017711;1;2;1;10;2;2;1;11;5;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;4;1997;15;685,338987303947
1017712;1;1;1;10;1;1;1;75;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;2;1933;15;755,378296949055
