Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3682793;1;3;1;10;3;2;1;1;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;73;8;03;73;239,134864417074
3682793;1;4;1;10;1;1;1;12;2003;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;73;4;03;73;239,134864417074
3682794;1;1;1;10;1;1;1;3;1942;72;1;6;2;1;600; ; ; ;2;1;2; ;4;6; ;73;6;03;73;324,14905501467
3682795;1;1;1;10;1;1;1;4;1980;34;1;2;1; ; ;1;3;90000;1;1;2; ;5;11;2;73;11;03;73;245,408520783963
3682795;1;2;1;10;2;2;1;9;1982;32;2;2;1; ; ;1;3;90000;2;1;2; ;6;5;4;73;16;03;73;245,408520783963
3682795;1;3;1;10;2;2;1;11;2012;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;73; ;03;73;245,408520783963
3682795;1;4;1;10;4;2;1;1;1997;18;5;6;1; ; ;3; ; ;2;1;1;2;6;1;2;73;12;03;73;245,408520783963
3682796;1;1;1;10;1;2;1;12;1947;67;1;2;1; ; ;3; ; ;2;1;2; ;4;9; ;73;9;03;73;288,996637218716
3682796;1;2;1;10;2;1;1;10;1936;78;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;03;73;288,996637218716
3682796;1;3;1;10;3;1;1;11;1964;50;3;4;2;1;12; ; ; ;2;1;2; ;4;8; ;73;8;03;73;288,996637218716
3682796;1;4;1;10;4;2;1;12;1977;37;3;4;1; ; ;3; ; ;2;1;2; ;6;2;3;73;13;03;73;288,996637218716
3682796;1;5;1;10;4;2;1;4;2007;7;4; ;1; ; ;1;5; ;2;1;1;2;3;2; ;73;2;03;73;288,996637218716
3682797;1;1;1;10;1;2;1;8;1983;31;1;2;1; ; ;1;5; ;2;1;2; ;5;11;1;73;11;03;73;311,167733358766
3682797;1;2;1;10;1;1;1;5;2001;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;73;7;03;73;311,167733358766
3682797;1;3;1;10;1;1;1;9;2011;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;73;0;03;73;311,167733358766
3682798;1;1;1;10;1;1;1;9;1965;49;1;6;1; ; ;1;5; ;2;1;2; ;5;11;2;73;11;03;73;277,73748683569
3682798;1;2;1;10;2;2;1;6;1924;90;5;5;1; ; ;1;2;144000;2;1;2; ;4;7; ;73;7;03;73;277,73748683569
3682799;1;1;1;10;1;2;1;11;1958;56;1;6;2;1;9; ; ; ;2;1;2; ;6;6;5;73;17;03;73;236,346317229085
3682801;1;1;1;10;1;1;1;5;1974;40;1;3;1; ; ;1;3;84540;2;1;2; ;5;11;2;73;11;03;73;212,550663688285
3682801;1;2;1;10;2;2;1;1;1966;49;2;3;1; ; ;1;5; ;2;1;2; ;4;8; ;73;8;03;73;212,550663688285
3682801;1;3;1;10;1;1;1;1;2001;14;3;6;1; ; ;1;5; ;2;1;1;2;4;8; ;73;8;03;73;212,550663688285
3682801;1;4;1;10;1;1;1;1;2001;14;3;6;1; ; ;1;5; ;2;1;1;2;4;8; ;73;8;03;73;212,550663688285
3682801;1;5;1;10;5;2;1;6;1965;49;6;5;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;03;73;212,550663688285
3682802;1;1;1;10;1;2;1;3;1965;49;1;4;1; ; ;1;5; ;2;1;2; ;6;5;4;73;16;03;73;172,918313864246
3682802;1;2;1;10;2;2;1;9;1963;51;6;3;1; ; ;3; ; ;2;1;2; ;3;5; ;73;5;03;73;172,918313864246
3682803;1;1;1;10;1;1;1;11;1966;48;1;3;1; ; ;1;3;84540;2;1;2; ;6;5;4;73;16;03;73;264,432355562534
3682803;1;2;1;10;2;2;1;10;1964;50;2;3;1; ; ;1;1;840000;2;1;2; ;6;5;4;73;16;03;73;264,432355562534
3682803;1;3;1;10;1;1;1;10;1998;16;3;6;1; ; ;1;5; ;2;1;1;2;5;10;1;73;10;03;73;264,432355562534
3682803;1;4;1;10;1;1;1;2;2000;15;3;3;1; ; ;1;5; ;2;1;1;2;4;7; ;73;7;03;73;264,432355562534
3682804;1;1;1;10;1;1;1;3;1944;70;1;3;1; ; ;2;2;375000;2;1;2; ;5;11;2;73;11;03;73;283,81367463101
3682804;1;2;1;10;2;2;1;8;1946;68;2;3;1; ; ;2;5; ;2;1;2; ;6;5;4;73;16;03;73;283,81367463101
3682805;1;1;1;10;1;1;1;8;1951;63;1;3;1; ; ;1;2;875000;2;1;2; ;6;5;4;73;16;03;73;287,869294929844
3682805;1;2;1;10;2;2;1;2;1957;58;2;3;1; ; ;1;5; ;2;1;2; ;6;5;4;73;16;03;73;287,869294929844
3682805;1;3;1;10;3;1;1;10;1977;37;3;6;1; ; ;1;3;85000;2;1;1;1;6;2;3;73;13;03;73;287,869294929844
3682805;1;4;1;10;4;1;1;7;1991;23;3;6;2;1;2; ; ; ;2;1;1;1;6;0;2;73;11;03;73;287,869294929844
3682805;1;5;1;10;3;2;1;11;2001;13;3;6;1; ; ;1;5; ;2;1;1;2;4;7; ;73;7;03;73;287,869294929844
3682806;1;1;1;10;1;2;1;10;1992;22;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ;73;7;03;73;343,146180563161
3682806;1;2;1;10;1;1;1;5;2009;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;73;0;03;73;343,146180563161
3682806;1;3;1;10;1;2;1;8;2011;3;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;73;0;03;73;343,146180563161
3682807;1;1;1;10;1;2;1;3;1951;63;1;3;1; ; ;1;2;300000;2;1;2; ;6;4;3;73;15;03;73;237,40210645203
3682807;1;2;1;10;2;2;1;5;1950;64;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;73;11;03;73;237,40210645203
3682807;1;3;1;10;3;1;1;11;1982;32;3;6;1; ; ;1;3;90000;2;1;2; ;5;11;2;73;11;03;73;237,40210645203
3682808;1;1;1;10;1;2;1;11;1978;36;1;5;1; ; ;2;2;40000;2;1;1;1;6;3;2;73;14;03;73;311,167733358766
3682808;1;2;1;10;1;1;1;11;2000;14;3;6;1; ; ;2;2;19000;2;1;1;2;4;9; ;73;9;03;73;311,167733358766
3682808;1;3;1;10;1;1;1;12;2008;6;3; ;1; ; ;2;2;19000;2;1;1;2;3;0; ;73;0;03;73;311,167733358766
3682809;1;1;1;10;1;1;1;8;1949;65;1;3;1; ; ;1;2;156000;2;1;2; ;6;7;5;73;18;03;73;355,049702353631
3682809;1;2;1;10;1;2;1;8;1961;53;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;73;11;03;73;355,049702353631
3682809;1;3;1;10;1;1;1;1;1979;36;3;6;1; ; ;1;3;80500;2;1;1;1;6;7;3;73;18;03;73;355,049702353631
3682809;1;4;1;10;1;1;1;8;1985;29;3;6;1; ; ;1;3;80500;2;1;1;1;6;5;2;73;16;03;73;355,049702353631
3682810;1;1;1;10;2;1;1;1;1981;34;1;3;1; ; ;1;3;98;2;1;1;2;6;0;2;73;11;03;73;369,111797712005
3682810;1;2;1;10;2;2;1;4;1982;32;2;3;1; ; ;1;5; ;2;1;2; ;6;5;4;73;16;03;73;369,111797712005
3682810;1;3;1;10;2;1;1;11;2006;8;3; ;1; ; ;1;5; ;2;1;1;2;3;2; ;73;2;03;73;369,111797712005
3682810;1;4;1;10;2;2;1;9;2013;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;73; ;03;73;369,111797712005
3682811;1;1;1;10;1;2;1;8;1946;68;1;5;1; ; ;3; ; ;2;1;2; ;3;4; ;76;4;03;76;695,089589674703
3682811;1;2;1;10;1;2;1;11;1918;96;5;5;1; ; ;3; ; ;2;1;2; ;9;99; ;76; ;03;76;695,089589674703
3682812;1;1;1;10;1;1;1;12;1934;80;1;3;1; ; ;1;3;98;2;1;2; ;6;6;5;76;17;03;76;1012,2696318622
3682812;1;2;1;10;1;2;1;7;1936;78;2;3;1; ; ;1;5; ;2;1;2; ;6;4;4;76;15;03;76;1012,2696318622
3682812;1;3;1;10;3;1;1;1;1963;52;3;6;1; ; ;1;3;70000;2;1;2; ;6;2;3;76;13;03;76;1012,2696318622
3682813;1;1;1;10;1;1;1;3;1945;69;1;3;1; ; ;2;2;350000;2;1;2; ;6;7;5;76;18;03;76;944,519847992616
3682813;1;2;1;10;2;2;1;5;1943;71;2;3;1; ; ;2;5; ;2;1;2; ;3;5; ;76;5;03;76;944,519847992616
3682814;1;1;1;10;1;1;1;8;1977;37;1;2;1; ; ;1;1;25760;2;1;2; ;5;11;2;76;11;03;76;979,23841632143
3682814;1;2;1;10;2;2;1;12;1978;36;2;2;1; ; ;3; ; ;1;1;2; ;4;9; ;76;9;03;76;979,23841632143
3682814;1;3;1;10;3;2;1;9;1996;18;3;6;1; ; ;3; ; ;1;1;1;2;5;10;1;76;10;03;76;979,23841632143
3682814;1;4;1;10;2;1;1;11;1999;15;3;6;1; ; ;3; ; ;2;1;1;2;4;7; ;76;7;03;76;979,23841632143
3682815;1;1;1;10;1;1;1;11;1991;23;1;6;1; ; ;1;1;25760;2;1;2; ;5;11;2;76;11;03;76;1032,14409010027
3682816;1;1;1;10;1;2;1;2;1965;50;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;76;5;03;76;938,804430268375
3682817;1;1;1;10;1;2;1;1;1945;70;1;4;1; ; ;3; ; ;2;1;2; ;3;4; ;76;4;03;76;770,315863974808
3682817;1;2;1;10;1;2;1;1;1974;41;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;76;4;03;76;770,315863974808
3682818;1;1;1;10;1;2;1;9;1957;57;1;4;1; ; ;1;1;98;2;1;2; ;6;3;3;76;14;03;76;695,089589674703
3682818;1;2;1;10;1;2;1;7;1924;90;5;5;1; ; ;1;2;65000;2;1;2; ;3;5; ;76;5;03;76;695,089589674703
3682819;1;1;1;10;1;2;1;11;1947;67;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;03;66;277,177629223047
3682819;1;2;1;10;2;1;1;7;1991;23;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;66;9;03;66;277,177629223047
3682820;1;1;1;10;1;2;1;1;1966;49;1;2;1; ; ;2;1;68000;2;1;2; ;6;5;4;66;16;03;66;351,146518509928
3682820;1;2;1;10;2;1;1;10;1988;26;3;6;1; ; ;1;1;68000;2;1;1;2;6;3;4;66;14;03;66;351,146518509928
3682820;1;3;1;10;3;1;1;12;1999;15;3;6;1; ; ;2;5; ;2;1;1;1;4;9; ;66;9;03;66;351,146518509928
3682820;1;4;1;10;1;1;1;10;2009;5;3; ;9; ; ; ; ; ;2;1;1;1;2;0; ;66;0;03;66;351,146518509928
3682820;1;5;1;10;5;1;1;6;1999;15;5;6;1; ; ;1;5; ;2;1;1;1;4;9; ;66;9;03;66;351,146518509928
3682820;1;6;1;10;6;2;1;11;1977;37;6;4;1; ; ;3; ; ;2;1;2; ;4;7; ;66;7;03;66;351,146518509928
3682821;1;1;1;10;1;1;1;8;1983;31;1;1;1; ; ;1;1;26000;2;1;2; ;5;11;2;66;11;03;66;333,004340020357
3682821;1;2;1;10;2;2;1;10;1984;30;2;1;1; ; ;1;3;80500;2;1;2; ;5;11;2;66;11;03;66;333,004340020357
3682821;1;3;1;10;2;2;1;8;2008;6;3; ;1; ; ;1;5; ;2;1;1;1;3;0; ;66;0;03;66;333,004340020357
3682822;1;1;1;10;1;1;1;2;1941;74;1;5;1; ; ;1;2;77500;2;2;2; ;1;0; ;66;0;03;66;290,883888756372
3682823;1;1;1;10;1;1;1;1;1931;84;1;4;1; ; ;1;2;77500;2;1;2; ;3;3; ;66;3;03;66;290,883888756372
3682824;1;1;1;10;1;1;1;7;1948;66;1;4;1; ; ;1;2;77500;2;1;2; ;3;5; ;66;5;03;66;290,883888756372
3682825;1;1;1;10;1;1;1;12;1952;62;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;03;66;272,682669487477
3682825;1;2;1;10;2;2;1;11;1962;52;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;03;66;272,682669487477
3682825;1;3;1;10;1;1;1;10;2002;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;66;6;03;66;272,682669487477
3682826;1;1;1;10;1;1;1;5;1977;37;1;3;1; ; ;1;1;32000;2;1;2; ;5;11;2;66;11;03;66;281,840443357341
3682826;1;2;1;10;2;2;1;5;1979;35;2;3;1; ; ;1;1;26000;2;1;2; ;3;5; ;66;5;03;66;281,840443357341
3682826;1;3;1;10;3;2;1;12;1997;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;03;66;281,840443357341
3682827;1;1;1;10;1;1;1;9;1976;38;1;2;1; ; ;1;1;26000;2;1;2; ;3;3; ;66;3;03;66;256,056247370837
3682827;1;2;1;10;2;2;1;2;1975;40;2;2;1; ; ;1;5; ;2;1;2; ;3;4; ;66;4;03;66;256,056247370837
3682827;1;3;1;10;3;1;1;7;1992;22;3;6;2;1;6; ; ; ;2;1;2; ;5;11;2;66;11;03;66;256,056247370837
3682827;1;4;1;10;4;2;1;1;1997;18;3;6;1; ; ;1;5; ;2;1;2; ;4;8; ;66;8;03;66;256,056247370837
3682827;1;5;1;10;5;1;1;8;1999;15;3;6;1; ; ;1;5; ;1;1;1;1;4;8; ;66;8;03;66;256,056247370837
3682827;1;6;1;10;6;2;1;7;2002;12;3;6;1; ; ;1;5; ;2;1;1;1;4;0; ;66;5;03;66;256,056247370837
3682828;1;1;1;10;1;1;1;11;1933;81;1;3;1; ; ;1;5; ;2;1;2; ;3;4; ;66;4;03;66;263,211204507335
3682828;1;2;1;10;2;2;1;1;1943;72;2;3;1; ; ;1;3;80500;2;1;2; ;4;9; ;66;9;03;66;263,211204507335
3682829;1;1;1;10;1;1;1;2;1961;54;1;2;1; ; ;1;3;80500;1;1;2; ;3;5; ;66;5;03;66;302,064852819157
3682829;1;2;1;10;2;2;1;2;1965;50;2;2;1; ; ;1;1;26000;2;1;2; ;6;2;3;66;13;03;66;302,064852819157
3682829;1;3;1;10;3;2;1;9;1996;18;3;6;1; ; ;1;5; ;2;1;1;1;6;2;3;66;13;03;66;302,064852819157
3682829;1;4;1;10;2;2;1;10;2006;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;66;2;03;66;302,064852819157
3682830;1;1;1;10;1;2;1;2;1956;59;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;03;66;263,211204507335
3682830;1;2;1;10;2;1;1;9;1937;77;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;03;66;263,211204507335
3682831;1;1;1;10;1;1;1;4;1968;46;1;3;1; ; ;3; ; ;2;1;2; ;4;6; ;66;6;03;66;315,357576165889
3682831;1;2;1;10;2;2;1;5;1980;34;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;03;66;315,357576165889
3682831;1;3;1;10;3;1;1;1;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;66;10;03;66;315,357576165889
3682832;1;1;1;10;1;2;1;1;1944;71;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;03;66;276,87179315119
3682832;1;2;1;10;2;2;1;9;1971;43;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;03;66;276,87179315119
3682832;1;3;1;10;3;2;1;2;1995;20;4;6;1; ; ;3; ; ;2;1;1;1;6;1;2;66;12;03;66;276,87179315119
3682832;1;4;1;10;2;1;1;10;2005;9;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ;66;3;03;66;276,87179315119
3682833;1;1;1;10;1;2;1;3;1942;72;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;03;66;274,599983615699
3682834;1;1;1;10;1;2;1;2;1965;50;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;03;66;274,39216857012
3682834;1;2;1;10;2;1;1;5;1973;41;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;03;66;274,39216857012
3682834;1;3;1;10;3;2;1;4;1994;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;03;66;274,39216857012
3682834;1;4;1;10;1;2;1;7;2007;7;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;66;1;03;66;274,39216857012
3682834;1;5;1;10;5;2;1;11;1947;67;5;4;1; ; ;3; ; ;2;1;2; ;3;2; ;66;2;03;66;274,39216857012
3682835;1;1;1;10;1;1;1;9;1965;49;1;4;1; ; ;3; ; ;2;1;2; ;3;1; ;66;1;03;66;333,558795434784
3682836;1;1;1;10;1;2;1;7;1971;43;1;4;1; ; ;3; ; ;2;1;2; ;4;8; ;66;8;03;66;301,718212450309
3682836;1;2;1;10;1;2;1;2;2012;3;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;66;0;03;66;301,718212450309
3682837;1;1;1;10;1;2;1;9;1963;51;1;4;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;03;66;246,127162164366
3682837;1;2;1;10;2;2;1;5;1986;28;3;4;1; ; ;3; ; ;2;1;2; ;4;7; ;66;7;03;66;246,127162164366
3682837;1;3;1;10;1;1;1;5;2000;14;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ;66;7;03;66;246,127162164366
3682837;2;1;2;10;1;2;1;12;1938;76;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;03;66;246,127162164366
3682837;2;2;2;10;2;1;1;11;1961;53;3;6;1; ; ;3; ; ;2;1;2; ;3;1; ;66;1;03;66;246,127162164366
3682837;2;3;2;10;3;2;1;12;1965;49;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;66;0;03;66;246,127162164366
3682838;1;1;1;10;1;2;1;7;1959;55;1;5;1; ; ;9; ; ;2;1;2; ;3;2; ;66;2;03;66;359,876272798682
3682838;1;2;1;10;2;1;1;5;1981;33;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;03;66;359,876272798682
3682838;1;3;1;10;2;1;1;5;2007;7;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;66;1;03;66;359,876272798682
3682839;1;1;1;10;1;1;1;11;1962;52;1;3;1; ; ;1;5; ;2;1;2; ;3;4; ;66;4;03;66;271,125365617957
3682839;1;2;1;10;2;2;1;9;1968;46;2;3;1; ; ;1;1;25774;2;1;2; ;4;9; ;66;9;03;66;271,125365617957
3682839;1;3;1;10;3;2;1;5;1991;23;3;6;1; ; ;3; ; ;2;1;2; ;6;2;2;66;13;03;66;271,125365617957
3682839;1;4;1;10;3;2;1;2;2014;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;66; ;03;66;271,125365617957
3682839;1;5;1;10;5;2;1;3;2002;13;3;6;1; ; ;1;5; ;1;1;1;1;4;8; ;66;8;03;66;271,125365617957
3682840;1;1;1;10;1;1;1;8;1971;43;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;03;66;333,004340020357
3682840;1;2;1;10;2;2;1;5;1979;35;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;03;66;333,004340020357
3682840;1;3;1;10;2;2;1;3;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;66;1;03;66;333,004340020357
3682841;1;1;1;10;1;1;1;10;1978;36;1;2;1; ; ;1;1;72000;2;1;2; ;5;11;2;66;11;03;66;322,8437176954
3682841;1;2;1;10;2;2;1;2;1992;23;2;2;1; ; ;1;5; ;2;1;2; ;6;3;3;66;14;03;66;322,8437176954
3682841;1;3;1;10;2;2;1;6;2012;2;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;66; ;03;66;322,8437176954
3682842;1;1;1;10;1;2;1;10;1940;74;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ;66;3;03;66;233,388894232061
3682842;1;2;1;10;2;2;1;6;1989;25;4;6;2;1;48; ; ; ;1;1;2; ;6;4;4;66;15;03;66;233,388894232061
3682842;2;1;2;10;1;2;1;1;1965;50;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;66;8;03;66;233,388894232061
3682842;2;2;2;10;2;1;1;5;1965;49;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;03;66;233,388894232061
3682842;2;3;2;10;3;2;1;11;1991;23;5;6;1; ; ;3; ; ;2;1;1;1;6;4;2;66;15;03;66;233,388894232061
3682843;1;1;1;10;1;2;1;9;1974;40;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;66;4;03;66;253,131961394641
