Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3117906;1;1;1;70;1;52;48;1; ;2;260;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;2;0115;01;73;179,046723129167;73
3117906;1;4;1;70;1;6;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;01;73;179,046723129167;73
3117908;1;1;1;70;1;4;48;1; ;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;500000;2;97;41;52;1;1;5233;01;17;214,091907188192;17
3117919;1;4;1;70;1;12;40;1; ;2;3;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;53;53;55;1;1;5521;01;17;84,9806813460719;17
3117923;1;2;1;70;1;40;40;1; ;2;80;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;54;95;1;2;9500;01;17;173,263610308127;17
3117940;1;2;1;70;1;24;48;1; ;2;24;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;2;4521;01;20;97,6075597584308;20
3117948;1;2;1;70;1;1;36;1; ;2;16;1; ;9;4; ; ; ;1; ; ; ; ; ; ; ;2; ;2;06;06;85;1;1;8511;01;73;218,200427435581;73
3117953;1;3;1;70;1;10;56;4; ;2;5;4; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;13;80;1;1;8060;01;76;966,210214627193;76
3117964;1;1;1;70;1;1;48;1; ;2;1;1; ;2;1; ; ; ;1; ; ; ; ; ; ; ;1;350000;2;95;58;63;1;1;6331;01;73;270,501789581319;73
3117966;1;3;1;70;1;24;72;1; ;2;24;1; ;8;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;13;13;80;1;2;8060;01;73;250,689375356956;73
3117975;1;1;1;70;1;4;48;4; ;2;4;4; ;9;1; ; ; ;1; ; ; ; ; ; ; ;1;2900000;2;13;13;80;1;1;8050;01;73;328,394293378399;73
3117980;1;2;1;70;1;8;50;3; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;01;15;120,998608214863;15
3117982;1;3;1;70;1;4;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;41; ; ;1;1; ;01;15;46,4134304207133;15
